driver_program,0,949.4332845211029,/pmem1-data/val/spark-1572555677-optaneAD_1it_25cpus_20bb-1,allfiles
load_img,67.30703520774841,67.71896362304688,bigbrain_6930_3624_6255.nii,153102
increment_data,67.72211837768555,68.49405336380005,bigbrain_6930_3624_6255.nii,153102
save_incremented,68.4942991733551,71.75301909446716,bigbrain_6930_3624_6255.nii,153102
load_img,67.54608488082886,68.00793886184692,bigbrain_0_4228_4865.nii,153093
increment_data,68.01448917388916,68.96486067771912,bigbrain_0_4228_4865.nii,153093
save_incremented,68.96533513069153,75.28251624107361,bigbrain_0_4228_4865.nii,153093
load_img,67.62817525863647,68.03869032859802,bigbrain_3850_0_4865.nii,153090
increment_data,68.04249691963196,68.8637421131134,bigbrain_3850_0_4865.nii,153090
save_incremented,68.86398315429688,74.71760559082031,bigbrain_3850_0_4865.nii,153090
load_img,67.7585141658783,68.20621085166931,bigbrain_6930_5436_2780.nii,153108
increment_data,68.21037697792053,69.0214855670929,bigbrain_6930_5436_2780.nii,153108
save_incremented,69.02248501777649,72.75145888328552,bigbrain_6930_5436_2780.nii,153108
load_img,67.95599317550659,68.46566557884216,bigbrain_3850_1812_695.nii,153084
increment_data,68.46958088874817,69.22386145591736,bigbrain_3850_1812_695.nii,153084
save_incremented,69.22410988807678,75.06588697433472,bigbrain_3850_1812_695.nii,153084
load_img,67.96637487411499,68.48603343963623,bigbrain_5390_5436_4170.nii,153099
increment_data,68.48987746238708,69.25328946113586,bigbrain_5390_5436_4170.nii,153099
save_incremented,69.25349926948547,76.23240089416504,bigbrain_5390_5436_4170.nii,153099
load_img,67.97929334640503,68.52875924110413,bigbrain_4620_2416_3475.nii,153085
increment_data,68.53298830986023,69.39096999168396,bigbrain_4620_2416_3475.nii,153085
save_incremented,69.39353203773499,78.32238435745239,bigbrain_4620_2416_3475.nii,153085
load_img,67.98625874519348,68.53374361991882,bigbrain_2310_604_2780.nii,153114
increment_data,68.53787541389465,69.39096593856812,bigbrain_2310_604_2780.nii,153114
save_incremented,69.39372277259827,71.59140205383301,bigbrain_2310_604_2780.nii,153114
load_img,68.00726628303528,68.55957198143005,bigbrain_3080_4228_0.nii,153096
increment_data,68.56378769874573,69.4227249622345,bigbrain_3080_4228_0.nii,153096
save_incremented,69.4232726097107,78.14532780647278,bigbrain_3080_4228_0.nii,153096
