driver_program,0,983.2671837806702,/pmem1-data/val/spark-1572490358-optaneAD_1it_96cpus_20bb-0,allfiles
load_img,90.92416453361511,92.11466240882874,bigbrain_1540_3624_695.nii,131163
increment_data,92.12512612342834,93.68469381332397,bigbrain_1540_3624_695.nii,131163
save_incremented,93.68823432922363,99.0347146987915,bigbrain_1540_3624_695.nii,131163
load_img,91.97597002983093,93.32469391822815,bigbrain_5390_5436_6255.nii,131133
increment_data,93.36481738090515,96.35889005661011,bigbrain_5390_5436_6255.nii,131133
save_incremented,96.35966682434082,102.51881122589111,bigbrain_5390_5436_6255.nii,131133
load_img,92.47265434265137,93.51451396942139,bigbrain_3080_5436_4170.nii,131142
increment_data,93.53052687644958,96.40494918823242,bigbrain_3080_5436_4170.nii,131142
save_incremented,96.40568208694458,102.11670637130737,bigbrain_3080_5436_4170.nii,131142
load_img,93.20682501792908,94.90012836456299,bigbrain_0_1208_695.nii,131022
increment_data,94.90758895874023,97.82085943222046,bigbrain_0_1208_695.nii,131022
save_incremented,97.82205605506897,105.63473653793335,bigbrain_0_1208_695.nii,131022
load_img,94.1387574672699,95.9800341129303,bigbrain_3080_5436_695.nii,131037
increment_data,95.99520063400269,98.6316831111908,bigbrain_3080_5436_695.nii,131037
save_incremented,98.63241624832153,106.70520544052124,bigbrain_3080_5436_695.nii,131037
load_img,94.40074300765991,96.26189184188843,bigbrain_6930_3020_2085.nii,131283
increment_data,96.27434468269348,99.51047730445862,bigbrain_6930_3020_2085.nii,131283
save_incremented,99.52731347084045,107.44392275810242,bigbrain_6930_3020_2085.nii,131283
load_img,94.34472012519836,96.40552258491516,bigbrain_770_1208_0.nii,131055
increment_data,96.41501641273499,99.12693500518799,bigbrain_770_1208_0.nii,131055
save_incremented,99.12790608406067,113.3438925743103,bigbrain_770_1208_0.nii,131055
load_img,94.86289429664612,96.65757989883423,bigbrain_6160_1812_695.nii,131172
increment_data,96.6710524559021,99.40765905380249,bigbrain_6160_1812_695.nii,131172
save_incremented,99.41210174560547,106.2029242515564,bigbrain_6160_1812_695.nii,131172
load_img,94.63610768318176,96.66713237762451,bigbrain_0_4228_4865.nii,131286
increment_data,96.67921280860901,100.25070762634277,bigbrain_0_4228_4865.nii,131286
save_incremented,100.25147271156311,148.58234405517578,bigbrain_0_4228_4865.nii,131286
load_img,94.83565020561218,96.6849012374878,bigbrain_5390_604_3475.nii,131262
increment_data,96.69611430168152,99.50983428955078,bigbrain_5390_604_3475.nii,131262
save_incremented,99.52741980552673,149.75792145729065,bigbrain_5390_604_3475.nii,131262
load_img,94.4080080986023,96.69102716445923,bigbrain_5390_0_4170.nii,131196
increment_data,96.70514917373657,100.55848169326782,bigbrain_5390_0_4170.nii,131196
save_incremented,100.55986428260803,144.33092856407166,bigbrain_5390_0_4170.nii,131196
load_img,94.63136124610901,96.75857019424438,bigbrain_3850_0_4865.nii,131157
increment_data,96.77017760276794,100.67053818702698,bigbrain_3850_0_4865.nii,131157
save_incremented,100.67262506484985,150.10937976837158,bigbrain_3850_0_4865.nii,131157
load_img,94.68888235092163,96.81479811668396,bigbrain_1540_4832_0.nii,131031
increment_data,96.82524800300598,99.89897680282593,bigbrain_1540_4832_0.nii,131031
save_incremented,99.90124082565308,135.93943309783936,bigbrain_1540_4832_0.nii,131031
load_img,94.92576003074646,96.83612871170044,bigbrain_6160_4832_3475.nii,131220
increment_data,96.84660053253174,99.70060563087463,bigbrain_6160_4832_3475.nii,131220
save_incremented,99.70317196846008,123.21743750572205,bigbrain_6160_4832_3475.nii,131220
load_img,94.77470564842224,96.84683012962341,bigbrain_3850_0_1390.nii,131002
increment_data,96.85823702812195,100.80374693870544,bigbrain_3850_0_1390.nii,131002
save_incremented,100.80505394935608,139.94405817985535,bigbrain_3850_0_1390.nii,131002
load_img,94.97064161300659,96.8555178642273,bigbrain_3850_1208_1390.nii,131181
increment_data,96.86845874786377,99.67484426498413,bigbrain_3850_1208_1390.nii,131181
save_incremented,99.67554903030396,105.76329398155212,bigbrain_3850_1208_1390.nii,131181
load_img,94.92912983894348,96.89427876472473,bigbrain_0_4228_0.nii,131148
increment_data,96.90449285507202,99.89068984985352,bigbrain_0_4228_0.nii,131148
save_incremented,99.90126061439514,138.88117837905884,bigbrain_0_4228_0.nii,131148
load_img,94.37792134284973,96.91267347335815,bigbrain_6160_1812_4170.nii,131214
increment_data,96.92515325546265,100.91336607933044,bigbrain_6160_1812_4170.nii,131214
save_incremented,100.91733646392822,126.14057111740112,bigbrain_6160_1812_4170.nii,131214
load_img,94.96944832801819,96.9191620349884,bigbrain_4620_4832_4170.nii,131175
increment_data,96.93280100822449,99.90418076515198,bigbrain_4620_4832_4170.nii,131175
save_incremented,99.90679097175598,126.68563270568848,bigbrain_4620_4832_4170.nii,131175
load_img,95.01712036132812,96.93269038200378,bigbrain_2310_0_695.nii,131052
increment_data,96.9432282447815,99.8894956111908,bigbrain_2310_0_695.nii,131052
save_incremented,99.90117001533508,138.257581949234,bigbrain_2310_0_695.nii,131052
load_img,95.01383757591248,96.93502616882324,bigbrain_1540_1208_2085.nii,131130
increment_data,96.94554734230042,99.83925104141235,bigbrain_1540_1208_2085.nii,131130
save_incremented,99.8408751487732,110.74501156806946,bigbrain_1540_1208_2085.nii,131130
load_img,95.01914429664612,96.94339203834534,bigbrain_4620_3020_695.nii,131061
increment_data,96.95382165908813,99.87361168861389,bigbrain_4620_3020_695.nii,131061
save_incremented,99.87685036659241,112.47891116142273,bigbrain_4620_3020_695.nii,131061
load_img,95.05624389648438,96.97690725326538,bigbrain_770_0_1390.nii,131244
increment_data,96.9883017539978,99.88896369934082,bigbrain_770_0_1390.nii,131244
save_incremented,99.88992691040039,151.58118343353271,bigbrain_770_0_1390.nii,131244
load_img,95.09159898757935,96.99146771430969,bigbrain_3080_0_4865.nii,131199
increment_data,97.00171279907227,99.83305311203003,bigbrain_3080_0_4865.nii,131199
save_incremented,99.83577418327332,134.1148293018341,bigbrain_3080_0_4865.nii,131199
load_img,95.0972192287445,96.9968113899231,bigbrain_5390_604_5560.nii,131259
increment_data,97.007009267807,100.05138301849365,bigbrain_5390_604_5560.nii,131259
save_incremented,100.05367803573608,147.66390180587769,bigbrain_5390_604_5560.nii,131259
load_img,95.1668484210968,97.00597262382507,bigbrain_6930_4832_5560.nii,131127
increment_data,97.01963782310486,99.9123432636261,bigbrain_6930_4832_5560.nii,131127
save_incremented,99.91274976730347,143.17178893089294,bigbrain_6930_4832_5560.nii,131127
load_img,95.0718641281128,97.0247733592987,bigbrain_4620_4832_6255.nii,131025
increment_data,97.03933119773865,100.07745623588562,bigbrain_4620_4832_6255.nii,131025
save_incremented,100.0839262008667,137.60366106033325,bigbrain_4620_4832_6255.nii,131025
load_img,95.11584830284119,97.03811383247375,bigbrain_3850_2416_4865.nii,131040
increment_data,97.04994249343872,99.92906475067139,bigbrain_3850_2416_4865.nii,131040
save_incremented,99.93180012702942,116.98015189170837,bigbrain_3850_2416_4865.nii,131040
load_img,94.38884234428406,97.03972935676575,bigbrain_3080_4228_0.nii,131085
increment_data,97.05201506614685,101.00428414344788,bigbrain_3080_4228_0.nii,131085
save_incremented,101.00581097602844,117.24851489067078,bigbrain_3080_4228_0.nii,131085
load_img,95.01095414161682,97.04217267036438,bigbrain_2310_1208_0.nii,131187
increment_data,97.05393433570862,100.07759642601013,bigbrain_2310_1208_0.nii,131187
save_incremented,100.07939839363098,150.06521224975586,bigbrain_2310_1208_0.nii,131187
load_img,94.9562816619873,97.04180765151978,bigbrain_770_1812_695.nii,131028
increment_data,97.0570011138916,100.00320315361023,bigbrain_770_1812_695.nii,131028
save_incremented,100.00389456748962,145.27408504486084,bigbrain_770_1812_695.nii,131028
load_img,94.89578413963318,97.04627513885498,bigbrain_6160_1208_3475.nii,131166
increment_data,97.0581521987915,100.94566321372986,bigbrain_6160_1208_3475.nii,131166
save_incremented,100.94663310050964,132.93317770957947,bigbrain_6160_1208_3475.nii,131166
load_img,95.1751229763031,97.0610601902008,bigbrain_6930_604_4170.nii,131073
increment_data,97.07864594459534,99.90223741531372,bigbrain_6930_604_4170.nii,131073
save_incremented,99.90277600288391,151.63130807876587,bigbrain_6930_604_4170.nii,131073
load_img,95.17121911048889,97.06809568405151,bigbrain_3080_5436_4865.nii,131253
increment_data,97.07962703704834,99.96514749526978,bigbrain_3080_5436_4865.nii,131253
save_incremented,99.96601247787476,144.35412454605103,bigbrain_3080_5436_4865.nii,131253
load_img,94.87523031234741,97.06930494308472,bigbrain_1540_3020_4170.nii,131139
increment_data,97.08043313026428,100.56138682365417,bigbrain_1540_3020_4170.nii,131139
save_incremented,100.56201791763306,118.65193915367126,bigbrain_1540_3020_4170.nii,131139
load_img,95.17738676071167,97.07069802284241,bigbrain_3850_1208_5560.nii,131019
increment_data,97.08128571510315,100.0768940448761,bigbrain_3850_1208_5560.nii,131019
save_incremented,100.08305215835571,117.10257744789124,bigbrain_3850_1208_5560.nii,131019
load_img,95.10529685020447,97.0942177772522,bigbrain_4620_2416_4170.nii,131211
increment_data,97.11088562011719,99.96077132225037,bigbrain_4620_2416_4170.nii,131211
save_incremented,99.96138906478882,106.96531629562378,bigbrain_4620_2416_4170.nii,131211
load_img,94.8990523815155,97.09697151184082,bigbrain_6930_5436_2780.nii,131058
increment_data,97.11489915847778,101.13072347640991,bigbrain_6930_5436_2780.nii,131058
save_incremented,101.13141465187073,140.99324893951416,bigbrain_6930_5436_2780.nii,131058
load_img,95.21267771720886,97.10882830619812,bigbrain_1540_3020_695.nii,131076
increment_data,97.12022137641907,100.0617790222168,bigbrain_1540_3020_695.nii,131076
save_incremented,100.06565523147583,126.06318354606628,bigbrain_1540_3020_695.nii,131076
load_img,94.98691248893738,97.11082792282104,bigbrain_6160_3020_5560.nii,131010
increment_data,97.12283849716187,101.08837580680847,bigbrain_6160_3020_5560.nii,131010
save_incremented,101.08935785293579,144.81497430801392,bigbrain_6160_3020_5560.nii,131010
load_img,94.93749451637268,97.11894702911377,bigbrain_5390_5436_4170.nii,131070
increment_data,97.131187915802,101.06000137329102,bigbrain_5390_5436_4170.nii,131070
save_incremented,101.06049609184265,131.11543154716492,bigbrain_5390_5436_4170.nii,131070
load_img,95.2023377418518,97.12262201309204,bigbrain_4620_2416_3475.nii,131226
increment_data,97.13396954536438,100.03528618812561,bigbrain_4620_2416_3475.nii,131226
save_incremented,100.03966188430786,130.9545669555664,bigbrain_4620_2416_3475.nii,131226
