driver_program,0,11761.907356739044,/home/users/vhayots/spark-1572543702-isilonAD_1it_96cpus_20bb-1,allfiles
load_img,570.9921700954437,571.3881900310516,bigbrain_0_1208_4170.nii,149317
increment_data,699.2378921508789,702.3638155460358,bigbrain_0_1208_4170.nii,149317
save_incremented,702.3772864341736,1078.0744976997375,bigbrain_0_1208_4170.nii,149317
load_img,11325.99824976921,11326.65828537941,bigbrain_3080_4832_1390.nii,149080
increment_data,11341.682777881622,11347.661621809006,bigbrain_3080_4832_1390.nii,149080
save_incremented,11382.667397737503,11730.859897851944,bigbrain_3080_4832_1390.nii,149080
load_img,2803.9603674411774,2805.0327417850494,bigbrain_3850_5436_1390.nii,149140
increment_data,3016.9519715309143,3045.8437883853912,bigbrain_3850_5436_1390.nii,149140
save_incremented,3092.500475883484,3659.9719212055206,bigbrain_3850_5436_1390.nii,149140
load_img,5011.526657581329,5011.921178340912,bigbrain_4620_3020_1390.nii,149164
increment_data,5030.515259504318,5033.021887302399,bigbrain_4620_3020_1390.nii,149164
save_incremented,5103.741547822952,5345.67521739006,bigbrain_4620_3020_1390.nii,149164
load_img,1493.14572930336,1493.6432235240936,bigbrain_3850_3624_2085.nii,149215
increment_data,1687.0986952781677,1689.5196504592896,bigbrain_3850_3624_2085.nii,149215
save_incremented,1771.2568356990814,2199.121442079544,bigbrain_3850_3624_2085.nii,149215
load_img,1615.8334257602692,1616.2170498371124,bigbrain_0_3020_2780.nii,149245
increment_data,1687.1788747310638,1689.8733377456665,bigbrain_0_3020_2780.nii,149245
save_incremented,1772.831300497055,2200.8244018554688,bigbrain_0_3020_2780.nii,149245
load_img,6057.875540733337,6058.486282348633,bigbrain_6160_3020_2085.nii,149038
increment_data,6263.899785757065,6265.143122911453,bigbrain_6160_3020_2085.nii,149038
save_incremented,6396.798141002655,6723.061814069748,bigbrain_6160_3020_2085.nii,149038
load_img,7716.32860994339,7717.661955833435,bigbrain_1540_1812_2085.nii,149215
increment_data,8158.123064041138,8158.941641569138,bigbrain_1540_1812_2085.nii,149215
save_incremented,8192.50556230545,8302.403015375137,bigbrain_1540_1812_2085.nii,149215
load_img,5797.266000032425,5797.845017671585,bigbrain_6930_604_5560.nii,149083
increment_data,6062.469140052795,6065.751352071762,bigbrain_6930_604_5560.nii,149083
save_incremented,6263.6897230148315,6681.27926492691,bigbrain_6930_604_5560.nii,149083
load_img,11332.29726266861,11332.967852592468,bigbrain_6930_5436_0.nii,149269
increment_data,11341.714062452316,11347.43239402771,bigbrain_6930_5436_0.nii,149269
save_incremented,11383.585584640503,11758.338768482208,bigbrain_6930_5436_0.nii,149269
load_img,3882.640977859497,3883.021103143692,bigbrain_3850_2416_5560.nii,149290
increment_data,3930.2873890399933,3932.592985391617,bigbrain_3850_2416_5560.nii,149290
save_incremented,4049.1882264614105,4436.0072293281555,bigbrain_3850_2416_5560.nii,149290
load_img,8163.405079603195,8165.0875725746155,bigbrain_4620_4832_5560.nii,149248
increment_data,8286.00773191452,8289.382600545883,bigbrain_4620_4832_5560.nii,149248
save_incremented,8340.809885978699,8501.055853128433,bigbrain_4620_4832_5560.nii,149248
load_img,3511.250418663025,3511.637998819351,bigbrain_0_3020_695.nii,149266
increment_data,3852.920926809311,3854.4453859329224,bigbrain_0_3020_695.nii,149266
save_incremented,3930.2573170661926,4350.4927542209625,bigbrain_0_3020_695.nii,149266
load_img,8697.477751493454,8697.856746196747,bigbrain_770_4832_2085.nii,149209
increment_data,9119.961786746979,9124.333705425262,bigbrain_770_4832_2085.nii,149209
save_incremented,9165.884223461151,9623.970449209213,bigbrain_770_4832_2085.nii,149209
load_img,3388.6721971035004,3389.0504171848297,bigbrain_1540_5436_695.nii,149194
increment_data,3670.416785478592,3671.7970592975616,bigbrain_1540_5436_695.nii,149194
save_incremented,3840.529053211212,3856.1785616874695,bigbrain_1540_5436_695.nii,149194
load_img,5765.142555952072,5765.976392745972,bigbrain_3080_1812_6255.nii,149176
increment_data,6062.379473924637,6064.878114461899,bigbrain_3080_1812_6255.nii,149176
save_incremented,6263.68488073349,6628.3477194309235,bigbrain_3080_1812_6255.nii,149176
load_img,3446.852502822876,3447.2373700141907,bigbrain_3080_1208_2085.nii,149308
increment_data,3847.736257791519,3848.602952480316,bigbrain_3080_1208_2085.nii,149308
save_incremented,3930.2504975795746,4357.870478153229,bigbrain_3080_1208_2085.nii,149308
load_img,11292.238826990128,11292.882548093796,bigbrain_6930_3020_4865.nii,149248
increment_data,11341.495562314987,11347.38733792305,bigbrain_6930_3020_4865.nii,149248
save_incremented,11354.323637008667,11458.31835603714,bigbrain_6930_3020_4865.nii,149248
load_img,10228.560492753983,10229.142504692078,bigbrain_5390_2416_5560.nii,149182
increment_data,10307.832501411438,10314.568053245544,bigbrain_5390_2416_5560.nii,149182
save_incremented,10325.718949317932,10443.016367197037,bigbrain_5390_2416_5560.nii,149182
load_img,685.7668883800507,686.1762812137604,bigbrain_0_604_1390.nii,149323
increment_data,699.3286657333374,702.6852056980133,bigbrain_0_604_1390.nii,149323
save_incremented,702.6901476383209,1191.150315284729,bigbrain_0_604_1390.nii,149323
load_img,3832.6116166114807,3833.049521923065,bigbrain_0_3020_0.nii,149275
increment_data,3885.9112021923065,3886.777594089508,bigbrain_0_3020_0.nii,149275
save_incremented,3930.2878181934357,4369.89820933342,bigbrain_0_3020_0.nii,149275
load_img,8701.692192792892,8702.39087677002,bigbrain_3850_4228_5560.nii,149119
increment_data,9120.56069278717,9123.660256385803,bigbrain_3850_4228_5560.nii,149119
save_incremented,9142.851281881332,9319.468854665756,bigbrain_3850_4228_5560.nii,149119
load_img,2464.3731501102448,2464.7514362335205,bigbrain_2310_3020_4170.nii,149131
increment_data,2801.341042280197,2803.320536375046,bigbrain_2310_3020_4170.nii,149131
save_incremented,2834.729292154312,3073.7447645664215,bigbrain_2310_3020_4170.nii,149131
load_img,3834.4515402317047,3834.834748983383,bigbrain_5390_5436_2780.nii,149137
increment_data,3890.8046114444733,3894.2284483909607,bigbrain_5390_5436_2780.nii,149137
save_incremented,3930.2908618450165,4375.195291042328,bigbrain_5390_5436_2780.nii,149137
load_img,2700.6624920368195,2701.0517733097076,bigbrain_0_5436_3475.nii,149143
increment_data,2801.3786776065826,2803.448488473892,bigbrain_0_5436_3475.nii,149143
save_incremented,2834.730925321579,3074.4016778469086,bigbrain_0_5436_3475.nii,149143
load_img,3814.8025810718536,3815.2600915431976,bigbrain_4620_1208_4865.nii,149164
increment_data,3869.4215981960297,3871.029373407364,bigbrain_4620_1208_4865.nii,149164
save_incremented,3930.2705602645874,4378.156150817871,bigbrain_4620_1208_4865.nii,149164
load_img,4930.773550033569,4931.1647300720215,bigbrain_6930_1812_4170.nii,149170
increment_data,5030.102428436279,5032.135036945343,bigbrain_6930_1812_4170.nii,149170
save_incremented,5034.987608194351,5160.586779356003,bigbrain_6930_1812_4170.nii,149170
load_img,6724.417937755585,6724.998168230057,bigbrain_3850_0_5560.nii,149212
increment_data,6738.125509262085,6739.670534610748,bigbrain_3850_0_5560.nii,149212
save_incremented,7174.96449136734,7281.753655195236,bigbrain_3850_0_5560.nii,149212
load_img,3561.5245790481567,3561.9130806922913,bigbrain_5390_4832_0.nii,149158
increment_data,3861.590153694153,3862.631682395935,bigbrain_5390_4832_0.nii,149158
save_incremented,3930.263777732849,4352.674455165863,bigbrain_5390_4832_0.nii,149158
load_img,9126.213925600052,9126.894271612167,bigbrain_6930_1812_0.nii,149056
increment_data,9231.408160448074,9237.58384180069,bigbrain_6930_1812_0.nii,149056
save_incremented,9318.833266973495,9842.668804168701,bigbrain_6930_1812_0.nii,149056
load_img,5017.074071884155,5017.7844915390015,bigbrain_2310_3624_4865.nii,149218
increment_data,5030.802534103394,5033.191300153732,bigbrain_2310_3624_4865.nii,149218
save_incremented,5122.599620342255,5377.353728294373,bigbrain_2310_3624_4865.nii,149218
load_img,11238.51228094101,11239.1853890419,bigbrain_4620_1812_4865.nii,149110
increment_data,11341.40436387062,11346.658386230469,bigbrain_4620_1812_4865.nii,149110
save_incremented,11379.721651554108,11616.726410865784,bigbrain_4620_1812_4865.nii,149110
load_img,496.5055968761444,496.8960847854614,bigbrain_4620_604_2085.nii,149140
