driver_program,0,920.1846721172333,/pmem1-data/val/spark-1572589573-optaneAD_1it_25cpus_20bb-2,allfiles
load_img,69.39904642105103,69.80827760696411,bigbrain_4620_4832_2780.nii,165148
increment_data,69.81141829490662,70.51293206214905,bigbrain_4620_4832_2780.nii,165148
save_incremented,70.51487970352173,71.23701858520508,bigbrain_4620_4832_2780.nii,165148
load_img,69.66370010375977,70.10214924812317,bigbrain_1540_4832_0.nii,165110
increment_data,70.10517525672913,70.94499659538269,bigbrain_1540_4832_0.nii,165110
save_incremented,70.94523859024048,75.06356406211853,bigbrain_1540_4832_0.nii,165110
load_img,70.07218837738037,70.54193878173828,bigbrain_3850_1812_695.nii,165130
increment_data,70.54764819145203,71.3950605392456,bigbrain_3850_1812_695.nii,165130
save_incremented,71.39537167549133,75.30786442756653,bigbrain_3850_1812_695.nii,165130
load_img,70.26535201072693,70.73036479949951,bigbrain_6160_1812_4170.nii,165109
increment_data,70.73437666893005,71.54822015762329,bigbrain_6160_1812_4170.nii,165109
save_incremented,71.54852414131165,73.64308166503906,bigbrain_6160_1812_4170.nii,165109
load_img,70.42704176902771,70.91096568107605,bigbrain_5390_0_4170.nii,165151
increment_data,70.91463303565979,71.69446063041687,bigbrain_5390_0_4170.nii,165151
save_incremented,71.69474697113037,74.54355955123901,bigbrain_5390_0_4170.nii,165151
load_img,70.42052221298218,70.96978306770325,bigbrain_6930_3624_6255.nii,165115
increment_data,70.97361588478088,71.73421096801758,bigbrain_6930_3624_6255.nii,165115
save_incremented,71.73447299003601,77.49802827835083,bigbrain_6930_3624_6255.nii,165115
load_img,70.47111701965332,71.01802349090576,bigbrain_6160_1208_3475.nii,165145
increment_data,71.02295660972595,71.78905129432678,bigbrain_6160_1208_3475.nii,165145
save_incremented,71.78934693336487,80.70858550071716,bigbrain_6160_1208_3475.nii,165145
load_img,70.50378465652466,71.0476348400116,bigbrain_6930_3020_2085.nii,165166
increment_data,71.05126738548279,71.82513117790222,bigbrain_6930_3020_2085.nii,165166
save_incremented,71.82560682296753,79.46847891807556,bigbrain_6930_3020_2085.nii,165166
load_img,70.53209471702576,71.07480764389038,bigbrain_0_1208_695.nii,165175
increment_data,71.07855153083801,71.85743689537048,bigbrain_0_1208_695.nii,165175
save_incremented,71.85769009590149,80.79852962493896,bigbrain_0_1208_695.nii,165175
load_img,70.61674046516418,71.12481236457825,bigbrain_6930_5436_2780.nii,165172
increment_data,71.12870955467224,71.99239301681519,bigbrain_6930_5436_2780.nii,165172
save_incremented,71.99268245697021,79.84568738937378,bigbrain_6930_5436_2780.nii,165172
load_img,70.61807036399841,71.12684893608093,bigbrain_3080_4228_0.nii,165127
increment_data,71.13048481941223,71.99610114097595,bigbrain_3080_4228_0.nii,165127
save_incremented,71.99709272384644,75.81522369384766,bigbrain_3080_4228_0.nii,165127
load_img,70.62678956985474,71.1330463886261,bigbrain_6930_4832_5560.nii,165154
increment_data,71.1369321346283,71.99889945983887,bigbrain_6930_4832_5560.nii,165154
save_incremented,71.99913430213928,75.55039668083191,bigbrain_6930_4832_5560.nii,165154
load_img,70.64713311195374,71.15846848487854,bigbrain_2310_604_2780.nii,165124
increment_data,71.16237139701843,72.03457641601562,bigbrain_2310_604_2780.nii,165124
save_incremented,72.03478860855103,79.7975914478302,bigbrain_2310_604_2780.nii,165124
load_img,70.67613482475281,71.18066358566284,bigbrain_770_3624_4170.nii,165118
increment_data,71.18434047698975,71.9592137336731,bigbrain_770_3624_4170.nii,165118
save_incremented,71.95947194099426,80.03681206703186,bigbrain_770_3624_4170.nii,165118
load_img,70.69279074668884,71.19368505477905,bigbrain_6930_1812_695.nii,165136
increment_data,71.19741892814636,71.97100162506104,bigbrain_6930_1812_695.nii,165136
save_incremented,71.97121572494507,80.84314060211182,bigbrain_6930_1812_695.nii,165136
load_img,70.7325074672699,71.22158551216125,bigbrain_4620_2416_3475.nii,165139
increment_data,71.22534370422363,71.98801684379578,bigbrain_4620_2416_3475.nii,165139
save_incremented,71.98829698562622,81.08593773841858,bigbrain_4620_2416_3475.nii,165139
load_img,70.72444248199463,71.23073291778564,bigbrain_3850_0_4865.nii,165169
increment_data,71.23473072052002,72.10145831108093,bigbrain_3850_0_4865.nii,165169
save_incremented,72.10171318054199,75.19147253036499,bigbrain_3850_0_4865.nii,165169
load_img,70.74824714660645,71.23571181297302,bigbrain_2310_1208_0.nii,165121
increment_data,71.24011158943176,72.00321912765503,bigbrain_2310_1208_0.nii,165121
save_incremented,72.00354146957397,80.34887385368347,bigbrain_2310_1208_0.nii,165121
load_img,70.74844980239868,71.24727010726929,bigbrain_6160_4832_3475.nii,165132
increment_data,71.25110006332397,72.10931730270386,bigbrain_6160_4832_3475.nii,165132
save_incremented,72.10950684547424,75.24126124382019,bigbrain_6160_4832_3475.nii,165132
load_img,70.77336692810059,71.2532651424408,bigbrain_5390_5436_4170.nii,165181
increment_data,71.25718355178833,72.01361298561096,bigbrain_5390_5436_4170.nii,165181
save_incremented,72.0138771533966,81.06003141403198,bigbrain_5390_5436_4170.nii,165181
load_img,70.76317977905273,71.26087546348572,bigbrain_0_4228_4865.nii,165160
increment_data,71.26483631134033,72.1222984790802,bigbrain_0_4228_4865.nii,165160
save_incremented,72.12254405021667,75.01703834533691,bigbrain_0_4228_4865.nii,165160
load_img,70.82166695594788,71.29925298690796,bigbrain_6930_1208_6255.nii,165157
increment_data,71.30328035354614,72.05433702468872,bigbrain_6930_1208_6255.nii,165157
save_incremented,72.05461311340332,80.93110513687134,bigbrain_6930_1208_6255.nii,165157
load_img,70.86197566986084,71.33399367332458,bigbrain_6160_0_1390.nii,165178
increment_data,71.33811354637146,72.16328191757202,bigbrain_6160_0_1390.nii,165178
save_incremented,72.1634681224823,80.2066650390625,bigbrain_6160_0_1390.nii,165178
load_img,70.96227240562439,71.43447494506836,bigbrain_770_1208_695.nii,165142
increment_data,71.43837285041809,72.15806579589844,bigbrain_770_1208_695.nii,165142
