driver_program,0,925.505833864212,/pmem1-data/val/spark-1572561558-optaneAD_1it_96cpus_20bb-2,allfiles
load_img,85.48057389259338,86.19838905334473,bigbrain_6160_1208_3475.nii,155847
increment_data,86.2146782875061,88.38758897781372,bigbrain_6160_1208_3475.nii,155847
save_incremented,88.38872385025024,93.29294037818909,bigbrain_6160_1208_3475.nii,155847
load_img,85.97145056724548,86.42290163040161,bigbrain_5390_604_3475.nii,155858
increment_data,86.43264865875244,89.11025643348694,bigbrain_5390_604_3475.nii,155858
save_incremented,89.11130833625793,94.87769436836243,bigbrain_5390_604_3475.nii,155858
load_img,86.65060186386108,88.35320162773132,bigbrain_4620_4832_6255.nii,155881
increment_data,88.36666536331177,91.52325773239136,bigbrain_4620_4832_6255.nii,155881
save_incremented,91.52381134033203,96.17909288406372,bigbrain_4620_4832_6255.nii,155881
load_img,86.94951629638672,89.03413319587708,bigbrain_6160_4832_2085.nii,155957
increment_data,89.05577254295349,92.24182486534119,bigbrain_6160_4832_2085.nii,155957
save_incremented,92.24244117736816,138.01167130470276,bigbrain_6160_4832_2085.nii,155957
load_img,87.87528538703918,89.61344504356384,bigbrain_6160_4832_0.nii,155984
increment_data,89.63474369049072,93.33696842193604,bigbrain_6160_4832_0.nii,155984
save_incremented,93.33789038658142,142.5473186969757,bigbrain_6160_4832_0.nii,155984
load_img,88.449134349823,90.22413372993469,bigbrain_6160_3020_5560.nii,155987
increment_data,90.2336540222168,93.01433253288269,bigbrain_6160_3020_5560.nii,155987
save_incremented,93.01551413536072,99.99470448493958,bigbrain_6160_3020_5560.nii,155987
load_img,88.31146597862244,90.23164296150208,bigbrain_1540_3624_695.nii,156125
increment_data,90.25251483917236,93.80109214782715,bigbrain_1540_3624_695.nii,156125
save_incremented,93.80313658714294,97.60622882843018,bigbrain_1540_3624_695.nii,156125
load_img,88.45683169364929,90.26731562614441,bigbrain_6160_4832_3475.nii,155954
increment_data,90.27993249893188,93.21956205368042,bigbrain_6160_4832_3475.nii,155954
save_incremented,93.22092199325562,100.18512392044067,bigbrain_6160_4832_3475.nii,155954
load_img,88.59517359733582,90.38271427154541,bigbrain_5390_4228_5560.nii,155960
