driver_program,0,10643.619571208954,/home/users/vhayots/spark-1572131671-isilon_1it_25cpus_20bb-1,allfiles
load_img,8867.604746818542,8868.305915355682,bigbrain_770_5436_5560.nii,355174
increment_data,8891.890485286713,8894.373040676117,bigbrain_770_5436_5560.nii,355174
save_incremented,8913.08853650093,9002.391972541809,bigbrain_770_5436_5560.nii,355174
load_img,6178.010860204697,6178.421283006668,bigbrain_2310_5436_0.nii,355219
increment_data,6182.579426288605,6184.448959350586,bigbrain_2310_5436_0.nii,355219
save_incremented,6193.619454622269,6293.729378223419,bigbrain_2310_5436_0.nii,355219
load_img,9736.772571325302,9737.16885137558,bigbrain_0_0_4865.nii,355105
increment_data,9772.84485077858,9776.755284309387,bigbrain_0_0_4865.nii,355105
save_incremented,9810.122334241867,9851.221039772034,bigbrain_0_0_4865.nii,355105
load_img,8059.366818666458,8059.975878477097,bigbrain_0_3624_2780.nii,355158
increment_data,8082.819176197052,8084.050822019577,bigbrain_0_3624_2780.nii,355158
save_incremented,8098.6078844070435,8191.663157463074,bigbrain_0_3624_2780.nii,355158
load_img,10142.464490413666,10142.863715410233,bigbrain_3850_4228_1390.nii,355205
increment_data,10180.296305418015,10182.777253389359,bigbrain_3850_4228_1390.nii,355205
save_incremented,10201.766654968262,10333.090033531189,bigbrain_3850_4228_1390.nii,355205
load_img,814.4039325714111,814.7984576225281,bigbrain_3850_5436_2780.nii,355193
increment_data,886.2634859085083,888.717383146286,bigbrain_3850_5436_2780.nii,355193
save_incremented,891.8820934295654,937.7643854618073,bigbrain_3850_5436_2780.nii,355193
load_img,4509.990648031235,4510.4055416584015,bigbrain_1540_1812_0.nii,355119
increment_data,4550.1676466465,4551.217677116394,bigbrain_1540_1812_0.nii,355119
save_incremented,4560.490162849426,4629.058103084564,bigbrain_1540_1812_0.nii,355119
load_img,1835.1805562973022,1835.577407360077,bigbrain_770_5436_1390.nii,355210
increment_data,1877.2189121246338,1878.671234846115,bigbrain_770_5436_1390.nii,355210
save_incremented,1903.5901095867157,1963.586480140686,bigbrain_770_5436_1390.nii,355210
load_img,7795.8904819488525,7796.528835058212,bigbrain_6930_4832_2780.nii,355210
increment_data,7812.722994327545,7814.424751758575,bigbrain_6930_4832_2780.nii,355210
save_incremented,7839.534456729889,7944.457197189331,bigbrain_6930_4832_2780.nii,355210
load_img,4304.272959470749,4304.70526099205,bigbrain_3850_3020_3475.nii,355144
increment_data,4308.122453212738,4308.937474966049,bigbrain_3850_3020_3475.nii,355144
save_incremented,4312.966377735138,4434.310342073441,bigbrain_3850_3020_3475.nii,355144
load_img,6440.324505329132,6440.988055944443,bigbrain_4620_3624_2780.nii,355187
increment_data,6445.9544150829315,6447.896927833557,bigbrain_4620_3624_2780.nii,355187
