driver_program,0,11201.23625922203,/home/users/vhayots/spark-1572156498-isilon_1it_25cpus_20bb-2,allfiles
load_img,325.6173162460327,326.0546877384186,bigbrain_6930_604_4170.nii,246610
increment_data,349.5836970806122,351.653528213501,bigbrain_6930_604_4170.nii,246610
save_incremented,351.65550351142883,406.2070691585541,bigbrain_6930_604_4170.nii,246610
load_img,3216.895080089569,3217.2764704227448,bigbrain_3850_5436_3475.nii,246661
increment_data,3280.2677199840546,3287.4354038238525,bigbrain_3850_5436_3475.nii,246661
save_incremented,3299.4412257671356,3395.146597146988,bigbrain_3850_5436_3475.nii,246661
load_img,5807.696862220764,5808.217943191528,bigbrain_2310_4832_4170.nii,246661
increment_data,5874.360409736633,5879.828397512436,bigbrain_2310_4832_4170.nii,246661
save_incremented,5902.266964435577,5946.106159925461,bigbrain_2310_4832_4170.nii,246661
load_img,1831.0489070415497,1831.7293105125427,bigbrain_5390_3624_2085.nii,246748
increment_data,1869.786481142044,1871.5034143924713,bigbrain_5390_3624_2085.nii,246748
save_incremented,1892.8753261566162,1989.4925808906555,bigbrain_5390_3624_2085.nii,246748
load_img,8628.650617599487,8629.21877169609,bigbrain_1540_2416_1390.nii,246604
increment_data,8658.924554109573,8660.222069501877,bigbrain_1540_2416_1390.nii,246604
save_incremented,8684.331137180328,8772.926199436188,bigbrain_1540_2416_1390.nii,246604
load_img,3764.4731035232544,3765.3325023651123,bigbrain_1540_3624_1390.nii,246639
increment_data,3774.4873547554016,3775.984260082245,bigbrain_1540_3624_1390.nii,246639
save_incremented,3791.644453048706,3905.121229171753,bigbrain_1540_3624_1390.nii,246639
load_img,7752.082962274551,7752.646093845367,bigbrain_5390_604_695.nii,246610
increment_data,7759.224035739899,7760.9471979141235,bigbrain_5390_604_695.nii,246610
save_incremented,7767.477387666702,7902.864717245102,bigbrain_5390_604_695.nii,246610
load_img,2552.5675055980682,2552.9682857990265,bigbrain_6930_4228_3475.nii,246700
increment_data,2652.07462310791,2662.2421703338623,bigbrain_6930_4228_3475.nii,246700
save_incremented,2674.709466934204,2720.1674461364746,bigbrain_6930_4228_3475.nii,246700
load_img,10911.603091478348,10912.207113027573,bigbrain_770_0_6255.nii,246780
increment_data,10948.14839553833,10957.32530093193,bigbrain_770_0_6255.nii,246780
save_incremented,10965.62915968895,11061.173161506653,bigbrain_770_0_6255.nii,246780
load_img,9215.159343242645,9216.241814613342,bigbrain_0_4832_5560.nii,246700
increment_data,9229.58303642273,9234.251566410065,bigbrain_0_4832_5560.nii,246700
