driver_program,0,10477.189805269241,/home/users/vhayots/spark-1572119601-isilon_1it_96cpus_20bb-1,allfiles
load_img,2536.537323474884,2537.2361097335815,bigbrain_5390_3624_4865.nii,405312
increment_data,2957.8961606025696,2961.980053424835,bigbrain_5390_3624_4865.nii,405312
save_incremented,3115.4739706516266,3540.8668596744537,bigbrain_5390_3624_4865.nii,405312
load_img,2192.179939031601,2192.6847717761993,bigbrain_5390_1208_6255.nii,405660
increment_data,2206.1642968654633,2209.9750571250916,bigbrain_5390_1208_6255.nii,405660
save_incremented,2273.196933746338,2719.092935562134,bigbrain_5390_1208_6255.nii,405660
load_img,3975.604014635086,3977.791400194168,bigbrain_770_4228_3475.nii,405660
increment_data,4092.9829156398773,4098.919765472412,bigbrain_770_4228_3475.nii,405660
save_incremented,4147.196094512939,4389.80802822113,bigbrain_770_4228_3475.nii,405660
load_img,4826.650915384293,4829.079948425293,bigbrain_3850_604_2085.nii,405520
increment_data,5031.641307353973,5034.169502735138,bigbrain_3850_604_2085.nii,405520
save_incremented,5111.083350658417,5315.337497711182,bigbrain_3850_604_2085.nii,405520
load_img,5232.0560121536255,5232.838669300079,bigbrain_3080_2416_0.nii,405312
increment_data,5874.001428365707,5875.71115064621,bigbrain_3080_2416_0.nii,405312
save_incremented,5929.626585006714,6003.766521215439,bigbrain_3080_2416_0.nii,405312
load_img,4825.03747010231,4828.743260860443,bigbrain_770_3020_6255.nii,405498
increment_data,5025.228118658066,5027.546585798264,bigbrain_770_3020_6255.nii,405498
save_incremented,5117.092961072922,5402.153894662857,bigbrain_770_3020_6255.nii,405498
load_img,535.9882719516754,539.1287934780121,bigbrain_3850_1208_6255.nii,405217
increment_data,757.0062093734741,773.9732973575592,bigbrain_3850_1208_6255.nii,405217
save_incremented,824.5569772720337,1117.4509716033936,bigbrain_3850_1208_6255.nii,405217
load_img,8110.350307703018,8110.782894849777,bigbrain_770_4832_2085.nii,405529
increment_data,8170.1175928115845,8176.643424272537,bigbrain_770_4832_2085.nii,405529
save_incremented,8205.982810020447,8312.530299186707,bigbrain_770_4832_2085.nii,405529
load_img,6800.021551609039,6801.272230625153,bigbrain_3850_2416_6255.nii,405274
increment_data,7031.434239387512,7036.704058170319,bigbrain_3850_2416_6255.nii,405274
save_incremented,7067.773211717606,7650.806641578674,bigbrain_3850_2416_6255.nii,405274
load_img,9396.880562543869,9397.48620724678,bigbrain_2310_0_2085.nii,405492
increment_data,9535.74140548706,9537.708290100098,bigbrain_2310_0_2085.nii,405492
save_incremented,9661.539665460587,9758.747826337814,bigbrain_2310_0_2085.nii,405492
load_img,353.38921546936035,354.0438938140869,bigbrain_6930_604_4170.nii,405660
increment_data,531.7224097251892,538.7744855880737,bigbrain_6930_604_4170.nii,405660
save_incremented,539.2915914058685,819.9827802181244,bigbrain_6930_604_4170.nii,405660
load_img,5637.642691373825,5638.093625068665,bigbrain_770_2416_2085.nii,405639
increment_data,5929.473747968674,5932.112184524536,bigbrain_770_2416_2085.nii,405639
save_incremented,6051.166233062744,6522.002021312714,bigbrain_770_2416_2085.nii,405639
load_img,331.24701714515686,331.8973536491394,bigbrain_6160_4832_2085.nii,405672
increment_data,531.7063257694244,538.5018904209137,bigbrain_6160_4832_2085.nii,405672
save_incremented,538.5540742874146,784.718953371048,bigbrain_6160_4832_2085.nii,405672
load_img,4096.390979766846,4099.273323535919,bigbrain_3850_0_3475.nii,405612
increment_data,4316.819593667984,4317.816937685013,bigbrain_3850_0_3475.nii,405612
save_incremented,4396.828027963638,4947.6551394462585,bigbrain_3850_0_3475.nii,405612
load_img,8174.277284622192,8179.051303386688,bigbrain_5390_3020_0.nii,405591
increment_data,8339.202431201935,8340.160108327866,bigbrain_5390_3020_0.nii,405591
save_incremented,8352.859484434128,8771.262736320496,bigbrain_5390_3020_0.nii,405591
load_img,9242.416212558746,9242.873879671097,bigbrain_2310_4832_2780.nii,405639
increment_data,9535.633293151855,9540.765308141708,bigbrain_2310_4832_2780.nii,405639
save_incremented,9661.603023529053,9854.386943340302,bigbrain_2310_4832_2780.nii,405639
load_img,4826.957173109055,4828.063754081726,bigbrain_6930_1208_0.nii,405243
increment_data,5003.969096183777,5005.947208166122,bigbrain_6930_1208_0.nii,405243
save_incremented,5102.403413057327,5134.799490451813,bigbrain_6930_1208_0.nii,405243
load_img,5540.332306146622,5541.459172964096,bigbrain_6930_604_4865.nii,405274
increment_data,5924.368771314621,5925.52147603035,bigbrain_6930_604_4865.nii,405274
save_incremented,6040.062072277069,6505.814958333969,bigbrain_6930_604_4865.nii,405274
load_img,4826.71480679512,4829.227093935013,bigbrain_3850_604_4170.nii,405544
increment_data,5039.542983055115,5040.6350910663605,bigbrain_3850_604_4170.nii,405544
save_incremented,5115.32407283783,5372.677111148834,bigbrain_3850_604_4170.nii,405544
load_img,9397.508005857468,9398.667739629745,bigbrain_4620_2416_695.nii,405425
increment_data,9537.953735589981,9541.149156570435,bigbrain_4620_2416_695.nii,405425
save_incremented,9661.607743501663,9883.156584501266,bigbrain_4620_2416_695.nii,405425
load_img,9008.059000730515,9008.64307141304,bigbrain_2310_0_0.nii,405348
increment_data,9057.301430940628,9066.102384328842,bigbrain_2310_0_0.nii,405348
save_incremented,9396.129708766937,9595.88423037529,bigbrain_2310_0_0.nii,405348
load_img,6918.452005624771,6919.020174503326,bigbrain_6930_4832_4170.nii,405615
increment_data,7032.4386947155,7037.215061187744,bigbrain_6930_4832_4170.nii,405615
save_incremented,7074.56374502182,7650.404794931412,bigbrain_6930_4832_4170.nii,405615
load_img,202.27869248390198,202.9697027206421,bigbrain_3080_4832_4170.nii,405200
increment_data,531.5807538032532,538.1798343658447,bigbrain_3080_4832_4170.nii,405200
save_incremented,538.2009379863739,785.1733257770538,bigbrain_3080_4832_4170.nii,405200
load_img,2504.9033205509186,2505.5067477226257,bigbrain_4620_1208_2780.nii,405562
increment_data,2887.3675746917725,2888.418170928955,bigbrain_4620_1208_2780.nii,405562
save_incremented,2958.2130019664764,3112.228147983551,bigbrain_4620_1208_2780.nii,405562
load_img,6136.887482643127,6137.792216539383,bigbrain_5390_3020_5560.nii,405265
increment_data,6413.0757393836975,6470.394159317017,bigbrain_5390_3020_5560.nii,405265
save_incremented,6562.313514709473,7070.20161819458,bigbrain_5390_3020_5560.nii,405265
load_img,9535.160288572311,9537.103082418442,bigbrain_1540_3624_3475.nii,405250
increment_data,9661.541707277298,9663.516578435898,bigbrain_1540_3624_3475.nii,405250
save_incremented,9751.649171590805,10210.253252506256,bigbrain_1540_3624_3475.nii,405250
load_img,1327.5599858760834,1328.1850192546844,bigbrain_3080_3624_2085.nii,405348
increment_data,1352.7989575862885,1356.4598739147186,bigbrain_3080_3624_2085.nii,405348
save_incremented,1394.808573961258,1879.2900438308716,bigbrain_3080_3624_2085.nii,405348
load_img,2883.372497320175,2883.804472208023,bigbrain_770_604_4865.nii,405200
increment_data,2958.181701898575,2962.6060202121735,bigbrain_770_604_4865.nii,405200
save_incremented,3115.4720752239227,3537.847765684128,bigbrain_770_604_4865.nii,405200
load_img,307.4619207382202,308.1113455295563,bigbrain_6930_5436_2780.nii,405663
increment_data,531.67458319664,538.3486585617065,bigbrain_6930_5436_2780.nii,405663
save_incremented,538.3974719047546,796.4622881412506,bigbrain_6930_5436_2780.nii,405663
load_img,2183.952419281006,2184.4325563907623,bigbrain_6160_5436_4170.nii,405603
increment_data,2206.1275782585144,2210.713648080826,bigbrain_6160_5436_4170.nii,405603
save_incremented,2366.4032430648804,2852.1650812625885,bigbrain_6160_5436_4170.nii,405603
load_img,9197.138112068176,9197.808037519455,bigbrain_4620_1208_5560.nii,405642
increment_data,9535.56998872757,9539.574455976486,bigbrain_4620_1208_5560.nii,405642
save_incremented,9661.581691980362,9796.026248931885,bigbrain_4620_1208_5560.nii,405642
load_img,5010.840215921402,5011.426385402679,bigbrain_3080_1812_6255.nii,405612
increment_data,5113.68448138237,5114.832087278366,bigbrain_3080_1812_6255.nii,405612
save_incremented,5230.6137681007385,5832.602279424667,bigbrain_3080_1812_6255.nii,405612
load_img,9393.55093073845,9394.16805768013,bigbrain_5390_4832_6255.nii,405612
increment_data,9535.67713046074,9538.963752508163,bigbrain_5390_4832_6255.nii,405612
save_incremented,9661.56553530693,9744.001509189606,bigbrain_5390_4832_6255.nii,405612
load_img,1644.4094188213348,1645.9450454711914,bigbrain_4620_1812_3475.nii,405305
increment_data,1885.1463782787323,1888.7363486289978,bigbrain_4620_1812_3475.nii,405305
save_incremented,1985.397202014923,2127.920746564865,bigbrain_4620_1812_3475.nii,405305
load_img,3543.940633058548,3544.5544147491455,bigbrain_5390_3020_4865.nii,405666
increment_data,3606.5504245758057,3608.1090695858,bigbrain_5390_3020_4865.nii,405666
save_incremented,3971.1611139774323,4092.6173379421234,bigbrain_5390_3020_4865.nii,405666
load_img,8824.013538360596,8824.94244813919,bigbrain_1540_1812_695.nii,405160
increment_data,8872.630996704102,8875.682332992554,bigbrain_1540_1812_695.nii,405160
save_incremented,9005.029695987701,9161.58342576027,bigbrain_1540_1812_695.nii,405160
load_img,9396.694391965866,9397.273695468903,bigbrain_4620_4228_4170.nii,405446
increment_data,9535.765318870544,9540.610313892365,bigbrain_4620_4228_4170.nii,405446
save_incremented,9661.606719017029,9896.396274805069,bigbrain_4620_4228_4170.nii,405446
load_img,10125.874545812607,10126.352009773254,bigbrain_1540_1208_6255.nii,405348
increment_data,10254.860293388367,10256.294387340546,bigbrain_1540_1208_6255.nii,405348
save_incremented,10311.767351388931,10344.380559206009,bigbrain_1540_1208_6255.nii,405348
load_img,3949.3537123203278,3949.9555735588074,bigbrain_1540_5436_4170.nii,405505
increment_data,3971.26331949234,3977.372200489044,bigbrain_1540_5436_4170.nii,405505
save_incremented,4092.6349618434906,4306.9150903224945,bigbrain_1540_5436_4170.nii,405505
load_img,7327.070725440979,7327.69621348381,bigbrain_2310_1812_1390.nii,405417
increment_data,7635.020387411118,7637.015656709671,bigbrain_2310_1812_1390.nii,405417
save_incremented,7685.642685651779,8088.303079843521,bigbrain_2310_1812_1390.nii,405417
load_img,9392.948576927185,9393.439332485199,bigbrain_3850_604_0.nii,405357
increment_data,9535.663886785507,9540.337745666504,bigbrain_3850_604_0.nii,405357
save_incremented,9661.582397699356,9842.741801023483,bigbrain_3850_604_0.nii,405357
load_img,6091.483138799667,6091.922924757004,bigbrain_3850_1208_2085.nii,405635
increment_data,6132.887730121613,6136.353190660477,bigbrain_3850_1208_2085.nii,405635
save_incremented,6223.5540153980255,6561.565742015839,bigbrain_3850_1208_2085.nii,405635
load_img,1358.0105125904083,1358.7159004211426,bigbrain_3080_4832_5560.nii,405648
increment_data,1637.8390798568726,1643.354867696762,bigbrain_3080_4832_5560.nii,405648
save_incremented,1698.776312828064,1956.51558303833,bigbrain_3080_4832_5560.nii,405648
load_img,10127.231573581696,10127.642708778381,bigbrain_6930_3020_4865.nii,405282
increment_data,10251.455541610718,10253.699886798859,bigbrain_6930_3020_4865.nii,405282
save_incremented,10309.958305597305,10341.443098306656,bigbrain_6930_3020_4865.nii,405282
load_img,8139.164952039719,8139.616008758545,bigbrain_0_0_5560.nii,405542
increment_data,8170.324979543686,8177.265753746033,bigbrain_0_0_5560.nii,405542
save_incremented,8198.206829309464,8277.780831098557,bigbrain_0_0_5560.nii,405542
load_img,207.6754138469696,208.46531581878662,bigbrain_6930_1208_6255.nii,405191
increment_data,531.6117060184479,539.0848650932312,bigbrain_6930_1208_6255.nii,405191
save_incremented,611.8631451129913,955.9821858406067,bigbrain_6930_1208_6255.nii,405191
load_img,7208.297131061554,7209.123062372208,bigbrain_3850_4228_4865.nii,405312
increment_data,7392.0545036792755,7482.612767457962,bigbrain_3850_4228_4865.nii,405312
save_incremented,7585.438311338425,7685.601408958435,bigbrain_3850_4228_4865.nii,405312
load_img,2536.6488134860992,2537.375410795212,bigbrain_3850_4228_2780.nii,405588
increment_data,2957.931485891342,2962.2304015159607,bigbrain_3850_4228_2780.nii,405588
save_incremented,3115.4795684814453,3475.431718111038,bigbrain_3850_4228_2780.nii,405588
load_img,1265.1372227668762,1266.1477553844452,bigbrain_0_604_0.nii,405591
increment_data,1352.7558035850525,1357.5878281593323,bigbrain_0_604_0.nii,405591
save_incremented,1393.8996596336365,1836.1912055015564,bigbrain_0_604_0.nii,405591
load_img,6800.108869075775,6801.2710547447205,bigbrain_770_1812_5560.nii,405624
increment_data,7031.431660652161,7036.912450313568,bigbrain_770_1812_5560.nii,405624
save_incremented,7058.577885389328,7075.134314060211,bigbrain_770_1812_5560.nii,405624
load_img,3975.379404783249,3977.044622898102,bigbrain_2310_3020_695.nii,405417
increment_data,4092.7586722373962,4097.9558045864105,bigbrain_2310_3020_695.nii,405417
save_incremented,4305.1011967659,4479.015251398087,bigbrain_2310_3020_695.nii,405417
load_img,274.7404270172119,275.44941449165344,bigbrain_5390_2416_2085.nii,405633
increment_data,531.6643242835999,538.335928440094,bigbrain_5390_2416_2085.nii,405633
save_incremented,538.3931248188019,783.4845747947693,bigbrain_5390_2416_2085.nii,405633
load_img,2431.213320493698,2431.6783776283264,bigbrain_6930_4228_3475.nii,405554
increment_data,2878.595611333847,2879.73423743248,bigbrain_6930_4228_3475.nii,405554
save_incremented,2958.089750766754,3022.1411743164062,bigbrain_6930_4228_3475.nii,405554
load_img,6800.047377824783,6801.0821216106415,bigbrain_4620_1812_2085.nii,405476
increment_data,7031.414240598679,7036.793588399887,bigbrain_4620_1812_2085.nii,405476
save_incremented,7066.357734441757,7531.72484254837,bigbrain_4620_1812_2085.nii,405476
load_img,1298.6438839435577,1299.2825376987457,bigbrain_3850_3624_2085.nii,405615
increment_data,1352.7756688594818,1357.684909582138,bigbrain_3850_3624_2085.nii,405615
save_incremented,1552.5102560520172,1877.2628047466278,bigbrain_3850_3624_2085.nii,405615
load_img,5223.674129247665,5224.302649736404,bigbrain_2310_604_4865.nii,405348
increment_data,5771.155191898346,5774.916563272476,bigbrain_2310_604_4865.nii,405348
save_incremented,5859.909811258316,5899.223042488098,bigbrain_2310_604_4865.nii,405348
load_img,508.66535329818726,509.3725085258484,bigbrain_6160_3020_2780.nii,405446
increment_data,532.0978009700775,538.6310338973999,bigbrain_6160_3020_2780.nii,405446
save_incremented,538.6386086940765,793.3740949630737,bigbrain_6160_3020_2780.nii,405446
load_img,4784.094262599945,4784.598764419556,bigbrain_770_4228_4865.nii,405582
increment_data,4985.974917650223,4988.541212320328,bigbrain_770_4228_4865.nii,405582
save_incremented,5018.290755033493,5054.115859985352,bigbrain_770_4228_4865.nii,405582
load_img,5656.013391017914,5656.874000310898,bigbrain_4620_604_6255.nii,405330
increment_data,5929.507420539856,5931.428723573685,bigbrain_4620_604_6255.nii,405330
