driver_program,0,11231.786417484283,/home/users/vhayots/spark-1572497074-isilonAD_1it_25cpus_20bb-0,allfiles
increment_data,9417.175299406052,9428.810642004013,bigbrain_2310_1812_0.nii,133859
save_incremented,9459.536005735397,9516.857777357101,bigbrain_2310_1812_0.nii,133859
load_img,9069.50713467598,9070.26724910736,bigbrain_3080_1208_3475.nii,133841
increment_data,9128.512323379517,9134.261112213135,bigbrain_3080_1208_3475.nii,133841
save_incremented,9158.622843027115,9249.766044139862,bigbrain_3080_1208_3475.nii,133841
load_img,2765.1605308055878,2765.544331073761,bigbrain_0_1208_1390.nii,133841
increment_data,2775.24036192894,2776.1388483047485,bigbrain_0_1208_1390.nii,133841
save_incremented,2797.074226617813,2919.825532913208,bigbrain_0_1208_1390.nii,133841
load_img,10076.003583192825,10076.71740937233,bigbrain_770_1812_1390.nii,133820
increment_data,10110.11605811119,10120.291518688202,bigbrain_770_1812_1390.nii,133820
save_incremented,10135.358080625534,10219.0214676857,bigbrain_770_1812_1390.nii,133820
load_img,4896.921230792999,4897.312454223633,bigbrain_2310_4228_3475.nii,133877
increment_data,4930.998085975647,4937.153873205185,bigbrain_2310_4228_3475.nii,133877
save_incremented,4949.828478097916,5057.467679262161,bigbrain_2310_4228_3475.nii,133877
