driver_program,0,10675.809318304062,/home/users/vhayots/spark-1572568154-isilonAD_1it_25cpus_20bb-2,allfiles
load_img,10591.757400035858,10592.13794541359,bigbrain_5390_3624_3475.nii,158715
increment_data,10597.213867664337,10597.934705972672,bigbrain_5390_3624_3475.nii,158715
save_incremented,10597.937430381775,10660.071451663971,bigbrain_5390_3624_3475.nii,158715
load_img,916.9104127883911,917.3048195838928,bigbrain_0_1208_0.nii,158688
increment_data,955.2510721683502,956.1669187545776,bigbrain_0_1208_0.nii,158688
save_incremented,972.0194728374481,1086.369831085205,bigbrain_0_1208_0.nii,158688
load_img,8230.777671813965,8231.515348434448,bigbrain_3850_2416_0.nii,158718
increment_data,8261.651206970215,8268.042302131653,bigbrain_3850_2416_0.nii,158718
save_incremented,8288.109223127365,8367.639585494995,bigbrain_3850_2416_0.nii,158718
load_img,4901.6609563827515,4902.06075668335,bigbrain_0_604_4865.nii,158691
increment_data,4937.989186525345,4939.0820026397705,bigbrain_0_604_4865.nii,158691
save_incremented,4951.206115961075,5080.772686004639,bigbrain_0_604_4865.nii,158691
load_img,8963.84578037262,8964.23625946045,bigbrain_1540_3624_2085.nii,158727
increment_data,9029.886362314224,9032.479714155197,bigbrain_1540_3624_2085.nii,158727
save_incremented,9033.167751789093,9086.06789636612,bigbrain_1540_3624_2085.nii,158727
load_img,7395.823232650757,7396.583048582077,bigbrain_0_0_2085.nii,158691
increment_data,7417.327791452408,7419.327618598938,bigbrain_0_0_2085.nii,158691
save_incremented,7436.674713373184,7549.578378677368,bigbrain_0_0_2085.nii,158691
load_img,3377.3353106975555,3377.7195615768433,bigbrain_6930_1812_4865.nii,158715
increment_data,3393.977442264557,3394.9369423389435,bigbrain_6930_1812_4865.nii,158715
save_incremented,3415.179895401001,3537.7692725658417,bigbrain_6930_1812_4865.nii,158715
load_img,4166.926004886627,4167.3258011341095,bigbrain_4620_4832_2085.nii,158673
increment_data,4167.348663330078,4168.151178359985,bigbrain_4620_4832_2085.nii,158673
save_incremented,4187.279878616333,4281.4969346523285,bigbrain_4620_4832_2085.nii,158673
load_img,2308.8976290225983,2309.3949208259583,bigbrain_5390_1208_6255.nii,158660
increment_data,2350.612525701523,2357.2223057746887,bigbrain_5390_1208_6255.nii,158660
save_incremented,2367.6069951057434,2449.935253381729,bigbrain_5390_1208_6255.nii,158660
load_img,10597.417891740799,10598.205574512482,bigbrain_5390_2416_4170.nii,158676
increment_data,10598.259890794754,10598.980258226395,bigbrain_5390_2416_4170.nii,158676
save_incremented,10602.344277858734,10667.025765180588,bigbrain_5390_2416_4170.nii,158676
load_img,182.85290336608887,183.3756980895996,bigbrain_6930_4832_5560.nii,158712
increment_data,228.35708451271057,231.6009624004364,bigbrain_6930_4832_5560.nii,158712
save_incremented,246.34462237358093,315.79333305358887,bigbrain_6930_4832_5560.nii,158712
load_img,1432.5625169277191,1432.956072807312,bigbrain_4620_3624_4170.nii,158664
increment_data,1466.6555840969086,1469.9183642864227,bigbrain_4620_3624_4170.nii,158664
save_incremented,1492.8134260177612,1552.509859085083,bigbrain_4620_3624_4170.nii,158664
load_img,1754.5501222610474,1754.9332597255707,bigbrain_6160_2416_695.nii,158667
increment_data,1764.384652853012,1765.470460176468,bigbrain_6160_2416_695.nii,158667
save_incremented,1795.6707334518433,1895.1122167110443,bigbrain_6160_2416_695.nii,158667
load_img,3346.5953896045685,3347.114312171936,bigbrain_6160_4228_2085.nii,158730
increment_data,3385.625717639923,3388.9784636497498,bigbrain_6160_4228_2085.nii,158730
save_incremented,3393.9921073913574,3470.9917466640472,bigbrain_6160_4228_2085.nii,158730
load_img,6875.242674589157,6876.160541534424,bigbrain_3080_1812_1390.nii,158718
increment_data,6876.211567401886,6877.635096788406,bigbrain_3080_1812_1390.nii,158718
save_incremented,6887.052314519882,6993.388681173325,bigbrain_3080_1812_1390.nii,158718
load_img,5669.011394500732,5669.7668633461,bigbrain_3080_2416_0.nii,158709
increment_data,5720.266965866089,5724.841947317123,bigbrain_3080_2416_0.nii,158709
save_incremented,5736.423303127289,5787.598200082779,bigbrain_3080_2416_0.nii,158709
load_img,1490.30526137352,1490.6934435367584,bigbrain_6930_4832_695.nii,158727
increment_data,1492.8318223953247,1493.6348614692688,bigbrain_6930_4832_695.nii,158727
save_incremented,1508.4383702278137,1626.2480566501617,bigbrain_6930_4832_695.nii,158727
load_img,7419.201947450638,7419.953058004379,bigbrain_2310_4228_0.nii,158673
increment_data,7440.0902326107025,7448.150203466415,bigbrain_2310_4228_0.nii,158673
save_incremented,7461.0844559669495,7568.611323595047,bigbrain_2310_4228_0.nii,158673
load_img,396.2857234477997,396.6711938381195,bigbrain_1540_3624_695.nii,158670
increment_data,436.4058759212494,437.15980434417725,bigbrain_1540_3624_695.nii,158670
save_incremented,442.1772880554199,501.3757574558258,bigbrain_1540_3624_695.nii,158670
load_img,5703.13896894455,5703.968375205994,bigbrain_3080_1812_695.nii,158706
increment_data,5732.333528995514,5734.113260507584,bigbrain_3080_1812_695.nii,158706
save_incremented,5738.05402636528,5830.4951608181,bigbrain_3080_1812_695.nii,158706
load_img,6546.440133094788,6547.071840763092,bigbrain_5390_3624_4170.nii,158703
increment_data,6601.369980096817,6603.128678321838,bigbrain_5390_3624_4170.nii,158703
save_incremented,6603.358740329742,6664.374815702438,bigbrain_5390_3624_4170.nii,158703
load_img,8124.611192941666,8124.999264955521,bigbrain_3080_3624_695.nii,158667
increment_data,8145.2992124557495,8156.141238212585,bigbrain_3080_3624_695.nii,158667
save_incremented,8197.05214381218,8229.018239498138,bigbrain_3080_3624_695.nii,158667
load_img,9843.208290576935,9843.770087242126,bigbrain_5390_3020_695.nii,158718
increment_data,9870.259680271149,9876.417802333832,bigbrain_5390_3020_695.nii,158718
save_incremented,9883.724873065948,10006.289693117142,bigbrain_5390_3020_695.nii,158718
load_img,4935.022616624832,4935.970329046249,bigbrain_770_1208_4170.nii,158694
increment_data,4938.117565870285,4939.645921945572,bigbrain_770_1208_4170.nii,158694
save_incremented,4963.166818618774,5102.54847741127,bigbrain_770_1208_4170.nii,158694
