driver_program,0,469.7404623031616,/dev/shm/val/spark-1572155001-tmpfs_1it_25cpus_20bb-2,allfiles
load_img,468.18332505226135,468.5936427116394,bigbrain_6930_3624_6255.nii,252470
increment_data,468.59625458717346,469.2664873600006,bigbrain_6930_3624_6255.nii,252470
save_incremented,469.26662826538086,469.6893787384033,bigbrain_6930_3624_6255.nii,252470
load_img,467.39463782310486,467.88370394706726,bigbrain_6160_1812_4170.nii,252549
increment_data,467.8865566253662,468.5944046974182,bigbrain_6160_1812_4170.nii,252549
save_incremented,468.5945179462433,469.09058380126953,bigbrain_6160_1812_4170.nii,252549
load_img,466.87185764312744,467.4665312767029,bigbrain_3850_0_4865.nii,252463
increment_data,467.46989464759827,468.33059453964233,bigbrain_3850_0_4865.nii,252463
save_incremented,468.33086681365967,468.77499437332153,bigbrain_3850_0_4865.nii,252463
load_img,466.0036542415619,467.0103416442871,bigbrain_6160_0_1390.nii,252494
increment_data,467.0144929885864,467.88579750061035,bigbrain_6160_0_1390.nii,252494
save_incremented,467.8859655857086,468.36187720298767,bigbrain_6160_0_1390.nii,252494
load_img,466.0031659603119,466.9108853340149,bigbrain_0_4228_4865.nii,252478
increment_data,466.9143018722534,467.75236654281616,bigbrain_0_4228_4865.nii,252478
save_incremented,467.7528405189514,468.2394669055939,bigbrain_0_4228_4865.nii,252478
load_img,466.05354356765747,466.87049651145935,bigbrain_770_1208_695.nii,252525
increment_data,466.8741111755371,467.71040320396423,bigbrain_770_1208_695.nii,252525
save_incremented,467.7105975151062,468.19500517845154,bigbrain_770_1208_695.nii,252525
load_img,465.9089946746826,466.79170298576355,bigbrain_2310_1208_0.nii,252612
increment_data,466.79661440849304,467.71853733062744,bigbrain_2310_1208_0.nii,252612
save_incremented,467.71886563301086,468.2833671569824,bigbrain_2310_1208_0.nii,252612
load_img,465.6437976360321,466.5484824180603,bigbrain_6930_5436_2780.nii,252579
increment_data,466.5525393486023,467.4845516681671,bigbrain_6930_5436_2780.nii,252579
save_incremented,467.4847631454468,467.97817397117615,bigbrain_6930_5436_2780.nii,252579
load_img,465.73807096481323,466.518189907074,bigbrain_3080_4228_0.nii,252633
increment_data,466.52207350730896,467.58401322364807,bigbrain_3080_4228_0.nii,252633
save_incremented,467.58418583869934,468.06214570999146,bigbrain_3080_4228_0.nii,252633
load_img,464.8519239425659,465.83128690719604,bigbrain_5390_0_4170.nii,252696
increment_data,465.83525824546814,467.0716938972473,bigbrain_5390_0_4170.nii,252696
save_incremented,467.07191586494446,467.5949649810791,bigbrain_5390_0_4170.nii,252696
load_img,464.21905851364136,465.7195553779602,bigbrain_4620_4832_2780.nii,252565
increment_data,465.7252492904663,467.056556224823,bigbrain_4620_4832_2780.nii,252565
save_incremented,467.0567536354065,467.6508092880249,bigbrain_4620_4832_2780.nii,252565
load_img,464.29931473731995,465.6134731769562,bigbrain_3850_1812_695.nii,252446
increment_data,465.61941409111023,466.94294691085815,bigbrain_3850_1812_695.nii,252446
save_incremented,466.9432044029236,467.5527241230011,bigbrain_3850_1812_695.nii,252446
load_img,464.18899488449097,465.53224635124207,bigbrain_6930_1812_695.nii,252533
increment_data,465.53691005706787,466.95591592788696,bigbrain_6930_1812_695.nii,252533
save_incremented,466.95633029937744,467.562504529953,bigbrain_6930_1812_695.nii,252533
load_img,464.03888297080994,465.45812225341797,bigbrain_4620_2416_3475.nii,252623
increment_data,465.4631927013397,466.89111971855164,bigbrain_4620_2416_3475.nii,252623
save_incremented,466.89154386520386,467.4986867904663,bigbrain_4620_2416_3475.nii,252623
load_img,464.21036767959595,465.4280004501343,bigbrain_1540_4832_0.nii,252540
increment_data,465.4348385334015,466.9017164707184,bigbrain_1540_4832_0.nii,252540
save_incremented,466.902099609375,467.515665769577,bigbrain_1540_4832_0.nii,252540
