driver_program,0,470.15691113471985,/dev/shm/val/spark-1572105500-tmpfs_1it_25cpus_20bb-0,allfiles
load_img,468.2721862792969,468.852814912796,bigbrain_6930_3624_6255.nii,386718
increment_data,468.85669898986816,469.6474163532257,bigbrain_6930_3624_6255.nii,386718
save_incremented,469.6476013660431,470.1057753562927,bigbrain_6930_3624_6255.nii,386718
load_img,468.05886459350586,468.70250725746155,bigbrain_0_4228_4865.nii,386647
increment_data,468.70683908462524,469.51154685020447,bigbrain_0_4228_4865.nii,386647
save_incremented,469.5117218494415,469.9862570762634,bigbrain_0_4228_4865.nii,386647
load_img,468.01818919181824,468.5722556114197,bigbrain_2310_1208_0.nii,386605
increment_data,468.5757300853729,469.40458273887634,bigbrain_2310_1208_0.nii,386605
save_incremented,469.40479159355164,469.8725469112396,bigbrain_2310_1208_0.nii,386605
load_img,467.79622435569763,468.5519280433655,bigbrain_6160_0_1390.nii,386712
increment_data,468.5557162761688,469.3978135585785,bigbrain_6160_0_1390.nii,386712
save_incremented,469.3980107307434,469.930876493454,bigbrain_6160_0_1390.nii,386712
load_img,467.9785144329071,468.5279698371887,bigbrain_3850_0_4865.nii,386621
increment_data,468.5318636894226,469.3731880187988,bigbrain_3850_0_4865.nii,386621
save_incremented,469.37337708473206,469.8502938747406,bigbrain_3850_0_4865.nii,386621
load_img,467.88132405281067,468.42102885246277,bigbrain_6160_1812_4170.nii,386581
increment_data,468.42457246780396,469.290301322937,bigbrain_6160_1812_4170.nii,386581
save_incremented,469.2905316352844,469.7614450454712,bigbrain_6160_1812_4170.nii,386581
load_img,467.81862449645996,468.35282349586487,bigbrain_6930_5436_2780.nii,386691
increment_data,468.3565082550049,469.2192232608795,bigbrain_6930_5436_2780.nii,386691
save_incremented,469.21939992904663,469.7013428211212,bigbrain_6930_5436_2780.nii,386691
load_img,467.6699242591858,468.2211654186249,bigbrain_770_1208_695.nii,386670
increment_data,468.22591185569763,469.09443736076355,bigbrain_770_1208_695.nii,386670
save_incremented,469.0946319103241,469.68797755241394,bigbrain_770_1208_695.nii,386670
load_img,466.65416955947876,467.32877111434937,bigbrain_3080_4228_0.nii,386557
increment_data,467.3340411186218,468.4774270057678,bigbrain_3080_4228_0.nii,386557
save_incremented,468.477787733078,469.1777582168579,bigbrain_3080_4228_0.nii,386557
load_img,466.65196323394775,467.30487418174744,bigbrain_6930_3020_2085.nii,386677
increment_data,467.3093376159668,468.73047065734863,bigbrain_6930_3020_2085.nii,386677
save_incremented,468.7308974266052,469.2132341861725,bigbrain_6930_3020_2085.nii,386677
load_img,466.7553837299347,467.2626419067383,bigbrain_5390_0_4170.nii,386630
increment_data,467.2658803462982,468.4665455818176,bigbrain_5390_0_4170.nii,386630
save_incremented,468.46672892570496,468.98579263687134,bigbrain_5390_0_4170.nii,386630
load_img,466.61654829978943,467.1541483402252,bigbrain_4620_4832_2780.nii,386662
increment_data,467.1572186946869,468.2024042606354,bigbrain_4620_4832_2780.nii,386662
save_incremented,468.2025923728943,468.7925908565521,bigbrain_4620_4832_2780.nii,386662
load_img,466.4825527667999,467.1230664253235,bigbrain_0_1208_695.nii,386636
increment_data,467.12724018096924,468.0636670589447,bigbrain_0_1208_695.nii,386636
save_incremented,468.06386518478394,468.63400292396545,bigbrain_0_1208_695.nii,386636
load_img,466.4368932247162,467.0157878398895,bigbrain_2310_604_2780.nii,386705
increment_data,467.0190980434418,468.13928389549255,bigbrain_2310_604_2780.nii,386705
save_incremented,468.13948798179626,468.7302038669586,bigbrain_2310_604_2780.nii,386705
load_img,465.27515840530396,465.8077049255371,bigbrain_3850_1812_695.nii,386535
increment_data,465.81285858154297,467.0507309436798,bigbrain_3850_1812_695.nii,386535
save_incremented,467.05098390579224,467.72960472106934,bigbrain_3850_1812_695.nii,386535
load_img,460.39554738998413,461.57600927352905,bigbrain_6930_604_4170.nii,386613
increment_data,461.5808148384094,463.1938405036926,bigbrain_6930_604_4170.nii,386613
save_incremented,463.1950132846832,464.0041434764862,bigbrain_6930_604_4170.nii,386613
load_img,460.73144364356995,461.5683743953705,bigbrain_770_3624_4170.nii,386590
increment_data,461.572927236557,463.13196301460266,bigbrain_770_3624_4170.nii,386590
save_incremented,463.1325719356537,463.981586933136,bigbrain_770_3624_4170.nii,386590
load_img,460.59059500694275,461.5505917072296,bigbrain_6930_4832_5560.nii,386699
increment_data,461.5568993091583,463.3890919685364,bigbrain_6930_4832_5560.nii,386699
save_incremented,463.3904273509979,464.08615255355835,bigbrain_6930_4832_5560.nii,386699
load_img,460.69256925582886,461.5374536514282,bigbrain_6160_4832_3475.nii,386565
increment_data,461.54340624809265,463.01877069473267,bigbrain_6160_4832_3475.nii,386565
save_incremented,463.01928877830505,463.9215352535248,bigbrain_6160_4832_3475.nii,386565
load_img,460.4754407405853,461.5207529067993,bigbrain_0_1208_4170.nii,386654
increment_data,461.52494192123413,462.8396303653717,bigbrain_0_1208_4170.nii,386654
save_incremented,462.8400847911835,463.82221364974976,bigbrain_0_1208_4170.nii,386654
load_img,460.4621434211731,461.5188670158386,bigbrain_6930_1812_695.nii,386597
increment_data,461.526593208313,462.9379549026489,bigbrain_6930_1812_695.nii,386597
