driver_program,0,323.3662271499634,/pmem1-data/val/spark-1570844393-optaneAD_1it_25cpus_120delay_withpc_em-0,allfiles
load_img,19.078900575637817,19.08150315284729,bigbrain_0_0_6255.nii,141387
increment_data,19.082611560821533,25.17121434211731,bigbrain_0_0_6255.nii,141387
save_incremented,25.172332048416138,40.259113073349,bigbrain_0_0_6255.nii,141387
load_img,19.933618783950806,19.937596082687378,bigbrain_0_0_0.nii,141393
increment_data,19.939005613327026,26.275246381759644,bigbrain_0_0_0.nii,141393
save_incremented,26.275524854660034,44.592639207839966,bigbrain_0_0_0.nii,141393
load_img,20.963642597198486,20.974566221237183,bigbrain_0_1208_4865.nii,141381
increment_data,20.977952003479004,26.059711694717407,bigbrain_0_1208_4865.nii,141381
save_incremented,26.06724715232849,35.13930106163025,bigbrain_0_1208_4865.nii,141381
load_img,23.051114082336426,23.054803371429443,bigbrain_0_3624_4865.nii,141434
increment_data,23.057037115097046,27.699719667434692,bigbrain_0_3624_4865.nii,141434
save_incremented,27.69998288154602,37.3192081451416,bigbrain_0_3624_4865.nii,141434
load_img,27.335397958755493,27.34001612663269,bigbrain_0_1812_4170.nii,141401
increment_data,27.340944051742554,30.233787059783936,bigbrain_0_1812_4170.nii,141401
save_incremented,30.23428201675415,34.82174897193909,bigbrain_0_1812_4170.nii,141401
load_img,27.696751832962036,27.698873043060303,bigbrain_0_1812_4170.nii,141390
increment_data,27.69951033592224,30.233788013458252,bigbrain_0_1812_4170.nii,141390
save_incremented,30.234222650527954,37.73384499549866,bigbrain_0_1812_4170.nii,141390
load_img,27.713207960128784,27.714601755142212,bigbrain_0_1208_695.nii,141367
increment_data,27.71493649482727,30.799495458602905,bigbrain_0_1208_695.nii,141367
save_incremented,30.800163745880127,44.94700527191162,bigbrain_0_1208_695.nii,141367
load_img,27.875402450561523,27.878406047821045,bigbrain_0_1208_695.nii,141378
increment_data,27.879112482070923,30.957083225250244,bigbrain_0_1208_695.nii,141378
save_incremented,30.957348585128784,39.05554533004761,bigbrain_0_1208_695.nii,141378
load_img,27.9703631401062,27.974408388137817,bigbrain_0_1812_4170.nii,141406
increment_data,27.975785493850708,30.238876819610596,bigbrain_0_1812_4170.nii,141406
save_incremented,30.240230798721313,33.7286376953125,bigbrain_0_1812_4170.nii,141406
load_img,28.240495920181274,28.247161388397217,bigbrain_0_3624_4865.nii,141418
increment_data,28.248379707336426,31.08294653892517,bigbrain_0_3624_4865.nii,141418
save_incremented,31.083307027816772,41.99732279777527,bigbrain_0_3624_4865.nii,141418
load_img,28.324852228164673,28.32791042327881,bigbrain_0_3624_4865.nii,141443
increment_data,28.328826665878296,31.08246922492981,bigbrain_0_3624_4865.nii,141443
save_incremented,31.082643747329712,43.425790786743164,bigbrain_0_3624_4865.nii,141443
load_img,28.878716230392456,28.883184671401978,bigbrain_0_1208_695.nii,141439
increment_data,28.88440465927124,31.17078447341919,bigbrain_0_1208_695.nii,141439
save_incremented,31.17097020149231,40.19849133491516,bigbrain_0_1208_695.nii,141439
load_img,29.196939706802368,29.200205326080322,bigbrain_0_0_6255.nii,141461
increment_data,29.200936555862427,31.241514444351196,bigbrain_0_0_6255.nii,141461
save_incremented,31.241706132888794,44.299975633621216,bigbrain_0_0_6255.nii,141461
load_img,29.759675979614258,29.763453722000122,bigbrain_0_1208_695.nii,141366
increment_data,29.764442682266235,31.333432912826538,bigbrain_0_1208_695.nii,141366
save_incremented,31.33359670639038,39.15972113609314,bigbrain_0_1208_695.nii,141366
load_img,30.206270694732666,30.20975637435913,bigbrain_0_0_0.nii,141414
increment_data,30.212234497070312,31.75960373878479,bigbrain_0_0_0.nii,141414
save_incremented,31.75976800918579,47.75321555137634,bigbrain_0_0_0.nii,141414
load_img,30.263859510421753,30.26667094230652,bigbrain_0_0_0.nii,141410
increment_data,30.268359899520874,31.759541511535645,bigbrain_0_0_0.nii,141410
save_incremented,31.75972294807434,46.51333713531494,bigbrain_0_0_0.nii,141410
load_img,30.693877935409546,30.69659924507141,bigbrain_0_0_6255.nii,141457
increment_data,30.697370290756226,31.649802446365356,bigbrain_0_0_6255.nii,141457
save_incremented,31.64997148513794,38.955660343170166,bigbrain_0_0_6255.nii,141457
load_img,31.05001711845398,31.051429986953735,bigbrain_0_0_6255.nii,141372
increment_data,31.052008152008057,31.796846389770508,bigbrain_0_0_6255.nii,141372
save_incremented,31.797017812728882,44.57631874084473,bigbrain_0_0_6255.nii,141372
load_img,31.847247838974,31.84863591194153,bigbrain_0_0_0.nii,141453
increment_data,31.848998546600342,32.48025965690613,bigbrain_0_0_0.nii,141453
save_incremented,32.48083209991455,49.49151682853699,bigbrain_0_0_0.nii,141453
load_img,32.484880208969116,32.4859573841095,bigbrain_0_3020_2085.nii,141421
increment_data,32.48622465133667,34.464229583740234,bigbrain_0_3020_2085.nii,141421
save_incremented,34.46438550949097,45.787606954574585,bigbrain_0_3020_2085.nii,141421
load_img,32.688016176223755,32.69043707847595,bigbrain_0_3020_2085.nii,141384
increment_data,32.69074487686157,35.73730254173279,bigbrain_0_3020_2085.nii,141384
save_incremented,35.73760509490967,47.10483765602112,bigbrain_0_3020_2085.nii,141384
load_img,32.88666343688965,32.89179348945618,bigbrain_0_0_2780.nii,141427
increment_data,32.89328145980835,36.014570236206055,bigbrain_0_0_2780.nii,141427
save_incremented,36.01473140716553,47.80476665496826,bigbrain_0_0_2780.nii,141427
load_img,33.106990337371826,33.11229109764099,bigbrain_0_3020_2085.nii,141448
increment_data,33.11324667930603,36.1385281085968,bigbrain_0_3020_2085.nii,141448
save_incremented,36.13879680633545,47.46693229675293,bigbrain_0_3020_2085.nii,141448
load_img,33.745232582092285,33.750245094299316,bigbrain_0_1812_3475.nii,141406
increment_data,33.75155258178711,35.82487630844116,bigbrain_0_1812_3475.nii,141406
save_incremented,35.82505965232849,50.06777596473694,bigbrain_0_1812_3475.nii,141406
load_img,34.436952352523804,34.44216346740723,bigbrain_0_0_2780.nii,141396
increment_data,34.44317269325256,37.15740513801575,bigbrain_0_0_2780.nii,141396
save_incremented,37.15843939781189,50.93285417556763,bigbrain_0_0_2780.nii,141396
load_img,34.838133573532104,34.84128212928772,bigbrain_0_1812_3475.nii,141401
increment_data,34.8428053855896,36.57131218910217,bigbrain_0_1812_3475.nii,141401
save_incremented,36.57178330421448,51.143757820129395,bigbrain_0_1812_3475.nii,141401
load_img,35.154205322265625,35.157541036605835,bigbrain_0_0_2780.nii,141381
increment_data,35.15913248062134,37.1507351398468,bigbrain_0_0_2780.nii,141381
save_incremented,37.15134882926941,50.05144238471985,bigbrain_0_0_2780.nii,141381
load_img,36.00047183036804,36.002644062042236,bigbrain_0_1812_3475.nii,141375
increment_data,36.003899574279785,38.68361234664917,bigbrain_0_1812_3475.nii,141375
save_incremented,38.68388772010803,51.25955295562744,bigbrain_0_1812_3475.nii,141375
load_img,37.32209253311157,37.32464623451233,bigbrain_0_4228_2780.nii,141434
increment_data,37.325377464294434,40.182653188705444,bigbrain_0_4228_2780.nii,141434
save_incremented,40.18293499946594,56.4626088142395,bigbrain_0_4228_2780.nii,141434
load_img,37.759151458740234,37.76556754112244,bigbrain_0_1812_3475.nii,141390
increment_data,37.76660990715027,40.861093044281006,bigbrain_0_1812_3475.nii,141390
save_incremented,40.86206293106079,51.74932074546814,bigbrain_0_1812_3475.nii,141390
load_img,38.96546268463135,38.97020363807678,bigbrain_0_1812_4865.nii,141457
increment_data,38.97087049484253,41.7433648109436,bigbrain_0_1812_4865.nii,141457
save_incremented,41.744582653045654,59.62370157241821,bigbrain_0_1812_4865.nii,141457
load_img,39.058414697647095,39.06009364128113,bigbrain_0_1208_4170.nii,141378
increment_data,39.060625314712524,44.20462346076965,bigbrain_0_1208_4170.nii,141378
save_incremented,44.20497679710388,56.0029022693634,bigbrain_0_1208_4170.nii,141378
load_img,39.178524017333984,39.184234857559204,bigbrain_0_1208_4170.nii,141366
increment_data,39.18627953529358,44.327831983566284,bigbrain_0_1208_4170.nii,141366
save_incremented,44.32864737510681,57.32096195220947,bigbrain_0_1208_4170.nii,141366
load_img,40.204614877700806,40.20710587501526,bigbrain_0_1208_4170.nii,141439
increment_data,40.20760369300842,44.327972173690796,bigbrain_0_1208_4170.nii,141439
save_incremented,44.32853960990906,57.288336753845215,bigbrain_0_1208_4170.nii,141439
load_img,40.261841773986816,40.26387977600098,bigbrain_0_1812_4865.nii,141387
increment_data,40.266334772109985,44.3929979801178,bigbrain_0_1812_4865.nii,141387
save_incremented,44.39315605163574,54.58264231681824,bigbrain_0_1812_4865.nii,141387
load_img,42.02504348754883,42.03456711769104,bigbrain_0_4228_2780.nii,141418
increment_data,42.03589701652527,45.35339093208313,bigbrain_0_4228_2780.nii,141418
save_incremented,45.35403919219971,54.03231191635132,bigbrain_0_4228_2780.nii,141418
load_img,43.429659843444824,43.43375325202942,bigbrain_0_4228_2780.nii,141443
increment_data,43.434908628463745,45.42272901535034,bigbrain_0_4228_2780.nii,141443
save_incremented,45.424978494644165,53.2012414932251,bigbrain_0_4228_2780.nii,141443
load_img,44.302650451660156,44.30550956726074,bigbrain_0_1812_4865.nii,141461
increment_data,44.306217670440674,46.15050506591797,bigbrain_0_1812_4865.nii,141461
save_incremented,46.15084409713745,59.545493364334106,bigbrain_0_1812_4865.nii,141461
load_img,44.57933855056763,44.580305337905884,bigbrain_0_1812_4865.nii,141372
increment_data,44.58058428764343,46.37704539299011,bigbrain_0_1812_4865.nii,141372
save_incremented,46.37743663787842,59.59731960296631,bigbrain_0_1812_4865.nii,141372
load_img,44.59518647193909,44.596524477005005,bigbrain_0_1208_2780.nii,141393
increment_data,44.5968382358551,46.72014117240906,bigbrain_0_1208_2780.nii,141393
save_incremented,46.72051811218262,60.26214909553528,bigbrain_0_1208_2780.nii,141393
load_img,44.95315170288086,44.956913471221924,bigbrain_0_1208_4170.nii,141367
increment_data,44.957488775253296,46.38027739524841,bigbrain_0_1208_4170.nii,141367
save_incremented,46.380502462387085,53.92475390434265,bigbrain_0_1208_4170.nii,141367
load_img,45.79642868041992,45.79933762550354,bigbrain_0_1812_2085.nii,141421
increment_data,45.80031991004944,46.96625638008118,bigbrain_0_1812_2085.nii,141421
save_incremented,46.966428995132446,55.870445013046265,bigbrain_0_1812_2085.nii,141421
load_img,46.516549587249756,46.518863677978516,bigbrain_0_1208_2780.nii,141410
increment_data,46.5194628238678,48.02917218208313,bigbrain_0_1208_2780.nii,141410
save_incremented,48.029778242111206,67.51491260528564,bigbrain_0_1208_2780.nii,141410
load_img,47.1075713634491,47.108800411224365,bigbrain_0_1812_2085.nii,141384
increment_data,47.10909056663513,50.46770763397217,bigbrain_0_1812_2085.nii,141384
save_incremented,50.467973947525024,59.67345333099365,bigbrain_0_1812_2085.nii,141384
load_img,47.47765803337097,47.48063373565674,bigbrain_0_1812_2085.nii,141448
increment_data,47.481483936309814,50.86507964134216,bigbrain_0_1812_2085.nii,141448
save_incremented,50.86545991897583,59.95020151138306,bigbrain_0_1812_2085.nii,141448
load_img,47.76260471343994,47.768574714660645,bigbrain_0_1208_2780.nii,141414
increment_data,47.769901275634766,50.43021202087402,bigbrain_0_1208_2780.nii,141414
save_incremented,50.43072557449341,68.67851042747498,bigbrain_0_1208_2780.nii,141414
load_img,47.80806612968445,47.80947923660278,bigbrain_0_3020_3475.nii,141427
increment_data,47.810357093811035,50.89379644393921,bigbrain_0_3020_3475.nii,141427
save_incremented,50.893954038619995,65.21620678901672,bigbrain_0_3020_3475.nii,141427
load_img,49.495028257369995,49.501760959625244,bigbrain_0_1208_2780.nii,141453
increment_data,49.50310230255127,51.06864595413208,bigbrain_0_1208_2780.nii,141453
save_incremented,51.068811655044556,68.46582818031311,bigbrain_0_1208_2780.nii,141453
load_img,50.06929922103882,50.07570552825928,bigbrain_0_3020_3475.nii,141381
increment_data,50.0773708820343,51.734113454818726,bigbrain_0_3020_3475.nii,141381
save_incremented,51.734778881073,60.18946194648743,bigbrain_0_3020_3475.nii,141381
load_img,50.083431243896484,50.089115381240845,bigbrain_0_2416_695.nii,141406
increment_data,50.090802907943726,51.204004764556885,bigbrain_0_2416_695.nii,141406
save_incremented,51.20416045188904,62.439213514328,bigbrain_0_2416_695.nii,141406
load_img,50.93630909919739,50.938647747039795,bigbrain_0_3020_3475.nii,141396
increment_data,50.939141035079956,51.91484546661377,bigbrain_0_3020_3475.nii,141396
save_incremented,51.91512107849121,65.36230134963989,bigbrain_0_3020_3475.nii,141396
load_img,51.146504640579224,51.14774560928345,bigbrain_0_2416_695.nii,141401
increment_data,51.14807081222534,52.56497359275818,bigbrain_0_2416_695.nii,141401
save_incremented,52.56522536277771,66.71681475639343,bigbrain_0_2416_695.nii,141401
load_img,51.26206421852112,51.26306080818176,bigbrain_0_2416_695.nii,141375
increment_data,51.26445126533508,53.4951286315918,bigbrain_0_2416_695.nii,141375
save_incremented,53.495500326156616,66.56254148483276,bigbrain_0_2416_695.nii,141375
load_img,51.75874710083008,51.761351346969604,bigbrain_0_2416_695.nii,141390
increment_data,51.76196336746216,53.79483366012573,bigbrain_0_2416_695.nii,141390
save_incremented,53.795182943344116,65.37376952171326,bigbrain_0_2416_695.nii,141390
load_img,53.204156160354614,53.20588970184326,bigbrain_0_4228_2085.nii,141443
increment_data,53.20642805099487,56.977131843566895,bigbrain_0_4228_2085.nii,141443
save_incremented,56.97799468040466,69.29477071762085,bigbrain_0_4228_2085.nii,141443
load_img,53.93567514419556,53.941394090652466,bigbrain_0_4228_0.nii,141367
increment_data,53.94176912307739,57.14658737182617,bigbrain_0_4228_0.nii,141367
save_incremented,57.14704489707947,69.81108736991882,bigbrain_0_4228_0.nii,141367
load_img,54.05727744102478,54.06362438201904,bigbrain_0_4228_2085.nii,141418
increment_data,54.06476283073425,58.57533264160156,bigbrain_0_4228_2085.nii,141418
save_incremented,58.57584595680237,74.11597943305969,bigbrain_0_4228_2085.nii,141418
load_img,54.58581328392029,54.58863544464111,bigbrain_0_4228_1390.nii,141387
increment_data,54.58966088294983,58.257375717163086,bigbrain_0_4228_1390.nii,141387
save_incremented,58.25829482078552,70.0159022808075,bigbrain_0_4228_1390.nii,141387
load_img,55.889113426208496,55.89312410354614,bigbrain_0_1208_2085.nii,141421
increment_data,55.89477610588074,58.35703945159912,bigbrain_0_1208_2085.nii,141421
save_incremented,58.35738921165466,68.8123881816864,bigbrain_0_1208_2085.nii,141421
load_img,56.00858163833618,56.01166248321533,bigbrain_0_4228_0.nii,141378
increment_data,56.012566804885864,59.37384033203125,bigbrain_0_4228_0.nii,141378
save_incremented,59.37403702735901,73.54092597961426,bigbrain_0_4228_0.nii,141378
load_img,56.466094732284546,56.468443393707275,bigbrain_0_4228_2085.nii,141434
increment_data,56.469263792037964,58.780324935913086,bigbrain_0_4228_2085.nii,141434
save_incremented,58.78094124794006,76.07157468795776,bigbrain_0_4228_2085.nii,141434
load_img,57.312538385391235,57.32000541687012,bigbrain_0_4228_0.nii,141439
increment_data,57.32155990600586,59.7573516368866,bigbrain_0_4228_0.nii,141439
save_incremented,59.75799608230591,69.16022253036499,bigbrain_0_4228_0.nii,141439
load_img,57.340283155441284,57.345354318618774,bigbrain_0_4228_0.nii,141366
increment_data,57.345964431762695,59.75735068321228,bigbrain_0_4228_0.nii,141366
save_incremented,59.75799560546875,72.64430928230286,bigbrain_0_4228_0.nii,141366
load_img,59.548028230667114,59.54908084869385,bigbrain_0_4228_1390.nii,141461
increment_data,59.55098271369934,64.5918984413147,bigbrain_0_4228_1390.nii,141461
save_incremented,64.59245729446411,79.29898285865784,bigbrain_0_4228_1390.nii,141461
load_img,59.60036611557007,59.601489543914795,bigbrain_0_4228_1390.nii,141372
increment_data,59.601802349090576,64.60200262069702,bigbrain_0_4228_1390.nii,141372
save_incremented,64.60266327857971,79.87940216064453,bigbrain_0_4228_1390.nii,141372
load_img,59.62690019607544,59.62817358970642,bigbrain_0_4228_1390.nii,141457
increment_data,59.628515005111694,64.60200262069702,bigbrain_0_4228_1390.nii,141457
save_incremented,64.60268926620483,81.11717486381531,bigbrain_0_4228_1390.nii,141457
load_img,59.676098346710205,59.677175760269165,bigbrain_0_1208_2085.nii,141384
increment_data,59.67746186256409,64.89735531806946,bigbrain_0_1208_2085.nii,141384
save_incremented,64.8977038860321,74.21821665763855,bigbrain_0_1208_2085.nii,141384
load_img,59.96041965484619,59.9627103805542,bigbrain_0_1208_2085.nii,141448
increment_data,59.96338653564453,65.26173305511475,bigbrain_0_1208_2085.nii,141448
save_incremented,65.26189637184143,73.85991501808167,bigbrain_0_1208_2085.nii,141448
load_img,60.20258975028992,60.20529127120972,bigbrain_0_1208_6255.nii,141381
increment_data,60.20643496513367,64.95393872261047,bigbrain_0_1208_6255.nii,141381
save_incremented,64.9549286365509,73.08822250366211,bigbrain_0_1208_6255.nii,141381
load_img,60.26587390899658,60.26874375343323,bigbrain_0_3020_6255.nii,141393
increment_data,60.27026724815369,65.13603210449219,bigbrain_0_3020_6255.nii,141393
save_incremented,65.13626599311829,79.46204090118408,bigbrain_0_3020_6255.nii,141393
load_img,62.4846408367157,62.49537205696106,bigbrain_0_1812_6255.nii,141406
increment_data,62.499406576156616,65.29334211349487,bigbrain_0_1812_6255.nii,141406
save_incremented,65.29355692863464,68.83633995056152,bigbrain_0_1812_6255.nii,141406
load_img,65.2190454006195,65.22212839126587,bigbrain_0_1208_6255.nii,141427
increment_data,65.22281956672668,66.79405975341797,bigbrain_0_1208_6255.nii,141427
save_incremented,66.79434442520142,79.95157623291016,bigbrain_0_1208_6255.nii,141427
load_img,65.3650369644165,65.36606764793396,bigbrain_0_1208_6255.nii,141396
increment_data,65.36632442474365,66.80095291137695,bigbrain_0_1208_6255.nii,141396
save_incremented,66.80119895935059,80.66794395446777,bigbrain_0_1208_6255.nii,141396
load_img,65.37649273872375,65.37759780883789,bigbrain_0_1812_6255.nii,141390
increment_data,65.37783455848694,66.1709954738617,bigbrain_0_1812_6255.nii,141390
save_incremented,66.17138767242432,75.94605255126953,bigbrain_0_1812_6255.nii,141390
load_img,66.56536149978638,66.56780886650085,bigbrain_0_1812_6255.nii,141375
increment_data,66.56851363182068,68.72997617721558,bigbrain_0_1812_6255.nii,141375
save_incremented,68.73014211654663,83.09019136428833,bigbrain_0_1812_6255.nii,141375
load_img,66.73991632461548,66.74586868286133,bigbrain_0_1812_6255.nii,141401
increment_data,66.74790573120117,68.77206230163574,bigbrain_0_1812_6255.nii,141401
save_incremented,68.77222108840942,82.90818428993225,bigbrain_0_1812_6255.nii,141401
load_img,67.51799321174622,67.51970958709717,bigbrain_0_3020_6255.nii,141410
increment_data,67.52003121376038,69.0338921546936,bigbrain_0_3020_6255.nii,141410
save_incremented,69.03406500816345,92.85336923599243,bigbrain_0_3020_6255.nii,141410
load_img,68.46937656402588,68.47371864318848,bigbrain_0_3020_6255.nii,141453
increment_data,68.47437191009521,69.51827454566956,bigbrain_0_3020_6255.nii,141453
save_incremented,69.51855254173279,88.45347332954407,bigbrain_0_3020_6255.nii,141453
load_img,68.68569087982178,68.687903881073,bigbrain_0_3020_6255.nii,141414
increment_data,68.6887264251709,69.82457447052002,bigbrain_0_3020_6255.nii,141414
save_incremented,69.82632827758789,91.80949878692627,bigbrain_0_3020_6255.nii,141414
load_img,68.81537628173828,68.81677389144897,bigbrain_0_2416_2085.nii,141421
increment_data,68.8170702457428,69.79973244667053,bigbrain_0_2416_2085.nii,141421
save_incremented,69.8002872467041,81.0711681842804,bigbrain_0_2416_2085.nii,141421
load_img,68.83911371231079,68.84022068977356,bigbrain_0_0_3475.nii,141406
increment_data,68.84053039550781,69.85227465629578,bigbrain_0_0_3475.nii,141406
save_incremented,69.85240697860718,79.4883713722229,bigbrain_0_0_3475.nii,141406
load_img,69.16311144828796,69.16419267654419,bigbrain_0_4228_3475.nii,141439
increment_data,69.16448307037354,71.83118438720703,bigbrain_0_4228_3475.nii,141439
save_incremented,71.8327419757843,94.76283383369446,bigbrain_0_4228_3475.nii,141439
