driver_program,0,10866.2325527668,/home/users/vhayots/spark-1570479884-isilonAD_1it_25cpus_120delay_withpc-0,allfiles
save_incremented,3262.5736384391785,3361.6825518608093,bigbrain_770_5436_4865.nii,79229
load_img,5717.3930633068085,5717.781601190567,bigbrain_6930_604_5560.nii,79217
increment_data,5719.08043217659,5719.991181373596,bigbrain_6930_604_5560.nii,79217
save_incremented,5748.791789293289,5841.623252868652,bigbrain_6930_604_5560.nii,79217
load_img,7787.797279119492,7788.312035560608,bigbrain_4620_5436_695.nii,79277
increment_data,7811.9710330963135,7813.969321727753,bigbrain_4620_5436_695.nii,79277
save_incremented,7816.8654544353485,7908.718940973282,bigbrain_4620_5436_695.nii,79277
load_img,8382.622759580612,8383.160119533539,bigbrain_1540_4228_6255.nii,79238
increment_data,8409.763944387436,8415.29666852951,bigbrain_1540_4228_6255.nii,79238
save_incremented,8424.809055805206,8519.46444773674,bigbrain_1540_4228_6255.nii,79238
load_img,8072.957839727402,8073.68842959404,bigbrain_1540_5436_6255.nii,79220
increment_data,8084.225041389465,8090.446541547775,bigbrain_1540_5436_6255.nii,79220
save_incremented,8111.914191961288,8208.945793628693,bigbrain_1540_5436_6255.nii,79220
load_img,3753.5276975631714,3753.922608613968,bigbrain_4620_2416_6255.nii,79220
increment_data,3812.376437187195,3813.4169278144836,bigbrain_4620_2416_6255.nii,79220
save_incremented,3820.0960795879364,3915.1953432559967,bigbrain_4620_2416_6255.nii,79220
load_img,8310.472279548645,8310.86587691307,bigbrain_6930_5436_6255.nii,79241
increment_data,8355.182139873505,8358.178648233414,bigbrain_6930_5436_6255.nii,79241
save_incremented,8380.951149463654,8426.185894489288,bigbrain_6930_5436_6255.nii,79241
load_img,9165.427936315536,9165.823097229004,bigbrain_770_1208_5560.nii,79220
increment_data,9195.203481674194,9199.046287298203,bigbrain_770_1208_5560.nii,79220
save_incremented,9205.571144104004,9290.875545024872,bigbrain_770_1208_5560.nii,79220
load_img,7507.137794017792,7507.941959857941,bigbrain_4620_2416_5560.nii,79268
increment_data,7534.673518419266,7541.878525733948,bigbrain_4620_2416_5560.nii,79268
save_incremented,7567.362172842026,7639.417645215988,bigbrain_4620_2416_5560.nii,79268
load_img,9173.60470199585,9174.023639440536,bigbrain_1540_604_2780.nii,79256
increment_data,9200.268377065659,9201.58612203598,bigbrain_1540_604_2780.nii,79256
save_incremented,9206.783111333847,9303.410673856735,bigbrain_1540_604_2780.nii,79256
load_img,6707.583694458008,6708.322189092636,bigbrain_1540_2416_5560.nii,79259
increment_data,6747.774560451508,6753.131484746933,bigbrain_1540_2416_5560.nii,79259
save_incremented,6758.788285255432,6843.194745063782,bigbrain_1540_2416_5560.nii,79259
load_img,8563.198192119598,8563.74070930481,bigbrain_6930_2416_2780.nii,79271
increment_data,8590.580306529999,8600.482489347458,bigbrain_6930_2416_2780.nii,79271
save_incremented,8653.097677707672,8723.415431976318,bigbrain_6930_2416_2780.nii,79271
load_img,10759.538695812225,10759.94220662117,bigbrain_3850_3624_3475.nii,79217
increment_data,10770.090618610382,10771.416031599045,bigbrain_3850_3624_3475.nii,79217
save_incremented,10776.634859800339,10818.406477928162,bigbrain_3850_3624_3475.nii,79217
load_img,3794.370676279068,3794.758362054825,bigbrain_5390_2416_4865.nii,79256
increment_data,3812.393110513687,3813.2207345962524,bigbrain_5390_2416_4865.nii,79256
save_incremented,3817.6454634666443,3907.7648911476135,bigbrain_5390_2416_4865.nii,79256
load_img,420.4244427680969,420.8122696876526,bigbrain_3850_0_1390.nii,79256
increment_data,422.658992767334,423.75947880744934,bigbrain_3850_0_1390.nii,79256
save_incremented,426.94489574432373,544.9014854431152,bigbrain_3850_0_1390.nii,79256
load_img,7941.022021055222,7941.7028868198395,bigbrain_3850_4228_4865.nii,79253
increment_data,7958.385947465897,7959.100432634354,bigbrain_3850_4228_4865.nii,79253
save_incremented,7959.103499889374,7991.944764852524,bigbrain_3850_4228_4865.nii,79253
load_img,5648.0921857357025,5648.647062778473,bigbrain_770_3624_6255.nii,79268
increment_data,5719.040309906006,5719.988729476929,bigbrain_770_3624_6255.nii,79268
save_incremented,5737.375098705292,5832.755536317825,bigbrain_770_3624_6255.nii,79268
load_img,6228.934361219406,6229.502456188202,bigbrain_6930_5436_5560.nii,79209
increment_data,6261.068940639496,6265.127151727676,bigbrain_6930_5436_5560.nii,79209
save_incremented,6270.634233236313,6338.601205825806,bigbrain_6930_5436_5560.nii,79209
load_img,3809.2493181228638,3809.6310358047485,bigbrain_3080_4832_6255.nii,79280
increment_data,3812.4338936805725,3813.2135746479034,bigbrain_3080_4832_6255.nii,79280
save_incremented,3815.372680425644,3894.1934168338776,bigbrain_3080_4832_6255.nii,79280
load_img,9738.2988448143,9738.739067077637,bigbrain_770_1208_2780.nii,79265
increment_data,9744.301930904388,9745.915271282196,bigbrain_770_1208_2780.nii,79265
save_incremented,9752.641961574554,9856.853873968124,bigbrain_770_1208_2780.nii,79265
load_img,4290.937913179398,4291.351222038269,bigbrain_3080_1208_6255.nii,79238
increment_data,4357.023671388626,4357.840941667557,bigbrain_3080_1208_6255.nii,79238
save_incremented,4371.478848934174,4494.842486619949,bigbrain_3080_1208_6255.nii,79238
load_img,2286.657759666443,2287.2398521900177,bigbrain_5390_5436_2085.nii,79250
increment_data,2358.735383749008,2370.3148341178894,bigbrain_5390_5436_2085.nii,79250
save_incremented,2375.4515504837036,2458.8082451820374,bigbrain_5390_5436_2085.nii,79250
load_img,10751.0730843544,10751.539623260498,bigbrain_770_0_6255.nii,79271
increment_data,10752.856435060501,10753.578533172607,bigbrain_770_0_6255.nii,79271
save_incremented,10753.581674575806,10777.65307879448,bigbrain_770_0_6255.nii,79271
load_img,9201.610857486725,9202.535759925842,bigbrain_1540_1208_4865.nii,79253
increment_data,9209.490985393524,9213.125009775162,bigbrain_1540_1208_4865.nii,79253
save_incremented,9235.806885957718,9332.92759013176,bigbrain_1540_1208_4865.nii,79253
load_img,9726.313723564148,9726.795258283615,bigbrain_0_4832_4865.nii,79253
increment_data,9741.601382493973,9743.237396478653,bigbrain_0_4832_4865.nii,79253
save_incremented,9771.039162158966,9872.485485553741,bigbrain_0_4832_4865.nii,79253
load_img,5939.509171485901,5939.896457672119,bigbrain_770_4228_2780.nii,79226
increment_data,5964.631354093552,5965.618506908417,bigbrain_770_4228_2780.nii,79226
save_incremented,5990.65193271637,6099.328308105469,bigbrain_770_4228_2780.nii,79226
load_img,4829.818667888641,4830.261680841446,bigbrain_4620_5436_2780.nii,79280
increment_data,4869.913646697998,4876.726858377457,bigbrain_4620_5436_2780.nii,79280
save_incremented,4901.981157779694,4959.808267593384,bigbrain_4620_5436_2780.nii,79280
