driver_program,0,10665.073071956635,/home/users/vhayots/spark-1570526548-isilonAD_1it_96cpus_0delay_npc-2,allfiles
load_img,547.2889432907104,549.5364325046539,bigbrain_3080_0_4865.nii,97698
increment_data,549.5633661746979,552.7969417572021,bigbrain_3080_0_4865.nii,97698
save_incremented,552.8064577579498,1067.971750497818,bigbrain_3080_0_4865.nii,97698
load_img,5180.708526134491,5181.572478055954,bigbrain_5390_0_2085.nii,97542
increment_data,5464.141487121582,5469.182830095291,bigbrain_5390_0_2085.nii,97542
save_incremented,5503.754914999008,5710.736344099045,bigbrain_5390_0_2085.nii,97542
load_img,9941.448720216751,9946.685565948486,bigbrain_1540_4228_2780.nii,97695
increment_data,10179.310268878937,10180.651064872742,bigbrain_1540_4228_2780.nii,97695
save_incremented,10187.41391658783,10481.490459442139,bigbrain_1540_4228_2780.nii,97695
load_img,6518.423107385635,6520.012845039368,bigbrain_1540_604_0.nii,97599
increment_data,6668.703382492065,6672.799276828766,bigbrain_1540_604_0.nii,97599
save_incremented,6706.849217891693,7143.033886432648,bigbrain_1540_604_0.nii,97599
load_img,9671.674900531769,9672.068861961365,bigbrain_6160_1812_5560.nii,97452
increment_data,9938.103463411331,9943.654863357544,bigbrain_6160_1812_5560.nii,97452
save_incremented,9999.945282459259,10224.560930252075,bigbrain_6160_1812_5560.nii,97452
load_img,7281.366323709488,7281.85106921196,bigbrain_5390_1812_4865.nii,97590
increment_data,7465.092260837555,7469.573373794556,bigbrain_5390_1812_4865.nii,97590
save_incremented,7493.420525789261,7709.91086769104,bigbrain_5390_1812_4865.nii,97590
load_img,2632.859193086624,2633.844079017639,bigbrain_3080_3020_6255.nii,97650
increment_data,2721.523975610733,2730.8607680797577,bigbrain_3080_3020_6255.nii,97650
save_incremented,2880.408714056015,3173.274786710739,bigbrain_3080_3020_6255.nii,97650
load_img,7907.095420122147,7907.887159347534,bigbrain_1540_3624_4865.nii,97644
increment_data,8002.348202705383,8008.112699747086,bigbrain_1540_3624_4865.nii,97644
save_incremented,8088.623772859573,8286.683761835098,bigbrain_1540_3624_4865.nii,97644
load_img,3667.0202083587646,3667.416380882263,bigbrain_0_1812_0.nii,97602
increment_data,3668.5926847457886,3671.5947353839874,bigbrain_0_1812_0.nii,97602
save_incremented,3708.3784623146057,4055.7006180286407,bigbrain_0_1812_0.nii,97602
load_img,9492.639132499695,9493.055876255035,bigbrain_770_3020_0.nii,97593
increment_data,9938.069938659668,9940.543609142303,bigbrain_770_3020_0.nii,97593
save_incremented,9940.588071107864,10058.372111558914,bigbrain_770_3020_0.nii,97593
load_img,2284.1498403549194,2284.7761392593384,bigbrain_3850_1812_2780.nii,97710
increment_data,2630.2083961963654,2632.8084168434143,bigbrain_3850_1812_2780.nii,97710
save_incremented,2668.5798890590668,2807.261754989624,bigbrain_3850_1812_2780.nii,97710
load_img,546.4002285003662,548.6267414093018,bigbrain_6160_3020_695.nii,97458
increment_data,548.6478633880615,552.1094114780426,bigbrain_6160_3020_695.nii,97458
save_incremented,552.1391363143921,1075.3576002120972,bigbrain_6160_3020_695.nii,97458
load_img,6517.2007603645325,6519.868580341339,bigbrain_6930_1208_1390.nii,97677
increment_data,6655.443208932877,6658.420657873154,bigbrain_6930_1208_1390.nii,97677
save_incremented,6706.103669166565,7136.774036884308,bigbrain_6930_1208_1390.nii,97677
load_img,3663.262647151947,3663.6587743759155,bigbrain_5390_5436_3475.nii,97629
increment_data,3668.5747244358063,3671.378956079483,bigbrain_5390_5436_3475.nii,97629
save_incremented,3708.370322227478,4052.020208835602,bigbrain_5390_5436_3475.nii,97629
load_img,1615.6660521030426,1617.419499874115,bigbrain_4620_3624_4170.nii,97683
increment_data,1617.4638674259186,1619.4824171066284,bigbrain_4620_3624_4170.nii,97683
save_incremented,1793.564100265503,2230.686110973358,bigbrain_4620_3624_4170.nii,97683
load_img,5469.48668384552,5470.626605987549,bigbrain_770_2416_3475.nii,97662
increment_data,5551.933750867844,5556.396281242371,bigbrain_770_2416_3475.nii,97662
save_incremented,5614.851967096329,5993.69794011116,bigbrain_770_2416_3475.nii,97662
load_img,1615.4217371940613,1617.5668320655823,bigbrain_6930_4832_0.nii,97470
increment_data,1617.58358335495,1619.2843708992004,bigbrain_6930_4832_0.nii,97470
save_incremented,1793.591480255127,2283.0472769737244,bigbrain_6930_4832_0.nii,97470
load_img,2632.3965249061584,2633.6700963974,bigbrain_5390_2416_6255.nii,97432
increment_data,2699.0201709270477,2699.8451929092407,bigbrain_5390_2416_6255.nii,97432
save_incremented,2888.6047191619873,3163.9160857200623,bigbrain_5390_2416_6255.nii,97432
load_img,10483.098138093948,10483.488563299179,bigbrain_6930_5436_0.nii,97476
increment_data,10485.021822929382,10485.905969381332,bigbrain_6930_5436_0.nii,97476
save_incremented,10495.619711399078,10515.945660114288,bigbrain_6930_5436_0.nii,97476
load_img,547.43408370018,549.4228758811951,bigbrain_4620_604_2085.nii,97548
increment_data,549.4402794837952,552.563390493393,bigbrain_4620_604_2085.nii,97548
save_incremented,552.5704822540283,1078.7359676361084,bigbrain_4620_604_2085.nii,97548
load_img,6518.359569549561,6520.050041437149,bigbrain_2310_5436_6255.nii,97437
increment_data,6671.2468354702,6673.954978466034,bigbrain_2310_5436_6255.nii,97437
save_incremented,6707.089355230331,7143.105105161667,bigbrain_2310_5436_6255.nii,97437
load_img,2284.214526414871,2284.8413591384888,bigbrain_1540_3624_6255.nii,97557
increment_data,2630.2668454647064,2632.8642995357513,bigbrain_1540_3624_6255.nii,97557
save_incremented,2669.59649515152,2830.7112028598785,bigbrain_1540_3624_6255.nii,97557
load_img,1615.5430870056152,1617.695998430252,bigbrain_1540_5436_0.nii,97509
increment_data,1617.7120337486267,1619.3136847019196,bigbrain_1540_5436_0.nii,97509
save_incremented,1793.5977008342743,2280.4380643367767,bigbrain_1540_5436_0.nii,97509
load_img,546.8111889362335,548.8937666416168,bigbrain_3850_0_1390.nii,97503
increment_data,548.9513709545135,552.3712997436523,bigbrain_3850_0_1390.nii,97503
save_incremented,552.3795583248138,1080.955133676529,bigbrain_3850_0_1390.nii,97503
load_img,9876.10984826088,9876.824075937271,bigbrain_2310_604_6255.nii,97665
increment_data,9939.293343544006,9945.844811439514,bigbrain_2310_604_6255.nii,97665
save_incremented,9983.563257455826,10131.888066530228,bigbrain_2310_604_6255.nii,97665
load_img,7985.661355257034,7987.198630094528,bigbrain_0_5436_0.nii,97449
increment_data,8003.517660617828,8009.860880374908,bigbrain_0_5436_0.nii,97449
save_incremented,8139.785227298737,8517.47992348671,bigbrain_0_5436_0.nii,97449
load_img,3671.30481505394,3672.010704755783,bigbrain_770_4832_2780.nii,97683
increment_data,3708.4438548088074,3711.533686876297,bigbrain_770_4832_2780.nii,97683
save_incremented,4044.763915538788,4490.030047655106,bigbrain_770_4832_2780.nii,97683
load_img,2632.9181456565857,2633.7155220508575,bigbrain_0_4228_6255.nii,97551
increment_data,2700.3772757053375,2703.4681701660156,bigbrain_0_4228_6255.nii,97551
save_incremented,2889.134524822235,3183.3622291088104,bigbrain_0_4228_6255.nii,97551
load_img,4804.913980960846,4805.302061319351,bigbrain_6160_2416_4865.nii,97698
increment_data,4826.914232254028,4827.759487390518,bigbrain_6160_2416_4865.nii,97698
save_incremented,4834.058453798294,4914.421146631241,bigbrain_6160_2416_4865.nii,97698
load_img,1615.3504235744476,1617.4914700984955,bigbrain_6160_3624_5560.nii,97548
increment_data,1617.5122878551483,1619.24534034729,bigbrain_6160_3624_5560.nii,97548
save_incremented,1793.5864033699036,2251.5581662654877,bigbrain_6160_3624_5560.nii,97548
load_img,9706.159262180328,9706.55985212326,bigbrain_6930_4832_1390.nii,97674
increment_data,9938.159613132477,9943.750901937485,bigbrain_6930_4832_1390.nii,97674
save_incremented,10003.117901086807,10239.09683060646,bigbrain_6930_4832_1390.nii,97674
load_img,2632.855731010437,2633.9258091449738,bigbrain_770_1208_4865.nii,97545
increment_data,2823.3298332691193,2831.915603160858,bigbrain_770_1208_4865.nii,97545
save_incremented,2894.4404973983765,3178.262335062027,bigbrain_770_1208_4865.nii,97545
load_img,1615.6525013446808,1617.330150604248,bigbrain_5390_0_5560.nii,97641
increment_data,1617.3733489513397,1619.3147234916687,bigbrain_5390_0_5560.nii,97641
save_incremented,1793.5991048812866,2093.3358521461487,bigbrain_5390_0_5560.nii,97641
load_img,7923.107304096222,7923.749200105667,bigbrain_3080_1208_2780.nii,97683
increment_data,8002.262542247772,8007.422259807587,bigbrain_3080_1208_2780.nii,97683
save_incremented,8034.202280759811,8205.787657260895,bigbrain_3080_1208_2780.nii,97683
load_img,9729.160984039307,9729.553947687149,bigbrain_770_1812_4865.nii,97512
increment_data,9938.125467061996,9944.881716012955,bigbrain_770_1812_4865.nii,97512
save_incremented,9987.819307804108,10154.22487783432,bigbrain_770_1812_4865.nii,97512
load_img,9943.448899507523,9944.370059728622,bigbrain_2310_1812_695.nii,97557
increment_data,10059.384861707687,10060.470252752304,bigbrain_2310_1812_695.nii,97557
save_incremented,10180.675903558731,10397.00461101532,bigbrain_2310_1812_695.nii,97557
load_img,8884.722906827927,8885.811995983124,bigbrain_2310_1812_0.nii,97626
increment_data,8991.719324827194,8996.250977277756,bigbrain_2310_1812_0.nii,97626
save_incremented,9086.058954954147,9393.647718906403,bigbrain_2310_1812_0.nii,97626
load_img,1615.578733921051,1617.7531645298004,bigbrain_3080_4832_5560.nii,97503
increment_data,1618.4993863105774,1630.2066371440887,bigbrain_3080_4832_5560.nii,97503
save_incremented,1793.630328655243,2268.0636010169983,bigbrain_3080_4832_5560.nii,97503
load_img,1615.8092501163483,1617.4387347698212,bigbrain_5390_2416_2780.nii,97578
increment_data,1617.4749360084534,1619.4284009933472,bigbrain_5390_2416_2780.nii,97578
save_incremented,1793.6094679832458,2282.954255580902,bigbrain_5390_2416_2780.nii,97578
load_img,6812.929736852646,6813.313863277435,bigbrain_1540_4832_2780.nii,97533
increment_data,7174.123191356659,7177.531046628952,bigbrain_1540_4832_2780.nii,97533
save_incremented,7197.598482370377,7240.011475086212,bigbrain_1540_4832_2780.nii,97533
load_img,7733.092688322067,7734.492604732513,bigbrain_6930_2416_6255.nii,97464
increment_data,7999.470862388611,8000.710510969162,bigbrain_6930_2416_6255.nii,97464
save_incremented,8003.014844894409,8171.59997177124,bigbrain_6930_2416_6255.nii,97464
load_img,8559.0027551651,8559.396148204803,bigbrain_5390_4832_5560.nii,97470
increment_data,8567.874405384064,8568.612627506256,bigbrain_5390_4832_5560.nii,97470
save_incremented,8568.61600971222,8735.436057329178,bigbrain_5390_4832_5560.nii,97470
load_img,1615.807911157608,1617.4009227752686,bigbrain_770_3624_1390.nii,97432
increment_data,1617.4606621265411,1619.498601436615,bigbrain_770_3624_1390.nii,97432
save_incremented,1793.5900547504425,2146.67635846138,bigbrain_770_3624_1390.nii,97432
load_img,1615.7786710262299,1617.3914105892181,bigbrain_6930_3624_2780.nii,97590
increment_data,1617.4386286735535,1619.3588073253632,bigbrain_6930_3624_2780.nii,97590
save_incremented,1793.600429058075,2122.8954503536224,bigbrain_6930_3624_2780.nii,97590
load_img,7988.215266227722,7988.684118270874,bigbrain_0_3624_695.nii,97545
increment_data,8002.780479192734,8008.21511554718,bigbrain_0_3624_695.nii,97545
save_incremented,8103.730252742767,8356.576086521149,bigbrain_0_3624_695.nii,97545
load_img,9944.816739797592,9946.240941047668,bigbrain_2310_4228_4865.nii,97443
increment_data,10118.987219810486,10121.368675231934,bigbrain_2310_4228_4865.nii,97443
save_incremented,10184.581078529358,10455.28451681137,bigbrain_2310_4228_4865.nii,97443
load_img,10217.174053192139,10217.562624931335,bigbrain_770_5436_4170.nii,97677
increment_data,10446.615984201431,10449.4610080719,bigbrain_770_5436_4170.nii,97677
save_incremented,10456.75622177124,10495.834599018097,bigbrain_770_5436_4170.nii,97677
load_img,6906.449043273926,6907.199845314026,bigbrain_6930_4228_1390.nii,97440
increment_data,7237.856211423874,7239.950609445572,bigbrain_6930_4228_1390.nii,97440
save_incremented,7269.4775812625885,7448.99690246582,bigbrain_6930_4228_1390.nii,97440
load_img,5354.079112291336,5354.879890918732,bigbrain_770_3020_695.nii,97677
increment_data,5464.138609647751,5469.892122745514,bigbrain_770_3020_695.nii,97677
save_incremented,5509.490649938583,5735.755408525467,bigbrain_770_3020_695.nii,97677
load_img,2283.8584315776825,2284.6614820957184,bigbrain_6930_3624_3475.nii,97449
increment_data,2630.1995816230774,2632.650057077408,bigbrain_6930_3624_3475.nii,97449
save_incremented,2667.562465906143,2785.4024155139923,bigbrain_6930_3624_3475.nii,97449
load_img,7728.9130737781525,7729.711633205414,bigbrain_5390_604_4170.nii,97503
increment_data,7988.847540855408,7991.301890850067,bigbrain_5390_604_4170.nii,97503
save_incremented,8002.81164598465,8174.08416557312,bigbrain_5390_604_4170.nii,97503
load_img,9807.924751758575,9808.647731542587,bigbrain_770_4228_695.nii,97581
increment_data,9938.963009357452,9945.568143367767,bigbrain_770_4228_695.nii,97581
save_incremented,10043.417630195618,10332.275339126587,bigbrain_770_4228_695.nii,97581
load_img,9943.274278879166,9946.655826807022,bigbrain_6160_1208_695.nii,97584
increment_data,10156.50623345375,10158.750131130219,bigbrain_6160_1208_695.nii,97584
save_incremented,10179.426741600037,10401.990154266357,bigbrain_6160_1208_695.nii,97584
load_img,7725.662933111191,7726.050133466721,bigbrain_2310_1812_1390.nii,97575
increment_data,7986.240649461746,7988.976428985596,bigbrain_2310_1812_1390.nii,97575
save_incremented,8002.7706933021545,8174.520947217941,bigbrain_2310_1812_1390.nii,97575
load_img,6517.191455602646,6518.942083120346,bigbrain_6160_0_695.nii,97575
increment_data,6604.693382263184,6606.049715518951,bigbrain_6160_0_695.nii,97575
save_incremented,6709.46543431282,7150.298064947128,bigbrain_6160_0_695.nii,97575
load_img,7968.451591968536,7968.865041971207,bigbrain_4620_2416_2780.nii,97557
increment_data,8002.735394477844,8008.184707164764,bigbrain_4620_2416_2780.nii,97557
save_incremented,8093.326267719269,8327.053934335709,bigbrain_4620_2416_2780.nii,97557
load_img,3499.273701906204,3499.6696453094482,bigbrain_6930_5436_4170.nii,97493
increment_data,3668.365921020508,3670.9200036525726,bigbrain_6930_5436_4170.nii,97493
save_incremented,3684.80731010437,4048.3741326332092,bigbrain_6930_5436_4170.nii,97493
load_img,4366.014832496643,4366.693865537643,bigbrain_6930_3020_1390.nii,97602
increment_data,4435.099014520645,4443.263282775879,bigbrain_6930_3020_1390.nii,97602
save_incremented,4507.4431166648865,4698.4172620773315,bigbrain_6930_3020_1390.nii,97602
load_img,3342.928527355194,3343.417734146118,bigbrain_4620_4228_2085.nii,97698
increment_data,3668.3300869464874,3671.49121427536,bigbrain_4620_4228_2085.nii,97698
save_incremented,3708.3755581378937,4093.562408924103,bigbrain_4620_4228_2085.nii,97698
load_img,4194.973860502243,4195.36187338829,bigbrain_1540_604_2085.nii,97485
increment_data,4363.5400269031525,4365.697652339935,bigbrain_1540_604_2085.nii,97485
save_incremented,4401.469113349915,4564.067117214203,bigbrain_1540_604_2085.nii,97485
load_img,6893.686754703522,6894.342825889587,bigbrain_0_0_6255.nii,97647
increment_data,7216.336709260941,7218.7959043979645,bigbrain_0_0_6255.nii,97647
save_incremented,7268.660001516342,7455.858156442642,bigbrain_0_0_6255.nii,97647
load_img,3661.847481250763,3662.238970518112,bigbrain_4620_2416_6255.nii,97593
increment_data,3668.5516607761383,3671.3365421295166,bigbrain_4620_2416_6255.nii,97593
save_incremented,3702.8501834869385,4054.9344148635864,bigbrain_4620_2416_6255.nii,97593
load_img,7685.958763837814,7686.536644697189,bigbrain_6160_1812_0.nii,97527
increment_data,7975.870892524719,7982.410872936249,bigbrain_6160_1812_0.nii,97527
save_incremented,8002.7371706962585,8174.369572877884,bigbrain_6160_1812_0.nii,97527
load_img,4366.166888713837,4367.189384460449,bigbrain_2310_5436_5560.nii,97707
increment_data,4505.763245820999,4512.602452754974,bigbrain_2310_5436_5560.nii,97707
save_incremented,4563.191062927246,4746.380301475525,bigbrain_2310_5436_5560.nii,97707
load_img,8967.885835886002,8968.3961083889,bigbrain_3850_3624_5560.nii,97680
increment_data,8991.902758359909,8996.271864175797,bigbrain_3850_3624_5560.nii,97680
save_incremented,9086.448688268661,9401.523093938828,bigbrain_3850_3624_5560.nii,97680
load_img,5354.203652858734,5355.0316553115845,bigbrain_3080_0_6255.nii,97518
increment_data,5464.320441246033,5469.172478914261,bigbrain_3080_0_6255.nii,97518
save_incremented,5482.852662801743,5616.213974475861,bigbrain_3080_0_6255.nii,97518
load_img,2617.1017169952393,2617.4813919067383,bigbrain_6930_5436_4865.nii,97614
increment_data,2631.6889464855194,2633.8718650341034,bigbrain_6930_5436_4865.nii,97614
save_incremented,2681.4436473846436,3184.9725155830383,bigbrain_6930_5436_4865.nii,97614
load_img,6879.450527667999,6880.258760929108,bigbrain_6930_2416_0.nii,97581
increment_data,7195.422605752945,7196.44530081749,bigbrain_6930_2416_0.nii,97581
save_incremented,7243.770240068436,7280.606250047684,bigbrain_6930_2416_0.nii,97581
load_img,2699.6980850696564,2700.0995659828186,bigbrain_6160_1812_2780.nii,97512
increment_data,2907.402096748352,2908.370228290558,bigbrain_6160_1812_2780.nii,97512
save_incremented,2951.8592004776,3191.3510887622833,bigbrain_6160_1812_2780.nii,97512
load_img,2284.2302730083466,2284.785762310028,bigbrain_0_3020_6255.nii,97695
increment_data,2630.255041360855,2632.6656637191772,bigbrain_0_3020_6255.nii,97695
save_incremented,2667.7229306697845,2786.7884228229523,bigbrain_0_3020_6255.nii,97695
load_img,1615.7926487922668,1617.9647889137268,bigbrain_770_604_3475.nii,97488
increment_data,1678.4111359119415,1700.594744682312,bigbrain_770_604_3475.nii,97488
save_incremented,1793.7092061042786,2155.794653892517,bigbrain_770_604_3475.nii,97488
load_img,2632.536412000656,2633.6304235458374,bigbrain_0_1812_1390.nii,97701
increment_data,2685.5916571617126,2690.677347421646,bigbrain_0_1812_1390.nii,97701
save_incremented,2887.3049459457397,3177.4774491786957,bigbrain_0_1812_1390.nii,97701
load_img,5462.538696050644,5463.15914106369,bigbrain_4620_3020_4170.nii,97500
increment_data,5464.446199417114,5469.754898786545,bigbrain_4620_3020_4170.nii,97500
save_incremented,5540.994017362595,5867.889570236206,bigbrain_4620_3020_4170.nii,97500
load_img,547.3013818264008,549.2770240306854,bigbrain_4620_2416_4170.nii,97632
increment_data,549.3702583312988,552.7129619121552,bigbrain_4620_2416_4170.nii,97632
save_incremented,552.7228560447693,1081.0264756679535,bigbrain_4620_2416_4170.nii,97632
load_img,6510.718353509903,6511.535372257233,bigbrain_6930_3624_1390.nii,97458
increment_data,6520.693509578705,6521.913142204285,bigbrain_6930_3624_1390.nii,97458
save_incremented,6663.33019900322,6706.361525774002,bigbrain_6930_3624_1390.nii,97458
load_img,9422.402831554413,9422.789966583252,bigbrain_2310_0_0.nii,97641
increment_data,9426.94009065628,9428.334790229797,bigbrain_2310_0_0.nii,97641
save_incremented,9433.616148233414,9451.80311179161,bigbrain_2310_0_0.nii,97641
load_img,546.5791840553284,548.7168352603912,bigbrain_1540_4832_0.nii,97716
increment_data,548.7402060031891,552.1352453231812,bigbrain_1540_4832_0.nii,97716
save_incremented,552.1416916847229,1074.9301340579987,bigbrain_1540_4832_0.nii,97716
load_img,2598.6513109207153,2599.036331176758,bigbrain_0_0_695.nii,97593
increment_data,2630.3848712444305,2633.2977182865143,bigbrain_0_0_695.nii,97593
save_incremented,2671.716774702072,2906.2063574790955,bigbrain_0_0_695.nii,97593
load_img,9485.846985578537,9486.232716083527,bigbrain_5390_4832_6255.nii,97446
increment_data,9505.139571905136,9510.502815246582,bigbrain_5390_4832_6255.nii,97446
save_incremented,9938.069844007492,10056.481977701187,bigbrain_5390_4832_6255.nii,97446
load_img,7757.806744337082,7758.760501623154,bigbrain_2310_4228_0.nii,97617
increment_data,8002.393305778503,8008.558933019638,bigbrain_2310_4228_0.nii,97617
save_incremented,8166.973728656769,8710.602647542953,bigbrain_2310_4228_0.nii,97617
load_img,1615.6047880649567,1617.3230271339417,bigbrain_3850_5436_4865.nii,97617
increment_data,1617.3672096729279,1619.441882133484,bigbrain_3850_5436_4865.nii,97617
save_incremented,1793.6142728328705,2195.7472512722015,bigbrain_3850_5436_4865.nii,97617
load_img,7984.292920827866,7984.85404419899,bigbrain_6930_4228_5560.nii,97458
increment_data,8003.629231929779,8008.602763175964,bigbrain_6930_4228_5560.nii,97458
save_incremented,8169.992984294891,8687.859272241592,bigbrain_6930_4228_5560.nii,97458
load_img,3671.1955604553223,3671.771287918091,bigbrain_3080_5436_0.nii,97530
increment_data,3708.403848171234,3710.731853723526,bigbrain_3080_5436_0.nii,97530
save_incremented,3836.6288363933563,4148.17730140686,bigbrain_3080_5436_0.nii,97530
load_img,5383.854967832565,5384.346232175827,bigbrain_3080_3624_4170.nii,97704
increment_data,5464.069225549698,5470.553488492966,bigbrain_3080_3624_4170.nii,97704
save_incremented,5540.431457281113,5844.819257259369,bigbrain_3080_3624_4170.nii,97704
load_img,8994.269893884659,8996.378620147705,bigbrain_2310_1812_4170.nii,97461
increment_data,9109.32208108902,9115.63111782074,bigbrain_2310_1812_4170.nii,97461
save_incremented,9129.595661878586,9428.328730344772,bigbrain_2310_1812_4170.nii,97461
load_img,546.6583075523376,548.7263989448547,bigbrain_6160_1812_4170.nii,97686
increment_data,548.7464582920074,551.7395303249359,bigbrain_6160_1812_4170.nii,97686
save_incremented,551.7717480659485,1073.517145395279,bigbrain_6160_1812_4170.nii,97686
load_img,4782.1856298446655,4782.584267616272,bigbrain_3850_1208_0.nii,97665
increment_data,4817.157085895538,4822.383753061295,bigbrain_3850_1208_0.nii,97665
save_incremented,4826.917464733124,4864.198199510574,bigbrain_3850_1208_0.nii,97665
load_img,9942.034288167953,9944.46952533722,bigbrain_6160_3624_2085.nii,97578
increment_data,10060.411395311356,10064.673609733582,bigbrain_6160_3624_2085.nii,97578
save_incremented,10181.501456022263,10411.380892276764,bigbrain_6160_3624_2085.nii,97578
load_img,3342.863612174988,3343.3527450561523,bigbrain_5390_3020_3475.nii,97641
increment_data,3668.31387925148,3670.368800878525,bigbrain_5390_3020_3475.nii,97641
save_incremented,3681.040816783905,4061.2368516921997,bigbrain_5390_3020_3475.nii,97641
load_img,5379.940679311752,5380.551597833633,bigbrain_5390_5436_1390.nii,97536
increment_data,5464.173350572586,5470.153633594513,bigbrain_5390_5436_1390.nii,97536
save_incremented,5543.317891597748,5904.632704973221,bigbrain_5390_5436_1390.nii,97536
load_img,7738.452965736389,7738.948477983475,bigbrain_4620_0_1390.nii,97655
increment_data,8002.384346485138,8008.276194810867,bigbrain_4620_0_1390.nii,97655
save_incremented,8113.125586509705,8428.607318878174,bigbrain_4620_0_1390.nii,97655
load_img,7734.176176786423,7734.933938741684,bigbrain_6930_604_695.nii,97650
increment_data,8001.104333162308,8003.7952427864075,bigbrain_6930_604_695.nii,97650
save_incremented,8004.483911275864,8179.2044672966,bigbrain_6930_604_695.nii,97650
load_img,8569.690942049026,8570.123917341232,bigbrain_4620_0_5560.nii,97593
increment_data,8595.791010379791,8603.033095121384,bigbrain_4620_0_5560.nii,97593
save_incremented,8891.409260034561,8990.04218864441,bigbrain_4620_0_5560.nii,97593
