driver_program,0,1046.9023263454437,/home/val/spark-1570915691-localAD_1it_96cpus_0delay_npc_em-1,allfiles
load_img,13.572504043579102,13.57537317276001,bigbrain_0_2416_2780.nii,159460
increment_data,13.576184511184692,22.346724033355713,bigbrain_0_2416_2780.nii,159460
save_incremented,22.34688425064087,23.831054210662842,bigbrain_0_2416_2780.nii,159460
load_img,13.580296277999878,13.582332611083984,bigbrain_0_3020_4865.nii,159479
increment_data,13.582935810089111,22.99613666534424,bigbrain_0_3020_4865.nii,159479
save_incremented,22.99636220932007,26.670990228652954,bigbrain_0_3020_4865.nii,159479
load_img,13.597383260726929,13.598654508590698,bigbrain_0_3020_4865.nii,159454
increment_data,13.599074125289917,22.995895385742188,bigbrain_0_3020_4865.nii,159454
save_incremented,22.99621057510376,26.358346223831177,bigbrain_0_3020_4865.nii,159454
load_img,13.598898887634277,13.600954532623291,bigbrain_0_4228_6255.nii,159496
increment_data,13.601575374603271,22.91110062599182,bigbrain_0_4228_6255.nii,159496
save_incremented,22.91165590286255,27.09035611152649,bigbrain_0_4228_6255.nii,159496
load_img,13.607299566268921,13.609015464782715,bigbrain_0_3020_4865.nii,159469
increment_data,13.60952639579773,22.995179176330566,bigbrain_0_3020_4865.nii,159469
save_incremented,22.995450973510742,25.54263210296631,bigbrain_0_3020_4865.nii,159469
load_img,13.611708879470825,13.614202499389648,bigbrain_0_2416_4865.nii,159500
increment_data,13.614923000335693,22.687385082244873,bigbrain_0_2416_4865.nii,159500
save_incremented,22.687628507614136,26.124693393707275,bigbrain_0_2416_4865.nii,159500
load_img,13.621178150177002,13.62376618385315,bigbrain_0_3624_695.nii,159492
increment_data,13.624223470687866,22.6785626411438,bigbrain_0_3624_695.nii,159492
save_incremented,22.67876935005188,77.0392370223999,bigbrain_0_3624_695.nii,159492
load_img,13.635311365127563,13.637391567230225,bigbrain_0_3020_2780.nii,159472
increment_data,13.638025283813477,22.764008283615112,bigbrain_0_3020_2780.nii,159472
save_incremented,22.76425552368164,25.557287454605103,bigbrain_0_3020_2780.nii,159472
load_img,13.641878604888916,13.644452810287476,bigbrain_0_3624_695.nii,159464
increment_data,13.645169734954834,22.81939196586609,bigbrain_0_3624_695.nii,159464
save_incremented,22.82767343521118,76.50401759147644,bigbrain_0_3624_695.nii,159464
load_img,13.648074388504028,13.64978551864624,bigbrain_0_2416_2780.nii,159525
increment_data,13.65029788017273,22.34670066833496,bigbrain_0_2416_2780.nii,159525
save_incremented,22.346885681152344,23.95250630378723,bigbrain_0_2416_2780.nii,159525
load_img,13.652719259262085,13.654651880264282,bigbrain_0_3020_2780.nii,159488
increment_data,13.655111074447632,22.925868272781372,bigbrain_0_3020_2780.nii,159488
save_incremented,22.92621946334839,26.31700301170349,bigbrain_0_3020_2780.nii,159488
load_img,13.655600547790527,13.656779050827026,bigbrain_0_3624_695.nii,159511
increment_data,13.657154083251953,22.81694459915161,bigbrain_0_3624_695.nii,159511
save_incremented,22.820234775543213,36.594066858291626,bigbrain_0_3624_695.nii,159511
load_img,13.654329776763916,13.656728744506836,bigbrain_0_3020_2780.nii,159649
increment_data,13.657336235046387,22.928077697753906,bigbrain_0_3020_2780.nii,159649
save_incremented,22.928757429122925,26.261757135391235,bigbrain_0_3020_2780.nii,159649
load_img,13.655356168746948,13.657309532165527,bigbrain_0_4228_6255.nii,159485
increment_data,13.6578369140625,22.90888237953186,bigbrain_0_4228_6255.nii,159485
save_incremented,22.90925621986389,24.86686635017395,bigbrain_0_4228_6255.nii,159485
load_img,13.656237602233887,13.6583731174469,bigbrain_0_3624_695.nii,159603
increment_data,13.658989906311035,22.80802845954895,bigbrain_0_3624_695.nii,159603
save_incremented,22.81693983078003,77.00479507446289,bigbrain_0_3624_695.nii,159603
load_img,13.663716793060303,13.665040016174316,bigbrain_0_3020_2780.nii,159537
increment_data,13.665453910827637,22.92823576927185,bigbrain_0_3020_2780.nii,159537
save_incremented,22.928888082504272,26.229512929916382,bigbrain_0_3020_2780.nii,159537
load_img,13.667091131210327,13.668970823287964,bigbrain_0_2416_4865.nii,159553
increment_data,13.669469594955444,22.689115285873413,bigbrain_0_2416_4865.nii,159553
save_incremented,22.689280033111572,25.120961904525757,bigbrain_0_2416_4865.nii,159553
load_img,13.669673442840576,13.672581195831299,bigbrain_0_3020_2780.nii,159557
increment_data,13.673371315002441,22.925720691680908,bigbrain_0_3020_2780.nii,159557
save_incremented,22.925905466079712,25.577554941177368,bigbrain_0_3020_2780.nii,159557
load_img,13.678128719329834,13.679773807525635,bigbrain_0_3020_4865.nii,159543
increment_data,13.680286169052124,22.995514392852783,bigbrain_0_3020_4865.nii,159543
save_incremented,22.99580430984497,26.243207216262817,bigbrain_0_3020_4865.nii,159543
load_img,13.680269479751587,13.683258533477783,bigbrain_0_2416_4865.nii,159533
increment_data,13.684093952178955,22.689982891082764,bigbrain_0_2416_4865.nii,159533
save_incremented,22.690778017044067,26.43228054046631,bigbrain_0_2416_4865.nii,159533
load_img,13.68465805053711,13.686229228973389,bigbrain_0_2416_2780.nii,159594
increment_data,13.686643600463867,22.347323179244995,bigbrain_0_2416_2780.nii,159594
save_incremented,22.347615242004395,56.371756076812744,bigbrain_0_2416_2780.nii,159594
load_img,13.686196565628052,13.688554286956787,bigbrain_0_2416_2780.nii,159521
increment_data,13.689008474349976,22.346630573272705,bigbrain_0_2416_2780.nii,159521
save_incremented,22.346782207489014,48.58146643638611,bigbrain_0_2416_2780.nii,159521
load_img,13.688207626342773,13.689653635025024,bigbrain_0_3624_695.nii,159584
increment_data,13.690041780471802,22.816827058792114,bigbrain_0_3624_695.nii,159584
save_incremented,22.827382802963257,77.89768862724304,bigbrain_0_3624_695.nii,159584
load_img,13.690463304519653,13.69272756576538,bigbrain_0_4228_6255.nii,159508
increment_data,13.693350315093994,22.909140825271606,bigbrain_0_4228_6255.nii,159508
save_incremented,22.909308433532715,25.43537473678589,bigbrain_0_4228_6255.nii,159508
load_img,13.698925495147705,13.700669050216675,bigbrain_0_4228_4865.nii,159516
increment_data,13.701241970062256,22.327675819396973,bigbrain_0_4228_4865.nii,159516
save_incremented,22.32796597480774,83.47069954872131,bigbrain_0_4228_4865.nii,159516
load_img,13.704105377197266,13.706561803817749,bigbrain_0_4228_4865.nii,159576
increment_data,13.707324504852295,22.327259302139282,bigbrain_0_4228_4865.nii,159576
save_incremented,22.327494859695435,46.64388060569763,bigbrain_0_4228_4865.nii,159576
load_img,13.70385456085205,13.706738233566284,bigbrain_0_2416_4865.nii,159568
increment_data,13.707534313201904,22.687835931777954,bigbrain_0_2416_4865.nii,159568
save_incremented,22.688021421432495,26.58370065689087,bigbrain_0_2416_4865.nii,159568
load_img,13.705846548080444,13.707764148712158,bigbrain_0_2416_2780.nii,159529
increment_data,13.708350896835327,22.347357749938965,bigbrain_0_2416_2780.nii,159529
save_incremented,22.347652435302734,55.69797492027283,bigbrain_0_2416_2780.nii,159529
load_img,13.706011772155762,13.707999229431152,bigbrain_0_3624_695.nii,159639
increment_data,13.708536863327026,22.82247042655945,bigbrain_0_3624_695.nii,159639
save_incremented,22.822831630706787,76.44819259643555,bigbrain_0_3624_695.nii,159639
load_img,13.712831974029541,13.715306520462036,bigbrain_0_3624_695.nii,159561
increment_data,13.716049432754517,22.81684684753418,bigbrain_0_3624_695.nii,159561
save_incremented,22.824667930603027,77.7660927772522,bigbrain_0_3624_695.nii,159561
load_img,13.716413974761963,13.718477964401245,bigbrain_0_3624_695.nii,159547
increment_data,13.71911883354187,22.815897226333618,bigbrain_0_3624_695.nii,159547
save_incremented,22.82665705680847,77.75435423851013,bigbrain_0_3624_695.nii,159547
load_img,13.720815181732178,13.722821950912476,bigbrain_0_4228_4865.nii,159572
increment_data,13.723485469818115,22.32733154296875,bigbrain_0_4228_4865.nii,159572
save_incremented,22.327515125274658,48.764965772628784,bigbrain_0_4228_4865.nii,159572
load_img,13.727234601974487,13.72965145111084,bigbrain_0_2416_4865.nii,159670
increment_data,13.730353355407715,22.690253973007202,bigbrain_0_2416_4865.nii,159670
save_incremented,22.690970420837402,25.175442218780518,bigbrain_0_2416_4865.nii,159670
load_img,13.728753328323364,13.730589866638184,bigbrain_0_3020_2780.nii,159613
increment_data,13.731140851974487,22.927820682525635,bigbrain_0_3020_2780.nii,159613
save_incremented,22.9285409450531,25.4953351020813,bigbrain_0_3020_2780.nii,159613
load_img,13.733158826828003,13.735651731491089,bigbrain_0_2416_4865.nii,159504
increment_data,13.736198425292969,22.69275999069214,bigbrain_0_2416_4865.nii,159504
save_incremented,22.693875074386597,25.708992958068848,bigbrain_0_2416_4865.nii,159504
load_img,13.734009742736816,13.736106395721436,bigbrain_0_3020_4865.nii,159617
increment_data,13.736739158630371,22.996039628982544,bigbrain_0_3020_4865.nii,159617
save_incremented,22.99622631072998,26.093197345733643,bigbrain_0_3020_4865.nii,159617
load_img,13.734367609024048,13.736264944076538,bigbrain_0_2416_2780.nii,159678
increment_data,13.73680067062378,22.346871614456177,bigbrain_0_2416_2780.nii,159678
save_incremented,22.34707760810852,55.70542645454407,bigbrain_0_2416_2780.nii,159678
load_img,13.733607053756714,13.736202716827393,bigbrain_0_4228_4865.nii,159580
increment_data,13.7368905544281,22.327601432800293,bigbrain_0_4228_4865.nii,159580
save_incremented,22.327861547470093,48.649580001831055,bigbrain_0_4228_4865.nii,159580
load_img,13.740322828292847,13.742141962051392,bigbrain_0_4228_6255.nii,159608
increment_data,13.742691993713379,22.68863296508789,bigbrain_0_4228_6255.nii,159608
save_incremented,22.688854932785034,26.619730949401855,bigbrain_0_4228_6255.nii,159608
load_img,13.741535902023315,13.743252515792847,bigbrain_0_3020_4865.nii,159658
increment_data,13.743756771087646,22.995307445526123,bigbrain_0_3020_4865.nii,159658
save_incremented,22.99555253982544,25.84252643585205,bigbrain_0_3020_4865.nii,159658
load_img,13.740847110748291,13.743742942810059,bigbrain_0_4228_6255.nii,159653
increment_data,13.744531154632568,22.911943912506104,bigbrain_0_4228_6255.nii,159653
save_incremented,22.9125018119812,24.30271553993225,bigbrain_0_4228_6255.nii,159653
load_img,13.743366718292236,13.744716882705688,bigbrain_0_2416_2780.nii,159635
increment_data,13.74512529373169,22.346545696258545,bigbrain_0_2416_2780.nii,159635
save_incremented,22.346710443496704,56.547260999679565,bigbrain_0_2416_2780.nii,159635
load_img,13.752424716949463,13.754122018814087,bigbrain_0_3020_4865.nii,159644
increment_data,13.754662036895752,22.995479345321655,bigbrain_0_3020_4865.nii,159644
save_incremented,22.995739936828613,25.76868224143982,bigbrain_0_3020_4865.nii,159644
load_img,13.753596067428589,13.755871057510376,bigbrain_0_4228_4865.nii,159621
increment_data,13.756381750106812,22.327940225601196,bigbrain_0_4228_4865.nii,159621
save_incremented,22.328269243240356,27.08091926574707,bigbrain_0_4228_4865.nii,159621
load_img,13.75607180595398,13.757858753204346,bigbrain_0_4228_6255.nii,159590
increment_data,13.75841498374939,22.912289142608643,bigbrain_0_4228_6255.nii,159590
save_incremented,22.913232564926147,25.522795915603638,bigbrain_0_4228_6255.nii,159590
load_img,13.758151769638062,13.759642362594604,bigbrain_0_4228_4865.nii,159630
increment_data,13.760127305984497,22.327253341674805,bigbrain_0_4228_4865.nii,159630
save_incremented,22.3274827003479,46.7900493144989,bigbrain_0_4228_4865.nii,159630
load_img,13.760162115097046,13.762346982955933,bigbrain_0_3020_4865.nii,159692
increment_data,13.76300573348999,22.776974201202393,bigbrain_0_3020_4865.nii,159692
save_incremented,22.77732539176941,25.42715334892273,bigbrain_0_3020_4865.nii,159692
load_img,13.7599515914917,13.7625093460083,bigbrain_0_4228_4865.nii,159702
increment_data,13.763214349746704,22.32840609550476,bigbrain_0_4228_4865.nii,159702
save_incremented,22.328852653503418,46.75901436805725,bigbrain_0_4228_4865.nii,159702
load_img,13.762298583984375,13.76535964012146,bigbrain_0_2416_2780.nii,159682
increment_data,13.765901565551758,22.347145795822144,bigbrain_0_2416_2780.nii,159682
save_incremented,22.347391366958618,56.29375767707825,bigbrain_0_2416_2780.nii,159682
load_img,13.763061761856079,13.765800714492798,bigbrain_0_3020_4865.nii,159598
increment_data,13.76626205444336,22.995677947998047,bigbrain_0_3020_4865.nii,159598
save_incremented,22.995981454849243,26.11873745918274,bigbrain_0_3020_4865.nii,159598
load_img,13.766584873199463,13.769053936004639,bigbrain_0_3020_4865.nii,159719
increment_data,13.769643068313599,22.996569633483887,bigbrain_0_3020_4865.nii,159719
save_incremented,22.996806383132935,26.41994285583496,bigbrain_0_3020_4865.nii,159719
load_img,13.767382383346558,13.769811391830444,bigbrain_0_4228_4865.nii,159724
increment_data,13.770487308502197,22.328202486038208,bigbrain_0_4228_4865.nii,159724
save_incremented,22.32859778404236,48.58627152442932,bigbrain_0_4228_4865.nii,159724
load_img,13.769764423370361,13.771328687667847,bigbrain_0_3020_2780.nii,159741
increment_data,13.771822929382324,22.926189184188843,bigbrain_0_3020_2780.nii,159741
save_incremented,22.92642068862915,25.51226043701172,bigbrain_0_3020_2780.nii,159741
load_img,13.769371032714844,13.771705389022827,bigbrain_0_3624_695.nii,159666
increment_data,13.772303819656372,22.820698261260986,bigbrain_0_3624_695.nii,159666
save_incremented,22.821213245391846,36.60035228729248,bigbrain_0_3624_695.nii,159666
load_img,13.769511461257935,13.772220611572266,bigbrain_0_3020_4865.nii,159706
increment_data,13.772903203964233,22.995174407958984,bigbrain_0_3020_4865.nii,159706
save_incremented,22.995450973510742,84.41595697402954,bigbrain_0_3020_4865.nii,159706
load_img,13.771368980407715,13.772713899612427,bigbrain_0_4228_6255.nii,159731
increment_data,13.773130416870117,22.908530473709106,bigbrain_0_4228_6255.nii,159731
save_incremented,22.908799171447754,26.42254900932312,bigbrain_0_4228_6255.nii,159731
load_img,13.773033380508423,13.775720357894897,bigbrain_0_3020_2780.nii,159736
increment_data,13.776294946670532,22.92494010925293,bigbrain_0_3020_2780.nii,159736
save_incremented,22.92531657218933,24.912166357040405,bigbrain_0_3020_2780.nii,159736
load_img,13.775690793991089,13.77763295173645,bigbrain_0_4228_6255.nii,159696
increment_data,13.778258800506592,22.911304712295532,bigbrain_0_4228_6255.nii,159696
save_incremented,22.912090301513672,25.453238010406494,bigbrain_0_4228_6255.nii,159696
load_img,13.77565860748291,13.777558088302612,bigbrain_0_3020_2780.nii,159687
increment_data,13.778281211853027,22.926405906677246,bigbrain_0_3020_2780.nii,159687
save_incremented,22.92665386199951,24.97063899040222,bigbrain_0_3020_2780.nii,159687
load_img,13.775184154510498,13.777456521987915,bigbrain_0_3020_4865.nii,159626
increment_data,13.77851676940918,22.995105981826782,bigbrain_0_3020_4865.nii,159626
save_incremented,22.99541425704956,25.07301902770996,bigbrain_0_3020_4865.nii,159626
load_img,13.776089429855347,13.779487133026123,bigbrain_0_2416_4865.nii,159710
increment_data,13.780116558074951,22.687734365463257,bigbrain_0_2416_4865.nii,159710
save_incremented,22.687946319580078,26.046653747558594,bigbrain_0_2416_4865.nii,159710
load_img,13.776140689849854,13.779493808746338,bigbrain_0_3624_695.nii,159662
increment_data,13.780153751373291,22.821353673934937,bigbrain_0_3624_695.nii,159662
save_incremented,22.82239317893982,77.2530779838562,bigbrain_0_3624_695.nii,159662
load_img,13.779298782348633,13.781861066818237,bigbrain_0_2416_4865.nii,159727
increment_data,13.782639265060425,22.691885471343994,bigbrain_0_2416_4865.nii,159727
save_incremented,22.693089962005615,25.5391948223114,bigbrain_0_2416_4865.nii,159727
load_img,13.780524969100952,13.783684015274048,bigbrain_0_4228_4865.nii,159674
increment_data,13.784528255462646,22.328251123428345,bigbrain_0_4228_4865.nii,159674
save_incremented,22.32863187789917,48.466994524002075,bigbrain_0_4228_4865.nii,159674
load_img,13.781054496765137,13.78405499458313,bigbrain_0_3020_2780.nii,159715
increment_data,13.784677505493164,22.92637848854065,bigbrain_0_3020_2780.nii,159715
save_incremented,22.92682123184204,26.36191415786743,bigbrain_0_3020_2780.nii,159715
load_img,23.83538508415222,23.897343158721924,bigbrain_0_1812_4170.nii,159460
increment_data,23.8981831073761,37.16549301147461,bigbrain_0_1812_4170.nii,159460
save_incremented,37.165796995162964,37.825278759002686,bigbrain_0_1812_4170.nii,159460
load_img,23.79065203666687,23.90226984024048,bigbrain_0_1812_4170.nii,159373
increment_data,23.903435468673706,37.16549301147461,bigbrain_0_1812_4170.nii,159373
save_incremented,37.1658878326416,37.82549548149109,bigbrain_0_1812_4170.nii,159373
load_img,23.955986499786377,23.95781707763672,bigbrain_0_1812_4170.nii,159525
increment_data,23.95820689201355,37.14100408554077,bigbrain_0_1812_4170.nii,159525
save_incremented,37.14124584197998,49.231308937072754,bigbrain_0_1812_4170.nii,159525
load_img,24.30652403831482,24.366684913635254,bigbrain_0_3624_4865.nii,159653
increment_data,24.36759090423584,37.969961643218994,bigbrain_0_3624_4865.nii,159653
save_incremented,37.97016763687134,40.78610324859619,bigbrain_0_3624_4865.nii,159653
load_img,24.870718479156494,24.8726863861084,bigbrain_0_3624_4865.nii,159485
increment_data,24.873132944107056,38.023263692855835,bigbrain_0_3624_4865.nii,159485
save_incremented,38.02340245246887,39.93512940406799,bigbrain_0_3624_4865.nii,159485
load_img,24.973761320114136,24.9961154460907,bigbrain_0_0_0.nii,159687
increment_data,24.996660232543945,39.66840696334839,bigbrain_0_0_0.nii,159687
save_incremented,39.66858434677124,41.07345175743103,bigbrain_0_0_0.nii,159687
load_img,24.915637016296387,25.00549006462097,bigbrain_0_0_0.nii,159736
increment_data,25.00796151161194,39.66829323768616,bigbrain_0_0_0.nii,159736
save_incremented,39.66853475570679,42.42324256896973,bigbrain_0_0_0.nii,159736
load_img,25.013965368270874,25.017192125320435,bigbrain_0_0_0.nii,159369
increment_data,25.017624378204346,39.668957233428955,bigbrain_0_0_0.nii,159369
save_incremented,39.669124364852905,81.13286709785461,bigbrain_0_0_0.nii,159369
load_img,25.17160439491272,25.233615398406982,bigbrain_0_1208_4865.nii,159358
increment_data,25.2342426776886,39.8762423992157,bigbrain_0_1208_4865.nii,159358
save_incremented,39.87655282020569,42.46467614173889,bigbrain_0_1208_4865.nii,159358
load_img,25.076948881149292,25.235716342926025,bigbrain_0_1208_4865.nii,159626
increment_data,25.23664093017578,39.76555895805359,bigbrain_0_1208_4865.nii,159626
save_incremented,39.765857458114624,42.294124603271484,bigbrain_0_1208_4865.nii,159626
load_img,25.12431025505066,25.258405685424805,bigbrain_0_0_6255.nii,159553
increment_data,25.25904941558838,40.071699380874634,bigbrain_0_0_6255.nii,159553
save_incremented,40.072479009628296,43.0731999874115,bigbrain_0_0_6255.nii,159553
load_img,25.1789608001709,25.25957465171814,bigbrain_0_0_6255.nii,159670
increment_data,25.26021409034729,40.07156491279602,bigbrain_0_0_6255.nii,159670
save_incremented,40.071890115737915,43.110108375549316,bigbrain_0_0_6255.nii,159670
load_img,25.43073320388794,25.432965755462646,bigbrain_0_1208_4865.nii,159692
increment_data,25.43340229988098,39.8762412071228,bigbrain_0_1208_4865.nii,159692
save_incremented,39.876418352127075,41.27051305770874,bigbrain_0_1208_4865.nii,159692
load_img,25.43881583213806,25.440722227096558,bigbrain_0_3624_4865.nii,159508
increment_data,25.44107985496521,38.02324819564819,bigbrain_0_3624_4865.nii,159508
save_incremented,38.023388147354126,40.92970538139343,bigbrain_0_3624_4865.nii,159508
load_img,25.456969261169434,25.459492444992065,bigbrain_0_3624_4865.nii,159696
increment_data,25.459919452667236,38.02361083030701,bigbrain_0_3624_4865.nii,159696
save_incremented,38.02382135391235,40.87663388252258,bigbrain_0_3624_4865.nii,159696
load_img,25.498596668243408,25.500571250915527,bigbrain_0_0_0.nii,159613
increment_data,25.501022338867188,39.67357587814331,bigbrain_0_0_0.nii,159613
save_incremented,39.67477321624756,41.92165994644165,bigbrain_0_0_0.nii,159613
load_img,25.515848636627197,25.51804208755493,bigbrain_0_0_0.nii,159741
increment_data,25.518478393554688,39.66838502883911,bigbrain_0_0_0.nii,159741
save_incremented,39.66863179206848,42.67202854156494,bigbrain_0_0_0.nii,159741
