driver_program,0,2600.960209608078,/home/val/spark-1570910979-localAD_1it_25cpus_120delay_withpc_em-1,allfiles
load_img,5.7781195640563965,5.7849977016448975,bigbrain_0_2416_4865.nii,156267
increment_data,5.7855751514434814,15.56437349319458,bigbrain_0_2416_4865.nii,156267
save_incremented,15.564677953720093,67.11911964416504,bigbrain_0_2416_4865.nii,156267
load_img,5.7186360359191895,5.786118268966675,bigbrain_0_2416_4865.nii,156273
increment_data,5.786888837814331,15.594027757644653,bigbrain_0_2416_4865.nii,156273
save_incremented,15.594244718551636,16.4643075466156,bigbrain_0_2416_4865.nii,156273
load_img,5.7958009243011475,5.803438901901245,bigbrain_0_3020_2780.nii,156285
increment_data,5.803884267807007,15.73302412033081,bigbrain_0_3020_2780.nii,156285
save_incremented,15.733273983001709,16.641242742538452,bigbrain_0_3020_2780.nii,156285
load_img,5.732722282409668,5.804508924484253,bigbrain_0_3020_2780.nii,156268
increment_data,5.805251359939575,15.733406782150269,bigbrain_0_3020_2780.nii,156268
save_incremented,15.733680963516235,16.640955209732056,bigbrain_0_3020_2780.nii,156268
load_img,5.832886219024658,5.835346221923828,bigbrain_0_2416_4865.nii,156288
increment_data,5.836057186126709,15.594435930252075,bigbrain_0_2416_4865.nii,156288
save_incremented,15.594637870788574,16.464600324630737,bigbrain_0_2416_4865.nii,156288
load_img,5.819316387176514,5.841304779052734,bigbrain_0_4228_4865.nii,156282
increment_data,5.84194278717041,15.731004238128662,bigbrain_0_4228_4865.nii,156282
save_incremented,15.731248140335083,16.69591188430786,bigbrain_0_4228_4865.nii,156282
load_img,5.758791208267212,5.841827869415283,bigbrain_0_3020_4865.nii,156279
increment_data,5.8426454067230225,15.635297536849976,bigbrain_0_3020_4865.nii,156279
save_incremented,15.63549256324768,57.42804455757141,bigbrain_0_3020_4865.nii,156279
load_img,5.768756866455078,5.841956377029419,bigbrain_0_4228_4865.nii,156276
increment_data,5.842761516571045,15.731104850769043,bigbrain_0_4228_4865.nii,156276
save_incremented,15.731283903121948,16.665929794311523,bigbrain_0_4228_4865.nii,156276
load_img,5.8480613231658936,5.850424528121948,bigbrain_0_3020_2780.nii,156291
increment_data,5.850839853286743,15.681369543075562,bigbrain_0_3020_2780.nii,156291
save_incremented,15.681838035583496,70.38795638084412,bigbrain_0_3020_2780.nii,156291
load_img,5.8744659423828125,5.877410173416138,bigbrain_0_3020_4865.nii,156303
increment_data,5.878212928771973,15.65811014175415,bigbrain_0_3020_4865.nii,156303
save_incremented,15.658332824707031,16.383607864379883,bigbrain_0_3020_4865.nii,156303
load_img,5.89682412147522,5.899738311767578,bigbrain_0_2416_4865.nii,156300
increment_data,5.9005091190338135,15.593929767608643,bigbrain_0_2416_4865.nii,156300
save_incremented,15.594196319580078,16.536787509918213,bigbrain_0_2416_4865.nii,156300
load_img,5.897791624069214,5.900702714920044,bigbrain_0_3020_4865.nii,156310
increment_data,5.901184320449829,15.658223152160645,bigbrain_0_3020_4865.nii,156310
save_incremented,15.658435344696045,16.382930278778076,bigbrain_0_3020_4865.nii,156310
load_img,5.9247145652771,5.927147388458252,bigbrain_0_4228_4865.nii,156345
increment_data,5.927771806716919,15.679306507110596,bigbrain_0_4228_4865.nii,156345
save_incremented,15.679508924484253,66.92843961715698,bigbrain_0_4228_4865.nii,156345
load_img,5.926220178604126,5.9286909103393555,bigbrain_0_4228_4865.nii,156335
increment_data,5.929337739944458,15.73106575012207,bigbrain_0_4228_4865.nii,156335
save_incremented,15.731301307678223,16.550699472427368,bigbrain_0_4228_4865.nii,156335
load_img,5.929502964019775,5.9317755699157715,bigbrain_0_3020_2780.nii,156350
increment_data,5.932198762893677,15.732734441757202,bigbrain_0_3020_2780.nii,156350
save_incremented,15.732975721359253,16.640397787094116,bigbrain_0_3020_2780.nii,156350
load_img,5.910593509674072,6.00112509727478,bigbrain_0_2416_2780.nii,156341
increment_data,6.002025365829468,15.704304456710815,bigbrain_0_2416_2780.nii,156341
save_incremented,15.70450758934021,16.665729999542236,bigbrain_0_2416_2780.nii,156341
load_img,5.9135167598724365,6.001237869262695,bigbrain_0_2416_2780.nii,156319
increment_data,6.0021185874938965,15.743072271347046,bigbrain_0_2416_2780.nii,156319
save_incremented,15.743374586105347,16.599332094192505,bigbrain_0_2416_2780.nii,156319
load_img,5.85809326171875,6.00128698348999,bigbrain_0_2416_2780.nii,156294
increment_data,6.002199172973633,15.742680311203003,bigbrain_0_2416_2780.nii,156294
save_incremented,15.742869138717651,66.19029068946838,bigbrain_0_2416_2780.nii,156294
load_img,5.893791437149048,6.001369476318359,bigbrain_0_2416_2780.nii,156314
increment_data,6.00227427482605,15.742959976196289,bigbrain_0_2416_2780.nii,156314
save_incremented,15.743252515792847,16.599466800689697,bigbrain_0_2416_2780.nii,156314
load_img,5.898576021194458,6.065503835678101,bigbrain_0_3624_695.nii,156327
increment_data,6.066286325454712,15.744320392608643,bigbrain_0_3624_695.nii,156327
save_incremented,15.744519472122192,16.494282722473145,bigbrain_0_3624_695.nii,156327
load_img,5.9179301261901855,6.06554102897644,bigbrain_0_3624_695.nii,156331
increment_data,6.0663604736328125,15.708007335662842,bigbrain_0_3624_695.nii,156331
save_incremented,15.708340167999268,68.60991978645325,bigbrain_0_3624_695.nii,156331
load_img,5.888915300369263,6.065637111663818,bigbrain_0_4228_6255.nii,156297
increment_data,6.066427707672119,15.733076572418213,bigbrain_0_4228_6255.nii,156297
save_incremented,15.733236312866211,16.49290704727173,bigbrain_0_4228_6255.nii,156297
load_img,5.905791521072388,6.06582236289978,bigbrain_0_4228_6255.nii,156323
increment_data,6.066716909408569,15.69323992729187,bigbrain_0_4228_6255.nii,156323
save_incremented,15.69361424446106,61.51225519180298,bigbrain_0_4228_6255.nii,156323
load_img,5.925201654434204,6.06584358215332,bigbrain_0_3624_695.nii,156353
increment_data,6.066793203353882,15.74449610710144,bigbrain_0_3624_695.nii,156353
save_incremented,15.744716167449951,16.495899200439453,bigbrain_0_3624_695.nii,156353
load_img,5.926635265350342,6.065852642059326,bigbrain_0_4228_6255.nii,156359
increment_data,6.066829204559326,15.733571290969849,bigbrain_0_4228_6255.nii,156359
save_incremented,15.73378324508667,16.495341300964355,bigbrain_0_4228_6255.nii,156359
load_img,16.387553215026855,16.46601152420044,bigbrain_0_1208_4865.nii,156303
increment_data,16.466867923736572,33.68971920013428,bigbrain_0_1208_4865.nii,156303
save_incremented,33.68986177444458,34.22097039222717,bigbrain_0_1208_4865.nii,156303
load_img,16.386926651000977,16.467549085617065,bigbrain_0_1208_4865.nii,156310
increment_data,16.468509674072266,33.67897844314575,bigbrain_0_1208_4865.nii,156310
save_incremented,33.67916226387024,58.79361891746521,bigbrain_0_1208_4865.nii,156310
load_img,16.467976570129395,16.57368540763855,bigbrain_0_0_6255.nii,156273
increment_data,16.574345111846924,33.382888078689575,bigbrain_0_0_6255.nii,156273
save_incremented,33.38308811187744,34.0655620098114,bigbrain_0_0_6255.nii,156273
load_img,16.498401641845703,16.574618339538574,bigbrain_0_4228_695.nii,156327
increment_data,16.575472831726074,33.83189058303833,bigbrain_0_4228_695.nii,156327
save_incremented,33.83201313018799,69.32606244087219,bigbrain_0_4228_695.nii,156327
load_img,16.540053844451904,16.576361417770386,bigbrain_0_0_6255.nii,156300
increment_data,16.5771062374115,33.35205340385437,bigbrain_0_0_6255.nii,156300
save_incremented,33.35229706764221,67.95583486557007,bigbrain_0_0_6255.nii,156300
load_img,16.499546766281128,16.576653480529785,bigbrain_0_4228_695.nii,156353
increment_data,16.577425956726074,33.86103296279907,bigbrain_0_4228_695.nii,156353
save_incremented,33.86118412017822,34.417612075805664,bigbrain_0_4228_695.nii,156353
load_img,16.468163013458252,16.576679706573486,bigbrain_0_0_6255.nii,156288
increment_data,16.577471494674683,33.382450580596924,bigbrain_0_0_6255.nii,156288
save_incremented,33.38263440132141,34.0658860206604,bigbrain_0_0_6255.nii,156288
load_img,16.553739547729492,16.61450219154358,bigbrain_0_1208_695.nii,156335
increment_data,16.615333795547485,33.87411689758301,bigbrain_0_1208_695.nii,156335
save_incremented,33.87450885772705,34.58879590034485,bigbrain_0_1208_695.nii,156335
load_img,16.498836517333984,16.61490821838379,bigbrain_0_3624_4865.nii,156359
increment_data,16.616179704666138,33.86118984222412,bigbrain_0_3624_4865.nii,156359
save_incremented,33.8613166809082,34.419575691223145,bigbrain_0_3624_4865.nii,156359
load_img,16.49643063545227,16.614835023880005,bigbrain_0_3624_4865.nii,156297
increment_data,16.616208791732788,33.83150911331177,bigbrain_0_3624_4865.nii,156297
save_incremented,33.8316707611084,62.340209007263184,bigbrain_0_3624_4865.nii,156297
load_img,16.669018268585205,16.670796632766724,bigbrain_0_1208_695.nii,156276
increment_data,16.67111325263977,33.872984409332275,bigbrain_0_1208_695.nii,156276
save_incremented,33.87312364578247,34.5891227722168,bigbrain_0_1208_695.nii,156276
load_img,16.698856830596924,16.70047092437744,bigbrain_0_1208_695.nii,156282
increment_data,16.700764417648315,33.84706711769104,bigbrain_0_1208_695.nii,156282
save_incremented,33.847229957580566,68.34890532493591,bigbrain_0_1208_695.nii,156282
load_img,16.66863989830017,16.716294050216675,bigbrain_0_1812_4170.nii,156341
increment_data,16.716655492782593,33.85648441314697,bigbrain_0_1812_4170.nii,156341
save_incremented,33.85663676261902,34.532918214797974,bigbrain_0_1812_4170.nii,156341
load_img,16.60288143157959,16.719204664230347,bigbrain_0_1812_4170.nii,156314
increment_data,16.719900369644165,33.83191204071045,bigbrain_0_1812_4170.nii,156314
save_incremented,33.832064390182495,67.70037865638733,bigbrain_0_1812_4170.nii,156314
load_img,16.602935075759888,16.719470500946045,bigbrain_0_1812_4170.nii,156319
increment_data,16.720300912857056,33.85820293426514,bigbrain_0_1812_4170.nii,156319
save_incremented,33.858625411987305,34.53363800048828,bigbrain_0_1812_4170.nii,156319
load_img,16.64417314529419,16.775238037109375,bigbrain_0_0_0.nii,156350
increment_data,16.775815725326538,33.924458026885986,bigbrain_0_0_0.nii,156350
save_incremented,33.92470192909241,34.62670135498047,bigbrain_0_0_0.nii,156350
load_img,16.644856929779053,16.776805639266968,bigbrain_0_0_0.nii,156285
increment_data,16.777470350265503,33.92444634437561,bigbrain_0_0_0.nii,156285
save_incremented,33.924702167510986,34.62748169898987,bigbrain_0_0_0.nii,156285
load_img,16.64507818222046,16.77820611000061,bigbrain_0_0_0.nii,156268
increment_data,16.779089212417603,33.89450979232788,bigbrain_0_0_0.nii,156268
save_incremented,33.89469075202942,71.43429589271545,bigbrain_0_0_0.nii,156268
load_img,34.06916403770447,34.14364504814148,bigbrain_0_1812_4865.nii,156288
increment_data,34.1443407535553,50.564247846603394,bigbrain_0_1812_4865.nii,156288
save_incremented,50.564393281936646,51.0578248500824,bigbrain_0_1812_4865.nii,156288
load_img,34.06916069984436,34.14605641365051,bigbrain_0_1812_4865.nii,156273
increment_data,34.147281646728516,50.55318593978882,bigbrain_0_1812_4865.nii,156273
