driver_program,0,158.05323362350464,/dev/shm/val/spark-1570940978-tmpfs_1it_96cpus_0delay_npc-0,allfiles
load_img,156.11332511901855,156.1144037246704,bigbrain_6930_3624_6255.nii,110230
increment_data,156.11460709571838,156.99628901481628,bigbrain_6930_3624_6255.nii,110230
save_incremented,156.99642181396484,158.00922060012817,bigbrain_6930_3624_6255.nii,110230
load_img,155.86326789855957,155.86417031288147,bigbrain_3080_5436_2780.nii,110194
increment_data,155.8643343448639,156.60861134529114,bigbrain_3080_5436_2780.nii,110194
save_incremented,156.60875606536865,157.205726146698,bigbrain_3080_5436_2780.nii,110194
load_img,154.95737981796265,154.95834112167358,bigbrain_6160_3624_695.nii,110015
increment_data,154.95852518081665,155.84009051322937,bigbrain_6160_3624_695.nii,110015
save_incremented,155.84024953842163,156.37983965873718,bigbrain_6160_3624_695.nii,110015
load_img,154.590096950531,154.5910038948059,bigbrain_6160_1812_4170.nii,110230
increment_data,154.59116554260254,155.49321150779724,bigbrain_6160_1812_4170.nii,110230
save_incremented,155.4934184551239,156.11100554466248,bigbrain_6160_1812_4170.nii,110230
load_img,154.577162027359,154.5783088207245,bigbrain_4620_1208_1390.nii,110179
increment_data,154.57850885391235,155.1965045928955,bigbrain_4620_1208_1390.nii,110179
save_incremented,155.19669795036316,156.0841727256775,bigbrain_4620_1208_1390.nii,110179
load_img,154.29488897323608,154.2957785129547,bigbrain_0_604_2085.nii,110194
increment_data,154.29593586921692,155.05273699760437,bigbrain_0_604_2085.nii,110194
save_incremented,155.05288004875183,155.86097645759583,bigbrain_0_604_2085.nii,110194
load_img,153.47096371650696,153.471905708313,bigbrain_5390_1812_2780.nii,110015
increment_data,153.47208309173584,154.33288288116455,bigbrain_5390_1812_2780.nii,110015
save_incremented,154.33303809165955,154.9551932811737,bigbrain_5390_1812_2780.nii,110015
load_img,153.10510635375977,153.10700130462646,bigbrain_0_2416_2780.nii,110179
increment_data,153.10759115219116,153.68947386741638,bigbrain_0_2416_2780.nii,110179
save_incremented,153.68968439102173,154.57480907440186,bigbrain_0_2416_2780.nii,110179
load_img,153.10177278518677,153.10268378257751,bigbrain_3850_0_4865.nii,110230
increment_data,153.10284662246704,153.98313307762146,bigbrain_3850_0_4865.nii,110230
save_incremented,153.9832742214203,154.58773517608643,bigbrain_3850_0_4865.nii,110230
load_img,152.72659945487976,152.7274832725525,bigbrain_0_4832_0.nii,110194
