driver_program,0,5212.910477876663,/home/users/vhayots/spark-1570839153-localAD_1it_25cpus_120delay_withpc_em-0,allfiles
save_incremented,3937.9316453933716,3998.241358757019,bigbrain_0_3020_2780.nii,140575
load_img,2974.175107240677,2977.798656463623,bigbrain_0_1812_2780.nii,140569
increment_data,3024.2870342731476,3038.227565765381,bigbrain_0_1812_2780.nii,140569
save_incremented,3068.3091566562653,3107.983129501343,bigbrain_0_1812_2780.nii,140569
load_img,2837.5323107242584,2837.9425036907196,bigbrain_0_3020_3475.nii,140572
increment_data,2848.4643173217773,2853.2731721401215,bigbrain_0_3020_3475.nii,140572
save_incremented,2880.797940015793,2962.46550655365,bigbrain_0_3020_3475.nii,140572
load_img,3580.529499053955,3622.104686975479,bigbrain_0_3020_5560.nii,140625
increment_data,3633.90789270401,3634.476496696472,bigbrain_0_3020_5560.nii,140625
save_incremented,3645.860729455948,3702.5408432483673,bigbrain_0_3020_5560.nii,140625
load_img,2572.626482486725,2583.212679386139,bigbrain_0_0_0.nii,140554
increment_data,2590.5770030021667,2605.0067591667175,bigbrain_0_0_0.nii,140554
save_incremented,2629.1243090629578,2675.067305088043,bigbrain_0_0_0.nii,140554
load_img,4061.6919445991516,4111.589174032211,bigbrain_0_1208_4170.nii,140605
increment_data,4126.040894985199,4139.955322027206,bigbrain_0_1208_4170.nii,140605
save_incremented,4156.173960924149,4188.642797470093,bigbrain_0_1208_4170.nii,140605
load_img,1490.3172092437744,1493.7003026008606,bigbrain_0_4228_2085.nii,140639
increment_data,1511.0742499828339,1514.4079043865204,bigbrain_0_4228_2085.nii,140639
save_incremented,1523.3688752651215,1587.0656969547272,bigbrain_0_4228_2085.nii,140639
load_img,688.8012223243713,714.1290907859802,bigbrain_0_1208_3475.nii,140645
increment_data,729.122884273529,733.7024281024933,bigbrain_0_1208_3475.nii,140645
save_incremented,740.639895439148,779.4932560920715,bigbrain_0_1208_3475.nii,140645
load_img,3939.9226953983307,3985.6039180755615,bigbrain_0_1812_3475.nii,140639
increment_data,4006.9306342601776,4018.429753303528,bigbrain_0_1812_3475.nii,140639
save_incremented,4031.030458211899,4072.5118973255157,bigbrain_0_1812_3475.nii,140639
load_img,2372.2922213077545,2372.295968770981,bigbrain_0_2416_5560.nii,140597
increment_data,2401.493385076523,2414.6912989616394,bigbrain_0_2416_5560.nii,140597
save_incremented,2438.063422679901,2494.4724411964417,bigbrain_0_2416_5560.nii,140597
load_img,777.4556310176849,777.4596478939056,bigbrain_0_1208_1390.nii,140639
increment_data,786.566698551178,788.0145597457886,bigbrain_0_1208_1390.nii,140639
save_incremented,799.5077555179596,918.8759548664093,bigbrain_0_1208_1390.nii,140639
load_img,5206.182068109512,5206.215652227402,bigbrain_0_3624_1390.nii,140587
increment_data,5206.220608472824,5206.606248378754,bigbrain_0_3624_1390.nii,140587
save_incremented,5206.609341621399,5212.865300178528,bigbrain_0_3624_1390.nii,140587
load_img,2693.9537484645844,2706.8889441490173,bigbrain_0_0_6255.nii,140581
increment_data,2738.562700033188,2744.1950509548187,bigbrain_0_0_6255.nii,140581
save_incremented,2760.7646946907043,2814.1249339580536,bigbrain_0_0_6255.nii,140581
load_img,1193.2861897945404,1193.2913625240326,bigbrain_0_3624_6255.nii,140618
increment_data,1200.2874941825867,1201.4230403900146,bigbrain_0_3624_6255.nii,140618
save_incremented,1219.841448545456,1351.5326993465424,bigbrain_0_3624_6255.nii,140618
load_img,1883.876915693283,1920.134045124054,bigbrain_0_1812_6255.nii,140555
increment_data,1932.7218992710114,1935.8889076709747,bigbrain_0_1812_6255.nii,140555
save_incremented,1949.8124742507935,2004.9726691246033,bigbrain_0_1812_6255.nii,140555
load_img,182.8285834789276,188.78299355506897,bigbrain_0_1208_4170.nii,140569
increment_data,203.22851538658142,243.4033522605896,bigbrain_0_1208_4170.nii,140569
save_incremented,254.43248653411865,293.55140137672424,bigbrain_0_1208_4170.nii,140569
load_img,2505.060450077057,2505.064622402191,bigbrain_0_4228_4865.nii,140597
increment_data,2525.3956360816956,2537.823848962784,bigbrain_0_4228_4865.nii,140597
save_incremented,2573.237332344055,2621.7321548461914,bigbrain_0_4228_4865.nii,140597
load_img,3321.668830394745,3344.729695558548,bigbrain_0_0_4170.nii,140639
increment_data,3352.692469596863,3361.9350502490997,bigbrain_0_0_4170.nii,140639
save_incremented,3383.5638842582703,3445.658258676529,bigbrain_0_0_4170.nii,140639
load_img,4286.241017341614,4305.806354045868,bigbrain_0_1812_6255.nii,140563
increment_data,4334.722026109695,4335.723499059677,bigbrain_0_1812_6255.nii,140563
save_incremented,4341.589019060135,4397.432368755341,bigbrain_0_1812_6255.nii,140563
load_img,3019.0414533615112,3072.071222305298,bigbrain_0_4228_1390.nii,140555
increment_data,3083.8922970294952,3085.2054481506348,bigbrain_0_4228_1390.nii,140555
save_incremented,3096.0267770290375,3145.4698317050934,bigbrain_0_4228_1390.nii,140555
load_img,600.3016083240509,602.5997593402863,bigbrain_0_3624_0.nii,140569
increment_data,615.3430032730103,654.4332189559937,bigbrain_0_3624_0.nii,140569
save_incremented,658.7956953048706,698.677672624588,bigbrain_0_3624_0.nii,140569
load_img,1837.9755401611328,1852.6858384609222,bigbrain_0_1812_695.nii,140569
increment_data,1881.4711549282074,1889.4895157814026,bigbrain_0_1812_695.nii,140569
save_incremented,1903.9292123317719,1961.373454093933,bigbrain_0_1812_695.nii,140569
load_img,3872.99839925766,3896.512684583664,bigbrain_0_1812_1390.nii,140609
increment_data,3904.2472791671753,3912.559194803238,bigbrain_0_1812_1390.nii,140609
save_incremented,3932.597516775131,3980.7795062065125,bigbrain_0_1812_1390.nii,140609
load_img,2050.644632577896,2079.3298585414886,bigbrain_0_0_1390.nii,140645
increment_data,2093.2501723766327,2096.0054864883423,bigbrain_0_0_1390.nii,140645
save_incremented,2099.978691101074,2154.7481937408447,bigbrain_0_0_1390.nii,140645
load_img,3070.5957090854645,3072.0742585659027,bigbrain_0_4228_1390.nii,140584
increment_data,3088.576046705246,3090.969544649124,bigbrain_0_4228_1390.nii,140584
save_incremented,3099.159462928772,3208.18950009346,bigbrain_0_4228_1390.nii,140584
load_img,4285.781087636948,4304.790495872498,bigbrain_0_3020_6255.nii,140575
increment_data,4329.232109546661,4335.035382270813,bigbrain_0_3020_6255.nii,140575
save_incremented,4349.837086677551,4408.909348249435,bigbrain_0_3020_6255.nii,140575
load_img,1272.6665642261505,1297.309175491333,bigbrain_0_2416_4865.nii,140605
increment_data,1309.575612783432,1318.6501519680023,bigbrain_0_2416_4865.nii,140605
save_incremented,1326.0803925991058,1365.6414494514465,bigbrain_0_2416_4865.nii,140605
load_img,1150.3701946735382,1174.263097524643,bigbrain_0_0_0.nii,140630
increment_data,1188.0538086891174,1193.1686539649963,bigbrain_0_0_0.nii,140630
save_incremented,1197.4387834072113,1227.3596341609955,bigbrain_0_0_0.nii,140630
load_img,1695.8014514446259,1709.6942529678345,bigbrain_0_4228_1390.nii,140622
increment_data,1720.093611240387,1725.4688174724579,bigbrain_0_4228_1390.nii,140622
save_incremented,1755.079276561737,1802.6503279209137,bigbrain_0_4228_1390.nii,140622
load_img,1227.272501707077,1229.1089596748352,bigbrain_0_3624_4865.nii,140639
increment_data,1232.0994849205017,1237.1896800994873,bigbrain_0_3624_4865.nii,140639
save_incremented,1242.821103811264,1344.8798613548279,bigbrain_0_3624_4865.nii,140639
load_img,1505.4408519268036,1514.042688369751,bigbrain_0_1812_4865.nii,140605
increment_data,1523.4846720695496,1533.6365246772766,bigbrain_0_1812_4865.nii,140605
save_incremented,1557.140706062317,1609.2794697284698,bigbrain_0_1812_4865.nii,140605
load_img,1225.793249130249,1237.4834895133972,bigbrain_0_0_2780.nii,140560
increment_data,1246.7432253360748,1248.9737577438354,bigbrain_0_0_2780.nii,140560
save_incremented,1261.9328107833862,1314.9412100315094,bigbrain_0_0_2780.nii,140560
load_img,2836.0351600646973,2837.9411401748657,bigbrain_0_4228_695.nii,140587
increment_data,2851.2943789958954,2854.048709630966,bigbrain_0_4228_695.nii,140587
save_incremented,2881.8586666584015,2954.894860267639,bigbrain_0_4228_695.nii,140587
load_img,3114.822085618973,3133.1476998329163,bigbrain_0_3020_695.nii,140569
increment_data,3155.550941467285,3165.176274061203,bigbrain_0_3020_695.nii,140569
save_incremented,3170.656244277954,3219.9142410755157,bigbrain_0_3020_695.nii,140569
load_img,717.081672668457,720.7295832633972,bigbrain_0_3624_3475.nii,140600
increment_data,733.1745944023132,762.8112015724182,bigbrain_0_3624_3475.nii,140600
save_incremented,776.7742159366608,803.7643163204193,bigbrain_0_3624_3475.nii,140600
load_img,17.336694717407227,24.973222017288208,bigbrain_0_4228_4865.nii,140614
increment_data,39.45958614349365,40.11355900764465,bigbrain_0_4228_4865.nii,140614
save_incremented,56.531875133514404,113.54445767402649,bigbrain_0_4228_4865.nii,140614
load_img,4764.216147184372,4782.637159585953,bigbrain_0_1812_5560.nii,140572
increment_data,4823.462978601456,4830.156192302704,bigbrain_0_1812_5560.nii,140572
save_incremented,4854.744186639786,4904.781853437424,bigbrain_0_1812_5560.nii,140572
load_img,1073.7899150848389,1081.4371314048767,bigbrain_0_1812_1390.nii,140572
increment_data,1091.7776191234589,1096.7516379356384,bigbrain_0_1812_1390.nii,140572
save_incremented,1105.9543797969818,1173.8603775501251,bigbrain_0_1812_1390.nii,140572
load_img,4923.043683052063,4943.159065723419,bigbrain_0_3624_4170.nii,140572
increment_data,4962.055978775024,4966.713421344757,bigbrain_0_3624_4170.nii,140572
save_incremented,4982.407004117966,5029.314350605011,bigbrain_0_3624_4170.nii,140572
load_img,3735.972403049469,3755.117241859436,bigbrain_0_1208_4865.nii,140630
increment_data,3778.4942774772644,3779.653591156006,bigbrain_0_1208_4865.nii,140630
save_incremented,3790.730940580368,3857.3212926387787,bigbrain_0_1208_4865.nii,140630
load_img,3404.092504262924,3437.276763677597,bigbrain_0_3624_6255.nii,140560
increment_data,3466.5578100681305,3469.6152913570404,bigbrain_0_3624_6255.nii,140560
save_incremented,3473.7189729213715,3519.0239384174347,bigbrain_0_3624_6255.nii,140560
load_img,2080.8122375011444,2081.0869188308716,bigbrain_0_0_1390.nii,140560
increment_data,2086.129078388214,2088.2082965373993,bigbrain_0_0_1390.nii,140560
save_incremented,2100.575826883316,2147.0029492378235,bigbrain_0_0_1390.nii,140560
load_img,4762.023637294769,4782.3163521289825,bigbrain_0_4228_3475.nii,140587
increment_data,4817.438365221024,4827.2232830524445,bigbrain_0_4228_3475.nii,140587
save_incremented,4854.476757764816,4903.097305774689,bigbrain_0_4228_3475.nii,140587
load_img,4656.26590514183,4681.864215135574,bigbrain_0_1208_0.nii,140622
increment_data,4692.276247739792,4693.004682302475,bigbrain_0_1208_0.nii,140622
save_incremented,4709.019007444382,4767.719817399979,bigbrain_0_1208_0.nii,140622
load_img,1717.5787365436554,1734.2080383300781,bigbrain_0_2416_1390.nii,140560
increment_data,1752.0224385261536,1759.487728357315,bigbrain_0_2416_1390.nii,140560
save_incremented,1765.9178929328918,1810.3858199119568,bigbrain_0_2416_1390.nii,140560
load_img,1821.5018327236176,1837.2903325557709,bigbrain_0_0_2085.nii,140622
increment_data,1850.5506236553192,1863.983032464981,bigbrain_0_0_2085.nii,140622
save_incremented,1879.154158115387,1924.6352763175964,bigbrain_0_0_2085.nii,140622
load_img,1741.3188333511353,1750.6150479316711,bigbrain_0_4228_1390.nii,140587
increment_data,1760.564783334732,1761.392920255661,bigbrain_0_4228_1390.nii,140587
save_incremented,1776.7090911865234,1837.4644722938538,bigbrain_0_4228_1390.nii,140587
load_img,3216.146517753601,3216.1493101119995,bigbrain_0_0_2085.nii,140584
increment_data,3222.961383342743,3224.4951157569885,bigbrain_0_0_2085.nii,140584
save_incremented,3262.540924549103,3338.7627317905426,bigbrain_0_0_2085.nii,140584
load_img,3110.5529329776764,3127.8539102077484,bigbrain_0_1812_695.nii,140600
increment_data,3143.3213305473328,3156.853245973587,bigbrain_0_1812_695.nii,140600
save_incremented,3182.589689731598,3228.908749818802,bigbrain_0_1812_695.nii,140600
load_img,1404.9166328907013,1440.9043493270874,bigbrain_0_3020_2085.nii,140625
increment_data,1468.9937901496887,1470.943121433258,bigbrain_0_3020_2085.nii,140625
save_incremented,1493.8514342308044,1570.8161234855652,bigbrain_0_3020_2085.nii,140625
load_img,1304.7996139526367,1323.0516667366028,bigbrain_0_4228_2780.nii,140563
increment_data,1342.9186534881592,1351.6133723258972,bigbrain_0_4228_2780.nii,140563
save_incremented,1373.461909532547,1412.5844707489014,bigbrain_0_4228_2780.nii,140563
load_img,1641.7581984996796,1669.8106453418732,bigbrain_0_4228_5560.nii,140578
increment_data,1698.9746158123016,1706.08993268013,bigbrain_0_4228_5560.nii,140578
save_incremented,1724.407154560089,1766.8363575935364,bigbrain_0_4228_5560.nii,140578
load_img,2515.8180701732635,2565.0747644901276,bigbrain_0_2416_695.nii,140645
increment_data,2581.026631832123,2584.416476249695,bigbrain_0_2416_695.nii,140645
save_incremented,2595.4520049095154,2643.3890488147736,bigbrain_0_2416_695.nii,140645
load_img,3348.1907246112823,3348.574432373047,bigbrain_0_2416_6255.nii,140584
increment_data,3374.499947786331,3389.1479108333588,bigbrain_0_2416_6255.nii,140584
save_incremented,3405.8441195487976,3457.7309205532074,bigbrain_0_2416_6255.nii,140584
load_img,2337.8802950382233,2355.922438621521,bigbrain_0_3020_4865.nii,140563
increment_data,2373.032642364502,2379.245144844055,bigbrain_0_3020_4865.nii,140563
save_incremented,2413.8083946704865,2452.082520723343,bigbrain_0_3020_4865.nii,140563
load_img,4579.628799200058,4639.792775630951,bigbrain_0_0_4170.nii,140630
increment_data,4649.377359867096,4652.988068580627,bigbrain_0_0_4170.nii,140630
save_incremented,4664.394054412842,4709.625380277634,bigbrain_0_0_4170.nii,140630
load_img,3219.47602391243,3219.479954481125,bigbrain_0_1812_0.nii,140614
increment_data,3229.8260560035706,3231.7963631153107,bigbrain_0_1812_0.nii,140614
save_incremented,3267.2330238819122,3349.234991788864,bigbrain_0_1812_0.nii,140614
load_img,3216.298596382141,3217.9526925086975,bigbrain_0_1208_2085.nii,140618
increment_data,3230.5744416713715,3233.141692638397,bigbrain_0_1208_2085.nii,140618
save_incremented,3266.1370420455933,3336.0041739940643,bigbrain_0_1208_2085.nii,140618
load_img,4783.656592845917,4824.934070825577,bigbrain_0_3020_0.nii,140600
increment_data,4854.080031871796,4863.996080636978,bigbrain_0_3020_0.nii,140600
save_incremented,4886.640509128571,4931.884958744049,bigbrain_0_3020_0.nii,140600
load_img,1086.1016600131989,1086.1057448387146,bigbrain_0_3020_2780.nii,140569
increment_data,1097.9404108524323,1106.5996763706207,bigbrain_0_3020_2780.nii,140569
save_incremented,1120.6813669204712,1175.1724078655243,bigbrain_0_3020_2780.nii,140569
load_img,1139.0709602832794,1154.5568087100983,bigbrain_0_1208_4865.nii,140645
increment_data,1177.1052522659302,1181.7800171375275,bigbrain_0_1208_4865.nii,140645
save_incremented,1193.809660434723,1235.9995067119598,bigbrain_0_1208_4865.nii,140645
load_img,3780.169164419174,3792.090586423874,bigbrain_0_3020_4865.nii,140569
increment_data,3831.4957325458527,3845.1228580474854,bigbrain_0_3020_4865.nii,140569
save_incremented,3850.389441013336,3904.863561630249,bigbrain_0_3020_4865.nii,140569
load_img,4942.413741350174,4961.450409650803,bigbrain_0_0_1390.nii,140634
increment_data,4980.129882574081,4991.701537370682,bigbrain_0_0_1390.nii,140634
save_incremented,5010.24215555191,5057.911142110825,bigbrain_0_0_1390.nii,140634
load_img,2957.7860984802246,2962.626092672348,bigbrain_0_4228_1390.nii,140581
increment_data,2980.721322774887,2987.9779217243195,bigbrain_0_4228_1390.nii,140581
save_incremented,3022.8700766563416,3080.452637910843,bigbrain_0_4228_1390.nii,140581
load_img,468.41546511650085,471.8998050689697,bigbrain_0_1208_6255.nii,140584
increment_data,491.47306203842163,547.1143565177917,bigbrain_0_1208_6255.nii,140584
save_incremented,552.5248987674713,625.6165015697479,bigbrain_0_1208_6255.nii,140584
load_img,266.56985783576965,282.1317903995514,bigbrain_0_4228_2780.nii,140560
increment_data,298.32447576522827,301.3317265510559,bigbrain_0_4228_2780.nii,140560
save_incremented,308.8543257713318,352.0400903224945,bigbrain_0_4228_2780.nii,140560
load_img,2261.8715975284576,2302.104220867157,bigbrain_0_4228_4170.nii,140639
increment_data,2323.1463837623596,2324.7592833042145,bigbrain_0_4228_4170.nii,140639
save_incremented,2338.3398954868317,2373.3807203769684,bigbrain_0_4228_4170.nii,140639
load_img,1019.0958442687988,1019.3596658706665,bigbrain_0_3624_1390.nii,140614
increment_data,1040.0511603355408,1047.0522255897522,bigbrain_0_3624_1390.nii,140614
save_incremented,1056.933955192566,1099.6696226596832,bigbrain_0_3624_1390.nii,140614
load_img,4691.6563086509705,4691.660454750061,bigbrain_0_1208_0.nii,140618
increment_data,4709.776478528976,4725.91880774498,bigbrain_0_1208_0.nii,140618
save_incremented,4761.271168470383,4802.745832681656,bigbrain_0_1208_0.nii,140618
load_img,207.99357676506042,207.99795293807983,bigbrain_0_3020_2085.nii,140600
increment_data,219.77471208572388,325.6164290904999,bigbrain_0_3020_2085.nii,140600
save_incremented,339.68650007247925,410.444105386734,bigbrain_0_3020_2085.nii,140600
load_img,1231.8449878692627,1240.700739622116,bigbrain_0_1208_2780.nii,140630
increment_data,1253.4005935192108,1261.484792470932,bigbrain_0_1208_2780.nii,140630
save_incremented,1266.0280151367188,1321.0367195606232,bigbrain_0_1208_2780.nii,140630
load_img,2077.937968015671,2096.1651179790497,bigbrain_0_2416_4170.nii,140622
increment_data,2099.515255212784,2104.0041375160217,bigbrain_0_2416_4170.nii,140622
save_incremented,2139.526848554611,2187.8318388462067,bigbrain_0_2416_4170.nii,140622
load_img,2260.651939868927,2299.0021481513977,bigbrain_0_3624_1390.nii,140554
increment_data,2321.4709465503693,2326.6409826278687,bigbrain_0_3624_1390.nii,140554
save_incremented,2338.4735321998596,2376.81258559227,bigbrain_0_3624_1390.nii,140554
load_img,1454.1171865463257,1482.1680858135223,bigbrain_0_0_6255.nii,140622
increment_data,1496.4493954181671,1498.1556067466736,bigbrain_0_0_6255.nii,140622
save_incremented,1513.217665195465,1559.2628276348114,bigbrain_0_0_6255.nii,140622
load_img,1073.4125924110413,1081.4394097328186,bigbrain_0_1812_1390.nii,140566
increment_data,1090.2452385425568,1092.7286796569824,bigbrain_0_1812_1390.nii,140566
save_incremented,1098.4404680728912,1173.2080390453339,bigbrain_0_1812_1390.nii,140566
load_img,2299.317928314209,2307.1104094982147,bigbrain_0_1812_4170.nii,140645
increment_data,2330.300781726837,2331.915816307068,bigbrain_0_1812_4170.nii,140645
save_incremented,2338.642893075943,2378.9335358142853,bigbrain_0_1812_4170.nii,140645
load_img,983.6285743713379,990.8052279949188,bigbrain_0_3624_1390.nii,140569
increment_data,1016.9974782466888,1019.725932598114,bigbrain_0_3624_1390.nii,140569
save_incremented,1034.5654175281525,1069.6372044086456,bigbrain_0_3624_1390.nii,140569
load_img,794.9968225955963,801.2909307479858,bigbrain_0_3624_2085.nii,140587
increment_data,805.340892791748,807.0741565227509,bigbrain_0_3624_2085.nii,140587
save_incremented,824.9854204654694,941.9674685001373,bigbrain_0_3624_2085.nii,140587
load_img,1696.1131505966187,1713.5158214569092,bigbrain_0_2416_695.nii,140584
increment_data,1732.433435201645,1740.2549846172333,bigbrain_0_2416_695.nii,140584
save_incremented,1758.5773978233337,1804.151606798172,bigbrain_0_2416_695.nii,140584
load_img,5053.873097419739,5062.750918626785,bigbrain_0_3624_0.nii,140587
increment_data,5068.529728651047,5076.503651857376,bigbrain_0_3624_0.nii,140587
save_incremented,5089.729914426804,5137.047829627991,bigbrain_0_3624_0.nii,140587
load_img,2092.4609916210175,2140.739333629608,bigbrain_0_3020_5560.nii,140609
