driver_program,0,60.44987511634827,/dev/shm/val/spark-1570849968-tmpfsAD_1it_25cpus_120delay_withpc_em-0,allfiles
load_img,59.20332312583923,59.20425581932068,bigbrain_0_2416_4865.nii,142705
increment_data,59.204434633255005,59.603665351867676,bigbrain_0_2416_4865.nii,142705
save_incremented,59.60379648208618,60.35699105262756,bigbrain_0_2416_4865.nii,142705
load_img,59.19632840156555,59.197367906570435,bigbrain_0_2416_4865.nii,142749
increment_data,59.197582483291626,59.603116035461426,bigbrain_0_2416_4865.nii,142749
save_incremented,59.60327744483948,60.41295623779297,bigbrain_0_2416_4865.nii,142749
load_img,59.05992794036865,59.060885190963745,bigbrain_0_2416_4865.nii,142725
increment_data,59.06105160713196,59.43846893310547,bigbrain_0_2416_4865.nii,142725
save_incremented,59.43883800506592,60.35745191574097,bigbrain_0_2416_4865.nii,142725
load_img,58.784316539764404,58.78524923324585,bigbrain_0_3624_695.nii,142760
increment_data,58.78540110588074,59.206761598587036,bigbrain_0_3624_695.nii,142760
save_incremented,59.206902503967285,60.014872312545776,bigbrain_0_3624_695.nii,142760
load_img,58.783406257629395,58.78422474861145,bigbrain_0_3624_695.nii,142729
increment_data,58.78436613082886,59.2078173160553,bigbrain_0_3624_695.nii,142729
save_incremented,59.207916021347046,59.992671489715576,bigbrain_0_3624_695.nii,142729
load_img,58.78315448760986,58.784032106399536,bigbrain_0_3624_695.nii,142754
increment_data,58.78420615196228,59.20727276802063,bigbrain_0_3624_695.nii,142754
save_incremented,59.207382678985596,59.993480920791626,bigbrain_0_3624_695.nii,142754
load_img,58.2235426902771,58.22437334060669,bigbrain_0_3020_4865.nii,142720
increment_data,58.224528312683105,58.65761613845825,bigbrain_0_3020_4865.nii,142720
save_incremented,58.657763719558716,59.49800634384155,bigbrain_0_3020_4865.nii,142720
load_img,58.2218451499939,58.22279763221741,bigbrain_0_3020_4865.nii,142737
increment_data,58.222980260849,58.658392667770386,bigbrain_0_3020_4865.nii,142737
save_incremented,58.65850639343262,59.273279905319214,bigbrain_0_3020_4865.nii,142737
load_img,58.10199570655823,58.10295915603638,bigbrain_0_0_6255.nii,142749
increment_data,58.10314965248108,58.50068950653076,bigbrain_0_0_6255.nii,142749
save_incremented,58.50091862678528,59.193464279174805,bigbrain_0_0_6255.nii,142749
load_img,57.90902781486511,57.910011529922485,bigbrain_0_3020_4865.nii,142715
increment_data,57.910221099853516,58.28298997879028,bigbrain_0_3020_4865.nii,142715
