driver_program,0,4081.0165832042694,/home/users/vhayots/spark-1570850088-localAD_1it_96cpus_0delay_npc_em-0,allfiles
load_img,2085.24960398674,2088.0289244651794,bigbrain_0_1208_5560.nii,143712
increment_data,2182.2293117046356,2184.517309188843,bigbrain_0_1208_5560.nii,143712
save_incremented,2273.3543469905853,2340.1305689811707,bigbrain_0_1208_5560.nii,143712
load_img,1092.0312292575836,1092.0353603363037,bigbrain_0_3020_6255.nii,143761
increment_data,1195.5629019737244,1196.9174666404724,bigbrain_0_3020_6255.nii,143761
save_incremented,1338.0431973934174,1379.9013113975525,bigbrain_0_3020_6255.nii,143761
load_img,865.1484713554382,865.7915697097778,bigbrain_0_0_2780.nii,143773
increment_data,960.581606388092,963.220367193222,bigbrain_0_0_2780.nii,143773
save_incremented,1056.4567728042603,1102.4299359321594,bigbrain_0_0_2780.nii,143773
load_img,3135.9955751895905,3136.8972432613373,bigbrain_0_2416_3475.nii,143743
increment_data,3210.627529144287,3212.414000272751,bigbrain_0_2416_3475.nii,143743
save_incremented,3316.015030860901,3363.562153816223,bigbrain_0_2416_3475.nii,143743
load_img,84.02138090133667,84.02451586723328,bigbrain_0_2416_4865.nii,143726
increment_data,105.96769523620605,106.66919016838074,bigbrain_0_2416_4865.nii,143726
save_incremented,165.8966896533966,286.1204490661621,bigbrain_0_2416_4865.nii,143726
load_img,503.83078694343567,503.83628392219543,bigbrain_0_1812_4170.nii,143699
increment_data,603.1475389003754,604.159440279007,bigbrain_0_1812_4170.nii,143699
save_incremented,700.6506795883179,804.9763226509094,bigbrain_0_1812_4170.nii,143699
load_img,1403.326138973236,1404.0885212421417,bigbrain_0_1208_6255.nii,143389
increment_data,1517.2305114269257,1518.3088064193726,bigbrain_0_1208_6255.nii,143389
save_incremented,1635.5429153442383,1728.3775956630707,bigbrain_0_1208_6255.nii,143389
load_img,3045.1604750156403,3045.1679298877716,bigbrain_0_0_695.nii,143502
increment_data,3174.8109834194183,3177.0012867450714,bigbrain_0_0_695.nii,143502
save_incremented,3239.1475977897644,3291.0639839172363,bigbrain_0_0_695.nii,143502
load_img,1983.3853187561035,1984.0649507045746,bigbrain_0_0_3475.nii,143632
increment_data,2065.6151897907257,2069.5983381271362,bigbrain_0_0_3475.nii,143632
save_incremented,2172.7462844848633,2252.9863924980164,bigbrain_0_0_3475.nii,143632
load_img,871.5689132213593,871.899365901947,bigbrain_0_1208_4170.nii,143605
increment_data,986.9978291988373,988.8622677326202,bigbrain_0_1208_4170.nii,143605
save_incremented,1090.306847333908,1124.6719739437103,bigbrain_0_1208_4170.nii,143605
load_img,465.35476994514465,465.3608179092407,bigbrain_0_0_0.nii,143629
increment_data,569.895747423172,570.9783864021301,bigbrain_0_0_0.nii,143629
save_incremented,659.1503298282623,736.2657413482666,bigbrain_0_0_0.nii,143629
load_img,1592.6748535633087,1593.2542855739594,bigbrain_0_1208_2085.nii,143510
increment_data,1708.2145171165466,1709.0563426017761,bigbrain_0_1208_2085.nii,143510
save_incremented,1805.7778239250183,1882.9462637901306,bigbrain_0_1208_2085.nii,143510
load_img,2849.7336235046387,2849.7384610176086,bigbrain_0_0_4865.nii,143671
increment_data,2960.138953924179,2961.0527169704437,bigbrain_0_0_4865.nii,143671
save_incremented,3052.347368001938,3154.967554330826,bigbrain_0_0_4865.nii,143671
load_img,2013.4005148410797,2026.0713324546814,bigbrain_0_2416_6255.nii,143480
increment_data,2115.9723303318024,2118.2343254089355,bigbrain_0_2416_6255.nii,143480
save_incremented,2209.6677799224854,2250.42050409317,bigbrain_0_2416_6255.nii,143480
load_img,991.8276991844177,991.8317198753357,bigbrain_0_3020_3475.nii,143389
increment_data,1091.8333106040955,1092.4739797115326,bigbrain_0_3020_3475.nii,143389
save_incremented,1196.5105385780334,1284.831065416336,bigbrain_0_3020_3475.nii,143389
load_img,1707.7373714447021,1708.219172000885,bigbrain_0_1812_6255.nii,143717
increment_data,1803.4710931777954,1806.1967430114746,bigbrain_0_1812_6255.nii,143717
save_incremented,1891.5057349205017,2016.8062808513641,bigbrain_0_1812_6255.nii,143717
load_img,87.94276762008667,87.9465970993042,bigbrain_0_2416_2780.nii,143632
increment_data,110.56386089324951,111.31361055374146,bigbrain_0_2416_2780.nii,143632
save_incremented,167.00290989875793,300.3901948928833,bigbrain_0_2416_2780.nii,143632
load_img,866.406614780426,866.4129509925842,bigbrain_0_0_2780.nii,143743
increment_data,971.4208106994629,973.195748090744,bigbrain_0_0_2780.nii,143743
save_incremented,1068.4162638187408,1099.6542551517487,bigbrain_0_0_2780.nii,143743
load_img,741.1119906902313,741.7895534038544,bigbrain_0_1812_3475.nii,143566
increment_data,885.8866150379181,889.0711469650269,bigbrain_0_1812_3475.nii,143566
save_incremented,998.7054407596588,1063.2667002677917,bigbrain_0_1812_3475.nii,143566
load_img,2850.969746828079,2851.5951166152954,bigbrain_0_2416_3475.nii,143415
increment_data,2962.9541940689087,2965.0434651374817,bigbrain_0_2416_3475.nii,143415
save_incremented,3054.6298155784607,3108.01318526268,bigbrain_0_2416_3475.nii,143415
load_img,2886.1967573165894,2886.2018568515778,bigbrain_0_1208_1390.nii,143755
increment_data,2977.1064138412476,2982.967101097107,bigbrain_0_1208_1390.nii,143755
save_incremented,3080.798657178879,3155.1760699748993,bigbrain_0_1208_1390.nii,143755
load_img,603.6331264972687,603.6380925178528,bigbrain_0_1208_4170.nii,143419
increment_data,698.6544303894043,701.1889443397522,bigbrain_0_1208_4170.nii,143419
save_incremented,824.9674117565155,884.989232301712,bigbrain_0_1208_4170.nii,143419
load_img,1663.4261102676392,1663.4313445091248,bigbrain_0_1812_6255.nii,143566
increment_data,1740.482445716858,1741.4220967292786,bigbrain_0_1812_6255.nii,143566
save_incremented,1841.7264337539673,1949.8884806632996,bigbrain_0_1812_6255.nii,143566
load_img,2171.1644551754,2171.1683621406555,bigbrain_0_0_3475.nii,143485
increment_data,2240.016218662262,2241.389728784561,bigbrain_0_0_3475.nii,143485
save_incremented,2349.3267753124237,2478.4834764003754,bigbrain_0_0_3475.nii,143485
load_img,2264.009911775589,2265.8228595256805,bigbrain_0_3624_0.nii,143499
increment_data,2379.1170625686646,2380.6926658153534,bigbrain_0_3624_0.nii,143499
save_incremented,2494.5324444770813,2575.8210501670837,bigbrain_0_3624_0.nii,143499
load_img,1390.964150428772,1391.6586067676544,bigbrain_0_4228_2085.nii,143622
increment_data,1496.4323534965515,1499.5389120578766,bigbrain_0_4228_2085.nii,143622
save_incremented,1616.0466961860657,1655.529260635376,bigbrain_0_4228_2085.nii,143622
load_img,2188.0090289115906,2188.0136601924896,bigbrain_0_3624_0.nii,143475
increment_data,2284.3813111782074,2285.9544565677643,bigbrain_0_3624_0.nii,143475
save_incremented,2389.2792913913727,2484.5689396858215,bigbrain_0_3624_0.nii,143475
load_img,2300.528498649597,2300.532816886902,bigbrain_0_1812_695.nii,143553
increment_data,2412.83629488945,2415.4346759319305,bigbrain_0_1812_695.nii,143553
save_incremented,2519.07497549057,2566.770982027054,bigbrain_0_1812_695.nii,143553
load_img,487.40714144706726,504.9057984352112,bigbrain_0_3020_2085.nii,143403
increment_data,605.3169858455658,639.1949100494385,bigbrain_0_3020_2085.nii,143403
save_incremented,726.8524420261383,765.9353556632996,bigbrain_0_3020_2085.nii,143403
load_img,385.721910238266,386.2943449020386,bigbrain_0_3624_4865.nii,143695
increment_data,440.4114577770233,441.7178659439087,bigbrain_0_3624_4865.nii,143695
save_incremented,542.8153569698334,604.795063495636,bigbrain_0_3624_4865.nii,143695
load_img,632.0445704460144,632.048727273941,bigbrain_0_3020_2085.nii,143515
increment_data,722.5880665779114,724.883152961731,bigbrain_0_3020_2085.nii,143515
save_incremented,867.4543259143829,909.3815314769745,bigbrain_0_3020_2085.nii,143515
load_img,765.6729536056519,765.985250711441,bigbrain_0_3020_2085.nii,143731
increment_data,909.630556344986,911.0442125797272,bigbrain_0_3020_2085.nii,143731
save_incremented,1002.535168170929,1050.7046103477478,bigbrain_0_3020_2085.nii,143731
load_img,2999.871176958084,2999.8765144348145,bigbrain_0_3020_4170.nii,143577
increment_data,3109.5617904663086,3113.7114906311035,bigbrain_0_3020_4170.nii,143577
save_incremented,3200.470682859421,3288.332274913788,bigbrain_0_3020_4170.nii,143577
load_img,883.4574813842773,883.88858294487,bigbrain_0_4228_2085.nii,143399
increment_data,994.4450709819794,995.8202345371246,bigbrain_0_4228_2085.nii,143399
save_incremented,1094.2828271389008,1170.8732361793518,bigbrain_0_4228_2085.nii,143399
load_img,84.62954258918762,84.6324360370636,bigbrain_0_4228_4865.nii,143577
increment_data,107.78587913513184,108.46878719329834,bigbrain_0_4228_4865.nii,143577
save_incremented,166.59368205070496,268.9704096317291,bigbrain_0_4228_4865.nii,143577
load_img,91.89490675926208,97.78505110740662,bigbrain_0_0_6255.nii,143365
increment_data,129.49785232543945,159.17730069160461,bigbrain_0_0_6255.nii,143365
save_incremented,232.47884464263916,327.2386484146118,bigbrain_0_0_6255.nii,143365
load_img,1744.0936210155487,1744.0982174873352,bigbrain_0_0_2085.nii,143637
increment_data,1853.372909784317,1854.107283115387,bigbrain_0_0_2085.nii,143637
save_incremented,1954.6658952236176,2038.6817870140076,bigbrain_0_0_2085.nii,143637
load_img,3997.898815393448,3998.55105304718,bigbrain_0_1208_0.nii,143671
increment_data,3998.5572850704193,3998.964587688446,bigbrain_0_1208_0.nii,143671
save_incremented,3998.9678297042847,4021.338438987732,bigbrain_0_1208_0.nii,143671
load_img,2085.551527738571,2088.0278792381287,bigbrain_0_1208_5560.nii,143589
increment_data,2177.7339067459106,2180.145657300949,bigbrain_0_1208_5560.nii,143589
save_incremented,2260.9375700950623,2335.415065765381,bigbrain_0_1208_5560.nii,143589
load_img,1671.1949138641357,1671.199846982956,bigbrain_0_4228_3475.nii,143605
increment_data,1746.6409931182861,1748.1462397575378,bigbrain_0_4228_3475.nii,143605
save_incremented,1854.9774935245514,2001.7765431404114,bigbrain_0_4228_3475.nii,143605
load_img,1562.0575058460236,1562.0618784427643,bigbrain_0_1812_2780.nii,143541
increment_data,1677.2103085517883,1679.323843240738,bigbrain_0_1812_2780.nii,143541
save_incremented,1762.3189046382904,1830.669115781784,bigbrain_0_1812_2780.nii,143541
load_img,1009.2605741024017,1009.2653124332428,bigbrain_0_4228_0.nii,143439
increment_data,1116.8871924877167,1118.660442352295,bigbrain_0_4228_0.nii,143439
save_incremented,1231.923505306244,1291.1023955345154,bigbrain_0_4228_0.nii,143439
load_img,2471.401885986328,2472.349679708481,bigbrain_0_2416_4170.nii,143470
increment_data,2563.2879843711853,2564.0989320278168,bigbrain_0_2416_4170.nii,143470
save_incremented,2641.1989443302155,2699.7671587467194,bigbrain_0_2416_4170.nii,143470
load_img,3014.0887989997864,3014.091652870178,bigbrain_0_0_695.nii,143553
increment_data,3134.9949407577515,3138.209367990494,bigbrain_0_0_695.nii,143553
save_incremented,3215.329261302948,3332.502284526825,bigbrain_0_0_695.nii,143553
load_img,2200.045563697815,2200.9232256412506,bigbrain_0_2416_1390.nii,143389
increment_data,2302.1170802116394,2304.0253636837006,bigbrain_0_2416_1390.nii,143389
save_incremented,2421.3494489192963,2501.1056339740753,bigbrain_0_2416_1390.nii,143389
load_img,1820.3270647525787,1821.4543483257294,bigbrain_0_3020_695.nii,143585
increment_data,1909.3942565917969,1912.3090360164642,bigbrain_0_3020_695.nii,143585
save_incremented,2014.4444642066956,2091.0601897239685,bigbrain_0_3020_695.nii,143585
load_img,3424.6622066497803,3424.6670916080475,bigbrain_0_1812_1390.nii,143681
increment_data,3524.474638938904,3526.663712978363,bigbrain_0_1812_1390.nii,143681
save_incremented,3616.2204320430756,3705.637186050415,bigbrain_0_1812_1390.nii,143681
load_img,3150.938646554947,3150.9426119327545,bigbrain_0_3020_1390.nii,143392
increment_data,3220.4855954647064,3222.44518494606,bigbrain_0_3020_1390.nii,143392
save_incremented,3326.082406759262,3414.0990624427795,bigbrain_0_3020_1390.nii,143392
load_img,321.1435992717743,321.3686902523041,bigbrain_0_0_0.nii,143526
increment_data,395.5929501056671,396.4758698940277,bigbrain_0_0_0.nii,143526
save_incremented,480.8482520580292,545.7087421417236,bigbrain_0_0_0.nii,143526
load_img,2402.525959253311,2402.531010389328,bigbrain_0_2416_1390.nii,143601
increment_data,2508.423202753067,2511.1554322242737,bigbrain_0_2416_1390.nii,143601
save_incremented,2595.0681059360504,2639.1824095249176,bigbrain_0_2416_1390.nii,143601
load_img,184.92448377609253,186.58245491981506,bigbrain_0_4228_695.nii,143371
increment_data,251.0646288394928,282.3461573123932,bigbrain_0_4228_695.nii,143371
save_incremented,340.0247447490692,447.3896584510803,bigbrain_0_4228_695.nii,143371
load_img,2044.108591079712,2044.5374872684479,bigbrain_0_3624_0.nii,143386
increment_data,2137.974993944168,2179.5823686122894,bigbrain_0_3624_0.nii,143386
save_incremented,2258.8075754642487,2362.547976732254,bigbrain_0_3624_0.nii,143386
load_img,1420.969075202942,1422.7744970321655,bigbrain_0_4228_2085.nii,143643
increment_data,1523.34676861763,1527.5170426368713,bigbrain_0_4228_2085.nii,143643
save_incremented,1661.2437987327576,1707.8858482837677,bigbrain_0_4228_2085.nii,143643
load_img,4021.348112344742,4021.363038778305,bigbrain_0_2416_3475.nii,143608
increment_data,4021.3708164691925,4021.765791654587,bigbrain_0_2416_3475.nii,143608
save_incremented,4021.7682659626007,4044.4888536930084,bigbrain_0_2416_3475.nii,143608
load_img,1520.4159593582153,1522.12611079216,bigbrain_0_4228_3475.nii,143427
increment_data,1637.4655737876892,1638.8885278701782,bigbrain_0_4228_3475.nii,143427
save_incremented,1737.4507699012756,1901.3727052211761,bigbrain_0_4228_3475.nii,143427
load_img,3739.7003996372223,3739.706033706665,bigbrain_0_3624_6255.nii,143685
increment_data,3767.1837265491486,3769.3034121990204,bigbrain_0_3624_6255.nii,143685
save_incremented,3774.1741840839386,3940.015510559082,bigbrain_0_3624_6255.nii,143685
load_img,1142.1462094783783,1143.1361649036407,bigbrain_0_4228_1390.nii,143616
increment_data,1280.4766964912415,1286.1370697021484,bigbrain_0_4228_1390.nii,143616
save_incremented,1403.6790790557861,1450.9926252365112,bigbrain_0_4228_1390.nii,143616
load_img,1801.6253490447998,1801.628672838211,bigbrain_0_1812_2780.nii,143643
increment_data,1892.6023254394531,1899.1697976589203,bigbrain_0_1812_2780.nii,143643
save_incremented,2012.8817510604858,2095.3402791023254,bigbrain_0_1812_2780.nii,143643
load_img,3093.346147298813,3094.1128327846527,bigbrain_0_3020_1390.nii,143515
increment_data,3193.542332172394,3194.455755710602,bigbrain_0_3020_1390.nii,143515
save_incremented,3272.9368755817413,3380.8463504314423,bigbrain_0_3020_1390.nii,143515
load_img,1336.7344868183136,1337.5120153427124,bigbrain_0_3020_6255.nii,143712
increment_data,1450.590653181076,1453.51180434227,bigbrain_0_3020_6255.nii,143712
save_incremented,1562.7871651649475,1639.8057510852814,bigbrain_0_3020_6255.nii,143712
load_img,966.8572778701782,966.8621163368225,bigbrain_0_4228_2780.nii,143690
increment_data,1058.863272190094,1060.447386264801,bigbrain_0_4228_2780.nii,143690
save_incremented,1161.214199066162,1222.5302696228027,bigbrain_0_4228_2780.nii,143690
load_img,2128.450336933136,2129.356781244278,bigbrain_0_1208_3475.nii,143399
increment_data,2217.2222757339478,2220.0322885513306,bigbrain_0_1208_3475.nii,143399
save_incremented,2313.439792871475,2367.374211549759,bigbrain_0_1208_3475.nii,143399
load_img,2347.0697898864746,2347.0739121437073,bigbrain_0_2416_1390.nii,143522
increment_data,2469.4562628269196,2472.737214565277,bigbrain_0_2416_1390.nii,143522
save_incremented,2561.6144988536835,2598.091731786728,bigbrain_0_2416_1390.nii,143522
load_img,97.7226173877716,99.24728655815125,bigbrain_0_4228_4865.nii,143707
increment_data,152.490327835083,153.86805629730225,bigbrain_0_4228_4865.nii,143707
save_incremented,206.85367131233215,375.1178481578827,bigbrain_0_4228_4865.nii,143707
load_img,313.5489776134491,323.030234336853,bigbrain_0_4228_695.nii,143515
increment_data,399.83866906166077,400.96835923194885,bigbrain_0_4228_695.nii,143515
save_incremented,486.8189754486084,542.8168656826019,bigbrain_0_4228_695.nii,143515
load_img,3229.5487508773804,3230.0117630958557,bigbrain_0_3020_1390.nii,143510
increment_data,3333.744448661804,3334.5995161533356,bigbrain_0_3020_1390.nii,143510
save_incremented,3425.5682904720306,3546.865914106369,bigbrain_0_3020_1390.nii,143510
load_img,2345.887320280075,2345.89226436615,bigbrain_0_3624_3475.nii,143383
increment_data,2455.5025300979614,2458.025827884674,bigbrain_0_3624_3475.nii,143383
save_incremented,2559.3856630325317,2675.6090240478516,bigbrain_0_3624_3475.nii,143383
load_img,1662.1736648082733,1662.6993956565857,bigbrain_0_1208_6255.nii,143743
increment_data,1739.7465114593506,1740.9174449443817,bigbrain_0_1208_6255.nii,143743
save_incremented,1838.1630423069,1906.9531755447388,bigbrain_0_1208_6255.nii,143743
load_img,79.24535346031189,87.32811236381531,bigbrain_0_1208_4865.nii,143356
increment_data,109.98435044288635,137.08648037910461,bigbrain_0_1208_4865.nii,143356
save_incremented,140.1848382949829,169.56610822677612,bigbrain_0_1208_4865.nii,143356
load_img,97.45525813102722,98.80216455459595,bigbrain_0_4228_6255.nii,143643
increment_data,151.71208429336548,156.77994227409363,bigbrain_0_4228_6255.nii,143643
save_incremented,219.75624918937683,410.9210846424103,bigbrain_0_4228_6255.nii,143643
load_img,97.26837921142578,98.80184173583984,bigbrain_0_2416_2780.nii,143699
increment_data,147.05446457862854,148.50414419174194,bigbrain_0_2416_2780.nii,143699
save_incremented,217.41609978675842,421.43679761886597,bigbrain_0_2416_2780.nii,143699
load_img,1763.5029299259186,1785.7253677845001,bigbrain_0_4228_5560.nii,143415
increment_data,1880.848513841629,1884.3203375339508,bigbrain_0_4228_5560.nii,143415
save_incremented,1985.1117329597473,2052.7385931015015,bigbrain_0_4228_5560.nii,143415
load_img,387.8890333175659,392.633686542511,bigbrain_0_1208_2780.nii,143362
increment_data,473.30313420295715,512.0790400505066,bigbrain_0_1208_2780.nii,143362
save_incremented,605.530770778656,644.9701089859009,bigbrain_0_1208_2780.nii,143362
load_img,2930.7008979320526,2930.7047798633575,bigbrain_0_1812_0.nii,143643
increment_data,3022.933871269226,3035.6660997867584,bigbrain_0_1812_0.nii,143643
save_incremented,3151.339272260666,3193.155382156372,bigbrain_0_1812_0.nii,143643
load_img,2450.366509437561,2450.3707151412964,bigbrain_0_3624_3475.nii,143731
increment_data,2557.025400161743,2557.9188075065613,bigbrain_0_3624_3475.nii,143731
save_incremented,2631.299530506134,2794.820599794388,bigbrain_0_3624_3475.nii,143731
load_img,712.6658825874329,713.5746297836304,bigbrain_0_4228_2780.nii,143541
increment_data,863.0359563827515,866.9050922393799,bigbrain_0_4228_2780.nii,143541
save_incremented,974.616908788681,1018.4585113525391,bigbrain_0_4228_2780.nii,143541
load_img,3505.711082458496,3505.7151107788086,bigbrain_0_0_1390.nii,143773
increment_data,3589.128818511963,3593.546032190323,bigbrain_0_0_1390.nii,143773
save_incremented,3663.3363194465637,3708.618686914444,bigbrain_0_0_1390.nii,143773
load_img,3414.100530385971,3414.722468852997,bigbrain_0_3624_1390.nii,143499
increment_data,3516.9116513729095,3517.839502811432,bigbrain_0_3624_1390.nii,143499
save_incremented,3605.633343935013,3716.010598421097,bigbrain_0_3624_1390.nii,143499
load_img,2972.3904235363007,2974.380921602249,bigbrain_0_3020_0.nii,143585
increment_data,3056.6526877880096,3058.140794277191,bigbrain_0_3020_0.nii,143585
save_incremented,3188.487501859665,3295.001062631607,bigbrain_0_3020_0.nii,143585
load_img,2555.0644063949585,2555.405230283737,bigbrain_0_1208_1390.nii,143506
increment_data,2628.242917776108,2629.1678137779236,bigbrain_0_1208_1390.nii,143506
save_incremented,2751.402527809143,2805.8423449993134,bigbrain_0_1208_1390.nii,143506
load_img,624.5681827068329,625.5116679668427,bigbrain_0_0_6255.nii,143657
increment_data,718.7915229797363,720.6948134899139,bigbrain_0_0_6255.nii,143657
save_incremented,867.2137665748596,932.864917755127,bigbrain_0_0_6255.nii,143657
load_img,321.6633620262146,321.66782236099243,bigbrain_0_1208_4865.nii,143739
increment_data,396.8506257534027,398.3408877849579,bigbrain_0_1208_4865.nii,143739
save_incremented,485.5200800895691,548.1477003097534,bigbrain_0_1208_4865.nii,143739
load_img,1499.1544177532196,1503.7058584690094,bigbrain_0_4228_5560.nii,143356
increment_data,1624.5270268917084,1664.977900981903,bigbrain_0_4228_5560.nii,143356
save_incremented,1742.4127657413483,1782.6406679153442,bigbrain_0_4228_5560.nii,143356
load_img,639.9198281764984,641.0435862541199,bigbrain_0_1208_2780.nii,143526
increment_data,732.0668532848358,733.514387845993,bigbrain_0_1208_2780.nii,143526
save_incremented,878.8544342517853,950.8382341861725,bigbrain_0_1208_2780.nii,143526
load_img,798.5422043800354,800.814090013504,bigbrain_0_1208_2780.nii,143681
increment_data,925.9991993904114,928.4459421634674,bigbrain_0_1208_2780.nii,143681
save_incremented,1015.4981009960175,1061.9792733192444,bigbrain_0_1208_2780.nii,143681
load_img,2808.837654352188,2809.4281799793243,bigbrain_0_2416_3475.nii,143495
increment_data,2904.7526512145996,2906.561697244644,bigbrain_0_2416_3475.nii,143495
save_incremented,2994.533877134323,3035.3713080883026,bigbrain_0_2416_3475.nii,143495
load_img,3220.0263228416443,3221.4526772499084,bigbrain_0_3624_4170.nii,143377
increment_data,3327.1705865859985,3335.09139418602,bigbrain_0_3624_4170.nii,143377
save_incremented,3425.7286682128906,3474.648594856262,bigbrain_0_3624_4170.nii,143377
load_img,1317.3648171424866,1317.369178533554,bigbrain_0_4228_2085.nii,143608
increment_data,1439.0552756786346,1440.103499174118,bigbrain_0_4228_2085.nii,143608
save_incremented,1545.891901731491,1589.9380149841309,bigbrain_0_4228_2085.nii,143608
load_img,641.6130182743073,641.6185853481293,bigbrain_0_0_2780.nii,143739
increment_data,735.3886358737946,737.1705174446106,bigbrain_0_0_2780.nii,143739
save_incremented,881.1955049037933,965.9826452732086,bigbrain_0_0_2780.nii,143739
load_img,318.12974429130554,318.1346244812012,bigbrain_0_1208_4865.nii,143647
increment_data,391.2045352458954,392.4580948352814,bigbrain_0_1208_4865.nii,143647
save_incremented,464.09428548812866,569.4561388492584,bigbrain_0_1208_4865.nii,143647
load_img,1097.3080983161926,1097.7340292930603,bigbrain_0_1812_2085.nii,143597
increment_data,1202.2210459709167,1204.8501470088959,bigbrain_0_1812_2085.nii,143597
save_incremented,1341.4751424789429,1471.9095742702484,bigbrain_0_1812_2085.nii,143597
load_img,928.028489112854,929.119814157486,bigbrain_0_4228_2780.nii,143608
increment_data,1019.6559224128723,1022.5305709838867,bigbrain_0_4228_2780.nii,143608
save_incremented,1124.9875464439392,1173.4252316951752,bigbrain_0_4228_2780.nii,143608
load_img,788.1076157093048,827.2764234542847,bigbrain_0_0_2780.nii,143601
increment_data,940.533881187439,942.791312456131,bigbrain_0_0_2780.nii,143601
save_incremented,1031.1646935939789,1070.5609369277954,bigbrain_0_0_2780.nii,143601
load_img,1743.7943675518036,1743.8035895824432,bigbrain_0_1812_6255.nii,143485
increment_data,1850.160987854004,1851.7596218585968,bigbrain_0_1812_6255.nii,143485
save_incremented,1952.9408206939697,2064.9739639759064,bigbrain_0_1812_6255.nii,143485
load_img,1737.2938432693481,1737.4817910194397,bigbrain_0_0_2085.nii,143470
increment_data,1827.506350517273,1828.1690723896027,bigbrain_0_0_2085.nii,143470
save_incremented,1932.97873711586,1990.596967458725,bigbrain_0_0_2085.nii,143470
load_img,3193.4281373023987,3202.280342578888,bigbrain_0_3624_4170.nii,143566
increment_data,3295.9024453163147,3335.1392896175385,bigbrain_0_3624_4170.nii,143566
save_incremented,3426.3181993961334,3521.3486433029175,bigbrain_0_3624_4170.nii,143566
load_img,420.00952196121216,420.01761770248413,bigbrain_0_1812_4170.nii,143566
increment_data,496.6146697998047,498.5375888347626,bigbrain_0_1812_4170.nii,143566
save_incremented,604.1905517578125,648.446720123291,bigbrain_0_1812_4170.nii,143566
load_img,320.3363742828369,320.66424226760864,bigbrain_0_0_0.nii,143506
increment_data,394.72677302360535,395.6494071483612,bigbrain_0_0_0.nii,143506
save_incremented,480.6070034503937,528.3153860569,bigbrain_0_0_0.nii,143506
load_img,613.734438419342,613.740626335144,bigbrain_0_0_6255.nii,143747
increment_data,714.6540157794952,717.1998975276947,bigbrain_0_0_6255.nii,143747
save_incremented,863.6509456634521,931.5676283836365,bigbrain_0_0_6255.nii,143747
load_img,91.35624694824219,96.80446028709412,bigbrain_0_3020_2780.nii,143761
