driver_program,0,222.9835593700409,/dev/shm/val/spark-1571385430-tmpfs_1it_96cpus_0delay_npc-0,allfiles
save_incremented,208.46757984161377,211.09146571159363,bigbrain_0_0_4865.nii,134100
load_img,204.40404510498047,204.41482186317444,bigbrain_3080_4832_1390.nii,134271
increment_data,204.41785383224487,206.65004920959473,bigbrain_3080_4832_1390.nii,134271
save_incremented,206.65064907073975,207.39698314666748,bigbrain_3080_4832_1390.nii,134271
load_img,204.19820928573608,204.20057320594788,bigbrain_5390_1812_2780.nii,134085
increment_data,204.20140719413757,206.5687575340271,bigbrain_5390_1812_2780.nii,134085
save_incremented,206.5689890384674,207.31389999389648,bigbrain_5390_1812_2780.nii,134085
load_img,202.482501745224,202.4904124736786,bigbrain_3080_0_4170.nii,134113
increment_data,202.49270462989807,205.58961009979248,bigbrain_3080_0_4170.nii,134113
save_incremented,205.59032893180847,207.7687029838562,bigbrain_3080_0_4170.nii,134113
load_img,202.2556915283203,202.26607465744019,bigbrain_1540_604_695.nii,134167
increment_data,202.2683506011963,205.4717788696289,bigbrain_1540_604_695.nii,134167
save_incremented,205.4754078388214,206.29274010658264,bigbrain_1540_604_695.nii,134167
load_img,201.97713708877563,201.99085569381714,bigbrain_4620_2416_2780.nii,134130
increment_data,201.99414992332458,205.31452631950378,bigbrain_4620_2416_2780.nii,134130
save_incremented,205.31487941741943,207.77897667884827,bigbrain_4620_2416_2780.nii,134130
load_img,201.8245325088501,201.8289544582367,bigbrain_4620_3020_6255.nii,134282
increment_data,201.8302400112152,205.27968955039978,bigbrain_4620_3020_6255.nii,134282
save_incremented,205.2805724143982,206.20196509361267,bigbrain_4620_3020_6255.nii,134282
load_img,201.7643027305603,201.76816773414612,bigbrain_3080_3624_5560.nii,134309
increment_data,201.76940202713013,205.16907405853271,bigbrain_3080_3624_5560.nii,134309
save_incremented,205.169668674469,206.11722612380981,bigbrain_3080_3624_5560.nii,134309
load_img,201.51305437088013,201.51789474487305,bigbrain_1540_4228_0.nii,134295
increment_data,201.51903009414673,205.04050040245056,bigbrain_1540_4228_0.nii,134295
save_incremented,205.04072523117065,206.05770421028137,bigbrain_1540_4228_0.nii,134295
load_img,201.39209914207458,201.4048888683319,bigbrain_0_3020_3475.nii,134047
increment_data,201.4061770439148,204.952152967453,bigbrain_0_3020_3475.nii,134047
save_incremented,204.95396828651428,206.01443338394165,bigbrain_0_3020_3475.nii,134047
load_img,201.1501166820526,201.15606784820557,bigbrain_4620_0_0.nii,134362
increment_data,201.1572346687317,204.8325924873352,bigbrain_4620_0_0.nii,134362
save_incremented,204.83655261993408,208.68044447898865,bigbrain_4620_0_0.nii,134362
load_img,200.9458522796631,200.95193934440613,bigbrain_770_3020_2780.nii,134254
increment_data,200.9532446861267,204.53478693962097,bigbrain_770_3020_2780.nii,134254
save_incremented,204.53629398345947,205.94207644462585,bigbrain_770_3020_2780.nii,134254
load_img,200.4345738887787,200.44020795822144,bigbrain_1540_3624_695.nii,134418
increment_data,200.44172191619873,205.85703253746033,bigbrain_1540_3624_695.nii,134418
save_incremented,205.85771465301514,210.247083902359,bigbrain_1540_3624_695.nii,134418
load_img,200.2379822731018,200.23991179466248,bigbrain_770_5436_2780.nii,134172
increment_data,200.24048948287964,203.68751883506775,bigbrain_770_5436_2780.nii,134172
save_incremented,203.68799376487732,204.59575700759888,bigbrain_770_5436_2780.nii,134172
load_img,200.0902442932129,200.09685587882996,bigbrain_5390_3020_4865.nii,134285
increment_data,200.09820079803467,203.47393822669983,bigbrain_5390_3020_4865.nii,134285
save_incremented,203.47504663467407,206.29534316062927,bigbrain_5390_3020_4865.nii,134285
load_img,200.08204436302185,200.083899974823,bigbrain_3850_0_4865.nii,134070
increment_data,200.0845127105713,203.45064091682434,bigbrain_3850_0_4865.nii,134070
save_incremented,203.4510612487793,204.4735701084137,bigbrain_3850_0_4865.nii,134070
load_img,200.02975702285767,200.03581714630127,bigbrain_6160_0_2085.nii,134271
increment_data,200.03803300857544,203.31499600410461,bigbrain_6160_0_2085.nii,134271
save_incremented,203.32525396347046,204.3971939086914,bigbrain_6160_0_2085.nii,134271
load_img,199.98954725265503,199.9939579963684,bigbrain_2310_0_695.nii,134044
increment_data,199.99487900733948,205.66343569755554,bigbrain_2310_0_695.nii,134044
save_incremented,205.66403532028198,209.8399212360382,bigbrain_2310_0_695.nii,134044
load_img,199.97371673583984,199.9773349761963,bigbrain_0_1812_2085.nii,134053
increment_data,199.97835111618042,203.14279651641846,bigbrain_0_1812_2085.nii,134053
save_incremented,203.14602756500244,206.12301087379456,bigbrain_0_1812_2085.nii,134053
load_img,199.97239089012146,199.97685170173645,bigbrain_0_5436_2085.nii,134250
increment_data,199.97818160057068,205.62903237342834,bigbrain_0_5436_2085.nii,134250
save_incremented,205.6299500465393,210.05838179588318,bigbrain_0_5436_2085.nii,134250
load_img,199.87637090682983,199.87853050231934,bigbrain_6930_1812_2780.nii,134085
increment_data,199.87914299964905,203.03368306159973,bigbrain_6930_1812_2780.nii,134085
save_incremented,203.03468370437622,204.19343256950378,bigbrain_6930_1812_2780.nii,134085
load_img,199.56210947036743,199.56633377075195,bigbrain_6160_3624_3475.nii,134213
increment_data,199.56712865829468,202.58138728141785,bigbrain_6160_3624_3475.nii,134213
save_incremented,202.58300304412842,205.8832712173462,bigbrain_6160_3624_3475.nii,134213
load_img,199.46121191978455,199.4657003879547,bigbrain_6930_1812_0.nii,134157
increment_data,199.4667615890503,205.12246751785278,bigbrain_6930_1812_0.nii,134157
save_incremented,205.12336039543152,209.02851271629333,bigbrain_6930_1812_0.nii,134157
load_img,199.28043055534363,199.28421807289124,bigbrain_6160_1812_3475.nii,134392
increment_data,199.284893989563,202.10704612731934,bigbrain_6160_1812_3475.nii,134392
save_incremented,202.10936450958252,205.65232181549072,bigbrain_6160_1812_3475.nii,134392
load_img,198.9239206314087,198.92991614341736,bigbrain_770_0_4865.nii,134258
increment_data,198.93105936050415,205.03459429740906,bigbrain_770_0_4865.nii,134258
save_incremented,205.03760957717896,206.72223258018494,bigbrain_770_0_4865.nii,134258
load_img,198.50314712524414,198.5076141357422,bigbrain_3850_1208_2780.nii,134092
increment_data,198.5091633796692,204.95160388946533,bigbrain_3850_1208_2780.nii,134092
save_incremented,204.95248913764954,208.80227184295654,bigbrain_3850_1208_2780.nii,134092
load_img,198.29994416236877,198.305330991745,bigbrain_6930_3624_3475.nii,134231
increment_data,198.3071916103363,204.84266424179077,bigbrain_6930_3624_3475.nii,134231
save_incremented,204.84476518630981,208.64545369148254,bigbrain_6930_3624_3475.nii,134231
load_img,197.93065643310547,197.9650058746338,bigbrain_1540_3624_3475.nii,134309
increment_data,197.98510694503784,200.58136296272278,bigbrain_1540_3624_3475.nii,134309
save_incremented,200.58404564857483,201.75853443145752,bigbrain_1540_3624_3475.nii,134309
load_img,197.8822431564331,197.96542477607727,bigbrain_5390_5436_3475.nii,134282
increment_data,197.98523116111755,200.68480968475342,bigbrain_5390_5436_3475.nii,134282
save_incremented,200.68811964988708,201.81651973724365,bigbrain_5390_5436_3475.nii,134282
load_img,197.88740396499634,197.89743638038635,bigbrain_770_0_5560.nii,134433
increment_data,197.8997983932495,200.61144471168518,bigbrain_770_0_5560.nii,134433
save_incremented,200.6119134426117,204.00620985031128,bigbrain_770_0_5560.nii,134433
load_img,197.56468105316162,197.57599306106567,bigbrain_3080_2416_2780.nii,134295
increment_data,197.5792326927185,200.41848039627075,bigbrain_3080_2416_2780.nii,134295
save_incremented,200.41942858695984,201.5042245388031,bigbrain_3080_2416_2780.nii,134295
load_img,197.00465488433838,197.01313734054565,bigbrain_2310_4228_2085.nii,134226
increment_data,197.01574802398682,203.47041082382202,bigbrain_2310_4228_2085.nii,134226
save_incremented,203.47165846824646,207.59185528755188,bigbrain_2310_4228_2085.nii,134226
load_img,196.89673137664795,196.9025137424469,bigbrain_3850_2416_6255.nii,134240
increment_data,196.90442156791687,199.8148889541626,bigbrain_3850_2416_6255.nii,134240
save_incremented,199.81670498847961,204.11810636520386,bigbrain_3850_2416_6255.nii,134240
load_img,196.2639021873474,196.27530455589294,bigbrain_3850_3624_1390.nii,134172
increment_data,196.27639961242676,199.28437328338623,bigbrain_3850_3624_1390.nii,134172
save_incremented,199.28464269638062,200.2329545021057,bigbrain_3850_3624_1390.nii,134172
load_img,196.15521717071533,196.16105389595032,bigbrain_1540_1812_6255.nii,134441
increment_data,196.16232085227966,199.22177004814148,bigbrain_1540_1812_6255.nii,134441
save_incremented,199.22305011749268,202.6251049041748,bigbrain_1540_1812_6255.nii,134441
load_img,196.0373523235321,196.0391275882721,bigbrain_6160_0_1390.nii,134070
increment_data,196.03953528404236,199.0733563899994,bigbrain_6160_0_1390.nii,134070
save_incremented,199.07375121116638,200.0765917301178,bigbrain_6160_0_1390.nii,134070
load_img,195.90249681472778,195.90938711166382,bigbrain_6930_4832_0.nii,134452
increment_data,195.91217827796936,201.77568697929382,bigbrain_6930_4832_0.nii,134452
save_incremented,201.77750635147095,206.72578048706055,bigbrain_6930_4832_0.nii,134452
load_img,195.68265438079834,195.68488216400146,bigbrain_3850_2416_695.nii,134085
increment_data,195.68555545806885,198.75409722328186,bigbrain_3850_2416_695.nii,134085
save_incremented,198.75476813316345,199.87029576301575,bigbrain_3850_2416_695.nii,134085
load_img,195.6660521030426,195.67416167259216,bigbrain_0_3624_695.nii,134130
increment_data,195.67639708518982,198.70544624328613,bigbrain_0_3624_695.nii,134130
save_incremented,198.70698070526123,201.96992230415344,bigbrain_0_3624_695.nii,134130
load_img,195.62113451957703,195.62781357765198,bigbrain_0_0_1390.nii,134136
increment_data,195.62949061393738,198.72621202468872,bigbrain_0_0_1390.nii,134136
save_incremented,198.72724652290344,201.96954011917114,bigbrain_0_0_1390.nii,134136
load_img,195.58626580238342,195.5923936367035,bigbrain_2310_3020_4170.nii,134448
increment_data,195.5942096710205,198.669739484787,bigbrain_2310_3020_4170.nii,134448
save_incremented,198.6719105243683,201.89601135253906,bigbrain_2310_3020_4170.nii,134448
load_img,195.29631567001343,195.30302357673645,bigbrain_5390_2416_1390.nii,134146
increment_data,195.30450916290283,200.86171698570251,bigbrain_5390_2416_1390.nii,134146
save_incremented,200.8631076812744,206.0803234577179,bigbrain_5390_2416_1390.nii,134146
load_img,195.0229675769806,195.02790451049805,bigbrain_5390_0_0.nii,134330
increment_data,195.02856540679932,200.5684278011322,bigbrain_5390_0_0.nii,134330
save_incremented,200.56953740119934,205.89012336730957,bigbrain_5390_0_0.nii,134330
load_img,194.89447474479675,194.89975953102112,bigbrain_6930_4228_3475.nii,134254
increment_data,194.90091180801392,197.71735048294067,bigbrain_6930_4228_3475.nii,134254
save_incremented,197.71909165382385,200.9391474723816,bigbrain_6930_4228_3475.nii,134254
load_img,194.75158715248108,194.79202795028687,bigbrain_6160_5436_2085.nii,134167
increment_data,194.80024480819702,198.27546453475952,bigbrain_6160_5436_2085.nii,134167
save_incremented,198.27729845046997,202.23005533218384,bigbrain_6160_5436_2085.nii,134167
load_img,194.76614689826965,194.77503514289856,bigbrain_0_604_695.nii,134313
increment_data,194.77635502815247,200.25742769241333,bigbrain_0_604_695.nii,134313
save_incremented,200.25854015350342,205.73443841934204,bigbrain_0_604_695.nii,134313
load_img,194.61012840270996,194.61584186553955,bigbrain_6160_4228_4865.nii,134429
increment_data,194.61724829673767,200.13416957855225,bigbrain_6160_4228_4865.nii,134429
save_incremented,200.13561415672302,205.67618346214294,bigbrain_6160_4228_4865.nii,134429
load_img,194.352548122406,194.3562490940094,bigbrain_6160_1812_1390.nii,134350
increment_data,194.35732054710388,196.98809933662415,bigbrain_6160_1812_1390.nii,134350
save_incremented,196.989319562912,200.3059365749359,bigbrain_6160_1812_1390.nii,134350
load_img,194.18131709098816,194.18660736083984,bigbrain_6930_1812_4170.nii,134047
increment_data,194.18766260147095,197.3632025718689,bigbrain_6930_1812_4170.nii,134047
save_incremented,197.3640275001526,201.37956476211548,bigbrain_6930_1812_4170.nii,134047
load_img,194.17338943481445,194.17897605895996,bigbrain_6160_4228_3475.nii,134362
increment_data,194.18036937713623,197.57956838607788,bigbrain_6160_4228_3475.nii,134362
save_incremented,197.58084273338318,201.14109921455383,bigbrain_6160_4228_3475.nii,134362
load_img,194.01256728172302,194.01816749572754,bigbrain_6930_0_1390.nii,134285
increment_data,194.01954865455627,196.6529541015625,bigbrain_6930_0_1390.nii,134285
save_incremented,196.65405440330505,200.08469891548157,bigbrain_6930_0_1390.nii,134285
load_img,194.00810503959656,194.01346349716187,bigbrain_4620_5436_5560.nii,134205
increment_data,194.01480650901794,199.36770296096802,bigbrain_4620_5436_5560.nii,134205
save_incremented,199.36860013008118,205.36880254745483,bigbrain_4620_5436_5560.nii,134205
load_img,193.90072011947632,193.90362548828125,bigbrain_6930_3020_5560.nii,134217
increment_data,193.90435123443604,199.1889889240265,bigbrain_6930_3020_5560.nii,134217
save_incremented,199.18970274925232,205.29445266723633,bigbrain_6930_3020_5560.nii,134217
load_img,193.89568543434143,193.90045356750488,bigbrain_3080_1812_1390.nii,134373
increment_data,193.9015028476715,199.1493697166443,bigbrain_3080_1812_1390.nii,134373
save_incremented,199.15024828910828,205.29516196250916,bigbrain_3080_1812_1390.nii,134373
load_img,193.79814767837524,193.80199575424194,bigbrain_3850_3624_0.nii,134424
increment_data,193.8032512664795,198.97440934181213,bigbrain_3850_3624_0.nii,134424
save_incremented,198.9749894142151,205.22013211250305,bigbrain_3850_3624_0.nii,134424
load_img,193.76950454711914,193.77670454978943,bigbrain_6930_604_3475.nii,134320
increment_data,193.77742958068848,198.93795704841614,bigbrain_6930_604_3475.nii,134320
save_incremented,198.93941378593445,205.20076537132263,bigbrain_6930_604_3475.nii,134320
load_img,193.73602509498596,193.73979783058167,bigbrain_3850_1208_4170.nii,134113
increment_data,193.74138116836548,198.007465839386,bigbrain_3850_1208_4170.nii,134113
save_incremented,198.0092523097992,202.44788694381714,bigbrain_3850_1208_4170.nii,134113
load_img,193.67801356315613,193.68492245674133,bigbrain_4620_1208_2780.nii,134295
increment_data,193.6862816810608,196.3573613166809,bigbrain_4620_1208_2780.nii,134295
save_incremented,196.3604884147644,197.557466506958,bigbrain_4620_1208_2780.nii,134295
load_img,193.65729188919067,193.66255068778992,bigbrain_6930_1208_6255.nii,134317
increment_data,193.6640281677246,198.77133584022522,bigbrain_6930_1208_6255.nii,134317
save_incremented,198.7730839252472,204.88942909240723,bigbrain_6930_1208_6255.nii,134317
load_img,193.48152995109558,193.48638224601746,bigbrain_5390_5436_2085.nii,134213
increment_data,193.48717498779297,196.04119420051575,bigbrain_5390_5436_2085.nii,134213
save_incremented,196.0421543121338,199.55593967437744,bigbrain_5390_5436_2085.nii,134213
load_img,193.39471077919006,193.40023732185364,bigbrain_5390_4832_4170.nii,134153
increment_data,193.40133786201477,198.0487790107727,bigbrain_5390_4832_4170.nii,134153
save_incremented,198.0511040687561,204.74868321418762,bigbrain_5390_4832_4170.nii,134153
load_img,193.36770486831665,193.37432646751404,bigbrain_3080_4228_6255.nii,134271
increment_data,193.37596082687378,195.95059943199158,bigbrain_3080_4228_6255.nii,134271
save_incremented,195.95238423347473,200.0180413722992,bigbrain_3080_4228_6255.nii,134271
load_img,193.24082589149475,193.24535608291626,bigbrain_4620_2416_0.nii,134100
increment_data,193.2462239265442,197.79230093955994,bigbrain_4620_2416_0.nii,134100
