driver_program,0,4004.1860167980194,/home/users/vhayots/spark-1570906468-isilonAD_1it_96cpus_0delay_npc_em-1,allfiles
increment_data,2147.0000355243683,2188.2772612571716,bigbrain_0_2416_1390.nii,154035
save_incremented,2309.0943133831024,2375.5288331508636,bigbrain_0_2416_1390.nii,154035
load_img,2541.1549785137177,2541.9603049755096,bigbrain_0_0_4170.nii,154126
increment_data,2664.918945789337,2666.4866132736206,bigbrain_0_0_4170.nii,154126
save_incremented,2783.950813770294,2836.0772562026978,bigbrain_0_0_4170.nii,154126
load_img,1157.941987991333,1157.9465703964233,bigbrain_0_3020_3475.nii,154317
increment_data,1259.7855093479156,1261.622174024582,bigbrain_0_3020_3475.nii,154317
save_incremented,1344.7363119125366,1431.195687532425,bigbrain_0_3020_3475.nii,154317
load_img,3061.3799006938934,3061.384241580963,bigbrain_0_0_695.nii,154379
increment_data,3153.590475320816,3154.561262845993,bigbrain_0_0_695.nii,154379
save_incremented,3223.3378019332886,3341.2308177948,bigbrain_0_0_695.nii,154379
load_img,2689.283457994461,2689.287460565567,bigbrain_0_1812_5560.nii,154195
increment_data,2809.650004863739,2811.5871291160583,bigbrain_0_1812_5560.nii,154195
save_incremented,2880.1758391857147,2992.5594124794006,bigbrain_0_1812_5560.nii,154195
load_img,3204.64221906662,3206.6330721378326,bigbrain_0_0_1390.nii,154020
increment_data,3292.7599489688873,3297.091941833496,bigbrain_0_0_1390.nii,154020
save_incremented,3398.839634180069,3501.021651506424,bigbrain_0_0_1390.nii,154020
load_img,3429.595418214798,3430.5845687389374,bigbrain_0_0_1390.nii,154317
increment_data,3520.0608098506927,3522.0617337226868,bigbrain_0_0_1390.nii,154317
save_incremented,3582.3113317489624,3708.7482402324677,bigbrain_0_0_1390.nii,154317
load_img,252.3161644935608,253.33771538734436,bigbrain_0_1208_4865.nii,154066
increment_data,309.6594548225403,312.51361989974976,bigbrain_0_1208_4865.nii,154066
save_incremented,396.3316180706024,437.52773356437683,bigbrain_0_1208_4865.nii,154066
load_img,2919.44850564003,2919.9120700359344,bigbrain_0_3020_4170.nii,154165
increment_data,3026.3886868953705,3028.1206426620483,bigbrain_0_3020_4170.nii,154165
save_incremented,3137.3562898635864,3234.0957341194153,bigbrain_0_3020_4170.nii,154165
load_img,2016.6040863990784,2016.6083059310913,bigbrain_0_2416_6255.nii,154266
increment_data,2095.9269728660583,2098.1581423282623,bigbrain_0_2416_6255.nii,154266
save_incremented,2189.171532869339,2269.7143354415894,bigbrain_0_2416_6255.nii,154266
load_img,3843.3551952838898,3844.2604715824127,bigbrain_0_2416_695.nii,154407
increment_data,3844.8925352096558,3845.822237253189,bigbrain_0_2416_695.nii,154407
save_incremented,3846.275779724121,3867.4586646556854,bigbrain_0_2416_695.nii,154407
load_img,261.97881031036377,262.45323300361633,bigbrain_0_0_6255.nii,154104
increment_data,357.86919236183167,360.3345522880554,bigbrain_0_0_6255.nii,154104
save_incremented,445.4199001789093,495.71058535575867,bigbrain_0_0_6255.nii,154104
load_img,54.2015495300293,54.851619243621826,bigbrain_0_3624_695.nii,154135
increment_data,93.26129102706909,97.55026650428772,bigbrain_0_3624_695.nii,154135
save_incremented,155.05662322044373,230.0895960330963,bigbrain_0_3624_695.nii,154135
load_img,82.12460017204285,85.88334083557129,bigbrain_0_4228_6255.nii,154183
increment_data,129.64963150024414,131.26339054107666,bigbrain_0_4228_6255.nii,154183
save_incremented,239.43572902679443,420.7421176433563,bigbrain_0_4228_6255.nii,154183
load_img,3391.282715320587,3391.28706908226,bigbrain_0_1812_1390.nii,154220
increment_data,3497.9676117897034,3499.2478020191193,bigbrain_0_1812_1390.nii,154220
save_incremented,3561.1567974090576,3828.2811636924744,bigbrain_0_1812_1390.nii,154220
load_img,566.4799139499664,566.484733581543,bigbrain_0_1812_4865.nii,154078
increment_data,702.7513847351074,706.8673901557922,bigbrain_0_1812_4865.nii,154078
save_incremented,819.5488567352295,893.108660697937,bigbrain_0_1812_4865.nii,154078
load_img,715.4725635051727,728.9207649230957,bigbrain_0_1812_4865.nii,154161
increment_data,825.8347101211548,827.3096289634705,bigbrain_0_1812_4865.nii,154161
save_incremented,905.2610278129578,942.1424603462219,bigbrain_0_1812_4865.nii,154161
load_img,1060.4199328422546,1069.7185020446777,bigbrain_0_0_2085.nii,154008
increment_data,1211.195374250412,1247.4117224216461,bigbrain_0_0_2085.nii,154008
save_incremented,1322.3375260829926,1373.4474558830261,bigbrain_0_0_2085.nii,154008
load_img,2835.3346309661865,2840.5113763809204,bigbrain_0_2416_3475.nii,154035
increment_data,2923.161330461502,2959.4360389709473,bigbrain_0_2416_3475.nii,154035
save_incremented,3059.93519115448,3108.256651163101,bigbrain_0_2416_3475.nii,154035
load_img,2837.9253883361816,2841.552227973938,bigbrain_0_3020_0.nii,154014
increment_data,2927.6511754989624,2963.690821647644,bigbrain_0_3020_0.nii,154014
save_incremented,3064.115362882614,3124.9029581546783,bigbrain_0_3020_0.nii,154014
load_img,460.3649344444275,460.3717017173767,bigbrain_0_1812_4170.nii,154213
increment_data,545.92311835289,548.4753575325012,bigbrain_0_1812_4170.nii,154213
save_incremented,652.7309627532959,734.0306363105774,bigbrain_0_1812_4170.nii,154213
load_img,3382.2258520126343,3382.2300956249237,bigbrain_0_3624_1390.nii,154138
increment_data,3480.001420736313,3482.2926902770996,bigbrain_0_3624_1390.nii,154138
save_incremented,3544.382836818695,3584.933568716049,bigbrain_0_3624_1390.nii,154138
load_img,54.211918354034424,80.27709364891052,bigbrain_0_3020_2780.nii,154118
increment_data,109.59748005867004,110.83126997947693,bigbrain_0_3020_2780.nii,154118
save_incremented,160.09198451042175,219.37645411491394,bigbrain_0_3020_2780.nii,154118
load_img,427.67298913002014,427.6789560317993,bigbrain_0_0_6255.nii,154403
increment_data,478.3431258201599,480.2912485599518,bigbrain_0_0_6255.nii,154403
save_incremented,564.7626807689667,628.1960201263428,bigbrain_0_0_6255.nii,154403
load_img,2570.6948618888855,2570.700095653534,bigbrain_0_3020_5560.nii,154174
increment_data,2688.9408979415894,2690.040584564209,bigbrain_0_3020_5560.nii,154174
save_incremented,2810.2735352516174,2876.323058605194,bigbrain_0_3020_5560.nii,154174
load_img,2743.2429139614105,2749.832886695862,bigbrain_0_3624_2780.nii,154008
increment_data,2835.794080734253,2870.3868460655212,bigbrain_0_3624_2780.nii,154008
save_incremented,2952.3763856887817,3000.147948741913,bigbrain_0_3624_2780.nii,154008
load_img,853.4571399688721,853.4634010791779,bigbrain_0_3020_2085.nii,154415
increment_data,953.6045265197754,960.6734166145325,bigbrain_0_3020_2085.nii,154415
save_incremented,1118.4849944114685,1209.1998884677887,bigbrain_0_3020_2085.nii,154415
load_img,3414.5821299552917,3415.4850647449493,bigbrain_0_3624_6255.nii,154109
increment_data,3509.1170566082,3510.2739017009735,bigbrain_0_3624_6255.nii,154109
save_incremented,3577.4210543632507,3674.303269147873,bigbrain_0_3624_6255.nii,154109
load_img,3951.0464951992035,3951.0631799697876,bigbrain_0_0_4170.nii,154374
increment_data,3951.0722601413727,3951.470525741577,bigbrain_0_0_4170.nii,154374
save_incremented,3951.472774028778,3974.240729570389,bigbrain_0_0_4170.nii,154374
load_img,2127.36168384552,2127.3669018745422,bigbrain_0_3624_0.nii,154304
increment_data,2241.3065209388733,2243.475762605667,bigbrain_0_3624_0.nii,154304
save_incremented,2364.9345581531525,2410.034615755081,bigbrain_0_3624_0.nii,154304
load_img,2406.887982606888,2406.8942692279816,bigbrain_0_3624_3475.nii,154237
increment_data,2487.355150938034,2488.178350687027,bigbrain_0_3624_3475.nii,154237
save_incremented,2573.525514125824,2742.322312116623,bigbrain_0_3624_3475.nii,154237
load_img,3373.2665984630585,3373.270906686783,bigbrain_0_4228_4170.nii,154156
increment_data,3469.016809463501,3472.650717973709,bigbrain_0_4228_4170.nii,154156
save_incremented,3543.124030828476,3607.42902302742,bigbrain_0_4228_4170.nii,154156
load_img,2375.131316423416,2380.140204191208,bigbrain_0_3020_5560.nii,154003
increment_data,2467.7895090579987,2500.0487847328186,bigbrain_0_3020_5560.nii,154003
save_incremented,2601.2874159812927,2654.267359018326,bigbrain_0_3020_5560.nii,154003
load_img,2841.5384385585785,2841.54257106781,bigbrain_0_1208_1390.nii,154308
increment_data,2925.301455974579,2927.4448001384735,bigbrain_0_1208_1390.nii,154308
save_incremented,3034.5286445617676,3110.4820601940155,bigbrain_0_1208_1390.nii,154308
load_img,999.8101391792297,999.8141779899597,bigbrain_0_3020_3475.nii,154298
increment_data,1156.2172620296478,1158.0373680591583,bigbrain_0_3020_3475.nii,154298
save_incremented,1257.8089962005615,1299.114815711975,bigbrain_0_3020_3475.nii,154298
load_img,3465.0995121002197,3465.1041009426117,bigbrain_0_2416_5560.nii,154241
increment_data,3542.553710460663,3544.4127655029297,bigbrain_0_2416_5560.nii,154241
save_incremented,3611.844950437546,3673.8068413734436,bigbrain_0_2416_5560.nii,154241
load_img,471.3094992637634,471.800945520401,bigbrain_0_0_2780.nii,154035
increment_data,549.2856471538544,550.1933636665344,bigbrain_0_0_2780.nii,154035
save_incremented,658.4640321731567,769.1028680801392,bigbrain_0_0_2780.nii,154035
load_img,259.7791540622711,259.78491616249084,bigbrain_0_3020_2085.nii,154002
increment_data,327.87432646751404,502.16398549079895,bigbrain_0_3020_2085.nii,154002
save_incremented,571.3428866863251,674.0235521793365,bigbrain_0_3020_2085.nii,154002
load_img,2093.444931268692,2093.4492976665497,bigbrain_0_0_3475.nii,154361
increment_data,2183.3202514648438,2185.0914907455444,bigbrain_0_0_3475.nii,154361
save_incremented,2300.6920812129974,2361.4060051441193,bigbrain_0_0_3475.nii,154361
load_img,626.5400104522705,663.7980284690857,bigbrain_0_4228_2780.nii,154156
increment_data,806.7198259830475,808.6949694156647,bigbrain_0_4228_2780.nii,154156
save_incremented,868.9141342639923,913.3085219860077,bigbrain_0_4228_2780.nii,154156
load_img,2349.0539405345917,2349.971932411194,bigbrain_0_2416_1390.nii,154270
increment_data,2450.684571504593,2452.1596298217773,bigbrain_0_2416_1390.nii,154270
save_incremented,2527.643261909485,2691.4650478363037,bigbrain_0_2416_1390.nii,154270
load_img,2472.97890996933,2482.4617648124695,bigbrain_0_1812_0.nii,154014
increment_data,2558.9148559570312,2599.3160490989685,bigbrain_0_1812_0.nii,154014
save_incremented,2701.777530670166,2754.1752545833588,bigbrain_0_1812_0.nii,154014
load_img,3157.150221347809,3157.155404806137,bigbrain_0_3624_1390.nii,154032
increment_data,3223.9172353744507,3224.802070617676,bigbrain_0_3624_1390.nii,154032
save_incremented,3319.58026099205,3457.091638326645,bigbrain_0_3624_1390.nii,154032
load_img,3273.018956422806,3273.023171901703,bigbrain_0_3624_5560.nii,154161
increment_data,3376.512390613556,3378.3917577266693,bigbrain_0_3624_5560.nii,154161
save_incremented,3475.1009833812714,3545.0786378383636,bigbrain_0_3624_5560.nii,154161
load_img,505.2809901237488,505.8581268787384,bigbrain_0_4228_2780.nii,154083
increment_data,602.2734334468842,610.8884999752045,bigbrain_0_4228_2780.nii,154083
save_incremented,748.418954372406,811.7893681526184,bigbrain_0_4228_2780.nii,154083
load_img,3081.6160595417023,3083.616809129715,bigbrain_0_3020_0.nii,154382
increment_data,3165.043091058731,3166.3580815792084,bigbrain_0_3020_0.nii,154382
save_incremented,3231.3294467926025,3492.632367372513,bigbrain_0_3020_0.nii,154382
load_img,2928.2717480659485,2928.835501432419,bigbrain_0_0_695.nii,154026
increment_data,3039.388873577118,3041.773884534836,bigbrain_0_0_695.nii,154026
save_incremented,3145.79004073143,3213.5541446208954,bigbrain_0_0_695.nii,154026
load_img,1160.9399971961975,1160.944661617279,bigbrain_0_3020_3475.nii,154349
increment_data,1262.8759145736694,1264.5607314109802,bigbrain_0_3020_3475.nii,154349
save_incremented,1358.3699779510498,1428.781700372696,bigbrain_0_3020_3475.nii,154349
load_img,385.3116042613983,385.8661081790924,bigbrain_0_0_0.nii,154379
increment_data,463.73895359039307,465.21163034439087,bigbrain_0_0_0.nii,154379
save_incremented,546.9749026298523,591.9204912185669,bigbrain_0_0_0.nii,154379
load_img,3187.468987226486,3187.473186969757,bigbrain_0_3020_1390.nii,154237
increment_data,3281.096827983856,3297.3092906475067,bigbrain_0_3020_1390.nii,154237
save_incremented,3395.9635684490204,3484.2984960079193,bigbrain_0_3020_1390.nii,154237
load_img,809.2049391269684,811.7921681404114,bigbrain_0_1812_2085.nii,154002
increment_data,879.7445929050446,910.7891881465912,bigbrain_0_1812_2085.nii,154002
save_incremented,1044.5364079475403,1096.1212685108185,bigbrain_0_1812_2085.nii,154002
load_img,262.2731683254242,262.4541871547699,bigbrain_0_0_6255.nii,154078
increment_data,365.0746819972992,369.8318028450012,bigbrain_0_0_6255.nii,154078
save_incremented,444.4392468929291,486.34303402900696,bigbrain_0_0_6255.nii,154078
load_img,3180.02960896492,3180.033932685852,bigbrain_0_3020_1390.nii,154415
increment_data,3266.1968824863434,3267.133895635605,bigbrain_0_3020_1390.nii,154415
save_incremented,3372.35360455513,3486.527599811554,bigbrain_0_3020_1390.nii,154415
load_img,3370.530463695526,3372.3574180603027,bigbrain_0_3624_5560.nii,154266
increment_data,3466.8726863861084,3471.5465083122253,bigbrain_0_3624_5560.nii,154266
save_incremented,3542.9816069602966,3633.156430006027,bigbrain_0_3624_5560.nii,154266
load_img,1699.0832908153534,1699.0882496833801,bigbrain_0_1812_6255.nii,154361
increment_data,1794.1619913578033,1796.6585729122162,bigbrain_0_1812_6255.nii,154361
save_incremented,1913.4538276195526,2014.4885065555573,bigbrain_0_1812_6255.nii,154361
load_img,3575.6066415309906,3575.6108827590942,bigbrain_0_3624_6255.nii,154419
increment_data,3643.364933013916,3665.8525199890137,bigbrain_0_3624_6255.nii,154419
save_incremented,3673.4938535690308,3803.630570411682,bigbrain_0_3624_6255.nii,154419
load_img,1243.9164032936096,1248.6509284973145,bigbrain_0_1208_6255.nii,154020
increment_data,1329.749237537384,1372.4175333976746,bigbrain_0_1208_6255.nii,154020
save_incremented,1493.1951897144318,1551.8049232959747,bigbrain_0_1208_6255.nii,154020
load_img,3436.5633907318115,3436.567757129669,bigbrain_0_1812_1390.nii,154379
increment_data,3525.3948419094086,3527.1462252140045,bigbrain_0_1812_1390.nii,154379
save_incremented,3589.0139203071594,3810.795009613037,bigbrain_0_1812_1390.nii,154379
load_img,2005.3954484462738,2006.435446023941,bigbrain_0_0_3475.nii,154228
increment_data,2087.975252866745,2090.389577627182,bigbrain_0_0_3475.nii,154228
save_incremented,2178.4940478801727,2273.406270503998,bigbrain_0_0_3475.nii,154228
load_img,1442.2502880096436,1442.962993144989,bigbrain_0_2416_0.nii,154113
increment_data,1575.682783126831,1577.5994160175323,bigbrain_0_2416_0.nii,154113
save_incremented,1671.3806562423706,1706.2371897697449,bigbrain_0_2416_0.nii,154113
load_img,11.443286895751953,11.731307744979858,bigbrain_0_3624_695.nii,154002
increment_data,22.97602605819702,34.793274879455566,bigbrain_0_3624_695.nii,154002
save_incremented,41.10407900810242,53.90042996406555,bigbrain_0_3624_695.nii,154002
load_img,1238.929174900055,1238.9334089756012,bigbrain_0_4228_1390.nii,154331
increment_data,1311.1079223155975,1312.3265480995178,bigbrain_0_4228_1390.nii,154331
save_incremented,1428.520870923996,1577.9382836818695,bigbrain_0_4228_1390.nii,154331
load_img,807.94278383255,808.4378178119659,bigbrain_0_3020_2085.nii,154237
increment_data,869.6405899524689,871.1679103374481,bigbrain_0_3020_2085.nii,154237
save_incremented,997.3273410797119,1053.556111574173,bigbrain_0_3020_2085.nii,154237
load_img,732.5091769695282,733.4351620674133,bigbrain_0_3020_2085.nii,154169
increment_data,835.5569198131561,836.777223110199,bigbrain_0_3020_2085.nii,154169
save_incremented,920.276200056076,1003.0831706523895,bigbrain_0_3020_2085.nii,154169
load_img,2481.5041856765747,2483.2749741077423,bigbrain_0_1812_695.nii,154308
increment_data,2561.748503923416,2564.2278797626495,bigbrain_0_1812_695.nii,154308
save_incremented,2676.382108926773,2764.408916950226,bigbrain_0_1812_695.nii,154308
load_img,3449.1049630641937,3449.1102964878082,bigbrain_0_3624_1390.nii,154200
increment_data,3541.000024795532,3542.8305842876434,bigbrain_0_3624_1390.nii,154200
save_incremented,3608.337182998657,3661.564594268799,bigbrain_0_3624_1390.nii,154200
load_img,1778.8015820980072,1778.805349111557,bigbrain_0_1208_0.nii,154053
increment_data,1894.6716804504395,1895.6920711994171,bigbrain_0_1208_0.nii,154053
save_incremented,2037.867469072342,2084.0011978149414,bigbrain_0_1208_0.nii,154053
load_img,3540.7009246349335,3542.2693791389465,bigbrain_0_3624_5560.nii,154331
increment_data,3611.5241010189056,3621.1775262355804,bigbrain_0_3624_5560.nii,154331
save_incremented,3670.052333831787,3712.316377401352,bigbrain_0_3624_5560.nii,154331
load_img,2072.0365312099457,2073.8768315315247,bigbrain_0_1208_5560.nii,154308
increment_data,2154.4259130954742,2156.1388850212097,bigbrain_0_1208_5560.nii,154308
save_incremented,2271.51896071434,2395.201315879822,bigbrain_0_1208_5560.nii,154308
load_img,54.02956986427307,54.1998987197876,bigbrain_0_2416_4865.nii,154078
increment_data,83.87741875648499,86.15292143821716,bigbrain_0_2416_4865.nii,154078
save_incremented,130.5587306022644,219.659747838974,bigbrain_0_2416_4865.nii,154078
load_img,989.4816632270813,989.4867253303528,bigbrain_0_3020_3475.nii,154279
increment_data,1149.7957310676575,1152.1738712787628,bigbrain_0_3020_3475.nii,154279
save_incremented,1246.6442425251007,1297.2832362651825,bigbrain_0_3020_3475.nii,154279
load_img,596.4367916584015,596.4417672157288,bigbrain_0_1812_3475.nii,154143
increment_data,740.6404867172241,743.3345580101013,bigbrain_0_1812_3475.nii,154143
save_incremented,840.7288911342621,888.610009431839,bigbrain_0_1812_3475.nii,154143
load_img,83.35252475738525,87.35425615310669,bigbrain_0_2416_2780.nii,154228
increment_data,135.8035056591034,136.59383392333984,bigbrain_0_2416_2780.nii,154228
save_incremented,248.6490457057953,388.34152483940125,bigbrain_0_2416_2780.nii,154228
load_img,1160.3070404529572,1160.311273097992,bigbrain_0_4228_0.nii,154200
increment_data,1262.1450154781342,1263.579185962677,bigbrain_0_4228_0.nii,154200
save_incremented,1357.5739917755127,1430.680507659912,bigbrain_0_4228_0.nii,154200
load_img,2506.282202720642,2508.4582765102386,bigbrain_0_1208_1390.nii,154118
increment_data,2613.5775797367096,2653.516263484955,bigbrain_0_1208_1390.nii,154118
save_incremented,2753.425712823868,2806.187438726425,bigbrain_0_1208_1390.nii,154118
load_img,3863.794835090637,3864.379543066025,bigbrain_0_3020_3475.nii,154374
increment_data,3864.8780517578125,3865.680818796158,bigbrain_0_3020_3475.nii,154374
save_incremented,3866.0812516212463,3884.321568250656,bigbrain_0_3020_3475.nii,154374
load_img,2527.9696140289307,2527.973849773407,bigbrain_0_3020_5560.nii,154053
increment_data,2635.340193748474,2637.2888441085815,bigbrain_0_3020_5560.nii,154053
save_incremented,2744.7495567798615,2799.662726163864,bigbrain_0_3020_5560.nii,154053
load_img,3383.438584804535,3384.0249679088593,bigbrain_0_3624_6255.nii,154143
increment_data,3485.5625443458557,3490.239445924759,bigbrain_0_3624_6255.nii,154143
save_incremented,3548.88049864769,3612.4391968250275,bigbrain_0_3624_6255.nii,154143
load_img,1994.5580739974976,1994.562465429306,bigbrain_0_1208_0.nii,154284
increment_data,2074.0743060112,2075.4299166202545,bigbrain_0_1208_0.nii,154284
save_incremented,2155.094222545624,2212.070251226425,bigbrain_0_1208_0.nii,154284
load_img,3127.3573746681213,3129.7834730148315,bigbrain_0_3624_1390.nii,154003
increment_data,3186.9935352802277,3221.39160656929,bigbrain_0_3624_1390.nii,154003
save_incremented,3312.2909922599792,3406.484174013138,bigbrain_0_3624_1390.nii,154003
load_img,2666.065339565277,2666.0692958831787,bigbrain_0_0_4865.nii,154045
increment_data,2785.9470522403717,2788.521266222,bigbrain_0_0_4865.nii,154045
save_incremented,2861.974940776825,2938.6556825637817,bigbrain_0_0_4865.nii,154045
load_img,3019.0258960723877,3019.5334074497223,bigbrain_0_3020_1390.nii,154149
increment_data,3117.2111761569977,3118.901184797287,bigbrain_0_3020_1390.nii,154149
save_incremented,3178.822550058365,3233.2463936805725,bigbrain_0_3020_1390.nii,154149
load_img,1654.1134598255157,1654.1195440292358,bigbrain_0_1812_2780.nii,154357
increment_data,1720.335711479187,1723.035228252411,bigbrain_0_1812_2780.nii,154357
save_incremented,1840.5634496212006,1930.6515710353851,bigbrain_0_1812_2780.nii,154357
load_img,3177.899286031723,3177.9032628536224,bigbrain_0_3624_4170.nii,154419
increment_data,3265.803761959076,3273.4640398025513,bigbrain_0_3624_4170.nii,154419
save_incremented,3374.923986196518,3506.563841819763,bigbrain_0_3624_4170.nii,154419
load_img,457.8569748401642,457.86362385749817,bigbrain_0_1208_4865.nii,154270
increment_data,526.2312777042389,528.2389841079712,bigbrain_0_1208_4865.nii,154270
save_incremented,619.9092400074005,664.3836016654968,bigbrain_0_1208_4865.nii,154270
load_img,3407.5798120498657,3408.811278820038,bigbrain_0_2416_5560.nii,154169
increment_data,3505.511975288391,3506.517838716507,bigbrain_0_2416_5560.nii,154169
save_incremented,3574.996814250946,3631.002691268921,bigbrain_0_2416_5560.nii,154169
load_img,2286.423159599304,2286.6832361221313,bigbrain_0_1812_695.nii,154121
increment_data,2396.257896900177,2398.9759669303894,bigbrain_0_1812_695.nii,154121
save_incremented,2482.9835987091064,2545.592596054077,bigbrain_0_1812_695.nii,154121
load_img,430.21202278137207,430.2183566093445,bigbrain_0_1208_4865.nii,154349
increment_data,485.46458530426025,488.305447101593,bigbrain_0_1208_4865.nii,154349
save_incremented,567.0895471572876,619.1700053215027,bigbrain_0_1208_4865.nii,154349
load_img,2349.9631407260895,2349.967217206955,bigbrain_0_3624_2085.nii,154195
increment_data,2450.203478574753,2451.069291114807,bigbrain_0_3624_2085.nii,154195
save_incremented,2525.3890719413757,2572.139812231064,bigbrain_0_3624_2085.nii,154195
load_img,2719.5508987903595,2719.5551900863647,bigbrain_0_1812_5560.nii,154228
increment_data,2827.7349529266357,2828.9042117595673,bigbrain_0_1812_5560.nii,154228
save_incremented,2903.245012283325,2991.767196893692,bigbrain_0_1812_5560.nii,154228
load_img,3159.3117032051086,3159.320093154907,bigbrain_0_3624_4170.nii,154361
increment_data,3225.458827018738,3226.454183101654,bigbrain_0_3624_4170.nii,154361
save_incremented,3338.304874420166,3463.900144100189,bigbrain_0_3624_4170.nii,154361
