driver_program,0,74.75419235229492,/dev/shm/val/spark-1570987091-tmpfs_1it_96cpus_0delay_npc_em-0,allfiles
save_incremented,64.27710366249084,66.38360357284546,bigbrain_0_3624_695.nii,118725
load_img,63.64578914642334,63.647403955459595,bigbrain_0_1208_2780.nii,118984
increment_data,63.6477255821228,64.24578952789307,bigbrain_0_1208_2780.nii,118984
save_incremented,64.24767470359802,66.4814145565033,bigbrain_0_1208_2780.nii,118984
load_img,63.42425990104675,63.425678968429565,bigbrain_0_3624_695.nii,118781
increment_data,63.42596626281738,63.99714493751526,bigbrain_0_3624_695.nii,118781
save_incremented,63.997398138046265,66.09562802314758,bigbrain_0_3624_695.nii,118781
load_img,63.34765982627869,63.349037647247314,bigbrain_0_0_0.nii,118914
increment_data,63.34934091567993,63.948533058166504,bigbrain_0_0_0.nii,118914
save_incremented,63.95012807846069,64.85391139984131,bigbrain_0_0_0.nii,118914
load_img,63.2143657207489,63.215832471847534,bigbrain_0_3624_695.nii,118728
increment_data,63.21613025665283,63.78769302368164,bigbrain_0_3624_695.nii,118728
save_incremented,63.78791165351868,66.33275151252747,bigbrain_0_3624_695.nii,118728
load_img,63.11489200592041,63.116950035095215,bigbrain_0_1208_2780.nii,119017
increment_data,63.117326736450195,63.6854362487793,bigbrain_0_1208_2780.nii,119017
save_incremented,63.68565487861633,65.53845286369324,bigbrain_0_1208_2780.nii,119017
load_img,62.99407935142517,62.99546027183533,bigbrain_0_4228_6255.nii,118718
increment_data,62.99575972557068,63.56121039390564,bigbrain_0_4228_6255.nii,118718
save_incremented,63.561405658721924,65.87799143791199,bigbrain_0_4228_6255.nii,118718
load_img,62.78514862060547,62.7865846157074,bigbrain_0_4228_6255.nii,118925
increment_data,62.786866903305054,63.41245627403259,bigbrain_0_4228_6255.nii,118925
save_incremented,63.41267657279968,65.88688731193542,bigbrain_0_4228_6255.nii,118925
load_img,62.7784218788147,62.77985739707947,bigbrain_0_3624_695.nii,118758
increment_data,62.78018498420715,63.35852646827698,bigbrain_0_3624_695.nii,118758
save_incremented,63.358742475509644,65.01259875297546,bigbrain_0_3624_695.nii,118758
load_img,62.63147974014282,62.63295292854309,bigbrain_0_3624_695.nii,118878
increment_data,62.63326978683472,63.21266484260559,bigbrain_0_3624_695.nii,118878
save_incremented,63.21300482749939,66.3267765045166,bigbrain_0_3624_695.nii,118878
load_img,62.61438989639282,62.615856885910034,bigbrain_0_4228_2085.nii,118887
increment_data,62.61616277694702,63.257570028305054,bigbrain_0_4228_2085.nii,118887
save_incremented,63.25773334503174,64.23902726173401,bigbrain_0_4228_2085.nii,118887
load_img,62.60782289505005,62.60962915420532,bigbrain_0_1208_695.nii,118830
increment_data,62.60996222496033,63.25001120567322,bigbrain_0_1208_695.nii,118830
save_incremented,63.250226974487305,65.1139166355133,bigbrain_0_1208_695.nii,118830
load_img,62.60394477844238,62.60538291931152,bigbrain_0_1208_695.nii,118655
increment_data,62.60568022727966,63.27194309234619,bigbrain_0_1208_695.nii,118655
save_incremented,63.27219820022583,65.05845522880554,bigbrain_0_1208_695.nii,118655
load_img,62.59777641296387,62.599066734313965,bigbrain_0_1208_695.nii,118932
increment_data,62.59931468963623,63.18768310546875,bigbrain_0_1208_695.nii,118932
save_incremented,63.18789458274841,65.1828179359436,bigbrain_0_1208_695.nii,118932
load_img,62.58558750152588,62.58796429634094,bigbrain_0_3624_695.nii,118771
increment_data,62.58841919898987,63.240792751312256,bigbrain_0_3624_695.nii,118771
save_incremented,63.24102067947388,66.29818987846375,bigbrain_0_3624_695.nii,118771
load_img,62.46779990196228,62.469438552856445,bigbrain_0_1208_695.nii,118808
increment_data,62.46974468231201,63.13634943962097,bigbrain_0_1208_695.nii,118808
save_incremented,63.136582136154175,65.38413548469543,bigbrain_0_1208_695.nii,118808
load_img,62.3416850566864,62.34302997589111,bigbrain_0_0_0.nii,118860
increment_data,62.34335517883301,62.94361972808838,bigbrain_0_0_0.nii,118860
save_incremented,62.94383096694946,63.81613278388977,bigbrain_0_0_0.nii,118860
load_img,62.07283592224121,62.07408905029297,bigbrain_0_2416_4865.nii,118722
increment_data,62.074400663375854,62.65547490119934,bigbrain_0_2416_4865.nii,118722
save_incremented,62.65570878982544,63.90810418128967,bigbrain_0_2416_4865.nii,118722
load_img,62.07016587257385,62.0718355178833,bigbrain_0_2416_4865.nii,118713
increment_data,62.072147846221924,62.692816734313965,bigbrain_0_2416_4865.nii,118713
save_incremented,62.693021297454834,63.93464112281799,bigbrain_0_2416_4865.nii,118713
load_img,61.962491512298584,61.96387767791748,bigbrain_0_1208_695.nii,118971
increment_data,61.96418619155884,62.657939195632935,bigbrain_0_1208_695.nii,118971
save_incremented,62.65813660621643,64.67689895629883,bigbrain_0_1208_695.nii,118971
load_img,61.95110821723938,61.95260548591614,bigbrain_0_2416_4865.nii,118919
increment_data,61.95291233062744,62.54426145553589,bigbrain_0_2416_4865.nii,118919
save_incremented,62.54455041885376,64.15365934371948,bigbrain_0_2416_4865.nii,118919
load_img,61.93546271324158,61.937384843826294,bigbrain_0_3020_4865.nii,118642
increment_data,61.937721729278564,62.589953899383545,bigbrain_0_3020_4865.nii,118642
save_incremented,62.59012222290039,64.39535331726074,bigbrain_0_3020_4865.nii,118642
load_img,61.92139291763306,61.92310833930969,bigbrain_0_3020_4865.nii,118841
increment_data,61.92344307899475,62.517903089523315,bigbrain_0_3020_4865.nii,118841
save_incremented,62.518107414245605,63.939268589019775,bigbrain_0_3020_4865.nii,118841
load_img,61.91181564331055,61.91366481781006,bigbrain_0_3020_4865.nii,118967
increment_data,61.913997173309326,62.553117513656616,bigbrain_0_3020_4865.nii,118967
save_incremented,62.55331349372864,64.06579065322876,bigbrain_0_3020_4865.nii,118967
load_img,61.87704539299011,61.87850499153137,bigbrain_0_2416_4865.nii,118624
increment_data,61.878825426101685,62.47126841545105,bigbrain_0_2416_4865.nii,118624
save_incremented,62.471440076828,64.33966970443726,bigbrain_0_2416_4865.nii,118624
load_img,61.8408637046814,61.84229636192322,bigbrain_0_3624_695.nii,118954
increment_data,61.84259867668152,62.42789435386658,bigbrain_0_3624_695.nii,118954
save_incremented,62.42804718017578,65.64160227775574,bigbrain_0_3624_695.nii,118954
load_img,61.835081577301025,61.836448431015015,bigbrain_0_2416_4865.nii,118897
increment_data,61.836754322052,62.453290700912476,bigbrain_0_2416_4865.nii,118897
save_incremented,62.45349860191345,64.30020928382874,bigbrain_0_2416_4865.nii,118897
load_img,61.757086992263794,61.75864219665527,bigbrain_0_1208_2780.nii,118914
increment_data,61.75893831253052,62.42685031890869,bigbrain_0_1208_2780.nii,118914
save_incremented,62.42716908454895,63.342859745025635,bigbrain_0_1208_2780.nii,118914
load_img,61.7257399559021,61.72783899307251,bigbrain_0_3624_695.nii,118979
increment_data,61.72818946838379,62.39386320114136,bigbrain_0_3624_695.nii,118979
save_incremented,62.394200801849365,64.079749584198,bigbrain_0_3624_695.nii,118979
load_img,61.59301471710205,61.59476399421692,bigbrain_0_3020_4865.nii,118663
increment_data,61.59504771232605,62.21836185455322,bigbrain_0_3020_4865.nii,118663
save_incremented,62.218565702438354,64.49975442886353,bigbrain_0_3020_4865.nii,118663
load_img,61.583646297454834,61.58838486671448,bigbrain_0_3020_4865.nii,118945
increment_data,61.58900594711304,62.194098472595215,bigbrain_0_3020_4865.nii,118945
save_incremented,62.194340467453,63.5133855342865,bigbrain_0_3020_4865.nii,118945
load_img,61.47588896751404,61.482022523880005,bigbrain_0_2416_2780.nii,118736
increment_data,61.48345398902893,62.08376741409302,bigbrain_0_2416_2780.nii,118736
save_incremented,62.08404564857483,64.05066204071045,bigbrain_0_2416_2780.nii,118736
load_img,61.35305643081665,61.3553364276886,bigbrain_0_1208_695.nii,118708
increment_data,61.35575771331787,62.042808294296265,bigbrain_0_1208_695.nii,118708
save_incremented,62.04303693771362,64.48377251625061,bigbrain_0_1208_695.nii,118708
load_img,61.33464694023132,61.33662414550781,bigbrain_0_2416_2780.nii,118795
increment_data,61.33699440956116,61.95923352241516,bigbrain_0_2416_2780.nii,118795
save_incremented,61.95949125289917,63.30004405975342,bigbrain_0_2416_2780.nii,118795
load_img,61.066601276397705,61.06807994842529,bigbrain_0_2416_2780.nii,118791
increment_data,61.06839871406555,61.66996502876282,bigbrain_0_2416_2780.nii,118791
save_incremented,61.67016410827637,63.71702980995178,bigbrain_0_2416_2780.nii,118791
load_img,60.914644956588745,60.916115283966064,bigbrain_0_2416_2780.nii,118989
increment_data,60.916451930999756,61.52001953125,bigbrain_0_2416_2780.nii,118989
save_incremented,61.520220041275024,62.930410385131836,bigbrain_0_2416_2780.nii,118989
load_img,60.90610074996948,60.90763449668884,bigbrain_0_1812_2780.nii,118887
increment_data,60.90805530548096,61.611400842666626,bigbrain_0_1812_2780.nii,118887
save_incremented,61.611634254455566,62.608728647232056,bigbrain_0_1812_2780.nii,118887
load_img,60.88111472129822,60.88267278671265,bigbrain_0_3020_6255.nii,118959
increment_data,60.882989168167114,61.54767203330994,bigbrain_0_3020_6255.nii,118959
save_incremented,61.547927141189575,63.784839391708374,bigbrain_0_3020_6255.nii,118959
load_img,60.850287199020386,60.851821184158325,bigbrain_0_3624_4865.nii,119013
increment_data,60.8521523475647,61.46619963645935,bigbrain_0_3624_4865.nii,119013
save_incremented,61.46643924713135,63.72906684875488,bigbrain_0_3624_4865.nii,119013
load_img,60.838818073272705,60.84073328971863,bigbrain_0_2416_2780.nii,118875
increment_data,60.84109902381897,61.46074414253235,bigbrain_0_2416_2780.nii,118875
save_incremented,61.46091341972351,63.617111921310425,bigbrain_0_2416_2780.nii,118875
load_img,60.81867265701294,60.82011342048645,bigbrain_0_4228_695.nii,118725
increment_data,60.82040858268738,61.466681480407715,bigbrain_0_4228_695.nii,118725
save_incremented,61.46679878234863,63.67516851425171,bigbrain_0_4228_695.nii,118725
load_img,60.79242396354675,60.79389429092407,bigbrain_0_1208_2780.nii,118860
increment_data,60.79426431655884,61.477620124816895,bigbrain_0_1208_2780.nii,118860
save_incremented,61.47780632972717,62.33815360069275,bigbrain_0_1208_2780.nii,118860
load_img,60.77142930030823,60.77446413040161,bigbrain_0_3624_695.nii,118767
increment_data,60.7750198841095,61.50993609428406,bigbrain_0_3624_695.nii,118767
save_incremented,61.51013255119324,62.84931135177612,bigbrain_0_3624_695.nii,118767
load_img,60.767351388931274,60.76907181739807,bigbrain_0_3020_6255.nii,118964
increment_data,60.769479751586914,61.403605461120605,bigbrain_0_3020_6255.nii,118964
save_incremented,61.403903007507324,64.60201168060303,bigbrain_0_3020_6255.nii,118964
load_img,60.76467514038086,60.76648926734924,bigbrain_0_3624_4865.nii,118893
increment_data,60.76688241958618,61.459962129592896,bigbrain_0_3624_4865.nii,118893
save_incremented,61.460514307022095,63.86655330657959,bigbrain_0_3624_4865.nii,118893
load_img,60.69370985031128,60.70449686050415,bigbrain_0_2416_2780.nii,118940
increment_data,60.70633673667908,61.35662245750427,bigbrain_0_2416_2780.nii,118940
save_incremented,61.35679745674133,63.95448422431946,bigbrain_0_2416_2780.nii,118940
load_img,60.48111081123352,60.4825439453125,bigbrain_0_3624_4865.nii,118718
increment_data,60.48290419578552,61.12961721420288,bigbrain_0_3624_4865.nii,118718
save_incremented,61.12985110282898,62.990241289138794,bigbrain_0_3624_4865.nii,118718
load_img,60.36290645599365,60.370288610458374,bigbrain_0_3624_4865.nii,118855
increment_data,60.37080359458923,61.09494423866272,bigbrain_0_3624_4865.nii,118855
save_incremented,61.09597301483154,63.916404485702515,bigbrain_0_3624_4865.nii,118855
load_img,60.34630727767944,60.348297357559204,bigbrain_0_3020_6255.nii,118984
increment_data,60.34872770309448,60.96999382972717,bigbrain_0_3020_6255.nii,118984
save_incremented,60.97027111053467,63.64146304130554,bigbrain_0_3020_6255.nii,118984
load_img,60.32701659202576,60.32931566238403,bigbrain_0_3624_4865.nii,119005
increment_data,60.32975363731384,61.093361139297485,bigbrain_0_3624_4865.nii,119005
save_incremented,61.09361243247986,63.93885946273804,bigbrain_0_3624_4865.nii,119005
load_img,60.20045828819275,60.20228147506714,bigbrain_0_3624_695.nii,118747
increment_data,60.202635288238525,60.98793864250183,bigbrain_0_3624_695.nii,118747
save_incremented,60.9881157875061,62.27368140220642,bigbrain_0_3624_695.nii,118747
load_img,60.142998933792114,60.14533972740173,bigbrain_0_4228_4865.nii,118846
increment_data,60.14570617675781,60.98782563209534,bigbrain_0_4228_4865.nii,118846
save_incremented,60.98806643486023,62.0283944606781,bigbrain_0_4228_4865.nii,118846
load_img,60.13539099693298,60.13693189620972,bigbrain_0_4228_4865.nii,118804
increment_data,60.137245178222656,60.9060173034668,bigbrain_0_4228_4865.nii,118804
save_incremented,60.906259298324585,62.023197650909424,bigbrain_0_4228_4865.nii,118804
load_img,60.04614734649658,60.05023527145386,bigbrain_0_3020_6255.nii,118865
increment_data,60.05087208747864,60.881924629211426,bigbrain_0_3020_6255.nii,118865
save_incremented,60.88214612007141,64.42704510688782,bigbrain_0_3020_6255.nii,118865
load_img,60.025434732437134,60.031540870666504,bigbrain_0_3020_6255.nii,118685
increment_data,60.03284311294556,60.71666693687439,bigbrain_0_3020_6255.nii,118685
save_incremented,60.716904163360596,64.42157983779907,bigbrain_0_3020_6255.nii,118685
load_img,59.81141996383667,59.813416481018066,bigbrain_0_4228_695.nii,118671
increment_data,59.813822507858276,60.62528395652771,bigbrain_0_4228_695.nii,118671
save_incremented,60.625563621520996,63.75124144554138,bigbrain_0_4228_695.nii,118671
load_img,59.80826759338379,59.80981779098511,bigbrain_0_3624_4865.nii,118925
increment_data,59.8101327419281,60.68559765815735,bigbrain_0_3624_4865.nii,118925
save_incremented,60.68587374687195,62.780009269714355,bigbrain_0_3624_4865.nii,118925
load_img,59.78806161880493,59.78945231437683,bigbrain_0_3020_2780.nii,118999
increment_data,59.78976011276245,60.71492290496826,bigbrain_0_3020_2780.nii,118999
save_incremented,60.71523833274841,61.791911602020264,bigbrain_0_3020_2780.nii,118999
load_img,59.76550078392029,59.76707434654236,bigbrain_0_0_6255.nii,118722
increment_data,59.76741600036621,60.476672887802124,bigbrain_0_0_6255.nii,118722
save_incremented,60.476892948150635,62.06797528266907,bigbrain_0_0_6255.nii,118722
load_img,59.722289085388184,59.72382998466492,bigbrain_0_3020_6255.nii,118742
increment_data,59.724143981933594,60.52240300178528,bigbrain_0_3020_6255.nii,118742
save_incremented,60.52264142036438,64.06680011749268,bigbrain_0_3020_6255.nii,118742
load_img,59.72033762931824,59.72236442565918,bigbrain_0_3020_6255.nii,119017
increment_data,59.72277212142944,60.5223548412323,bigbrain_0_3020_6255.nii,119017
save_incremented,60.52264165878296,63.106719970703125,bigbrain_0_3020_6255.nii,119017
load_img,59.71834945678711,59.71976184844971,bigbrain_0_4228_695.nii,118758
increment_data,59.720075368881226,60.376431465148926,bigbrain_0_4228_695.nii,118758
save_incremented,60.37676811218262,62.774473667144775,bigbrain_0_4228_695.nii,118758
load_img,59.597702503204346,59.59981417655945,bigbrain_0_4228_695.nii,118781
increment_data,59.60024547576904,60.27519631385803,bigbrain_0_4228_695.nii,118781
save_incremented,60.27544140815735,63.41872954368591,bigbrain_0_4228_695.nii,118781
load_img,59.58480644226074,59.586456060409546,bigbrain_0_4228_695.nii,118728
increment_data,59.58678722381592,60.37119770050049,bigbrain_0_4228_695.nii,118728
save_incremented,60.37155771255493,63.20919489860535,bigbrain_0_4228_695.nii,118728
load_img,59.523192405700684,59.53122329711914,bigbrain_0_1208_4170.nii,118830
increment_data,59.5332932472229,60.32656788825989,bigbrain_0_1208_4170.nii,118830
save_incremented,60.326996088027954,62.60211372375488,bigbrain_0_1208_4170.nii,118830
load_img,59.43981313705444,59.44559574127197,bigbrain_0_1208_4170.nii,118655
increment_data,59.44603943824768,60.20684194564819,bigbrain_0_1208_4170.nii,118655
save_incremented,60.20726656913757,62.59853148460388,bigbrain_0_1208_4170.nii,118655
load_img,59.40234088897705,59.404146671295166,bigbrain_0_0_6255.nii,118713
increment_data,59.40451383590698,60.20250344276428,bigbrain_0_0_6255.nii,118713
save_incremented,60.202701568603516,62.06408071517944,bigbrain_0_0_6255.nii,118713
load_img,59.34177803993225,59.34380030632019,bigbrain_0_1208_4170.nii,118932
increment_data,59.344236850738525,60.05456018447876,bigbrain_0_1208_4170.nii,118932
save_incremented,60.05478882789612,62.593629121780396,bigbrain_0_1208_4170.nii,118932
load_img,59.286664724349976,59.28832030296326,bigbrain_0_3020_2085.nii,118725
