driver_program,0,10712.354075193405,/home/users/vhayots/spark-1570511498-isilonAD_1it_25cpus_120delay_withpc-1,allfiles
load_img,3356.792181968689,3357.2831485271454,bigbrain_3850_1812_6255.nii,91334
increment_data,3379.4605865478516,3394.615036725998,bigbrain_3850_1812_6255.nii,91334
save_incremented,3416.0886368751526,3463.719099521637,bigbrain_3850_1812_6255.nii,91334
load_img,4466.164638757706,4466.718917608261,bigbrain_3850_0_3475.nii,91345
increment_data,4467.608397722244,4468.4353840351105,bigbrain_3850_0_3475.nii,91345
save_incremented,4475.500648260117,4549.189927816391,bigbrain_3850_0_3475.nii,91345
load_img,2541.9800906181335,2542.4349269866943,bigbrain_0_1812_695.nii,91343
increment_data,2593.2706475257874,2599.072507619858,bigbrain_0_1812_695.nii,91343
save_incremented,2601.7360825538635,2675.4078283309937,bigbrain_0_1812_695.nii,91343
load_img,416.7375981807709,417.21806144714355,bigbrain_5390_604_5560.nii,91301
increment_data,460.41804099082947,464.1776194572449,bigbrain_5390_604_5560.nii,91301
save_incremented,486.9607677459717,558.4604911804199,bigbrain_5390_604_5560.nii,91301
load_img,8584.735155820847,8585.117067813873,bigbrain_5390_4832_5560.nii,91313
increment_data,8605.34451007843,8607.592613458633,bigbrain_5390_4832_5560.nii,91313
save_incremented,8609.929759263992,8721.574297904968,bigbrain_5390_4832_5560.nii,91313
load_img,2048.853895664215,2049.3359274864197,bigbrain_1540_1208_695.nii,91319
increment_data,2096.5965106487274,2108.945852279663,bigbrain_1540_1208_695.nii,91319
save_incremented,2122.8903481960297,2199.0992465019226,bigbrain_1540_1208_695.nii,91319
load_img,9157.356529712677,9158.232101678848,bigbrain_1540_1208_4865.nii,91286
increment_data,9170.635512113571,9176.44981956482,bigbrain_1540_1208_4865.nii,91286
save_incremented,9220.452231407166,9288.756842136383,bigbrain_1540_1208_4865.nii,91286
load_img,10522.275985956192,10523.339812517166,bigbrain_6930_3020_6255.nii,91345
increment_data,10542.309786319733,10544.434123516083,bigbrain_6930_3020_6255.nii,91345
save_incremented,10564.211758852005,10642.73909687996,bigbrain_6930_3020_6255.nii,91345
load_img,10688.7749376297,10689.329533338547,bigbrain_6930_604_6255.nii,91316
increment_data,10689.339332580566,10690.137239456177,bigbrain_6930_604_6255.nii,91316
save_incremented,10690.140517950058,10712.212797641754,bigbrain_6930_604_6255.nii,91316
load_img,3662.8138556480408,3663.2549452781677,bigbrain_2310_4832_6255.nii,91286
increment_data,3665.8984110355377,3666.9417350292206,bigbrain_2310_4832_6255.nii,91286
save_incremented,3673.2734780311584,3785.7924149036407,bigbrain_2310_4832_6255.nii,91286
load_img,2598.675668478012,2599.0749514102936,bigbrain_4620_2416_1390.nii,91286
increment_data,2601.7438554763794,2602.590533018112,bigbrain_4620_2416_1390.nii,91286
save_incremented,2618.5233957767487,2720.178716659546,bigbrain_4620_2416_1390.nii,91286
load_img,5495.598567485809,5496.332452774048,bigbrain_770_3020_695.nii,91343
increment_data,5564.315765619278,5565.561178684235,bigbrain_770_3020_695.nii,91343
save_incremented,5577.6758732795715,5643.5083084106445,bigbrain_770_3020_695.nii,91343
load_img,10408.894948244095,10409.329594373703,bigbrain_1540_1208_6255.nii,91343
