driver_program,0,9086.626090765,/home/users/vhayots/spark-1571375120-isilon_1it_25cpus_60sdelay_withpc-0,allfiles
load_img,42.33630156517029,46.241410970687866,bigbrain_6930_1812_0.nii,132301
increment_data,61.94512128829956,101.43148255348206,bigbrain_6930_1812_0.nii,132301
save_incremented,140.09834551811218,210.49463391304016,bigbrain_6930_1812_0.nii,132301
load_img,7280.258321523666,7298.2980053424835,bigbrain_0_604_5560.nii,132326
increment_data,7398.053668498993,7427.531774282455,bigbrain_0_604_5560.nii,132326
save_incremented,7431.171964645386,7520.724336147308,bigbrain_0_604_5560.nii,132326
load_img,6627.233239650726,6645.540567159653,bigbrain_1540_3020_695.nii,132287
increment_data,6697.427255392075,6757.550815582275,bigbrain_1540_3020_695.nii,132287
save_incremented,6765.314415216446,6848.563325166702,bigbrain_1540_3020_695.nii,132287
load_img,618.6423943042755,635.7384917736053,bigbrain_3080_3624_1390.nii,132263
increment_data,652.2785031795502,727.8302569389343,bigbrain_3080_3624_1390.nii,132263
save_incremented,742.6384289264679,759.0247328281403,bigbrain_3080_3624_1390.nii,132263
load_img,1610.8277320861816,1629.8957362174988,bigbrain_3850_5436_1390.nii,132317
increment_data,1686.8603835105896,1735.7737624645233,bigbrain_3850_5436_1390.nii,132317
save_incremented,1745.0099816322327,1820.4950742721558,bigbrain_3850_5436_1390.nii,132317
load_img,738.898515701294,756.2552363872528,bigbrain_6160_0_1390.nii,132287
increment_data,781.5201485157013,857.2547650337219,bigbrain_6160_0_1390.nii,132287
save_incremented,869.2954604625702,927.9630925655365,bigbrain_6160_0_1390.nii,132287
load_img,3644.777329683304,3659.690653324127,bigbrain_3850_1812_2085.nii,132305
increment_data,3699.297167778015,3770.5599553585052,bigbrain_3850_1812_2085.nii,132305
save_incremented,3778.8682112693787,3833.6331367492676,bigbrain_3850_1812_2085.nii,132305
load_img,7914.638077497482,7914.863922357559,bigbrain_6160_0_5560.nii,132263
increment_data,7946.63578915596,8019.956570386887,bigbrain_6160_0_5560.nii,132263
save_incremented,8020.086799621582,8122.2193875312805,bigbrain_6160_0_5560.nii,132263
load_img,8128.779875040054,8129.04708313942,bigbrain_6930_0_6255.nii,132281
increment_data,8190.766993045807,8243.312507152557,bigbrain_6930_0_6255.nii,132281
save_incremented,8243.52718949318,8335.833384513855,bigbrain_6930_0_6255.nii,132281
load_img,4127.544798374176,4142.784822940826,bigbrain_0_1208_1390.nii,132317
increment_data,4193.974275350571,4253.649266004562,bigbrain_0_1208_1390.nii,132317
save_incremented,4260.792353630066,4335.601736068726,bigbrain_0_1208_1390.nii,132317
load_img,1853.891577243805,1867.3194456100464,bigbrain_3080_5436_0.nii,132343
increment_data,1899.1961824893951,1973.3229632377625,bigbrain_3080_5436_0.nii,132343
save_incremented,1985.1261477470398,2073.8685545921326,bigbrain_3080_5436_0.nii,132343
load_img,2629.4895799160004,2632.532525062561,bigbrain_0_4228_2780.nii,132275
increment_data,2721.074945449829,2745.838237285614,bigbrain_0_4228_2780.nii,132275
save_incremented,2751.5144913196564,2847.2717111110687,bigbrain_0_4228_2780.nii,132275
load_img,5269.445430278778,5273.1131200790405,bigbrain_5390_1812_695.nii,132266
increment_data,5373.670838594437,5388.921108722687,bigbrain_5390_1812_695.nii,132266
save_incremented,5388.945273637772,5472.681195259094,bigbrain_5390_1812_695.nii,132266
load_img,7409.169450044632,7430.917695522308,bigbrain_6930_1208_5560.nii,132287
increment_data,7538.404273986816,7559.467036724091,bigbrain_6930_1208_5560.nii,132287
save_incremented,7562.226110696793,7659.796750068665,bigbrain_6930_1208_5560.nii,132287
load_img,501.4030427932739,516.5193812847137,bigbrain_6160_3020_4865.nii,132326
increment_data,572.4593057632446,621.4469771385193,bigbrain_6160_3020_4865.nii,132326
save_incremented,633.6221103668213,711.5273745059967,bigbrain_6160_3020_4865.nii,132326
load_img,5.651728391647339,5.8340466022491455,bigbrain_2310_5436_1390.nii,132263
increment_data,7.110398054122925,28.145424604415894,bigbrain_2310_5436_1390.nii,132263
save_incremented,38.466835498809814,75.49115228652954,bigbrain_2310_5436_1390.nii,132263
load_img,2735.780487537384,2751.23797750473,bigbrain_4620_4832_4865.nii,132284
increment_data,2799.9709692001343,2862.1464471817017,bigbrain_4620_4832_4865.nii,132284
save_incremented,2871.5214836597443,2935.422776222229,bigbrain_4620_4832_4865.nii,132284
load_img,7409.1713972091675,7430.146151304245,bigbrain_2310_604_6255.nii,132281
increment_data,7480.64777636528,7535.0456030368805,bigbrain_2310_604_6255.nii,132281
save_incremented,7548.574288606644,7634.96843290329,bigbrain_2310_604_6255.nii,132281
load_img,2083.247797727585,2083.515788793564,bigbrain_3080_1812_5560.nii,132343
increment_data,2094.716632604599,2182.350154876709,bigbrain_3080_1812_5560.nii,132343
save_incremented,2185.1573436260223,2235.089064836502,bigbrain_3080_1812_5560.nii,132343
load_img,37.396321058273315,46.969282150268555,bigbrain_0_4832_2780.nii,132339
increment_data,81.23545837402344,112.26239204406738,bigbrain_0_4832_2780.nii,132339
save_incremented,145.72500562667847,223.40666580200195,bigbrain_0_4832_2780.nii,132339
load_img,1854.1601934432983,1867.488939523697,bigbrain_770_0_4170.nii,132329
increment_data,1907.2187957763672,1974.1250772476196,bigbrain_770_0_4170.nii,132329
save_incremented,1985.411276102066,2052.4898278713226,bigbrain_770_0_4170.nii,132329
load_img,5379.285894393921,5388.937013864517,bigbrain_4620_4832_1390.nii,132263
increment_data,5403.916349887848,5486.54572725296,bigbrain_4620_4832_1390.nii,132263
save_incremented,5491.784399986267,5564.768348693848,bigbrain_4620_4832_1390.nii,132263
load_img,1394.5346174240112,1394.8114519119263,bigbrain_6160_3624_6255.nii,132297
increment_data,1394.845647096634,1461.8519253730774,bigbrain_6160_3624_6255.nii,132297
save_incremented,1463.3735928535461,1496.920794248581,bigbrain_6160_3624_6255.nii,132297
load_img,1979.5447762012482,1985.751520395279,bigbrain_6160_604_3475.nii,132281
increment_data,2005.7837014198303,2083.226151704788,bigbrain_6160_604_3475.nii,132281
save_incremented,2083.2764530181885,2173.3384709358215,bigbrain_6160_604_3475.nii,132281
load_img,3227.593336582184,3230.3681638240814,bigbrain_5390_4832_1390.nii,132334
increment_data,3272.9292669296265,3331.8157403469086,bigbrain_5390_4832_1390.nii,132334
save_incremented,3332.024883031845,3415.2816846370697,bigbrain_5390_4832_1390.nii,132334
load_img,620.3803100585938,636.5583305358887,bigbrain_0_1208_6255.nii,132278
increment_data,686.2130217552185,739.2969272136688,bigbrain_0_1208_6255.nii,132278
save_incremented,751.9539082050323,828.4069092273712,bigbrain_0_1208_6255.nii,132278
load_img,1198.9501600265503,1198.993976354599,bigbrain_770_3624_3475.nii,132326
increment_data,1199.018146276474,1280.866348028183,bigbrain_770_3624_3475.nii,132326
save_incremented,1289.0842130184174,1357.910328388214,bigbrain_770_3624_3475.nii,132326
load_img,5768.221028327942,5773.579171895981,bigbrain_2310_3624_2780.nii,132309
increment_data,5838.693656206131,5862.82333111763,bigbrain_2310_3624_2780.nii,132309
save_incremented,5862.979957103729,5930.094690322876,bigbrain_2310_3624_2780.nii,132309
load_img,3748.9310574531555,3781.251669883728,bigbrain_2310_4832_1390.nii,132313
increment_data,3789.506017446518,3859.0116879940033,bigbrain_2310_4832_1390.nii,132313
save_incremented,3884.166498184204,3898.0790889263153,bigbrain_2310_4832_1390.nii,132313
load_img,5148.033300876617,5153.749329805374,bigbrain_1540_3624_6255.nii,132260
increment_data,5230.862073898315,5255.367193937302,bigbrain_1540_3624_6255.nii,132260
save_incremented,5265.029753684998,5367.9366183280945,bigbrain_1540_3624_6255.nii,132260
load_img,864.8991649150848,878.836268901825,bigbrain_3850_2416_4170.nii,132309
increment_data,974.1723699569702,996.304071187973,bigbrain_3850_2416_4170.nii,132309
save_incremented,996.8569447994232,1077.908949136734,bigbrain_3850_2416_4170.nii,132309
load_img,3100.259665489197,3113.1591958999634,bigbrain_6160_3624_1390.nii,132278
increment_data,3164.3204724788666,3224.0991628170013,bigbrain_6160_3624_1390.nii,132278
save_incremented,3230.2412118911743,3316.044130563736,bigbrain_6160_3624_1390.nii,132278
load_img,4127.946131944656,4143.672354698181,bigbrain_2310_1812_3475.nii,132254
increment_data,4207.5692365169525,4256.279755353928,bigbrain_2310_1812_3475.nii,132254
save_incremented,4262.732362508774,4358.4553072452545,bigbrain_2310_1812_3475.nii,132254
load_img,4012.9464507102966,4022.298309803009,bigbrain_770_5436_4170.nii,132297
increment_data,4060.404608488083,4126.8653519153595,bigbrain_770_5436_4170.nii,132297
save_incremented,4137.160401344299,4219.1810874938965,bigbrain_770_5436_4170.nii,132297
load_img,5846.339359045029,5862.972222328186,bigbrain_4620_4228_2085.nii,132275
increment_data,5867.800947189331,5963.442343950272,bigbrain_4620_4228_2085.nii,132275
save_incremented,5973.096909761429,6026.814520597458,bigbrain_4620_4228_2085.nii,132275
load_img,8714.22775554657,8714.51220703125,bigbrain_3850_604_2780.nii,132260
increment_data,8716.80866765976,8820.57154750824,bigbrain_3850_604_2780.nii,132260
save_incremented,8827.845717668533,8908.817489624023,bigbrain_3850_604_2780.nii,132260
load_img,273.0743021965027,280.294242143631,bigbrain_6930_2416_5560.nii,132326
increment_data,337.8243749141693,381.79534935951233,bigbrain_6930_2416_5560.nii,132326
save_incremented,392.8906903266907,472.95606780052185,bigbrain_6930_2416_5560.nii,132326
load_img,6373.662449121475,6374.2933559417725,bigbrain_6160_3624_4170.nii,132313
increment_data,6487.89804148674,6506.394134283066,bigbrain_6160_3624_4170.nii,132313
save_incremented,6507.809994935989,6597.9054210186005,bigbrain_6160_3624_4170.nii,132313
load_img,8500.701288461685,8501.004884958267,bigbrain_0_0_3475.nii,132339
increment_data,8541.518069505692,8616.771580696106,bigbrain_0_0_3475.nii,132339
save_incremented,8617.194480419159,8707.938916921616,bigbrain_0_0_3475.nii,132339
load_img,7072.860160112381,7078.118836641312,bigbrain_6160_4228_3475.nii,132326
increment_data,7149.640080451965,7168.286531448364,bigbrain_6160_4228_3475.nii,132326
save_incremented,7168.776287555695,7254.56733417511,bigbrain_6160_4228_3475.nii,132326
load_img,8714.228281259537,8714.513140916824,bigbrain_3850_2416_5560.nii,132305
increment_data,8725.459253072739,8826.544434785843,bigbrain_3850_2416_5560.nii,132305
save_incremented,8827.849826335907,8910.288242340088,bigbrain_3850_2416_5560.nii,132305
load_img,1610.8268172740936,1629.7532465457916,bigbrain_5390_0_2085.nii,132313
increment_data,1678.5501437187195,1735.1054344177246,bigbrain_5390_0_2085.nii,132313
save_incremented,1742.1491296291351,1813.679809808731,bigbrain_5390_0_2085.nii,132313
load_img,4813.657656431198,4829.583467006683,bigbrain_6160_604_5560.nii,132321
increment_data,4857.6697878837585,4936.424231529236,bigbrain_6160_604_5560.nii,132321
save_incremented,4948.480751276016,5033.593394041061,bigbrain_6160_604_5560.nii,132321
load_img,2408.925462961197,2425.166054725647,bigbrain_3850_4832_695.nii,132309
increment_data,2426.6027121543884,2527.2608230113983,bigbrain_3850_4832_695.nii,132309
save_incremented,2530.350426197052,2627.876161336899,bigbrain_3850_4832_695.nii,132309
load_img,394.7566695213318,395.4668400287628,bigbrain_4620_2416_2085.nii,132301
increment_data,501.1322510242462,516.0742933750153,bigbrain_4620_2416_2085.nii,132301
save_incremented,517.1338093280792,604.7482216358185,bigbrain_4620_2416_2085.nii,132301
load_img,503.4195342063904,516.8225688934326,bigbrain_5390_4832_4170.nii,132329
increment_data,620.2426862716675,636.4074537754059,bigbrain_5390_4832_4170.nii,132329
save_incremented,637.5827429294586,724.3533155918121,bigbrain_5390_4832_4170.nii,132329
load_img,2605.141703605652,2629.4335708618164,bigbrain_3080_1812_1390.nii,132326
increment_data,2629.770452260971,2667.964067697525,bigbrain_3080_1812_1390.nii,132326
save_incremented,2735.37558054924,2751.045185804367,bigbrain_3080_1812_1390.nii,132326
load_img,5853.392695426941,5862.98242020607,bigbrain_0_2416_4865.nii,132326
increment_data,5904.600687503815,5973.087013721466,bigbrain_0_2416_4865.nii,132326
save_incremented,5974.739145517349,6047.178055524826,bigbrain_0_2416_4865.nii,132326
load_img,123.22755837440491,147.7517421245575,bigbrain_1540_0_5560.nii,132269
increment_data,189.82689690589905,263.1232793331146,bigbrain_1540_0_5560.nii,132269
save_incremented,273.9275884628296,329.8413233757019,bigbrain_1540_0_5560.nii,132269
load_img,3752.4187614917755,3781.653232574463,bigbrain_0_5436_4170.nii,132301
increment_data,3799.428219795227,3869.9524466991425,bigbrain_0_5436_4170.nii,132301
save_incremented,3884.8354954719543,3949.9456865787506,bigbrain_0_5436_4170.nii,132301
load_img,4257.614313840866,4264.666894674301,bigbrain_5390_604_6255.nii,132343
increment_data,4370.456574678421,4386.399429798126,bigbrain_5390_604_6255.nii,132343
save_incremented,4388.492322206497,4488.992112398148,bigbrain_5390_604_6255.nii,132343
load_img,3985.561602830887,4022.269903421402,bigbrain_770_2416_2085.nii,132339
increment_data,4022.32382106781,4113.767826795578,bigbrain_770_2416_2085.nii,132339
save_incremented,4129.5470588207245,4144.489410638809,bigbrain_770_2416_2085.nii,132339
load_img,2292.9033041000366,2308.3643221855164,bigbrain_6160_0_2780.nii,132313
increment_data,2341.2955133914948,2412.67648601532,bigbrain_6160_0_2780.nii,132313
save_incremented,2424.256284713745,2506.369444131851,bigbrain_6160_0_2780.nii,132313
load_img,8367.134680986404,8367.655337572098,bigbrain_6930_4832_1390.nii,132281
increment_data,8425.534253358841,8500.693139076233,bigbrain_6930_4832_1390.nii,132281
save_incremented,8500.972603321075,8599.923140764236,bigbrain_6930_4832_1390.nii,132281
load_img,1971.3189170360565,1985.7392823696136,bigbrain_3850_0_4170.nii,132309
increment_data,1985.7816898822784,2056.2345309257507,bigbrain_3850_0_4170.nii,132309
save_incremented,2083.224643945694,2167.1735310554504,bigbrain_3850_0_4170.nii,132309
load_img,40.423962354660034,52.381410360336304,bigbrain_4620_4228_2780.nii,132313
increment_data,120.27664804458618,145.1970410346985,bigbrain_4620_4228_2780.nii,132313
save_incremented,154.18474435806274,255.64675498008728,bigbrain_4620_4228_2780.nii,132313
load_img,8920.061002731323,8920.26172709465,bigbrain_5390_1208_2085.nii,132343
increment_data,8930.36529135704,9017.240238904953,bigbrain_5390_1208_2085.nii,132343
save_incremented,9017.268174648285,9068.119802236557,bigbrain_5390_1208_2085.nii,132343
load_img,985.9199559688568,996.8564774990082,bigbrain_1540_3020_0.nii,132326
increment_data,1029.1415989398956,1100.6173958778381,bigbrain_1540_3020_0.nii,132326
save_incremented,1100.7518045902252,1191.3085632324219,bigbrain_1540_3020_0.nii,132326
load_img,8019.971791028976,8020.292821884155,bigbrain_5390_4832_4865.nii,132343
increment_data,8036.1026129722595,8128.754676103592,bigbrain_5390_4832_4865.nii,132343
save_incremented,8128.787151098251,8221.018248796463,bigbrain_5390_4832_4865.nii,132343
load_img,6220.026703119278,6238.045045375824,bigbrain_4620_3624_1390.nii,132317
increment_data,6274.829483747482,6345.756776571274,bigbrain_4620_3624_1390.nii,132317
save_incremented,6361.384477376938,6432.895201206207,bigbrain_4620_3624_1390.nii,132317
load_img,501.00221061706543,516.3769009113312,bigbrain_4620_5436_2085.nii,132313
increment_data,568.7633080482483,619.7096087932587,bigbrain_4620_5436_2085.nii,132313
save_incremented,632.6862149238586,705.2418022155762,bigbrain_4620_5436_2085.nii,132313
load_img,1736.1932263374329,1749.5601227283478,bigbrain_6160_4228_0.nii,132260
increment_data,1806.9469604492188,1854.6946694850922,bigbrain_6160_4228_0.nii,132260
save_incremented,1865.531168937683,1959.8364746570587,bigbrain_6160_4228_0.nii,132260
load_img,4732.468483448029,4745.122195720673,bigbrain_770_4832_5560.nii,132305
increment_data,4815.161778688431,4834.604401111603,bigbrain_770_4832_5560.nii,132305
save_incremented,4845.858967781067,4932.466769218445,bigbrain_770_4832_5560.nii,132305
load_img,1394.5464098453522,1394.8206062316895,bigbrain_770_3624_2780.nii,132317
increment_data,1432.29425740242,1496.93461561203,bigbrain_770_3624_2780.nii,132317
save_incremented,1501.0565962791443,1571.2884621620178,bigbrain_770_3624_2780.nii,132317
load_img,6349.641959428787,6372.626803159714,bigbrain_5390_1812_5560.nii,132263
increment_data,6421.380705118179,6482.282269001007,bigbrain_5390_1812_5560.nii,132263
save_incremented,6497.935767889023,6585.220750808716,bigbrain_5390_1812_5560.nii,132263
load_img,1198.9376842975616,1199.4451305866241,bigbrain_4620_2416_1390.nii,132317
increment_data,1199.4499888420105,1284.610356092453,bigbrain_4620_2416_1390.nii,132317
save_incremented,1289.0864343643188,1371.5441360473633,bigbrain_4620_2416_1390.nii,132317
load_img,3200.972042798996,3230.3443479537964,bigbrain_770_604_695.nii,132339
increment_data,3230.3980073928833,3298.8031980991364,bigbrain_770_604_695.nii,132339
save_incremented,3301.089021205902,3331.7797334194183,bigbrain_770_604_695.nii,132339
load_img,3215.385235309601,3230.3532741069794,bigbrain_5390_2416_2780.nii,132284
increment_data,3230.401338338852,3299.3975031375885,bigbrain_5390_2416_2780.nii,132284
save_incremented,3301.8906350135803,3331.8093605041504,bigbrain_5390_2416_2780.nii,132284
load_img,7409.167235612869,7429.61399435997,bigbrain_770_0_0.nii,132260
increment_data,7445.662325620651,7525.252649784088,bigbrain_770_0_0.nii,132260
save_incremented,7544.88880109787,7561.00239777565,bigbrain_770_0_0.nii,132260
load_img,4378.686948776245,4387.744139432907,bigbrain_0_5436_2085.nii,132254
increment_data,4449.662092924118,4501.552443027496,bigbrain_0_5436_2085.nii,132254
save_incremented,4505.399166345596,4593.825577735901,bigbrain_0_5436_2085.nii,132254
load_img,4943.298600196838,4950.129786014557,bigbrain_770_604_4865.nii,132275
increment_data,4979.784905433655,5047.3880343437195,bigbrain_770_604_4865.nii,132275
save_incremented,5047.561623811722,5146.252346992493,bigbrain_770_604_4865.nii,132275
load_img,53.57634496688843,56.24865746498108,bigbrain_1540_1208_1390.nii,132326
increment_data,129.22962355613708,150.93814039230347,bigbrain_1540_1208_1390.nii,132326
save_incremented,156.36925220489502,258.9854464530945,bigbrain_1540_1208_1390.nii,132326
load_img,7004.987285852432,7025.037269830704,bigbrain_4620_2416_4865.nii,132343
increment_data,7078.787954568863,7141.346696853638,bigbrain_4620_2416_4865.nii,132343
save_incremented,7156.911280155182,7243.877639293671,bigbrain_4620_2416_4865.nii,132343
load_img,3773.828962087631,3785.1452162265778,bigbrain_0_4832_4170.nii,132263
increment_data,3822.048314332962,3873.56125497818,bigbrain_0_4832_4170.nii,132263
save_incremented,3885.771340608597,3974.0547420978546,bigbrain_0_4832_4170.nii,132263
load_img,3331.840933084488,3332.1322934627533,bigbrain_0_5436_1390.nii,132309
increment_data,3356.0473685264587,3434.7546656131744,bigbrain_0_5436_1390.nii,132309
save_incremented,3448.975679397583,3548.136646747589,bigbrain_0_5436_1390.nii,132309
load_img,2978.90873003006,2992.221372127533,bigbrain_0_5436_0.nii,132254
increment_data,3047.876234292984,3099.3040969371796,bigbrain_0_5436_0.nii,132254
save_incremented,3109.2915091514587,3196.024852991104,bigbrain_0_5436_0.nii,132254
load_img,4005.394916534424,4022.2873480319977,bigbrain_6930_3020_695.nii,132284
increment_data,4022.333649158478,4115.104408502579,bigbrain_6930_3020_695.nii,132284
save_incremented,4130.349221944809,4194.40382194519,bigbrain_6930_3020_695.nii,132284
load_img,1394.5473444461823,1394.821373462677,bigbrain_5390_4228_2780.nii,132321
increment_data,1443.6179974079132,1496.9375324249268,bigbrain_5390_4228_2780.nii,132321
save_incremented,1501.3809270858765,1576.10213637352,bigbrain_5390_4228_2780.nii,132321
load_img,6773.286308526993,6775.182653427124,bigbrain_3850_2416_2780.nii,132278
increment_data,6880.144241809845,6897.738229513168,bigbrain_3850_2416_2780.nii,132278
save_incremented,6899.386173009872,6985.228351593018,bigbrain_3850_2416_2780.nii,132278
load_img,6758.157454490662,6772.820296049118,bigbrain_6160_3624_695.nii,132269
increment_data,6864.2466776371,6891.791410684586,bigbrain_6160_3624_695.nii,132269
save_incremented,6896.8466103076935,6978.198622465134,bigbrain_6160_3624_695.nii,132269
load_img,5375.675397157669,5388.9334325790405,bigbrain_4620_604_5560.nii,132309
increment_data,5388.976899623871,5474.153222322464,bigbrain_4620_604_5560.nii,132309
save_incremented,5490.839141607285,5544.79060459137,bigbrain_4620_604_5560.nii,132309
load_img,8310.944468975067,8367.261975288391,bigbrain_1540_0_6255.nii,132305
increment_data,8367.665992736816,8429.578625440598,bigbrain_1540_0_6255.nii,132305
save_incremented,8431.716760635376,8488.798399209976,bigbrain_1540_0_6255.nii,132305
load_img,7801.962973356247,7802.2454533576965,bigbrain_4620_3624_3475.nii,132269
increment_data,7802.27761054039,7872.5495862960815,bigbrain_4620_3624_3475.nii,132269
save_incremented,7914.56741476059,7995.031047821045,bigbrain_4620_3624_3475.nii,132269
load_img,6348.835703611374,6372.411995649338,bigbrain_3080_1208_0.nii,132297
increment_data,6397.366070508957,6475.2808203697205,bigbrain_3080_1208_0.nii,132297
save_incremented,6491.677670955658,6554.408178091049,bigbrain_3080_1208_0.nii,132297
load_img,9017.249557495117,9017.294493198395,bigbrain_1540_2416_695.nii,132293
increment_data,9017.323949337006,9061.876698732376,bigbrain_1540_2416_695.nii,132293
save_incremented,9063.327971458435,9074.347738027573,bigbrain_1540_2416_695.nii,132293
load_img,980.0417892932892,996.8457062244415,bigbrain_1540_0_4170.nii,132339
increment_data,996.8867466449738,1059.3777842521667,bigbrain_1540_0_4170.nii,132339
save_incremented,1061.2783291339874,1099.9476373195648,bigbrain_1540_0_4170.nii,132339
load_img,2977.30775141716,2991.856067419052,bigbrain_770_604_3475.nii,132284
increment_data,3031.7932646274567,3098.235107421875,bigbrain_770_604_3475.nii,132284
save_incremented,3106.9835917949677,3169.6982429027557,bigbrain_770_604_3475.nii,132284
load_img,5973.100615024567,5981.253855228424,bigbrain_0_4832_5560.nii,132301
increment_data,6072.265261411667,6108.146393060684,bigbrain_0_4832_5560.nii,132301
save_incremented,6111.844978809357,6214.265765428543,bigbrain_0_4832_5560.nii,132301
load_img,3775.490554332733,3785.3322434425354,bigbrain_2310_604_1390.nii,132260
increment_data,3827.1598324775696,3873.8286349773407,bigbrain_2310_604_1390.nii,132260
save_incremented,3886.1728217601776,3988.605034351349,bigbrain_2310_604_1390.nii,132260
load_img,2978.9110848903656,2992.5600230693817,bigbrain_3850_5436_4865.nii,132334
increment_data,3052.8401646614075,3100.7879853248596,bigbrain_3850_5436_4865.nii,132334
save_incremented,3110.62850856781,3203.242424726486,bigbrain_3850_5436_4865.nii,132334
load_img,380.9305245876312,394.18380069732666,bigbrain_6160_3020_5560.nii,132272
increment_data,449.91297125816345,499.40031838417053,bigbrain_6160_3020_5560.nii,132272
save_incremented,512.0458416938782,582.559365272522,bigbrain_6160_3020_5560.nii,132272
load_img,8500.69111084938,8501.000987529755,bigbrain_1540_1208_5560.nii,132272
increment_data,8501.082833528519,8608.120161533356,bigbrain_1540_1208_5560.nii,132272
save_incremented,8616.784893751144,8700.59541940689,bigbrain_1540_1208_5560.nii,132272
load_img,6936.380283355713,6941.791393518448,bigbrain_0_0_695.nii,132317
increment_data,7006.186716556549,7026.4250156879425,bigbrain_0_0_695.nii,132317
save_incremented,7029.213291883469,7114.997136116028,bigbrain_0_0_695.nii,132317
load_img,740.2355356216431,757.066419839859,bigbrain_770_2416_1390.nii,132313
