driver_program,0,8666.061067342758,/home/users/vhayots/spark-1570946910-isilon_1it_25cpus_60sdelay_withpc-0,allfiles
load_img,8162.16970872879,8166.0504314899445,bigbrain_3850_5436_2780.nii,110847
increment_data,8241.26098370552,8266.672582387924,bigbrain_3850_5436_2780.nii,110847
save_incremented,8277.4182035923,8376.9408493042,bigbrain_3850_5436_2780.nii,110847
load_img,1255.6922199726105,1272.133355140686,bigbrain_5390_5436_6255.nii,110847
increment_data,1309.429006099701,1372.5125286579132,bigbrain_5390_5436_6255.nii,110847
save_incremented,1384.6903586387634,1456.5990989208221,bigbrain_5390_5436_6255.nii,110847
load_img,3809.9206516742706,3820.669417858124,bigbrain_6930_1812_695.nii,110903
increment_data,3873.9776022434235,3922.087166070938,bigbrain_6930_1812_695.nii,110903
save_incremented,3931.1363713741302,4019.8724205493927,bigbrain_6930_1812_695.nii,110903
load_img,3490.9849393367767,3502.9861567020416,bigbrain_5390_2416_2780.nii,110897
increment_data,3503.0638065338135,3601.210950613022,bigbrain_5390_2416_2780.nii,110897
save_incremented,3604.354729413986,3700.6502647399902,bigbrain_5390_2416_2780.nii,110897
load_img,2512.5945405960083,2513.023488998413,bigbrain_5390_3020_2085.nii,110853
increment_data,2513.183572292328,2597.68124127388,bigbrain_5390_3020_2085.nii,110853
save_incremented,2597.7126972675323,2686.966032266617,bigbrain_5390_3020_2085.nii,110853
load_img,6056.3235013484955,6056.588113307953,bigbrain_0_2416_4865.nii,110916
increment_data,6056.625728368759,6134.721284151077,bigbrain_0_2416_4865.nii,110916
save_incremented,6158.315270185471,6173.592818498611,bigbrain_0_2416_4865.nii,110916
load_img,8064.214095592499,8064.481174230576,bigbrain_4620_1812_695.nii,110876
increment_data,8078.549281358719,8162.123996973038,bigbrain_4620_1812_695.nii,110876
save_incremented,8162.23005771637,8206.147998332977,bigbrain_4620_1812_695.nii,110876
load_img,3366.5648074150085,3383.0829684734344,bigbrain_1540_4228_6255.nii,110884
increment_data,3408.1271855831146,3487.7815475463867,bigbrain_1540_4228_6255.nii,110884
save_incremented,3493.099018573761,3570.301524877548,bigbrain_1540_4228_6255.nii,110884
load_img,3706.5655374526978,3706.8048000335693,bigbrain_6930_3624_4865.nii,110897
increment_data,3758.8167057037354,3809.9108877182007,bigbrain_6930_3624_4865.nii,110897
save_incremented,3813.0539598464966,3884.014340877533,bigbrain_6930_3624_4865.nii,110897
load_img,2054.6143860816956,2062.671952009201,bigbrain_2310_1812_4865.nii,110876
increment_data,2109.508610725403,2168.627243757248,bigbrain_2310_1812_4865.nii,110876
save_incremented,2182.835110425949,2246.305240392685,bigbrain_2310_1812_4865.nii,110876
load_img,2171.4277193546295,2183.7502207756042,bigbrain_3080_2416_0.nii,110893
increment_data,2230.8444685935974,2289.9692780971527,bigbrain_3080_2416_0.nii,110893
save_incremented,2299.654627561569,2393.1430213451385,bigbrain_3080_2416_0.nii,110893
load_img,5392.505324602127,5400.793488025665,bigbrain_3080_3020_2085.nii,110835
increment_data,5465.551202058792,5515.612793922424,bigbrain_3080_3020_2085.nii,110835
save_incremented,5523.759479761124,5611.9515035152435,bigbrain_3080_3020_2085.nii,110835
load_img,7067.228186607361,7083.743975162506,bigbrain_1540_5436_0.nii,110927
increment_data,7101.454658508301,7187.441680431366,bigbrain_1540_5436_0.nii,110927
save_incremented,7201.672952890396,7278.3795375823975,bigbrain_1540_5436_0.nii,110927
load_img,6370.002108097076,6409.855919599533,bigbrain_6930_0_4865.nii,110831
increment_data,6409.911891222,6469.180150747299,bigbrain_6930_0_4865.nii,110831
save_incremented,6488.24328327179,6586.29985332489,bigbrain_6930_0_4865.nii,110831
load_img,2296.1532049179077,2301.298331260681,bigbrain_6160_1812_1390.nii,110872
increment_data,2350.6817061901093,2407.731442451477,bigbrain_6160_1812_1390.nii,110872
save_incremented,2409.214168071747,2499.886093854904,bigbrain_6160_1812_1390.nii,110872
load_img,5175.462985754013,5188.132157087326,bigbrain_5390_604_2085.nii,110916
increment_data,5189.874824762344,5286.202329874039,bigbrain_5390_604_2085.nii,110916
save_incremented,5289.552288532257,5370.752727508545,bigbrain_5390_604_2085.nii,110916
load_img,3706.558628797531,3706.8017868995667,bigbrain_2310_3020_5560.nii,110847
increment_data,3739.597444295883,3809.9044766426086,bigbrain_2310_3020_5560.nii,110847
save_incremented,3811.5964510440826,3868.9321563243866,bigbrain_2310_3020_5560.nii,110847
load_img,728.4454753398895,733.185507774353,bigbrain_3080_3624_2085.nii,110927
increment_data,788.5652236938477,834.3345551490784,bigbrain_3080_3624_2085.nii,110927
save_incremented,834.5594549179077,925.6887562274933,bigbrain_3080_3624_2085.nii,110927
load_img,7412.568409204483,7427.5812175273895,bigbrain_3080_3020_2780.nii,110921
increment_data,7468.162369251251,7531.560317993164,bigbrain_3080_3020_2780.nii,110921
save_incremented,7543.783846855164,7616.359695672989,bigbrain_3080_3020_2780.nii,110921
load_img,3365.7659740448,3382.8689301013947,bigbrain_3850_1812_2780.nii,110844
increment_data,3398.5993626117706,3476.1650309562683,bigbrain_3850_1812_2780.nii,110844
save_incremented,3491.253521680832,3502.9778854846954,bigbrain_3850_1812_2780.nii,110844
load_img,361.27325534820557,376.4996395111084,bigbrain_2310_604_3475.nii,110838
increment_data,433.37719678878784,492.1843755245209,bigbrain_2310_604_3475.nii,110838
save_incremented,498.8305459022522,566.6973915100098,bigbrain_2310_604_3475.nii,110838
load_img,3809.922000646591,3821.647814512253,bigbrain_3080_3624_0.nii,110909
increment_data,3894.2980420589447,3924.3563709259033,bigbrain_3080_3624_0.nii,110909
save_incremented,3936.16441488266,4029.093628883362,bigbrain_3080_3624_0.nii,110909
load_img,1612.959110736847,1613.240674495697,bigbrain_4620_0_6255.nii,110927
increment_data,1620.372231245041,1717.8931016921997,bigbrain_4620_0_6255.nii,110927
save_incremented,1718.3343176841736,1802.2432513237,bigbrain_4620_0_6255.nii,110927
load_img,3809.9083189964294,3816.7243609428406,bigbrain_0_4832_4865.nii,110859
increment_data,3838.971803188324,3898.8394088745117,bigbrain_0_4832_4865.nii,110859
save_incremented,3923.8194415569305,3968.3873777389526,bigbrain_0_4832_4865.nii,110859
load_img,8137.275559425354,8162.169698238373,bigbrain_2310_3624_2085.nii,110927
increment_data,8164.870289802551,8223.635439634323,bigbrain_2310_3624_2085.nii,110927
save_incremented,8262.911356449127,8279.508091211319,bigbrain_2310_3624_2085.nii,110927
load_img,4838.881617069244,4839.112587928772,bigbrain_6930_604_3475.nii,110872
increment_data,4867.713629722595,4942.335794210434,bigbrain_6930_604_3475.nii,110872
save_incremented,4947.941221237183,5011.082557439804,bigbrain_6930_604_3475.nii,110872
load_img,5392.246084928513,5399.715787649155,bigbrain_6160_2416_6255.nii,110916
increment_data,5437.207950115204,5511.249973297119,bigbrain_6160_2416_6255.nii,110916
save_incremented,5522.482125759125,5606.8754806518555,bigbrain_6160_2416_6255.nii,110916
load_img,1093.7295379638672,1138.8328216075897,bigbrain_3080_1812_0.nii,110893
increment_data,1153.707738161087,1201.8945593833923,bigbrain_3080_1812_0.nii,110893
save_incremented,1236.7326283454895,1266.9963808059692,bigbrain_3080_1812_0.nii,110893
load_img,6158.320048570633,6164.766136646271,bigbrain_3080_0_695.nii,110872
increment_data,6205.850174665451,6271.012874364853,bigbrain_3080_0_695.nii,110872
save_incremented,6282.715303182602,6351.9871644973755,bigbrain_3080_0_695.nii,110872
load_img,1612.9553875923157,1613.237627029419,bigbrain_3850_5436_1390.nii,110880
increment_data,1613.270568370819,1675.8412568569183,bigbrain_3850_5436_1390.nii,110880
save_incremented,1682.5759258270264,1718.3085615634918,bigbrain_3850_5436_1390.nii,110880
load_img,5510.719181060791,5523.816313266754,bigbrain_2310_4228_0.nii,110831
increment_data,5536.38454246521,5622.104187250137,bigbrain_2310_4228_0.nii,110831
save_incremented,5624.625928640366,5694.1189839839935,bigbrain_2310_4228_0.nii,110831
load_img,8162.164963245392,8163.0573897361755,bigbrain_770_5436_5560.nii,110888
increment_data,8214.938736915588,8262.64527630806,bigbrain_770_5436_5560.nii,110888
save_incremented,8273.760619401932,8353.411410093307,bigbrain_770_5436_5560.nii,110888
load_img,5392.558767080307,5401.247965097427,bigbrain_4620_4832_1390.nii,110893
increment_data,5468.986458778381,5520.063275575638,bigbrain_4620_4832_1390.nii,110893
save_incremented,5523.806005477905,5614.889290809631,bigbrain_4620_4832_1390.nii,110893
load_img,914.6096231937408,929.6513774394989,bigbrain_770_3020_1390.nii,110884
increment_data,929.7522919178009,993.3075299263,bigbrain_770_3020_1390.nii,110884
save_incremented,1007.6844248771667,1064.600686788559,bigbrain_770_3020_1390.nii,110884
load_img,2407.672134876251,2409.2587900161743,bigbrain_3080_1812_4865.nii,110841
increment_data,2409.3080530166626,2472.062641143799,bigbrain_3080_1812_4865.nii,110841
save_incremented,2512.5631198883057,2588.202957868576,bigbrain_3080_1812_4865.nii,110841
load_img,5623.825936555862,5631.708923339844,bigbrain_2310_1208_3475.nii,110829
increment_data,5693.583801746368,5747.9586889743805,bigbrain_2310_1208_3475.nii,110829
save_incremented,5752.6380660533905,5846.958349704742,bigbrain_2310_1208_3475.nii,110829
load_img,2408.7081050872803,2409.268254518509,bigbrain_0_604_2085.nii,110880
increment_data,2447.05157494545,2512.5761029720306,bigbrain_0_604_2085.nii,110880
save_incremented,2512.776285648346,2597.6488089561462,bigbrain_0_604_2085.nii,110880
load_img,7730.207676649094,7752.862842082977,bigbrain_0_3624_0.nii,110835
increment_data,7753.129197597504,7812.462395429611,bigbrain_0_3624_0.nii,110835
save_incremented,7814.865782737732,7857.957538127899,bigbrain_0_3624_0.nii,110835
load_img,834.330274105072,834.8501195907593,bigbrain_1540_0_4865.nii,110876
increment_data,865.6582183837891,929.4680368900299,bigbrain_1540_0_4865.nii,110876
save_incremented,929.5490703582764,1024.5328080654144,bigbrain_1540_0_4865.nii,110876
load_img,4943.027925014496,4948.08243393898,bigbrain_4620_1208_4865.nii,110856
increment_data,4975.24242067337,5044.214586496353,bigbrain_4620_1208_4865.nii,110856
save_incremented,5058.799155950546,5120.116028308868,bigbrain_4620_1208_4865.nii,110856
load_img,4945.568024396896,4948.948221445084,bigbrain_5390_2416_1390.nii,110835
increment_data,5005.101818084717,5053.563844203949,bigbrain_5390_2416_1390.nii,110835
save_incremented,5064.980368614197,5146.353820323944,bigbrain_5390_2416_1390.nii,110835
load_img,4368.967769384384,4386.122309923172,bigbrain_1540_5436_1390.nii,110859
increment_data,4450.4990084171295,4496.526685476303,bigbrain_1540_5436_1390.nii,110859
save_incremented,4506.270492553711,4583.654365777969,bigbrain_1540_5436_1390.nii,110859
load_img,1718.3331625461578,1718.603682756424,bigbrain_6160_0_695.nii,110829
increment_data,1767.636221408844,1828.9467613697052,bigbrain_6160_0_695.nii,110829
save_incremented,1829.1872148513794,1927.015620470047,bigbrain_6160_0_695.nii,110829
load_img,7309.240314245224,7313.559473514557,bigbrain_6160_4832_6255.nii,110835
increment_data,7409.470978498459,7426.611760139465,bigbrain_6160_4832_6255.nii,110835
save_incremented,7430.1159727573395,7524.928355693817,bigbrain_6160_4832_6255.nii,110835
load_img,265.87112855911255,268.68427777290344,bigbrain_770_3020_2780.nii,110880
increment_data,341.6370532512665,364.8837912082672,bigbrain_770_3020_2780.nii,110880
save_incremented,374.9678330421448,482.08955907821655,bigbrain_770_3020_2780.nii,110880
load_img,4509.467989444733,4509.965363740921,bigbrain_5390_5436_5560.nii,110844
increment_data,4608.749130249023,4620.914272069931,bigbrain_5390_5436_5560.nii,110844
save_incremented,4623.061285972595,4726.2554450035095,bigbrain_5390_5436_5560.nii,110844
load_img,7068.962158203125,7083.7467358112335,bigbrain_1540_1812_695.nii,110888
increment_data,7117.6671595573425,7188.629226922989,bigbrain_1540_1812_695.nii,110888
save_incremented,7202.524346113205,7289.700483798981,bigbrain_1540_1812_695.nii,110888
load_img,2293.18132352829,2301.2950446605682,bigbrain_0_1208_695.nii,110903
increment_data,2318.2919285297394,2407.0994815826416,bigbrain_0_1208_695.nii,110903
save_incremented,2409.069045305252,2496.0123314857483,bigbrain_0_1208_695.nii,110903
load_img,5955.822625398636,5956.049932479858,bigbrain_6930_5436_3475.nii,110872
increment_data,5956.794562101364,6052.045809984207,bigbrain_6930_5436_3475.nii,110872
save_incremented,6056.329666376114,6136.887242794037,bigbrain_6930_5436_3475.nii,110872
load_img,6709.530318260193,6723.287436008453,bigbrain_6930_3020_6255.nii,110838
increment_data,6754.005905389786,6831.943583488464,bigbrain_6930_3020_6255.nii,110838
save_incremented,6843.730023384094,6921.677205324173,bigbrain_6930_3020_6255.nii,110838
load_img,4368.9532995224,4385.628023147583,bigbrain_3080_4832_1390.nii,110838
increment_data,4412.691506624222,4486.33838391304,bigbrain_3080_4832_1390.nii,110838
save_incremented,4499.7025578022,4531.15321969986,bigbrain_3080_4832_1390.nii,110838
load_img,2724.4224379062653,2746.6242208480835,bigbrain_3080_1812_1390.nii,110916
increment_data,2797.9079744815826,2850.4704842567444,bigbrain_3080_1812_1390.nii,110916
save_incremented,2866.9235949516296,2951.6670546531677,bigbrain_3080_1812_1390.nii,110916
load_img,8263.048310756683,8279.855441570282,bigbrain_3850_2416_5560.nii,110856
increment_data,8351.629345655441,8396.024919748306,bigbrain_3850_2416_5560.nii,110856
save_incremented,8399.33362698555,8483.321445703506,bigbrain_3850_2416_5560.nii,110856
load_img,3604.328009366989,3604.5990607738495,bigbrain_6160_1208_1390.nii,110829
increment_data,3651.5206582546234,3706.529742717743,bigbrain_6160_1208_1390.nii,110829
save_incremented,3706.7196881771088,3791.6036882400513,bigbrain_6160_1208_1390.nii,110829
load_img,6158.349634170532,6166.6012761592865,bigbrain_3080_0_5560.nii,110884
increment_data,6213.659615755081,6272.350827455521,bigbrain_3080_0_5560.nii,110884
save_incremented,6285.301620006561,6383.154682159424,bigbrain_3080_0_5560.nii,110884
load_img,7533.433877944946,7548.840213060379,bigbrain_6160_0_5560.nii,110893
increment_data,7604.05456328392,7657.781680583954,bigbrain_6160_0_5560.nii,110893
save_incremented,7665.7346913814545,7752.164809465408,bigbrain_6160_0_5560.nii,110893
load_img,2512.579999923706,2512.801005601883,bigbrain_5390_4832_0.nii,110856
increment_data,2512.8576209545135,2597.655053138733,bigbrain_5390_4832_0.nii,110856
save_incremented,2597.7075414657593,2662.81099653244,bigbrain_5390_4832_0.nii,110856
load_img,48.02539038658142,58.25777769088745,bigbrain_4620_4228_2780.nii,110921
increment_data,110.10874366760254,141.48337149620056,bigbrain_4620_4228_2780.nii,110921
save_incremented,149.65610718727112,254.64171147346497,bigbrain_4620_4228_2780.nii,110921
load_img,2993.3917167186737,3009.6764352321625,bigbrain_4620_4832_4865.nii,110897
increment_data,3064.4127235412598,3126.1568019390106,bigbrain_4620_4832_4865.nii,110897
save_incremented,3136.688362121582,3215.814511537552,bigbrain_4620_4832_4865.nii,110897
load_img,8261.984404802322,8279.455194950104,bigbrain_3850_1812_6255.nii,110876
increment_data,8317.230634689331,8385.346515417099,bigbrain_3850_1812_6255.nii,110876
save_incremented,8397.516030073166,8469.552247047424,bigbrain_3850_1812_6255.nii,110876
load_img,4494.925114870071,4508.922380208969,bigbrain_3850_2416_6255.nii,110916
increment_data,4560.386265516281,4610.365909576416,bigbrain_3850_2416_6255.nii,110916
save_incremented,4620.218332052231,4720.657284736633,bigbrain_3850_2416_6255.nii,110916
load_img,3366.166893005371,3383.029356479645,bigbrain_770_4228_2780.nii,110893
increment_data,3402.6907987594604,3485.7759742736816,bigbrain_770_4228_2780.nii,110893
save_incremented,3492.8139736652374,3568.0476973056793,bigbrain_770_4228_2780.nii,110893
load_img,7659.291515827179,7665.764423370361,bigbrain_3850_3020_4170.nii,110850
increment_data,7692.987779855728,7752.8346555233,bigbrain_3850_3020_4170.nii,110850
save_incremented,7752.8650550842285,7845.258808851242,bigbrain_3850_3020_4170.nii,110850
load_img,5509.285527467728,5523.813008546829,bigbrain_1540_5436_2780.nii,110897
increment_data,5534.160309314728,5622.055577278137,bigbrain_1540_5436_2780.nii,110897
save_incremented,5624.563561439514,5692.684147357941,bigbrain_1540_5436_2780.nii,110897
load_img,498.11780977249146,498.95997166633606,bigbrain_6930_4228_3475.nii,110880
increment_data,533.5644793510437,595.690836429596,bigbrain_6930_4228_3475.nii,110880
save_incremented,601.829639673233,690.3784475326538,bigbrain_6930_4228_3475.nii,110880
load_img,6374.070712566376,6409.856594800949,bigbrain_770_3020_6255.nii,110853
increment_data,6409.917312145233,6472.966009140015,bigbrain_770_3020_6255.nii,110853
save_incremented,6508.3962569236755,6586.928013086319,bigbrain_770_3020_6255.nii,110853
load_img,2992.587498188019,3009.202620983124,bigbrain_3080_4228_5560.nii,110888
increment_data,3047.762327671051,3112.1005852222443,bigbrain_3080_4228_5560.nii,110888
save_incremented,3130.833364725113,3205.012199163437,bigbrain_3080_4228_5560.nii,110888
load_img,2408.6014482975006,2409.2667281627655,bigbrain_2310_1208_695.nii,110909
increment_data,2433.037175178528,2512.5709216594696,bigbrain_2310_1208_695.nii,110909
save_incremented,2512.646103143692,2597.649518966675,bigbrain_2310_1208_695.nii,110909
load_img,3922.887078523636,3939.213475227356,bigbrain_5390_5436_1390.nii,110853
increment_data,3990.0694212913513,4046.1997423171997,bigbrain_5390_5436_1390.nii,110853
save_incremented,4056.0034730434418,4139.404737234116,bigbrain_5390_5436_1390.nii,110853
load_img,5852.709099769592,5852.996570110321,bigbrain_6930_1812_1390.nii,110916
increment_data,5870.454012870789,5955.717088222504,bigbrain_6930_1812_1390.nii,110916
save_incremented,5955.802763223648,6031.577098608017,bigbrain_6930_1812_1390.nii,110916
load_img,4161.202959060669,4161.475342035294,bigbrain_3080_1812_695.nii,110893
increment_data,4161.510031938553,4228.9152591228485,bigbrain_3080_1812_695.nii,110893
save_incremented,4230.355115413666,4263.528299570084,bigbrain_3080_1812_695.nii,110893
load_img,5741.029024362564,5752.646433830261,bigbrain_5390_604_695.nii,110831
increment_data,5764.006494283676,5852.688580751419,bigbrain_5390_604_695.nii,110831
save_incremented,5852.755815029144,5920.731968402863,bigbrain_5390_604_695.nii,110831
load_img,1718.3202488422394,1718.5955102443695,bigbrain_5390_604_3475.nii,110847
increment_data,1718.628832578659,1791.8759098052979,bigbrain_5390_604_3475.nii,110847
save_incremented,1828.9376196861267,1892.3814678192139,bigbrain_5390_604_3475.nii,110847
load_img,598.9001431465149,606.670636177063,bigbrain_6160_1208_5560.nii,110831
increment_data,656.5264003276825,722.4813296794891,bigbrain_6160_1208_5560.nii,110831
save_incremented,731.5700302124023,802.6885924339294,bigbrain_6160_1208_5560.nii,110831
load_img,5852.708222866058,5852.993721961975,bigbrain_2310_4228_695.nii,110835
increment_data,5856.221129417419,5953.452141284943,bigbrain_2310_4228_695.nii,110835
save_incremented,5955.7948043346405,6044.244380235672,bigbrain_2310_4228_695.nii,110835
load_img,5739.423035860062,5752.6437866687775,bigbrain_2310_3624_2780.nii,110853
increment_data,5752.725257158279,5850.558242082596,bigbrain_2310_3624_2780.nii,110853
save_incremented,5852.733276605606,5936.217547178268,bigbrain_2310_3624_2780.nii,110853
load_img,2723.518414735794,2746.2677450180054,bigbrain_770_4832_3475.nii,110872
increment_data,2784.4570121765137,2843.2598781585693,bigbrain_770_4832_3475.nii,110872
save_incremented,2859.4835917949677,2940.7893698215485,bigbrain_770_4832_3475.nii,110872
load_img,1262.78901553154,1273.070066690445,bigbrain_770_3624_5560.nii,110859
increment_data,1348.0742275714874,1385.9082479476929,bigbrain_770_3624_5560.nii,110859
save_incremented,1389.9619596004486,1486.903429031372,bigbrain_770_3624_5560.nii,110859
load_img,1139.6377098560333,1155.1215341091156,bigbrain_5390_4228_6255.nii,110921
increment_data,1192.70108127594,1255.1056578159332,bigbrain_5390_4228_6255.nii,110921
save_incremented,1267.5812633037567,1319.141101360321,bigbrain_5390_4228_6255.nii,110921
load_img,142.03131365776062,152.9967200756073,bigbrain_0_5436_695.nii,110853
increment_data,230.96777319908142,263.17648100852966,bigbrain_0_5436_695.nii,110853
save_incremented,268.58839321136475,329.08632826805115,bigbrain_0_5436_695.nii,110853
load_img,2992.989166021347,3009.315220117569,bigbrain_3080_3020_3475.nii,110856
increment_data,3052.067673921585,3120.8144330978394,bigbrain_3080_3020_3475.nii,110856
save_incremented,3133.8340640068054,3202.9389605522156,bigbrain_3080_3020_3475.nii,110856
load_img,5392.451634168625,5400.321104288101,bigbrain_3850_4832_0.nii,110850
increment_data,5467.204131603241,5516.033255338669,bigbrain_3850_4832_0.nii,110850
save_incremented,5523.795948982239,5604.879050731659,bigbrain_3850_4832_0.nii,110850
load_img,727.1126046180725,733.1818962097168,bigbrain_6160_0_1390.nii,110903
increment_data,776.6415724754333,834.3148963451385,bigbrain_6160_0_1390.nii,110903
save_incremented,834.4596891403198,928.3581011295319,bigbrain_6160_0_1390.nii,110903
load_img,8162.166651010513,8163.202262401581,bigbrain_6930_0_0.nii,110841
increment_data,8204.440722465515,8247.412852287292,bigbrain_6930_0_0.nii,110841
save_incremented,8265.452104568481,8344.269749164581,bigbrain_6930_0_0.nii,110841
load_img,5.7116405963897705,5.863047122955322,bigbrain_4620_1812_6255.nii,110838
increment_data,13.555395126342773,32.57925367355347,bigbrain_4620_1812_6255.nii,110838
save_incremented,33.44276189804077,76.82090449333191,bigbrain_4620_1812_6255.nii,110838
load_img,728.0459771156311,733.1837990283966,bigbrain_6160_5436_6255.nii,110916
increment_data,783.1695773601532,834.3165776729584,bigbrain_6160_5436_6255.nii,110916
save_incremented,834.5049998760223,929.2848536968231,bigbrain_6160_5436_6255.nii,110916
load_img,496.6470377445221,498.9591464996338,bigbrain_3850_0_4865.nii,110903
increment_data,544.4385268688202,597.6983227729797,bigbrain_3850_0_4865.nii,110903
save_incremented,601.9544191360474,706.4239256381989,bigbrain_3850_0_4865.nii,110903
load_img,3248.015109062195,3261.357474088669,bigbrain_6160_3624_1390.nii,110862
increment_data,3288.049230337143,3354.406799554825,bigbrain_6160_3624_1390.nii,110862
save_incremented,3369.502273082733,3417.6358456611633,bigbrain_6160_3624_1390.nii,110862
load_img,2853.082103252411,2877.877222776413,bigbrain_0_1812_6255.nii,110829
increment_data,2913.516105890274,2984.910541534424,bigbrain_0_1812_6255.nii,110829
save_incremented,2997.4475753307343,3065.1346809864044,bigbrain_0_1812_6255.nii,110829
load_img,4939.379296541214,4948.068275928497,bigbrain_3080_1208_6255.nii,110909
increment_data,4966.590370893478,5030.3303282260895,bigbrain_3080_1208_6255.nii,110909
save_incremented,5051.290194034576,5072.219983816147,bigbrain_3080_1208_6255.nii,110909
load_img,5050.89243388176,5067.607932567596,bigbrain_1540_1812_3475.nii,110903
increment_data,5134.154149055481,5181.445366382599,bigbrain_1540_1812_3475.nii,110903
save_incremented,5188.119673013687,5278.681384086609,bigbrain_1540_1812_3475.nii,110903
load_img,7077.731345653534,7085.961699724197,bigbrain_4620_3624_2085.nii,110884
increment_data,7138.0653347969055,7193.6207485198975,bigbrain_4620_3624_2085.nii,110884
save_incremented,7202.604518890381,7299.5848071575165,bigbrain_4620_3624_2085.nii,110884
load_img,1942.36119389534,1942.897228717804,bigbrain_2310_3020_1390.nii,110838
increment_data,1942.9430570602417,2025.5906801223755,bigbrain_2310_3020_1390.nii,110838
save_incremented,2054.9944314956665,2102.3773214817047,bigbrain_2310_3020_1390.nii,110838
load_img,1612.963965177536,1613.243805885315,bigbrain_4620_0_2085.nii,110909
increment_data,1652.6865584850311,1718.3170671463013,bigbrain_4620_0_2085.nii,110909
save_incremented,1718.4755232334137,1810.9366192817688,bigbrain_4620_0_2085.nii,110909
load_img,3604.31357049942,3604.5960602760315,bigbrain_5390_5436_695.nii,110872
increment_data,3624.0912742614746,3706.521595954895,bigbrain_5390_5436_695.nii,110872
save_incremented,3706.574193716049,3789.326406955719,bigbrain_5390_5436_695.nii,110872
load_img,5289.596286058426,5289.8813445568085,bigbrain_3850_4832_2780.nii,110856
increment_data,5342.622276544571,5391.545324087143,bigbrain_3850_4832_2780.nii,110856
save_incremented,5394.536833763123,5507.018265962601,bigbrain_3850_4832_2780.nii,110856
load_img,7.932841539382935,32.176982164382935,bigbrain_3850_0_1390.nii,110847
increment_data,33.8682336807251,83.63583469390869,bigbrain_3850_0_1390.nii,110847
save_incremented,136.96331882476807,162.03207349777222,bigbrain_3850_0_1390.nii,110847
load_img,2055.0522265434265,2063.296033859253,bigbrain_4620_3624_4170.nii,110927
increment_data,2110.539621591568,2169.0277769565582,bigbrain_4620_3624_4170.nii,110927
save_incremented,2182.968573331833,2248.3690679073334,bigbrain_4620_3624_4170.nii,110927
load_img,5748.762755870819,5752.6640746593475,bigbrain_1540_1812_0.nii,110862
increment_data,5808.65428352356,5852.7369656562805,bigbrain_1540_1812_0.nii,110862
save_incremented,5852.967749834061,5948.776532173157,bigbrain_1540_1812_0.nii,110862
