driver_program,0,5286.379516839981,/home/users/vhayots/spark-1570981778-isilon_1it_25cpus_60sdelay_withpc_em-0,allfiles
save_incremented,3033.7355768680573,3107.014655351639,bigbrain_0_4228_0.nii,117787
load_img,1306.515357017517,1348.676369190216,bigbrain_0_3020_2780.nii,117756
increment_data,1358.7901470661163,1364.6508507728577,bigbrain_0_3020_2780.nii,117756
save_incremented,1384.4936771392822,1427.923724412918,bigbrain_0_3020_2780.nii,117756
load_img,89.44689202308655,91.95840907096863,bigbrain_0_1208_4865.nii,117737
increment_data,100.06436347961426,137.15373730659485,bigbrain_0_1208_4865.nii,117737
save_incremented,142.4101791381836,175.25213241577148,bigbrain_0_1208_4865.nii,117737
load_img,3404.905538082123,3436.8469655513763,bigbrain_0_3020_695.nii,117704
increment_data,3448.8056931495667,3451.681130170822,bigbrain_0_3020_695.nii,117704
save_incremented,3464.0333914756775,3544.9093618392944,bigbrain_0_3020_695.nii,117704
load_img,4868.162091493607,4899.5638864040375,bigbrain_0_3624_2085.nii,117722
increment_data,4930.879094839096,4937.416973114014,bigbrain_0_3624_2085.nii,117722
save_incremented,4946.2649738788605,4989.339037179947,bigbrain_0_3624_2085.nii,117722
load_img,795.4776818752289,795.4826188087463,bigbrain_0_0_4865.nii,117746
increment_data,809.8054792881012,825.6684758663177,bigbrain_0_0_4865.nii,117746
save_incremented,832.3588783740997,935.683705329895,bigbrain_0_0_4865.nii,117746
load_img,4857.9249057769775,4889.953402042389,bigbrain_0_3020_1390.nii,117737
increment_data,4920.803169727325,4928.451364278793,bigbrain_0_3020_1390.nii,117737
save_incremented,4937.852564096451,4979.388128995895,bigbrain_0_3020_1390.nii,117737
load_img,1431.1626212596893,1435.5187282562256,bigbrain_0_4228_2780.nii,117760
increment_data,1446.1939942836761,1452.9410939216614,bigbrain_0_4228_2780.nii,117760
save_incremented,1473.665279865265,1532.595811367035,bigbrain_0_4228_2780.nii,117760
load_img,2708.1170773506165,2708.1212995052338,bigbrain_0_1208_695.nii,117776
increment_data,2722.841396331787,2730.6063022613525,bigbrain_0_1208_695.nii,117776
save_incremented,2749.2113835811615,2804.9335503578186,bigbrain_0_1208_695.nii,117776
load_img,3152.0930490493774,3163.489125728607,bigbrain_0_2416_1390.nii,117751
increment_data,3166.2836787700653,3171.8275809288025,bigbrain_0_2416_1390.nii,117751
save_incremented,3176.047129392624,3253.7241356372833,bigbrain_0_2416_1390.nii,117751
load_img,3690.843163251877,3735.1549232006073,bigbrain_0_3020_0.nii,117731
increment_data,3743.483840227127,3744.5896241664886,bigbrain_0_3020_0.nii,117731
save_incremented,3761.847638607025,3813.8920278549194,bigbrain_0_3020_0.nii,117731
load_img,1763.3921546936035,1763.396036863327,bigbrain_0_1208_6255.nii,117740
increment_data,1784.979471206665,1789.1088988780975,bigbrain_0_1208_6255.nii,117740
save_incremented,1813.3759195804596,1884.3680074214935,bigbrain_0_1208_6255.nii,117740
load_img,4657.110044717789,4661.017094612122,bigbrain_0_3624_2085.nii,117719
increment_data,4663.841720819473,4672.359949827194,bigbrain_0_3624_2085.nii,117719
save_incremented,4690.3075494766235,4753.867774248123,bigbrain_0_3624_2085.nii,117719
load_img,787.000191450119,807.7160012722015,bigbrain_0_0_4170.nii,117737
increment_data,825.4894397258759,830.9504573345184,bigbrain_0_0_4170.nii,117737
save_incremented,834.6272087097168,877.2825887203217,bigbrain_0_0_4170.nii,117737
load_img,1814.1555325984955,1830.1179308891296,bigbrain_0_3020_695.nii,117722
increment_data,1851.0752007961273,1852.1838552951813,bigbrain_0_3020_695.nii,117722
save_incremented,1870.0339205265045,1955.6097197532654,bigbrain_0_3020_695.nii,117722
load_img,1171.1982443332672,1175.336397409439,bigbrain_0_2416_4865.nii,117768
increment_data,1178.8425962924957,1180.0283842086792,bigbrain_0_2416_4865.nii,117768
save_incremented,1184.240161895752,1239.1394701004028,bigbrain_0_2416_4865.nii,117768
load_img,3194.2292935848236,3241.3423442840576,bigbrain_0_2416_6255.nii,117764
increment_data,3266.7376449108124,3277.26416683197,bigbrain_0_2416_6255.nii,117764
save_incremented,3292.4615228176117,3322.754704475403,bigbrain_0_2416_6255.nii,117764
load_img,126.97343754768372,127.4829375743866,bigbrain_0_0_6255.nii,117787
increment_data,138.84080529212952,148.75033593177795,bigbrain_0_0_6255.nii,117787
save_incremented,157.58034491539001,203.7758047580719,bigbrain_0_0_6255.nii,117787
load_img,411.10836148262024,415.1161332130432,bigbrain_0_1208_6255.nii,117725
increment_data,433.84392786026,460.40468645095825,bigbrain_0_1208_6255.nii,117725
save_incremented,464.51618909835815,513.0687434673309,bigbrain_0_1208_6255.nii,117725
load_img,2159.330949306488,2162.837554216385,bigbrain_0_3020_5560.nii,117772
increment_data,2178.527634859085,2181.903455734253,bigbrain_0_3020_5560.nii,117772
save_incremented,2216.637143135071,2280.749834060669,bigbrain_0_3020_5560.nii,117772
load_img,832.6431019306183,834.2537131309509,bigbrain_0_0_5560.nii,117728
increment_data,842.3028955459595,885.4311234951019,bigbrain_0_0_5560.nii,117728
save_incremented,889.777200460434,951.5064988136292,bigbrain_0_0_5560.nii,117728
load_img,2720.0511491298676,2724.1055631637573,bigbrain_0_1812_4865.nii,117725
increment_data,2729.5535972118378,2753.3122596740723,bigbrain_0_1812_4865.nii,117725
save_incremented,2772.7829887866974,2828.6314113140106,bigbrain_0_1812_4865.nii,117725
load_img,4515.559106349945,4559.152860164642,bigbrain_0_4228_3475.nii,117780
increment_data,4576.960163593292,4588.2507293224335,bigbrain_0_4228_3475.nii,117780
save_incremented,4604.58607172966,4648.996273517609,bigbrain_0_4228_3475.nii,117780
load_img,1071.0348858833313,1106.3508923053741,bigbrain_0_3624_2780.nii,117776
increment_data,1115.2184920310974,1116.144590139389,bigbrain_0_3624_2780.nii,117776
save_incremented,1124.1807193756104,1161.617060661316,bigbrain_0_3624_2780.nii,117776
load_img,4176.765633106232,4191.285523414612,bigbrain_0_4228_2085.nii,117746
increment_data,4196.128583431244,4211.714693307877,bigbrain_0_4228_2085.nii,117746
save_incremented,4243.1755175590515,4296.723251819611,bigbrain_0_4228_2085.nii,117746
load_img,30.765791416168213,30.769696950912476,bigbrain_0_3624_695.nii,117746
increment_data,41.36785674095154,41.85551333427429,bigbrain_0_3624_695.nii,117746
save_incremented,48.412516593933105,139.06132197380066,bigbrain_0_3624_695.nii,117746
load_img,3940.3505635261536,3945.9580364227295,bigbrain_0_1812_3475.nii,117751
increment_data,3960.59019947052,3963.3001506328583,bigbrain_0_1812_3475.nii,117751
save_incremented,3992.4024634361267,4051.1661908626556,bigbrain_0_1812_3475.nii,117751
load_img,3767.1158900260925,3814.349838733673,bigbrain_0_2416_3475.nii,117722
increment_data,3838.214370727539,3843.7007036209106,bigbrain_0_2416_3475.nii,117722
save_incremented,3862.123494386673,3902.318707704544,bigbrain_0_2416_3475.nii,117722
load_img,3142.477249622345,3150.6909396648407,bigbrain_0_4228_2085.nii,117704
increment_data,3175.4315876960754,3191.0384755134583,bigbrain_0_4228_2085.nii,117704
save_incremented,3198.6183154582977,3268.168706178665,bigbrain_0_4228_2085.nii,117704
load_img,4047.488527536392,4058.9913034439087,bigbrain_0_1812_3475.nii,117760
increment_data,4096.858540296555,4104.068803310394,bigbrain_0_1812_3475.nii,117760
save_incremented,4112.378420352936,4166.2951917648315,bigbrain_0_1812_3475.nii,117760
load_img,3110.979813814163,3139.171941757202,bigbrain_0_4228_3475.nii,117787
increment_data,3142.9366462230682,3149.0334537029266,bigbrain_0_4228_3475.nii,117787
save_incremented,3159.6111307144165,3234.7505683898926,bigbrain_0_4228_3475.nii,117787
load_img,1864.5478947162628,1867.7037320137024,bigbrain_0_2416_2085.nii,117728
increment_data,1878.4897558689117,1881.1372854709625,bigbrain_0_2416_2085.nii,117728
save_incremented,1889.1355741024017,1953.0887367725372,bigbrain_0_2416_2085.nii,117728
load_img,3396.7980563640594,3406.6314322948456,bigbrain_0_0_3475.nii,117794
increment_data,3438.856029987335,3441.3573365211487,bigbrain_0_0_3475.nii,117794
save_incremented,3451.8761687278748,3525.1642956733704,bigbrain_0_0_3475.nii,117794
load_img,3817.5614914894104,3825.9457738399506,bigbrain_0_3020_4170.nii,117710
increment_data,3844.7693400382996,3852.4981203079224,bigbrain_0_3020_4170.nii,117710
save_incremented,3875.300078868866,3931.0299067497253,bigbrain_0_3020_4170.nii,117710
load_img,4573.465171337128,4598.856090545654,bigbrain_0_1208_5560.nii,117776
increment_data,4619.104428768158,4625.479344367981,bigbrain_0_1208_5560.nii,117776
save_incremented,4650.091823816299,4692.420624494553,bigbrain_0_1208_5560.nii,117776
load_img,1626.6380763053894,1648.9943702220917,bigbrain_0_3020_2085.nii,117710
increment_data,1674.3022990226746,1679.503257036209,bigbrain_0_3020_2085.nii,117710
save_incremented,1686.022189617157,1735.2441577911377,bigbrain_0_3020_2085.nii,117710
load_img,39.528454065322876,42.71714901924133,bigbrain_0_2416_2780.nii,117768
increment_data,52.83283853530884,54.82798743247986,bigbrain_0_2416_2780.nii,117768
save_incremented,73.41784501075745,122.78000283241272,bigbrain_0_2416_2780.nii,117768
load_img,40.04043364524841,44.58860683441162,bigbrain_0_2416_4865.nii,117776
increment_data,56.924375772476196,58.35729146003723,bigbrain_0_2416_4865.nii,117776
save_incremented,72.23576712608337,115.89880084991455,bigbrain_0_2416_4865.nii,117776
load_img,785.128443479538,785.1327331066132,bigbrain_0_1812_5560.nii,117780
increment_data,791.1005616188049,792.1567935943604,bigbrain_0_1812_5560.nii,117780
save_incremented,803.349029302597,843.6526293754578,bigbrain_0_1812_5560.nii,117780
load_img,2470.3718616962433,2472.7841687202454,bigbrain_0_3020_4865.nii,117760
increment_data,2490.1626851558685,2494.4774177074432,bigbrain_0_3020_4865.nii,117760
save_incremented,2507.6941945552826,2577.032089471817,bigbrain_0_3020_4865.nii,117760
load_img,812.8157482147217,817.718367099762,bigbrain_0_2416_3475.nii,117725
increment_data,830.6547348499298,866.9524290561676,bigbrain_0_2416_3475.nii,117725
save_incremented,874.2543580532074,973.7093348503113,bigbrain_0_2416_3475.nii,117725
load_img,1809.7739081382751,1853.5356538295746,bigbrain_0_3624_2085.nii,117764
increment_data,1871.2368259429932,1874.0005631446838,bigbrain_0_3624_2085.nii,117764
save_incremented,1885.1252620220184,1950.9587709903717,bigbrain_0_3624_2085.nii,117764
load_img,962.395859003067,981.2675950527191,bigbrain_0_3020_1390.nii,117746
increment_data,1001.2296462059021,1002.9039459228516,bigbrain_0_3020_1390.nii,117746
save_incremented,1014.7078309059143,1067.019650220871,bigbrain_0_3020_1390.nii,117746
load_img,1542.6899404525757,1572.454741716385,bigbrain_0_4228_1390.nii,117713
increment_data,1590.8847014904022,1591.686282634735,bigbrain_0_4228_1390.nii,117713
save_incremented,1598.8471574783325,1652.0241696834564,bigbrain_0_4228_1390.nii,117713
load_img,3678.9489715099335,3693.9151787757874,bigbrain_0_1812_5560.nii,117794
increment_data,3699.4082803726196,3701.9765174388885,bigbrain_0_1812_5560.nii,117794
save_incremented,3727.8768768310547,3770.9003536701202,bigbrain_0_1812_5560.nii,117794
load_img,1906.389948606491,1934.31569814682,bigbrain_0_2416_2085.nii,117787
increment_data,1949.8534133434296,1964.285163640976,bigbrain_0_2416_2085.nii,117787
save_incremented,1975.967246055603,2026.1217031478882,bigbrain_0_2416_2085.nii,117787
load_img,2977.742341518402,2980.2961916923523,bigbrain_0_0_2085.nii,117725
increment_data,2988.8509726524353,2991.6607320308685,bigbrain_0_0_2085.nii,117725
save_incremented,2997.5034811496735,3087.5727047920227,bigbrain_0_0_2085.nii,117725
load_img,3404.353006839752,3434.093122959137,bigbrain_0_1812_695.nii,117772
increment_data,3448.2888457775116,3449.86256480217,bigbrain_0_1812_695.nii,117772
save_incremented,3457.9366459846497,3538.563703775406,bigbrain_0_1812_695.nii,117772
load_img,2348.711280107498,2380.0762667655945,bigbrain_0_3624_5560.nii,117780
increment_data,2407.9588034152985,2419.754194498062,bigbrain_0_3624_5560.nii,117780
save_incremented,2452.6277301311493,2493.406970024109,bigbrain_0_3624_5560.nii,117780
load_img,2872.6276757717133,2877.7701065540314,bigbrain_0_4228_0.nii,117728
increment_data,2895.019963502884,2897.9351506233215,bigbrain_0_4228_0.nii,117728
save_incremented,2922.732194662094,2978.928887605667,bigbrain_0_4228_0.nii,117728
load_img,4734.607273817062,4774.0122582912445,bigbrain_0_3624_0.nii,117768
increment_data,4791.520102739334,4797.629478693008,bigbrain_0_3624_0.nii,117768
save_incremented,4819.53696346283,4867.864133119583,bigbrain_0_3624_0.nii,117768
load_img,1111.1354835033417,1111.1395297050476,bigbrain_0_3624_2780.nii,117710
increment_data,1123.706966161728,1131.380390405655,bigbrain_0_3624_2780.nii,117710
save_incremented,1140.8031995296478,1199.9187462329865,bigbrain_0_3624_2780.nii,117710
load_img,133.99629974365234,139.34225034713745,bigbrain_0_1812_4170.nii,117768
increment_data,153.60091710090637,157.7241132259369,bigbrain_0_1812_4170.nii,117768
save_incremented,163.71568155288696,242.8111252784729,bigbrain_0_1812_4170.nii,117768
load_img,3399.9251687526703,3418.491048812866,bigbrain_0_1208_0.nii,117710
increment_data,3440.923999071121,3442.720659017563,bigbrain_0_1208_0.nii,117710
save_incremented,3452.201393842697,3529.482831478119,bigbrain_0_1208_0.nii,117710
load_img,5093.086984634399,5103.59752702713,bigbrain_0_0_695.nii,117787
increment_data,5118.988268852234,5125.392778158188,bigbrain_0_0_695.nii,117787
save_incremented,5131.941711425781,5247.276846885681,bigbrain_0_0_695.nii,117787
load_img,104.44950270652771,111.19979739189148,bigbrain_0_0_0.nii,117760
increment_data,128.48964595794678,136.58973860740662,bigbrain_0_0_0.nii,117760
save_incremented,142.09342169761658,203.31037974357605,bigbrain_0_0_0.nii,117760
load_img,3716.026911020279,3743.9387226104736,bigbrain_0_1208_695.nii,117716
increment_data,3766.067542076111,3791.9119126796722,bigbrain_0_1208_695.nii,117716
save_incremented,3806.605687379837,3857.8729705810547,bigbrain_0_1208_695.nii,117716
load_img,4722.474463939667,4758.558973073959,bigbrain_0_0_4865.nii,117737
increment_data,4782.213176488876,4787.004524469376,bigbrain_0_0_4865.nii,117737
save_incremented,4796.313643455505,4845.718796014786,bigbrain_0_0_4865.nii,117737
load_img,1885.5742423534393,1888.0132162570953,bigbrain_0_1208_2085.nii,117710
increment_data,1911.2619006633759,1924.8403487205505,bigbrain_0_1208_2085.nii,117710
save_incremented,1936.2846202850342,2013.0476167201996,bigbrain_0_1208_2085.nii,117710
load_img,4323.1233105659485,4327.228792667389,bigbrain_0_3020_6255.nii,117728
increment_data,4372.225815296173,4382.128788471222,bigbrain_0_3020_6255.nii,117728
save_incremented,4398.726983547211,4462.769108057022,bigbrain_0_3020_6255.nii,117728
load_img,277.35834312438965,291.46760654449463,bigbrain_0_3020_2085.nii,117746
increment_data,310.2097587585449,317.47162103652954,bigbrain_0_3020_2085.nii,117746
save_incremented,329.1198196411133,369.5504426956177,bigbrain_0_3020_2085.nii,117746
load_img,1357.9306104183197,1378.2463216781616,bigbrain_0_1812_4865.nii,117768
increment_data,1402.0622136592865,1403.7383697032928,bigbrain_0_1812_4865.nii,117768
save_incremented,1413.1654257774353,1453.3945417404175,bigbrain_0_1812_4865.nii,117768
load_img,2211.2113015651703,2216.486201286316,bigbrain_0_3624_4170.nii,117725
increment_data,2223.751779794693,2237.90128159523,bigbrain_0_3624_4170.nii,117725
save_incremented,2266.402830839157,2345.428216934204,bigbrain_0_3624_4170.nii,117725
load_img,2185.871943473816,2217.689189195633,bigbrain_0_3624_2780.nii,117780
increment_data,2240.9390511512756,2255.173114299774,bigbrain_0_3624_2780.nii,117780
save_incremented,2272.093632698059,2321.5646822452545,bigbrain_0_3624_2780.nii,117780
load_img,397.3446226119995,407.0159795284271,bigbrain_0_2416_0.nii,117719
increment_data,417.8445496559143,434.5021300315857,bigbrain_0_2416_0.nii,117719
save_incremented,443.12605834007263,485.2989299297333,bigbrain_0_2416_0.nii,117719
load_img,4329.9282512664795,4373.429953813553,bigbrain_0_1208_0.nii,117716
increment_data,4385.92457985878,4404.451143503189,bigbrain_0_1208_0.nii,117716
save_incremented,4428.509780168533,4479.817531585693,bigbrain_0_1208_0.nii,117716
load_img,952.305112361908,973.3636462688446,bigbrain_0_1812_0.nii,117794
increment_data,990.4324207305908,994.2464399337769,bigbrain_0_1812_0.nii,117794
save_incremented,1011.8144254684448,1041.1486558914185,bigbrain_0_1812_0.nii,117794
