driver_program,0,5286.379516839981,/home/users/vhayots/spark-1570981778-isilon_1it_25cpus_60sdelay_withpc_em-0,allfiles
increment_data,1576.119511127472,1583.7377951145172,bigbrain_0_4228_0.nii,117746
save_incremented,1593.462260723114,1646.9545631408691,bigbrain_0_4228_0.nii,117746
load_img,3597.409300804138,3631.297919988632,bigbrain_0_3020_4170.nii,117728
increment_data,3670.397469520569,3678.3452575206757,bigbrain_0_3020_4170.nii,117728
save_incremented,3686.2581861019135,3735.457140684128,bigbrain_0_3020_4170.nii,117728
load_img,4795.791841268539,4839.733603954315,bigbrain_0_3020_4170.nii,117716
increment_data,4850.209925889969,4853.852775812149,bigbrain_0_3020_4170.nii,117716
save_incremented,4871.928030490875,4934.796128749847,bigbrain_0_3020_4170.nii,117716
load_img,3976.551577568054,3977.621342420578,bigbrain_0_3020_4865.nii,117756
increment_data,3983.980670928955,3997.412435531616,bigbrain_0_3020_4865.nii,117756
save_incremented,4016.387846469879,4062.944578409195,bigbrain_0_3020_4865.nii,117756
load_img,2731.2150053977966,2734.4378311634064,bigbrain_0_1812_2085.nii,117716
increment_data,2740.9297337532043,2756.7362847328186,bigbrain_0_1812_2085.nii,117716
save_incremented,2776.4196393489838,2833.7911019325256,bigbrain_0_1812_2085.nii,117716
load_img,1239.4255330562592,1291.1411652565002,bigbrain_0_4228_4865.nii,117772
increment_data,1299.8803961277008,1301.9313101768494,bigbrain_0_4228_4865.nii,117772
save_incremented,1306.9660172462463,1361.967815876007,bigbrain_0_4228_4865.nii,117772
load_img,2272.0002794265747,2287.260802268982,bigbrain_0_3624_6255.nii,117737
increment_data,2295.1270623207092,2299.5561621189117,bigbrain_0_3624_6255.nii,117737
save_incremented,2317.6875088214874,2370.6171729564667,bigbrain_0_3624_6255.nii,117737
load_img,1707.7734842300415,1708.5486378669739,bigbrain_0_4228_3475.nii,117705
increment_data,1734.9049904346466,1739.5983626842499,bigbrain_0_4228_3475.nii,117705
save_incremented,1746.544471502304,1825.946783542633,bigbrain_0_4228_3475.nii,117705
load_img,4722.010395526886,4759.468382120132,bigbrain_0_1812_695.nii,117776
increment_data,4783.149311304092,4786.692316293716,bigbrain_0_1812_695.nii,117776
save_incremented,4796.179820537567,4868.640159368515,bigbrain_0_1812_695.nii,117776
load_img,1023.7221038341522,1038.5844807624817,bigbrain_0_0_1390.nii,117737
increment_data,1068.233707666397,1078.4785633087158,bigbrain_0_0_1390.nii,117737
save_incremented,1097.070945262909,1151.044563293457,bigbrain_0_0_1390.nii,117737
load_img,2779.7653234004974,2789.1102039813995,bigbrain_0_1208_4170.nii,117728
increment_data,2795.526165485382,2800.709732532501,bigbrain_0_1208_4170.nii,117728
save_incremented,2803.7253165245056,2862.6519062519073,bigbrain_0_1208_4170.nii,117728
load_img,4857.621413469315,4886.449843883514,bigbrain_0_3020_0.nii,117746
increment_data,4916.36376452446,4917.762331485748,bigbrain_0_3020_0.nii,117746
save_incremented,4948.002931594849,4992.213855266571,bigbrain_0_3020_0.nii,117746
load_img,1739.7348146438599,1765.118108510971,bigbrain_0_3020_695.nii,117719
increment_data,1786.5045623779297,1791.42489528656,bigbrain_0_3020_695.nii,117719
save_incremented,1813.6789445877075,1897.375262260437,bigbrain_0_3020_695.nii,117719
load_img,4596.720041751862,4596.724380493164,bigbrain_0_2416_0.nii,117710
increment_data,4617.250866889954,4622.77712392807,bigbrain_0_2416_0.nii,117710
save_incremented,4649.958174228668,4724.9852113723755,bigbrain_0_2416_0.nii,117710
load_img,2047.060789823532,2056.1046290397644,bigbrain_0_3020_5560.nii,117746
increment_data,2066.3933458328247,2077.6018352508545,bigbrain_0_3020_5560.nii,117746
save_incremented,2100.212377548218,2146.871723651886,bigbrain_0_3020_5560.nii,117746
load_img,1098.1355783939362,1109.7423281669617,bigbrain_0_3624_1390.nii,117734
increment_data,1120.107046842575,1152.5120077133179,bigbrain_0_3624_1390.nii,117734
save_incremented,1170.2855162620544,1209.013433933258,bigbrain_0_3624_1390.nii,117734
load_img,1238.9623954296112,1287.5181622505188,bigbrain_0_3624_695.nii,117728
increment_data,1298.2449617385864,1298.846031665802,bigbrain_0_3624_695.nii,117728
save_incremented,1304.7108387947083,1353.871215581894,bigbrain_0_3624_695.nii,117728
load_img,4585.934599637985,4591.479363203049,bigbrain_0_4228_5560.nii,117731
increment_data,4614.36351108551,4620.486810922623,bigbrain_0_4228_5560.nii,117731
save_incremented,4649.45042181015,4690.762527227402,bigbrain_0_4228_5560.nii,117731
load_img,1102.8681001663208,1107.2718513011932,bigbrain_0_4228_6255.nii,117719
increment_data,1118.2271871566772,1120.9860260486603,bigbrain_0_4228_6255.nii,117719
save_incremented,1144.4530112743378,1182.8056194782257,bigbrain_0_4228_6255.nii,117719
load_img,5230.082810640335,5235.493093967438,bigbrain_0_3624_6255.nii,117722
increment_data,5239.946044921875,5243.96621465683,bigbrain_0_3624_6255.nii,117722
save_incremented,5245.792636871338,5273.824426412582,bigbrain_0_3624_6255.nii,117722
load_img,1297.6605288982391,1298.5523931980133,bigbrain_0_3020_4865.nii,117740
increment_data,1307.1262814998627,1312.9424006938934,bigbrain_0_3020_4865.nii,117740
save_incremented,1344.9904899597168,1395.8401086330414,bigbrain_0_3020_4865.nii,117740
load_img,2334.1486308574677,2378.3603250980377,bigbrain_0_3020_1390.nii,117787
increment_data,2389.5769102573395,2393.972203731537,bigbrain_0_3020_1390.nii,117787
save_incremented,2397.767825126648,2454.5318763256073,bigbrain_0_3020_1390.nii,117787
load_img,1756.530342578888,1784.5032544136047,bigbrain_0_3020_3475.nii,117794
increment_data,1810.5456719398499,1819.6194636821747,bigbrain_0_3020_3475.nii,117794
save_incremented,1823.2636659145355,1867.3830687999725,bigbrain_0_3020_3475.nii,117794
load_img,3415.1657404899597,3437.4396982192993,bigbrain_0_3624_2085.nii,117784
increment_data,3449.692681789398,3454.1588332653046,bigbrain_0_3624_2085.nii,117784
save_incremented,3485.115510225296,3559.307947874069,bigbrain_0_3624_2085.nii,117784
load_img,4928.161006450653,4958.163454532623,bigbrain_0_3020_1390.nii,117725
increment_data,4962.761382102966,4972.303372859955,bigbrain_0_3020_1390.nii,117725
save_incremented,4981.308559656143,5025.43714094162,bigbrain_0_3020_1390.nii,117725
load_img,2386.2833716869354,2386.287609577179,bigbrain_0_4228_4170.nii,117719
increment_data,2397.0098371505737,2408.547390937805,bigbrain_0_4228_4170.nii,117719
save_incremented,2411.2293128967285,2489.7085452079773,bigbrain_0_4228_4170.nii,117719
load_img,3416.5297236442566,3439.8860626220703,bigbrain_0_3020_1390.nii,117716
increment_data,3453.217612504959,3458.5525391101837,bigbrain_0_3020_1390.nii,117716
save_incremented,3463.132111787796,3538.7151324748993,bigbrain_0_3020_1390.nii,117716
load_img,4047.1149072647095,4050.8827805519104,bigbrain_0_0_0.nii,117728
increment_data,4062.1768295764923,4064.1558668613434,bigbrain_0_0_0.nii,117728
save_incremented,4099.643813371658,4157.833554506302,bigbrain_0_0_0.nii,117728
load_img,5128.302356481552,5143.8008687496185,bigbrain_0_1812_1390.nii,117728
increment_data,5151.277633666992,5159.412357330322,bigbrain_0_1812_1390.nii,117728
save_incremented,5165.059814691544,5212.754452228546,bigbrain_0_1812_1390.nii,117728
load_img,2079.1286442279816,2088.8656191825867,bigbrain_0_1812_695.nii,117756
increment_data,2134.3630402088165,2140.816573381424,bigbrain_0_1812_695.nii,117756
save_incremented,2158.7288348674774,2212.5804963111877,bigbrain_0_1812_695.nii,117756
load_img,2986.259103536606,2995.024661540985,bigbrain_0_4228_3475.nii,117728
increment_data,3009.209398508072,3011.4637236595154,bigbrain_0_4228_3475.nii,117728
save_incremented,3017.2659397125244,3105.3707933425903,bigbrain_0_4228_3475.nii,117728
load_img,260.51164984703064,260.51673221588135,bigbrain_0_1812_4865.nii,117710
increment_data,279.3908429145813,283.94808316230774,bigbrain_0_1812_4865.nii,117710
save_incremented,293.62269401550293,383.4411838054657,bigbrain_0_1812_4865.nii,117710
load_img,1673.6910498142242,1688.5805065631866,bigbrain_0_1812_2085.nii,117787
increment_data,1719.9661481380463,1721.3454399108887,bigbrain_0_1812_2085.nii,117787
save_incremented,1736.7721054553986,1779.8832473754883,bigbrain_0_1812_2085.nii,117787
load_img,4112.177338600159,4148.33963394165,bigbrain_0_3020_4865.nii,117704
increment_data,4163.642824649811,4169.79790520668,bigbrain_0_3020_4865.nii,117704
save_incremented,4179.47554898262,4240.689193725586,bigbrain_0_3020_4865.nii,117704
load_img,1142.4039852619171,1142.9357733726501,bigbrain_0_2416_4865.nii,117713
increment_data,1162.044466972351,1167.8720326423645,bigbrain_0_2416_4865.nii,117713
save_incremented,1178.9944515228271,1240.829999923706,bigbrain_0_2416_4865.nii,117713
load_img,5029.878070831299,5035.006818771362,bigbrain_0_2416_5560.nii,117725
increment_data,5042.006138563156,5059.925121545792,bigbrain_0_2416_5560.nii,117725
save_incremented,5082.247586488724,5124.010747432709,bigbrain_0_2416_5560.nii,117725
load_img,1578.4010050296783,1578.4060542583466,bigbrain_0_1208_2780.nii,117756
increment_data,1594.6652719974518,1598.2505826950073,bigbrain_0_1208_2780.nii,117756
save_incremented,1622.6931812763214,1684.4986140727997,bigbrain_0_1208_2780.nii,117756
load_img,2985.3772678375244,2994.9531705379486,bigbrain_0_1208_4170.nii,117710
increment_data,3006.4735009670258,3008.4433600902557,bigbrain_0_1208_4170.nii,117710
save_incremented,3016.9630312919617,3097.152795314789,bigbrain_0_1208_4170.nii,117710
load_img,829.4374890327454,838.7166614532471,bigbrain_0_0_4865.nii,117772
increment_data,848.153466463089,854.0091133117676,bigbrain_0_0_4865.nii,117772
save_incremented,858.8458423614502,977.4110696315765,bigbrain_0_0_4865.nii,117772
load_img,1647.9120333194733,1667.8302557468414,bigbrain_0_1812_6255.nii,117737
increment_data,1683.1299314498901,1688.5765085220337,bigbrain_0_1812_6255.nii,117737
save_incremented,1708.5183455944061,1761.7233548164368,bigbrain_0_1812_6255.nii,117737
load_img,621.9636726379395,628.8168849945068,bigbrain_0_2416_1390.nii,117725
increment_data,633.3841938972473,659.5267326831818,bigbrain_0_2416_1390.nii,117725
save_incremented,664.4151651859283,708.1985859870911,bigbrain_0_2416_1390.nii,117725
load_img,4386.360354185104,4423.481959819794,bigbrain_0_4228_1390.nii,117784
increment_data,4431.14838218689,4447.910976648331,bigbrain_0_4228_1390.nii,117784
save_incremented,4463.022990465164,4502.686192989349,bigbrain_0_4228_1390.nii,117784
load_img,450.71394181251526,453.155873298645,bigbrain_0_1208_2085.nii,117705
increment_data,469.5403642654419,487.3149166107178,bigbrain_0_1208_2085.nii,117705
save_incremented,497.27403593063354,554.4781992435455,bigbrain_0_1208_2085.nii,117705
load_img,2890.2156693935394,2933.432731628418,bigbrain_0_4228_2780.nii,117756
increment_data,2979.8369719982147,2988.196584224701,bigbrain_0_4228_2780.nii,117756
save_incremented,2993.7716624736786,3027.5108954906464,bigbrain_0_4228_2780.nii,117756
load_img,130.39882469177246,130.40614247322083,bigbrain_0_0_6255.nii,117776
increment_data,139.80950045585632,148.76291179656982,bigbrain_0_0_6255.nii,117776
save_incremented,158.24032306671143,247.69161915779114,bigbrain_0_0_6255.nii,117776
load_img,613.6051163673401,622.5418231487274,bigbrain_0_3624_2085.nii,117716
increment_data,626.5972929000854,657.8341484069824,bigbrain_0_3624_2085.nii,117716
save_incremented,663.4883360862732,700.6185007095337,bigbrain_0_3624_2085.nii,117716
load_img,759.5083940029144,760.2998464107513,bigbrain_0_0_4170.nii,117764
increment_data,769.8924427032471,775.3358068466187,bigbrain_0_0_4170.nii,117764
save_incremented,786.6397824287415,837.7421255111694,bigbrain_0_0_4170.nii,117764
load_img,4046.7220647335052,4058.6882107257843,bigbrain_0_4228_2780.nii,117746
increment_data,4090.840079307556,4100.545050144196,bigbrain_0_4228_2780.nii,117746
save_incremented,4112.0754017829895,4165.377119064331,bigbrain_0_4228_2780.nii,117746
load_img,2323.734074831009,2358.8038449287415,bigbrain_0_3624_6255.nii,117764
increment_data,2379.313465833664,2380.2144780158997,bigbrain_0_3624_6255.nii,117764
save_incremented,2391.840847492218,2441.7250316143036,bigbrain_0_3624_6255.nii,117764
load_img,4747.802403450012,4763.115442752838,bigbrain_0_0_3475.nii,117722
increment_data,4788.672023534775,4792.590511083603,bigbrain_0_0_3475.nii,117722
save_incremented,4801.585516691208,4858.081551074982,bigbrain_0_0_3475.nii,117722
load_img,475.46938395500183,475.474632024765,bigbrain_0_0_2085.nii,117787
increment_data,484.24087023735046,545.4540657997131,bigbrain_0_0_2085.nii,117787
save_incremented,557.8118751049042,606.4550998210907,bigbrain_0_0_2085.nii,117787
load_img,230.25691890716553,235.06545448303223,bigbrain_0_1812_3475.nii,117780
increment_data,248.86883211135864,251.04695057868958,bigbrain_0_1812_3475.nii,117780
save_incremented,261.2490818500519,333.886034488678,bigbrain_0_1812_3475.nii,117780
load_img,3571.485891342163,3589.4325802326202,bigbrain_0_1208_3475.nii,117704
increment_data,3599.7580783367157,3604.6522426605225,bigbrain_0_1208_3475.nii,117704
save_incremented,3615.0860075950623,3673.0048801898956,bigbrain_0_1208_3475.nii,117704
load_img,1199.146406173706,1213.2377362251282,bigbrain_0_1812_4170.nii,117764
increment_data,1226.3069140911102,1228.9858224391937,bigbrain_0_1812_4170.nii,117764
save_incremented,1239.6975166797638,1294.5914378166199,bigbrain_0_1812_4170.nii,117764
load_img,4043.397618532181,4053.176254272461,bigbrain_0_3624_4865.nii,117705
increment_data,4072.1244611740112,4082.128580093384,bigbrain_0_3624_4865.nii,117705
save_incremented,4101.430803060532,4143.581048488617,bigbrain_0_3624_4865.nii,117705
load_img,3016.2092139720917,3062.105167388916,bigbrain_0_4228_5560.nii,117751
increment_data,3091.287595272064,3094.6040031909943,bigbrain_0_4228_5560.nii,117751
save_incremented,3105.0671937465668,3146.0164794921875,bigbrain_0_4228_5560.nii,117751
load_img,4104.962855100632,4123.742729187012,bigbrain_0_1208_695.nii,117780
increment_data,4165.6795608997345,4171.205551862717,bigbrain_0_1208_695.nii,117780
save_incremented,4180.161772966385,4241.152810335159,bigbrain_0_1208_695.nii,117780
load_img,2490.4964876174927,2519.294610977173,bigbrain_0_0_1390.nii,117794
increment_data,2548.4867165088654,2560.853854417801,bigbrain_0_0_1390.nii,117794
save_incremented,2582.073394536972,2617.8299701213837,bigbrain_0_0_1390.nii,117794
load_img,858.4241840839386,859.1867229938507,bigbrain_0_0_695.nii,117751
increment_data,866.301771402359,868.6119093894958,bigbrain_0_0_695.nii,117751
save_incremented,874.6394393444061,935.1750733852386,bigbrain_0_0_695.nii,117751
load_img,30.76683235168457,30.77058243751526,bigbrain_0_4228_4865.nii,117731
increment_data,42.31546711921692,44.72790789604187,bigbrain_0_4228_4865.nii,117731
save_incremented,55.10643219947815,103.94147491455078,bigbrain_0_4228_4865.nii,117731
load_img,277.99742817878723,278.5118384361267,bigbrain_0_4228_2780.nii,117794
increment_data,286.64052724838257,297.32441115379333,bigbrain_0_4228_2780.nii,117794
save_incremented,309.7725775241852,372.86592960357666,bigbrain_0_4228_2780.nii,117794
load_img,2135.5968041419983,2162.8336415290833,bigbrain_0_3020_5560.nii,117705
increment_data,2173.2424252033234,2175.0512363910675,bigbrain_0_3020_5560.nii,117705
save_incremented,2188.4403257369995,2237.152780532837,bigbrain_0_3020_5560.nii,117705
load_img,3290.927575111389,3301.258862018585,bigbrain_0_1208_5560.nii,117772
increment_data,3320.459333896637,3335.249874830246,bigbrain_0_1208_5560.nii,117772
save_incremented,3342.123310804367,3400.0557205677032,bigbrain_0_1208_5560.nii,117772
load_img,171.13912272453308,171.14514756202698,bigbrain_0_1208_2780.nii,117722
increment_data,183.93409657478333,197.00028276443481,bigbrain_0_1208_2780.nii,117722
save_incremented,198.85468363761902,268.0655348300934,bigbrain_0_1208_2780.nii,117722
load_img,1874.5270829200745,1886.2040784358978,bigbrain_0_3624_2085.nii,117737
increment_data,1896.5705649852753,1907.5916278362274,bigbrain_0_3624_2085.nii,117737
save_incremented,1920.9563648700714,2001.0364797115326,bigbrain_0_3624_2085.nii,117737
load_img,4891.167572975159,4908.184405565262,bigbrain_0_1208_1390.nii,117776
increment_data,4943.346086025238,4950.57940196991,bigbrain_0_1208_1390.nii,117776
save_incremented,4970.355112791061,5033.139588594437,bigbrain_0_1208_1390.nii,117776
load_img,4246.084033250809,4287.16029715538,bigbrain_0_1208_4170.nii,117780
increment_data,4313.585958003998,4317.116539239883,bigbrain_0_1208_4170.nii,117780
save_incremented,4325.3923461437225,4368.953541517258,bigbrain_0_1208_4170.nii,117780
load_img,4843.279954433441,4843.284145355225,bigbrain_0_0_4865.nii,117764
increment_data,4854.155015230179,4858.367367267609,bigbrain_0_0_4865.nii,117764
save_incremented,4878.567990541458,4952.0848026275635,bigbrain_0_0_4865.nii,117764
load_img,3267.624570608139,3290.175859928131,bigbrain_0_0_3475.nii,117784
increment_data,3306.552050113678,3310.634932041168,bigbrain_0_0_3475.nii,117784
save_incremented,3341.668792247772,3404.492344379425,bigbrain_0_0_3475.nii,117784
load_img,3259.7393164634705,3283.9405052661896,bigbrain_0_2416_2085.nii,117780
increment_data,3296.752666950226,3300.6505484580994,bigbrain_0_2416_2085.nii,117780
save_incremented,3315.321705341339,3374.569955587387,bigbrain_0_2416_2085.nii,117780
load_img,1677.2156002521515,1696.8868370056152,bigbrain_0_0_2085.nii,117713
increment_data,1724.2620606422424,1725.4529147148132,bigbrain_0_0_2085.nii,117713
save_incremented,1739.86470413208,1785.8995261192322,bigbrain_0_0_2085.nii,117713
load_img,4318.139850854874,4318.144638776779,bigbrain_0_4228_0.nii,117768
increment_data,4327.130098819733,4330.388726234436,bigbrain_0_4228_0.nii,117768
save_incremented,4371.272683382034,4437.422931909561,bigbrain_0_4228_0.nii,117768
load_img,87.01919436454773,87.99658393859863,bigbrain_0_1812_4170.nii,117713
increment_data,91.93914413452148,110.90425086021423,bigbrain_0_1812_4170.nii,117713
save_incremented,114.3890073299408,144.6210072040558,bigbrain_0_1812_4170.nii,117713
load_img,1082.865084886551,1117.104330778122,bigbrain_0_2416_4865.nii,117716
increment_data,1135.1074347496033,1143.3895597457886,bigbrain_0_2416_4865.nii,117716
save_incremented,1157.2718572616577,1196.6890723705292,bigbrain_0_2416_4865.nii,117716
load_img,4371.596796989441,4371.918535709381,bigbrain_0_3020_3475.nii,117756
increment_data,4393.263475418091,4414.177792549133,bigbrain_0_3020_3475.nii,117756
save_incremented,4439.238035917282,4486.098306655884,bigbrain_0_3020_3475.nii,117756
load_img,4246.352292537689,4288.350068569183,bigbrain_0_1812_4865.nii,117784
increment_data,4316.054790735245,4319.660784244537,bigbrain_0_1812_4865.nii,117784
save_incremented,4326.854001760483,4374.316685199738,bigbrain_0_1812_4865.nii,117784
load_img,4501.664889335632,4528.872305393219,bigbrain_0_1208_6255.nii,117756
increment_data,4571.206329584122,4576.052603721619,bigbrain_0_1208_6255.nii,117756
save_incremented,4595.628328800201,4646.625524282455,bigbrain_0_1208_6255.nii,117756
load_img,4500.747315168381,4527.035756826401,bigbrain_0_3624_0.nii,117716
increment_data,4560.636340141296,4571.813513040543,bigbrain_0_3624_0.nii,117716
save_incremented,4586.553714752197,4639.715852022171,bigbrain_0_3624_0.nii,117716
load_img,4791.2299609184265,4816.066643476486,bigbrain_0_2416_6255.nii,117794
increment_data,4844.163148641586,4847.180822610855,bigbrain_0_2416_6255.nii,117794
save_incremented,4858.749690055847,4903.922055244446,bigbrain_0_2416_6255.nii,117794
load_img,2132.227889060974,2159.843505382538,bigbrain_0_2416_1390.nii,117794
increment_data,2165.1233654022217,2171.8634235858917,bigbrain_0_2416_1390.nii,117794
save_incremented,2186.7738876342773,2235.0704548358917,bigbrain_0_2416_1390.nii,117794
load_img,259.0033929347992,259.37352228164673,bigbrain_0_1812_4865.nii,117728
increment_data,267.4377775192261,275.1316022872925,bigbrain_0_1812_4865.nii,117728
save_incremented,282.9663465023041,351.1996285915375,bigbrain_0_1812_4865.nii,117728
load_img,1178.5524632930756,1204.793770313263,bigbrain_0_4228_4865.nii,117746
increment_data,1224.2657856941223,1228.8167879581451,bigbrain_0_4228_4865.nii,117746
save_incremented,1239.5191278457642,1294.0167832374573,bigbrain_0_4228_4865.nii,117746
load_img,3762.881672143936,3801.0648131370544,bigbrain_0_3624_5560.nii,117764
increment_data,3815.7126984596252,3827.476786375046,bigbrain_0_3624_5560.nii,117764
save_incremented,3843.9673092365265,3895.9029116630554,bigbrain_0_3624_5560.nii,117764
load_img,5091.715038776398,5102.688537359238,bigbrain_0_0_4170.nii,117704
increment_data,5115.92688035965,5126.328621149063,bigbrain_0_0_4170.nii,117704
save_incremented,5131.630124092102,5195.362056970596,bigbrain_0_0_4170.nii,117704
load_img,2868.6267971992493,2870.1390058994293,bigbrain_0_3020_2085.nii,117713
increment_data,2882.966420173645,2889.7586874961853,bigbrain_0_3020_2085.nii,117713
save_incremented,2912.050640106201,2983.9833240509033,bigbrain_0_3020_2085.nii,117713
load_img,2635.7870988845825,2687.7262122631073,bigbrain_0_2416_2780.nii,117794
increment_data,2712.9345574378967,2722.9581940174103,bigbrain_0_2416_2780.nii,117794
save_incremented,2732.744194984436,2788.3700728416443,bigbrain_0_2416_2780.nii,117794
load_img,4046.5885717868805,4058.3764476776123,bigbrain_0_4228_0.nii,117716
increment_data,4085.3235471248627,4098.967578411102,bigbrain_0_4228_0.nii,117716
save_incremented,4111.86182141304,4164.7799191474915,bigbrain_0_4228_0.nii,117716
load_img,548.4338586330414,552.432416677475,bigbrain_0_2416_2085.nii,117772
increment_data,569.4076662063599,602.2599623203278,bigbrain_0_2416_2085.nii,117772
save_incremented,604.9393572807312,717.9141509532928,bigbrain_0_2416_2085.nii,117772
load_img,4658.897205352783,4688.953204154968,bigbrain_0_3020_5560.nii,117716
increment_data,4709.274189710617,4719.0130252838135,bigbrain_0_3020_5560.nii,117716
save_incremented,4724.833385705948,4783.6038019657135,bigbrain_0_3020_5560.nii,117716
load_img,663.1893882751465,665.8100256919861,bigbrain_0_1208_0.nii,117704
increment_data,687.6591558456421,692.308167219162,bigbrain_0_1208_0.nii,117704
save_incremented,699.5418438911438,771.2917902469635,bigbrain_0_1208_0.nii,117704
load_img,2810.964420080185,2820.844416618347,bigbrain_0_1208_4170.nii,117776
increment_data,2830.484305858612,2848.7413606643677,bigbrain_0_1208_4170.nii,117776
save_incremented,2861.983028650284,2889.151856660843,bigbrain_0_1208_4170.nii,117776
load_img,132.32552337646484,132.80101585388184,bigbrain_0_1208_4865.nii,117725
increment_data,141.1578197479248,142.56216597557068,bigbrain_0_1208_4865.nii,117725
save_incremented,154.4876754283905,218.40931463241577,bigbrain_0_1208_4865.nii,117725
load_img,2985.0742802619934,2994.6546750068665,bigbrain_0_2416_2085.nii,117716
increment_data,3005.537384033203,3008.595025062561,bigbrain_0_2416_2085.nii,117716
save_incremented,3017.1145453453064,3104.4528744220734,bigbrain_0_2416_2085.nii,117716
load_img,4939.852851390839,4975.285314083099,bigbrain_0_3020_4170.nii,117713
increment_data,4980.9789435863495,4985.561145782471,bigbrain_0_3020_4170.nii,117713
save_incremented,5005.07804608345,5071.713946342468,bigbrain_0_3020_4170.nii,117713
load_img,2817.4969911575317,2860.49462556839,bigbrain_0_1812_4170.nii,117794
increment_data,2872.480106830597,2874.4102997779846,bigbrain_0_1812_4170.nii,117794
save_incremented,2890.8090827465057,2943.5587146282196,bigbrain_0_1812_4170.nii,117794
load_img,4276.6481919288635,4314.352660655975,bigbrain_0_4228_1390.nii,117740
increment_data,4324.215870141983,4326.667474985123,bigbrain_0_4228_1390.nii,117740
save_incremented,4366.230584621429,4404.299466609955,bigbrain_0_4228_1390.nii,117740
load_img,2593.569067001343,2595.53640294075,bigbrain_0_2416_5560.nii,117710
increment_data,2627.4187200069427,2633.467299938202,bigbrain_0_2416_5560.nii,117710
save_incremented,2644.788684606552,2707.061893224716,bigbrain_0_2416_5560.nii,117710
load_img,4574.5442724227905,4587.15377163887,bigbrain_0_1208_0.nii,117713
increment_data,4601.386445760727,4602.618481636047,bigbrain_0_1208_0.nii,117713
save_incremented,4627.7668244838715,4675.567976951599,bigbrain_0_1208_0.nii,117713
load_img,2571.654953479767,2591.4537858963013,bigbrain_0_1812_1390.nii,117704
increment_data,2612.192461013794,2619.5053584575653,bigbrain_0_1812_1390.nii,117704
save_incremented,2635.1500449180603,2689.5758118629456,bigbrain_0_1812_1390.nii,117704
load_img,2213.3103177547455,2248.104955673218,bigbrain_0_3020_1390.nii,117728
increment_data,2272.6196660995483,2277.787286043167,bigbrain_0_3020_1390.nii,117728
save_incremented,2283.9313888549805,2332.3667781352997,bigbrain_0_3020_1390.nii,117728
load_img,953.8449885845184,978.5888228416443,bigbrain_0_0_5560.nii,117776
increment_data,997.1788918972015,999.1642768383026,bigbrain_0_0_5560.nii,117776
save_incremented,1013.5937378406525,1046.7703714370728,bigbrain_0_0_5560.nii,117776
load_img,1342.8734030723572,1364.8021292686462,bigbrain_0_4228_2780.nii,117751
increment_data,1380.0631489753723,1388.432739496231,bigbrain_0_4228_2780.nii,117751
save_incremented,1402.5256192684174,1442.4295086860657,bigbrain_0_4228_2780.nii,117751
load_img,3449.6165447235107,3496.5999109745026,bigbrain_0_3020_5560.nii,117728
increment_data,3520.9033885002136,3529.1799437999725,bigbrain_0_3020_5560.nii,117728
save_incremented,3540.5107622146606,3583.7064678668976,bigbrain_0_3020_5560.nii,117728
load_img,2584.698161125183,2588.0224227905273,bigbrain_0_2416_2780.nii,117740
increment_data,2600.757752895355,2602.0207993984222,bigbrain_0_2416_2780.nii,117740
save_incremented,2631.7945375442505,2681.7291407585144,bigbrain_0_2416_2780.nii,117740
load_img,3884.176600933075,3890.453005552292,bigbrain_0_4228_4170.nii,117756
increment_data,3915.6204080581665,3927.0023324489594,bigbrain_0_4228_4170.nii,117756
save_incremented,3941.492472887039,3971.3516759872437,bigbrain_0_4228_4170.nii,117756
load_img,4179.363760709763,4227.742873907089,bigbrain_0_0_6255.nii,117794
increment_data,4245.1002905368805,4252.645798921585,bigbrain_0_0_6255.nii,117794
save_incremented,4268.516385555267,4323.850743770599,bigbrain_0_0_6255.nii,117794
load_img,4659.354302406311,4688.084303855896,bigbrain_0_4228_5560.nii,117756
increment_data,4712.326657533646,4725.734523773193,bigbrain_0_4228_5560.nii,117756
save_incremented,4746.131634473801,4809.784735441208,bigbrain_0_4228_5560.nii,117756
load_img,311.4359495639801,311.9095890522003,bigbrain_0_4228_0.nii,117731
increment_data,325.27088356018066,431.5724747180939,bigbrain_0_4228_0.nii,117731
save_incremented,442.8559606075287,531.6650819778442,bigbrain_0_4228_0.nii,117731
load_img,879.6864364147186,884.4087700843811,bigbrain_0_3020_1390.nii,117705
increment_data,909.7195098400116,963.9302444458008,bigbrain_0_3020_1390.nii,117705
save_incremented,975.092969417572,1015.846364736557,bigbrain_0_3020_1390.nii,117705
load_img,2987.4196763038635,2996.252403497696,bigbrain_0_1208_2085.nii,117768
increment_data,3010.5448820590973,3013.424570798874,bigbrain_0_1208_2085.nii,117768
save_incremented,3018.0325725078583,3101.2712440490723,bigbrain_0_1208_2085.nii,117768
load_img,3035.4064025878906,3044.480865240097,bigbrain_0_4228_2085.nii,117756
increment_data,3085.914474964142,3092.701488018036,bigbrain_0_4228_2085.nii,117756
save_incremented,3102.785757303238,3148.5787892341614,bigbrain_0_4228_2085.nii,117756
load_img,2852.19473195076,2863.8108162879944,bigbrain_0_1208_2085.nii,117716
increment_data,2874.882075071335,2877.1999258995056,bigbrain_0_1208_2085.nii,117716
save_incremented,2897.3191673755646,2971.3721764087677,bigbrain_0_1208_2085.nii,117716
load_img,3544.60990190506,3549.576173067093,bigbrain_0_1208_1390.nii,117772
