driver_program,0,61.78658485412598,/dev/shm/val/spark-1570914736-tmpfsAD_1it_25cpus_120delay_withpc_em-1,allfiles
increment_data,52.71372437477112,53.196858406066895,bigbrain_0_1208_2085.nii,157508
save_incremented,53.197012424468994,53.945061922073364,bigbrain_0_1208_2085.nii,157508
load_img,52.71241283416748,52.71341514587402,bigbrain_0_1208_2085.nii,157535
increment_data,52.713608264923096,53.196858644485474,bigbrain_0_1208_2085.nii,157535
save_incremented,53.19701170921326,53.94579768180847,bigbrain_0_1208_2085.nii,157535
load_img,52.59401607513428,52.595009088516235,bigbrain_0_1812_4170.nii,157547
increment_data,52.59520888328552,53.0396249294281,bigbrain_0_1812_4170.nii,157547
save_incremented,53.03975772857666,53.71537685394287,bigbrain_0_1812_4170.nii,157547
load_img,52.59390068054199,52.59495544433594,bigbrain_0_1812_4170.nii,157576
increment_data,52.595175981521606,53.03880572319031,bigbrain_0_1812_4170.nii,157576
save_incremented,53.03893494606018,53.71582746505737,bigbrain_0_1812_4170.nii,157576
load_img,52.56042170524597,52.56144404411316,bigbrain_0_2416_4170.nii,157582
increment_data,52.561657428741455,52.98499393463135,bigbrain_0_2416_4170.nii,157582
save_incremented,52.985167503356934,53.88837194442749,bigbrain_0_2416_4170.nii,157582
load_img,52.52487802505493,52.52588367462158,bigbrain_0_1208_3475.nii,157552
increment_data,52.526089668273926,52.91665053367615,bigbrain_0_1208_3475.nii,157552
save_incremented,52.91677236557007,53.77687692642212,bigbrain_0_1208_3475.nii,157552
load_img,52.405677318573,52.4067006111145,bigbrain_0_0_0.nii,157568
increment_data,52.40689468383789,52.85903453826904,bigbrain_0_0_0.nii,157568
save_incremented,52.859193086624146,53.582515001297,bigbrain_0_0_0.nii,157568
load_img,52.40570592880249,52.40668869018555,bigbrain_0_0_0.nii,157560
increment_data,52.40689563751221,52.85930109024048,bigbrain_0_0_0.nii,157560
save_incremented,52.85944414138794,53.58284950256348,bigbrain_0_0_0.nii,157560
load_img,52.32653212547302,52.32763433456421,bigbrain_0_2416_4170.nii,157529
increment_data,52.32784676551819,52.714329957962036,bigbrain_0_2416_4170.nii,157529
save_incremented,52.71448826789856,53.62325167655945,bigbrain_0_2416_4170.nii,157529
load_img,52.28071975708008,52.28167486190796,bigbrain_0_2416_1390.nii,157589
increment_data,52.281861782073975,52.69141960144043,bigbrain_0_2416_1390.nii,157589
save_incremented,52.69157433509827,54.0436429977417,bigbrain_0_2416_1390.nii,157589
load_img,52.1168007850647,52.11780643463135,bigbrain_0_2416_4170.nii,157556
increment_data,52.11800694465637,52.4947714805603,bigbrain_0_2416_4170.nii,157556
save_incremented,52.49492311477661,53.461408615112305,bigbrain_0_2416_4170.nii,157556
load_img,51.778254985809326,51.77927255630493,bigbrain_0_1812_0.nii,157523
increment_data,51.77948760986328,52.19521975517273,bigbrain_0_1812_0.nii,157523
save_incremented,52.19537544250488,53.0334734916687,bigbrain_0_1812_0.nii,157523
load_img,51.775598764419556,51.776700019836426,bigbrain_0_1208_695.nii,157603
increment_data,51.7769033908844,52.20138764381409,bigbrain_0_1208_695.nii,157603
save_incremented,52.20151495933533,52.90919065475464,bigbrain_0_1208_695.nii,157603
load_img,51.77583646774292,51.776702642440796,bigbrain_0_1208_695.nii,157598
increment_data,51.77689528465271,52.20002198219299,bigbrain_0_1208_695.nii,157598
save_incremented,52.2001531124115,52.908870458602905,bigbrain_0_1208_695.nii,157598
load_img,51.77027893066406,51.771276235580444,bigbrain_0_0_4170.nii,157572
increment_data,51.77149152755737,52.18228793144226,bigbrain_0_0_4170.nii,157572
save_incremented,52.18243741989136,52.90304183959961,bigbrain_0_0_4170.nii,157572
load_img,51.63810849189758,51.63912749290466,bigbrain_0_0_4170.nii,157564
increment_data,51.639328718185425,52.031548500061035,bigbrain_0_0_4170.nii,157564
save_incremented,52.0317816734314,52.81950569152832,bigbrain_0_0_4170.nii,157564
load_img,51.51434803009033,51.51542282104492,bigbrain_0_1812_0.nii,157520
