driver_program,0,169.26233792304993,/dev/shm/val/spark-1571384289-tmpfs_1it_25cpus_60delay_withpc-0,allfiles
save_incremented,160.69068121910095,161.66312551498413,bigbrain_2310_1208_5560.nii,133253
load_img,158.68154001235962,158.68306612968445,bigbrain_6930_0_2780.nii,133195
increment_data,158.68328738212585,160.2569761276245,bigbrain_6930_0_2780.nii,133195
save_incremented,160.25717782974243,160.88657975196838,bigbrain_6930_0_2780.nii,133195
load_img,158.64900588989258,158.64995193481445,bigbrain_6930_0_695.nii,133231
increment_data,158.65015196800232,160.19788813591003,bigbrain_6930_0_695.nii,133231
save_incremented,160.19805359840393,160.85347723960876,bigbrain_6930_0_695.nii,133231
load_img,158.64390325546265,158.64539432525635,bigbrain_6930_2416_4865.nii,133184
increment_data,158.64562487602234,160.53174495697021,bigbrain_6930_2416_4865.nii,133184
save_incremented,160.53190207481384,161.40083146095276,bigbrain_6930_2416_4865.nii,133184
load_img,158.559339761734,158.56022953987122,bigbrain_6930_1208_695.nii,133247
increment_data,158.56039595603943,159.9379529953003,bigbrain_6930_1208_695.nii,133247
save_incremented,159.9381718635559,160.67111158370972,bigbrain_6930_1208_695.nii,133247
load_img,158.55878353118896,158.55976629257202,bigbrain_3850_604_1390.nii,133235
increment_data,158.55994868278503,160.08069443702698,bigbrain_3850_604_1390.nii,133235
save_incremented,160.08110570907593,160.77435851097107,bigbrain_3850_604_1390.nii,133235
load_img,158.53554844856262,158.53660106658936,bigbrain_6160_5436_6255.nii,133256
increment_data,158.5367980003357,160.34200429916382,bigbrain_6160_5436_6255.nii,133256
save_incremented,160.3421459197998,161.1811933517456,bigbrain_6160_5436_6255.nii,133256
load_img,158.5306100845337,158.53161144256592,bigbrain_0_3020_2085.nii,133198
increment_data,158.53180241584778,160.06070232391357,bigbrain_0_3020_2085.nii,133198
save_incremented,160.0610842704773,160.75782585144043,bigbrain_0_3020_2085.nii,133198
load_img,158.48944473266602,158.49047803878784,bigbrain_5390_1208_5560.nii,133213
increment_data,158.49069786071777,160.32436871528625,bigbrain_5390_1208_5560.nii,133213
save_incremented,160.32454371452332,161.16778111457825,bigbrain_5390_1208_5560.nii,133213
load_img,158.35456705093384,158.355623960495,bigbrain_2310_0_4865.nii,133239
increment_data,158.35583877563477,159.9651436805725,bigbrain_2310_0_4865.nii,133239
save_incremented,159.96533131599426,160.87493634223938,bigbrain_2310_0_4865.nii,133239
load_img,158.15922355651855,158.16024255752563,bigbrain_1540_4832_5560.nii,133201
increment_data,158.16043996810913,159.29094815254211,bigbrain_1540_4832_5560.nii,133201
save_incremented,159.29227876663208,160.680766582489,bigbrain_1540_4832_5560.nii,133201
load_img,156.87568378448486,156.8772804737091,bigbrain_6930_4228_3475.nii,133260
increment_data,156.87759017944336,158.2366006374359,bigbrain_6930_4228_3475.nii,133260
save_incremented,158.23679065704346,159.07588267326355,bigbrain_6930_4228_3475.nii,133260
load_img,156.61581444740295,156.61898565292358,bigbrain_1540_0_1390.nii,133195
increment_data,156.6199209690094,157.99476194381714,bigbrain_1540_0_1390.nii,133195
save_incremented,157.99493312835693,158.67898106575012,bigbrain_1540_0_1390.nii,133195
load_img,156.6051139831543,156.6061429977417,bigbrain_1540_604_2780.nii,133231
increment_data,156.606347322464,157.94394731521606,bigbrain_1540_604_2780.nii,133231
save_incremented,157.94410395622253,158.646466255188,bigbrain_1540_604_2780.nii,133231
load_img,156.48294258117676,156.48400282859802,bigbrain_770_1812_0.nii,133247
increment_data,156.4842336177826,157.8053159713745,bigbrain_770_1812_0.nii,133247
save_incremented,157.80551147460938,158.55665159225464,bigbrain_770_1812_0.nii,133247
load_img,156.45481300354004,156.45580506324768,bigbrain_0_5436_695.nii,133235
increment_data,156.45599818229675,157.80709552764893,bigbrain_0_5436_695.nii,133235
save_incremented,157.80720472335815,158.55602407455444,bigbrain_0_5436_695.nii,133235
load_img,156.44116520881653,156.44241213798523,bigbrain_5390_4228_695.nii,133198
increment_data,156.44264268875122,157.76405954360962,bigbrain_5390_4228_695.nii,133198
save_incremented,157.76448893547058,158.52747344970703,bigbrain_5390_4228_695.nii,133198
load_img,156.3246512413025,156.32626509666443,bigbrain_770_4228_695.nii,133253
increment_data,156.32655143737793,158.11193799972534,bigbrain_770_4228_695.nii,133253
save_incremented,158.11209774017334,158.8310239315033,bigbrain_770_4228_695.nii,133253
load_img,156.20852708816528,156.20973443984985,bigbrain_5390_4228_6255.nii,133184
increment_data,156.21026515960693,157.92636823654175,bigbrain_5390_4228_6255.nii,133184
save_incremented,157.92659163475037,158.6387975215912,bigbrain_5390_4228_6255.nii,133184
load_img,156.1568398475647,156.1579077243805,bigbrain_1540_3020_0.nii,133256
increment_data,156.1581208705902,157.72865390777588,bigbrain_1540_3020_0.nii,133256
save_incremented,157.72934913635254,158.5322983264923,bigbrain_1540_3020_0.nii,133256
load_img,156.05261659622192,156.05363869667053,bigbrain_5390_1812_3475.nii,133213
increment_data,156.05384349822998,157.55607318878174,bigbrain_5390_1812_3475.nii,133213
save_incremented,157.5570719242096,158.4864466190338,bigbrain_5390_1812_3475.nii,133213
load_img,155.98284363746643,155.9838478565216,bigbrain_4620_3624_2780.nii,133239
increment_data,155.98405146598816,157.1117720603943,bigbrain_4620_3624_2780.nii,133239
save_incremented,157.1121804714203,158.3515338897705,bigbrain_4620_3624_2780.nii,133239
load_img,155.71086502075195,155.71236562728882,bigbrain_770_3020_1390.nii,133201
increment_data,155.71269583702087,156.579092502594,bigbrain_770_3020_1390.nii,133201
save_incremented,156.5792887210846,158.15629363059998,bigbrain_770_3020_1390.nii,133201
load_img,154.74769949913025,154.74941182136536,bigbrain_3080_0_3475.nii,133260
increment_data,154.74966406822205,156.03630924224854,bigbrain_3080_0_3475.nii,133260
save_incremented,156.03650522232056,156.87309288978577,bigbrain_3080_0_3475.nii,133260
load_img,154.67354917526245,154.67453932762146,bigbrain_1540_0_4865.nii,133195
increment_data,154.67475128173828,155.96328282356262,bigbrain_1540_0_4865.nii,133195
save_incremented,155.96356892585754,156.6129448413849,bigbrain_1540_0_4865.nii,133195
load_img,154.66637444496155,154.6674680709839,bigbrain_5390_1812_0.nii,133231
increment_data,154.66771817207336,155.94788813591003,bigbrain_5390_1812_0.nii,133231
save_incremented,155.94804739952087,156.60252356529236,bigbrain_5390_1812_0.nii,133231
load_img,154.59099960327148,154.59213209152222,bigbrain_1540_2416_2085.nii,133247
increment_data,154.5923614501953,155.7640106678009,bigbrain_1540_2416_2085.nii,133247
save_incremented,155.76416873931885,156.480286359787,bigbrain_1540_2416_2085.nii,133247
load_img,154.48395013809204,154.48485946655273,bigbrain_770_2416_2780.nii,133198
increment_data,154.48504829406738,155.7113001346588,bigbrain_770_2416_2780.nii,133198
save_incremented,155.71152424812317,156.43837237358093,bigbrain_770_2416_2780.nii,133198
load_img,154.47755885124207,154.47892451286316,bigbrain_6160_2416_4865.nii,133235
increment_data,154.47916102409363,155.72691130638123,bigbrain_6160_2416_4865.nii,133235
save_incremented,155.72706484794617,156.4521758556366,bigbrain_6160_2416_4865.nii,133235
load_img,154.00905084609985,154.01015257835388,bigbrain_0_5436_6255.nii,133253
increment_data,154.01038527488708,155.66622042655945,bigbrain_0_5436_6255.nii,133253
save_incremented,155.66639518737793,156.32155394554138,bigbrain_0_5436_6255.nii,133253
load_img,153.86333298683167,153.86539936065674,bigbrain_3850_4832_4865.nii,133184
increment_data,153.86569333076477,155.3356912136078,bigbrain_3850_4832_4865.nii,133184
save_incremented,155.33598160743713,156.20514607429504,bigbrain_3850_4832_4865.nii,133184
load_img,153.85372042655945,153.85495710372925,bigbrain_770_3624_3475.nii,133256
increment_data,153.8551950454712,155.2080054283142,bigbrain_770_3624_3475.nii,133256
save_incremented,155.20835423469543,156.15374183654785,bigbrain_770_3624_3475.nii,133256
load_img,153.63345432281494,153.63464164733887,bigbrain_6160_1208_4170.nii,133213
increment_data,153.63485145568848,154.7495985031128,bigbrain_6160_1208_4170.nii,133213
save_incremented,154.7498438358307,156.04947710037231,bigbrain_6160_1208_4170.nii,133213
load_img,153.57859182357788,153.5830717086792,bigbrain_3850_3020_1390.nii,133239
increment_data,153.58384156227112,154.55737113952637,bigbrain_3850_3020_1390.nii,133239
save_incremented,154.5575590133667,155.97966742515564,bigbrain_3850_3020_1390.nii,133239
load_img,153.33141589164734,153.3335099220276,bigbrain_4620_1208_0.nii,133201
increment_data,153.33383655548096,154.22123193740845,bigbrain_4620_1208_0.nii,133201
save_incremented,154.2214367389679,155.70691418647766,bigbrain_4620_1208_0.nii,133201
load_img,152.8593316078186,152.8604633808136,bigbrain_3080_604_1390.nii,133231
increment_data,152.8606870174408,154.01895141601562,bigbrain_3080_604_1390.nii,133231
save_incremented,154.01911401748657,154.66370677947998,bigbrain_3080_604_1390.nii,133231
load_img,152.8458013534546,152.84684491157532,bigbrain_0_3624_4865.nii,133195
increment_data,152.84706044197083,154.02804017066956,bigbrain_0_3624_4865.nii,133195
save_incremented,154.0281925201416,154.67103910446167,bigbrain_0_3624_4865.nii,133195
load_img,152.82031106948853,152.82129287719727,bigbrain_4620_1812_3475.nii,133247
increment_data,152.8215012550354,153.89958810806274,bigbrain_4620_1812_3475.nii,133247
save_incremented,153.89988112449646,154.58824753761292,bigbrain_4620_1812_3475.nii,133247
load_img,152.7574291229248,152.75909781455994,bigbrain_5390_3624_4865.nii,133260
increment_data,152.75931453704834,153.9026505947113,bigbrain_5390_3624_4865.nii,133260
save_incremented,153.9027967453003,154.74472451210022,bigbrain_5390_3624_4865.nii,133260
load_img,152.72444128990173,152.72543835639954,bigbrain_6930_1208_0.nii,133235
increment_data,152.72564005851746,153.7289183139801,bigbrain_6930_1208_0.nii,133235
save_incremented,153.72909331321716,154.47462630271912,bigbrain_6930_1208_0.nii,133235
load_img,152.66093611717224,152.66223406791687,bigbrain_6160_604_695.nii,133198
increment_data,152.6624813079834,153.73200154304504,bigbrain_6160_604_695.nii,133198
save_incremented,153.73215508460999,154.48135781288147,bigbrain_6160_604_695.nii,133198
load_img,151.70571947097778,151.70707297325134,bigbrain_3080_4832_2085.nii,133253
increment_data,151.7074429988861,153.12354683876038,bigbrain_3080_4832_2085.nii,133253
save_incremented,153.12383556365967,154.00558948516846,bigbrain_3080_4832_2085.nii,133253
load_img,151.5472686290741,151.5487277507782,bigbrain_2310_3020_2085.nii,133256
increment_data,151.5495047569275,152.786696434021,bigbrain_2310_3020_2085.nii,133256
save_incremented,152.78680849075317,153.85013818740845,bigbrain_2310_3020_2085.nii,133256
load_img,151.45801758766174,151.46387481689453,bigbrain_5390_0_2085.nii,133184
increment_data,151.4652543067932,152.78360843658447,bigbrain_5390_0_2085.nii,133184
save_incremented,152.7837598323822,153.8583526611328,bigbrain_5390_0_2085.nii,133184
load_img,151.11983275413513,151.1222538948059,bigbrain_1540_2416_5560.nii,133239
increment_data,151.12250089645386,152.38109374046326,bigbrain_1540_2416_5560.nii,133239
save_incremented,152.38126015663147,153.57407999038696,bigbrain_1540_2416_5560.nii,133239
load_img,151.09219026565552,151.09415888786316,bigbrain_6160_4228_0.nii,133213
increment_data,151.09461879730225,152.45378828048706,bigbrain_6160_4228_0.nii,133213
save_incremented,152.45394849777222,153.62935733795166,bigbrain_6160_4228_0.nii,133213
load_img,150.97946214675903,150.98051953315735,bigbrain_6930_3020_2780.nii,133247
increment_data,150.98086833953857,152.14210677146912,bigbrain_6930_3020_2780.nii,133247
save_incremented,152.14228653907776,152.81766510009766,bigbrain_6930_3020_2780.nii,133247
load_img,150.9115378856659,150.9125018119812,bigbrain_770_1208_5560.nii,133231
increment_data,150.91273069381714,152.2032117843628,bigbrain_770_1208_5560.nii,133231
save_incremented,152.20352721214294,152.8568456172943,bigbrain_770_1208_5560.nii,133231
load_img,150.85752129554749,150.8586027622223,bigbrain_1540_4228_3475.nii,133195
increment_data,150.85883402824402,152.18071746826172,bigbrain_1540_4228_3475.nii,133195
save_incremented,152.18090724945068,152.84311938285828,bigbrain_1540_4228_3475.nii,133195
load_img,150.85016012191772,150.8511197566986,bigbrain_3850_2416_4170.nii,133235
increment_data,150.85132241249084,152.00174236297607,bigbrain_3850_2416_4170.nii,133235
save_incremented,152.00191235542297,152.7216670513153,bigbrain_3850_2416_4170.nii,133235
load_img,150.83210849761963,150.83311557769775,bigbrain_6930_1812_2085.nii,133201
increment_data,150.83330941200256,152.10265588760376,bigbrain_6930_1812_2085.nii,133201
save_incremented,152.1034460067749,153.32495737075806,bigbrain_6930_1812_2085.nii,133201
load_img,150.68946194648743,150.69146704673767,bigbrain_1540_2416_4170.nii,133198
increment_data,150.69204807281494,151.9088339805603,bigbrain_1540_2416_4170.nii,133198
save_incremented,151.90911507606506,152.658020734787,bigbrain_1540_2416_4170.nii,133198
load_img,150.64739298820496,150.64849638938904,bigbrain_4620_2416_1390.nii,133260
increment_data,150.6487274169922,151.86948704719543,bigbrain_4620_2416_1390.nii,133260
save_incremented,151.87017130851746,152.7545816898346,bigbrain_4620_2416_1390.nii,133260
load_img,149.11783051490784,149.11901593208313,bigbrain_5390_2416_0.nii,133247
increment_data,149.11925268173218,150.40122961997986,bigbrain_5390_2416_0.nii,133247
save_incremented,150.40147495269775,150.97671341896057,bigbrain_5390_2416_0.nii,133247
load_img,148.9845473766327,148.98685026168823,bigbrain_2310_2416_1390.nii,133253
increment_data,148.98710799217224,150.69693303108215,bigbrain_2310_2416_1390.nii,133253
save_incremented,150.69708251953125,151.69709992408752,bigbrain_2310_2416_1390.nii,133253
load_img,148.92309498786926,148.92526364326477,bigbrain_770_2416_0.nii,133256
increment_data,148.92564415931702,150.5595908164978,bigbrain_770_2416_0.nii,133256
save_incremented,150.5597677230835,151.53955793380737,bigbrain_770_2416_0.nii,133256
load_img,148.8281967639923,148.82909178733826,bigbrain_1540_3020_5560.nii,133235
increment_data,148.82926774024963,150.1880805492401,bigbrain_1540_3020_5560.nii,133235
save_incremented,150.18823790550232,150.84744262695312,bigbrain_1540_3020_5560.nii,133235
load_img,148.82456040382385,148.82564878463745,bigbrain_5390_4228_2780.nii,133231
increment_data,148.82586860656738,150.28215265274048,bigbrain_5390_4228_2780.nii,133231
save_incremented,150.28232598304749,150.90886974334717,bigbrain_5390_4228_2780.nii,133231
load_img,148.77932453155518,148.78098440170288,bigbrain_1540_4228_2085.nii,133184
increment_data,148.78156423568726,150.4695179462433,bigbrain_1540_4228_2085.nii,133184
save_incremented,150.46968030929565,151.44672799110413,bigbrain_1540_4228_2085.nii,133184
load_img,148.75265216827393,148.7537066936493,bigbrain_6160_1812_2780.nii,133195
increment_data,148.75392246246338,150.19682145118713,bigbrain_6160_1812_2780.nii,133195
save_incremented,150.19708037376404,150.85491251945496,bigbrain_6160_1812_2780.nii,133195
load_img,148.58111667633057,148.5823585987091,bigbrain_0_3624_2085.nii,133239
increment_data,148.5825855731964,150.10304355621338,bigbrain_0_3624_2085.nii,133239
save_incremented,150.10329723358154,151.11167550086975,bigbrain_0_3624_2085.nii,133239
load_img,148.5672299861908,148.57064366340637,bigbrain_1540_3624_2780.nii,133198
increment_data,148.57098841667175,149.9564516544342,bigbrain_1540_3624_2780.nii,133198
save_incremented,149.95688772201538,150.68648433685303,bigbrain_1540_3624_2780.nii,133198
load_img,148.48966121673584,148.49079751968384,bigbrain_5390_5436_0.nii,133213
increment_data,148.49104142189026,150.0616638660431,bigbrain_5390_5436_0.nii,133213
save_incremented,150.0619866847992,151.08707690238953,bigbrain_5390_5436_0.nii,133213
load_img,148.3685119152069,148.37190222740173,bigbrain_770_3624_2780.nii,133260
increment_data,148.3726806640625,149.6788306236267,bigbrain_770_3624_2780.nii,133260
save_incremented,149.67923426628113,150.64452052116394,bigbrain_770_3624_2780.nii,133260
load_img,148.30092215538025,148.30196809768677,bigbrain_1540_1208_0.nii,133201
increment_data,148.30217003822327,149.64063024520874,bigbrain_1540_1208_0.nii,133201
save_incremented,149.64092636108398,150.82883429527283,bigbrain_1540_1208_0.nii,133201
load_img,147.56136536598206,147.56270742416382,bigbrain_770_0_2085.nii,133247
increment_data,147.5629587173462,148.62563276290894,bigbrain_770_0_2085.nii,133247
save_incremented,148.6258065700531,149.11518502235413,bigbrain_770_0_2085.nii,133247
load_img,147.26670503616333,147.2678246498108,bigbrain_6930_4832_2085.nii,133235
increment_data,147.26807808876038,148.2789716720581,bigbrain_6930_4832_2085.nii,133235
save_incremented,148.27910208702087,148.8256938457489,bigbrain_6930_4832_2085.nii,133235
load_img,147.15829396247864,147.1593372821808,bigbrain_770_4832_0.nii,133231
increment_data,147.15956139564514,148.27375030517578,bigbrain_770_4832_0.nii,133231
save_incremented,148.27398490905762,148.82189106941223,bigbrain_770_4832_0.nii,133231
load_img,147.03504300117493,147.03642320632935,bigbrain_770_604_6255.nii,133195
increment_data,147.03697538375854,148.1664764881134,bigbrain_770_604_6255.nii,133195
save_incremented,148.1666657924652,148.74984788894653,bigbrain_770_604_6255.nii,133195
load_img,146.8896119594574,146.8915193080902,bigbrain_1540_4832_2780.nii,133256
increment_data,146.8928201198578,148.11833691596985,bigbrain_1540_4832_2780.nii,133256
save_incremented,148.11855840682983,148.91618990898132,bigbrain_1540_4832_2780.nii,133256
load_img,146.80179643630981,146.80305123329163,bigbrain_1540_4228_5560.nii,133253
increment_data,146.80336737632751,148.14875173568726,bigbrain_1540_4228_5560.nii,133253
save_incremented,148.14891457557678,148.9796600341797,bigbrain_1540_4228_5560.nii,133253
load_img,146.6526882648468,146.65558290481567,bigbrain_0_4832_6255.nii,133184
increment_data,146.65607237815857,147.90136909484863,bigbrain_0_4832_6255.nii,133184
save_incremented,147.90158605575562,148.775160074234,bigbrain_0_4832_6255.nii,133184
load_img,146.5440559387207,146.54514145851135,bigbrain_5390_4228_3475.nii,133239
increment_data,146.54534912109375,147.60783505439758,bigbrain_5390_4228_3475.nii,133239
save_incremented,147.6080367565155,148.57594895362854,bigbrain_5390_4228_3475.nii,133239
load_img,146.34731936454773,146.35153675079346,bigbrain_770_2416_4865.nii,133198
increment_data,146.3532497882843,147.367938041687,bigbrain_770_2416_4865.nii,133198
save_incremented,147.36836576461792,148.56295657157898,bigbrain_770_2416_4865.nii,133198
load_img,146.34468483924866,146.34657216072083,bigbrain_3850_5436_1390.nii,133260
increment_data,146.34697031974792,147.52171158790588,bigbrain_3850_5436_1390.nii,133260
save_incremented,147.5221447944641,148.36535954475403,bigbrain_3850_5436_1390.nii,133260
load_img,146.32643365859985,146.32745671272278,bigbrain_6160_3624_3475.nii,133213
increment_data,146.32765126228333,147.46226859092712,bigbrain_6160_3624_3475.nii,133213
save_incremented,147.46243381500244,148.48623156547546,bigbrain_6160_3624_3475.nii,133213
load_img,146.05887699127197,146.06073665618896,bigbrain_3080_3020_4170.nii,133201
increment_data,146.06130576133728,147.18425679206848,bigbrain_3080_3020_4170.nii,133201
save_incremented,147.18452143669128,148.29718041419983,bigbrain_3080_3020_4170.nii,133201
load_img,145.9135844707489,145.9145450592041,bigbrain_3080_2416_2085.nii,133247
increment_data,145.91473960876465,147.0460810661316,bigbrain_3080_2416_2085.nii,133247
save_incremented,147.04625415802002,147.55866694450378,bigbrain_3080_2416_2085.nii,133247
load_img,145.65659379959106,145.65762400627136,bigbrain_1540_4228_4170.nii,133235
increment_data,145.6578209400177,146.67408156394958,bigbrain_1540_4228_4170.nii,133235
save_incremented,146.67429494857788,147.26402521133423,bigbrain_1540_4228_4170.nii,133235
load_img,145.4757580757141,145.4767084121704,bigbrain_2310_3020_0.nii,133231
