driver_program,0,308.5167863368988,/pmem1-data/val/spark-1570929756-optaneAD_1it_25cpus_120delay_withpc_em-2,allfiles
load_img,5.379725217819214,5.381577491760254,bigbrain_0_3020_2780.nii,164336
increment_data,5.3822386264801025,10.870627880096436,bigbrain_0_3020_2780.nii,164336
save_incremented,10.874882936477661,19.750370025634766,bigbrain_0_3020_2780.nii,164336
load_img,5.383025407791138,5.38563084602356,bigbrain_0_4228_4865.nii,164339
increment_data,5.3861706256866455,11.849877834320068,bigbrain_0_4228_4865.nii,164339
save_incremented,11.852141857147217,29.88957381248474,bigbrain_0_4228_4865.nii,164339
load_img,5.403329849243164,5.405803918838501,bigbrain_0_4228_6255.nii,164342
increment_data,5.406342506408691,12.09798288345337,bigbrain_0_4228_6255.nii,164342
save_incremented,12.10085153579712,14.232897996902466,bigbrain_0_4228_6255.nii,164342
load_img,5.4533586502075195,5.456127166748047,bigbrain_0_2416_2780.nii,164345
increment_data,5.45667028427124,12.412726163864136,bigbrain_0_2416_2780.nii,164345
save_incremented,12.41367244720459,27.29881238937378,bigbrain_0_2416_2780.nii,164345
load_img,5.461087465286255,5.464062452316284,bigbrain_0_3020_4865.nii,164357
increment_data,5.464919090270996,12.403425931930542,bigbrain_0_3020_4865.nii,164357
save_incremented,12.404274702072144,21.45485234260559,bigbrain_0_3020_4865.nii,164357
load_img,5.477641582489014,5.479660272598267,bigbrain_0_2416_4865.nii,164348
increment_data,5.480261564254761,12.549892663955688,bigbrain_0_2416_4865.nii,164348
save_incremented,12.550548076629639,16.660990476608276,bigbrain_0_2416_4865.nii,164348
load_img,5.485856294631958,5.487861156463623,bigbrain_0_2416_2780.nii,164351
increment_data,5.4884443283081055,12.429233074188232,bigbrain_0_2416_2780.nii,164351
save_incremented,12.432600498199463,30.015575408935547,bigbrain_0_2416_2780.nii,164351
load_img,5.51056694984436,5.512535333633423,bigbrain_0_3624_695.nii,164354
increment_data,5.513059616088867,12.705427169799805,bigbrain_0_3624_695.nii,164354
save_incremented,12.705670595169067,20.003520488739014,bigbrain_0_3624_695.nii,164354
load_img,5.53242039680481,5.534443140029907,bigbrain_0_3624_695.nii,164388
increment_data,5.535062551498413,12.713796854019165,bigbrain_0_3624_695.nii,164388
save_incremented,12.714056491851807,29.599396228790283,bigbrain_0_3624_695.nii,164388
load_img,5.540576457977295,5.542448997497559,bigbrain_0_3020_4865.nii,164384
increment_data,5.5430357456207275,12.112222909927368,bigbrain_0_3020_4865.nii,164384
save_incremented,12.115307092666626,16.04910397529602,bigbrain_0_3020_4865.nii,164384
load_img,5.543195486068726,5.545519113540649,bigbrain_0_4228_6255.nii,164366
increment_data,5.546274662017822,12.134134292602539,bigbrain_0_4228_6255.nii,164366
save_incremented,12.135595798492432,15.489728689193726,bigbrain_0_4228_6255.nii,164366
load_img,5.54801869392395,5.551554918289185,bigbrain_0_2416_2780.nii,164363
increment_data,5.552395820617676,12.205848217010498,bigbrain_0_2416_2780.nii,164363
save_incremented,12.206504821777344,20.81775450706482,bigbrain_0_2416_2780.nii,164363
load_img,5.550198793411255,5.5561816692352295,bigbrain_0_3624_695.nii,164360
increment_data,5.557976961135864,12.858153820037842,bigbrain_0_3624_695.nii,164360
save_incremented,12.858492851257324,28.28126835823059,bigbrain_0_3624_695.nii,164360
