driver_program,0,63.2207818031311,/dev/shm/val/spark-1570899357-tmpfsAD_1it_96cpus_0delay_npc_em-0,allfiles
load_img,62.31578016281128,62.31665873527527,bigbrain_0_3624_695.nii,151020
increment_data,62.31681966781616,62.65438365936279,bigbrain_0_3624_695.nii,151020
save_incremented,62.654515504837036,63.18201780319214,bigbrain_0_3624_695.nii,151020
load_img,61.4613037109375,61.463486671447754,bigbrain_0_4228_695.nii,151020
increment_data,61.46406579017639,61.80225849151611,bigbrain_0_4228_695.nii,151020
save_incremented,61.80239152908325,62.3133008480072,bigbrain_0_4228_695.nii,151020
load_img,60.608771562576294,60.60963177680969,bigbrain_0_3020_2085.nii,151020
increment_data,60.609795570373535,60.94975161552429,bigbrain_0_3020_2085.nii,151020
save_incremented,60.95008993148804,61.458603382110596,bigbrain_0_3020_2085.nii,151020
load_img,59.753475189208984,59.75433707237244,bigbrain_0_1812_2085.nii,151020
increment_data,59.75449776649475,60.092408657073975,bigbrain_0_1812_2085.nii,151020
save_incremented,60.09254598617554,60.60639524459839,bigbrain_0_1812_2085.nii,151020
load_img,58.88930153846741,58.89016628265381,bigbrain_0_1208_2085.nii,151020
increment_data,58.890599966049194,59.22839307785034,bigbrain_0_1208_2085.nii,151020
save_incremented,59.228530168533325,59.751060247421265,bigbrain_0_1208_2085.nii,151020
load_img,58.02867007255554,58.02955102920532,bigbrain_0_2416_2085.nii,151020
increment_data,58.029727935791016,58.36810612678528,bigbrain_0_2416_2085.nii,151020
save_incremented,58.36823630332947,58.88663053512573,bigbrain_0_2416_2085.nii,151020
load_img,57.160359621047974,57.16122651100159,bigbrain_0_3624_3475.nii,151020
increment_data,57.161394119262695,57.500466108322144,bigbrain_0_3624_3475.nii,151020
save_incremented,57.50090003013611,58.02626609802246,bigbrain_0_3624_3475.nii,151020
load_img,56.30309557914734,56.30407667160034,bigbrain_0_0_4865.nii,151020
increment_data,56.30427551269531,56.64205312728882,bigbrain_0_0_4865.nii,151020
save_incremented,56.64219045639038,57.157910108566284,bigbrain_0_0_4865.nii,151020
load_img,55.43673896789551,55.437599182128906,bigbrain_0_3020_1390.nii,151020
increment_data,55.437761545181274,55.77769494056702,bigbrain_0_3020_1390.nii,151020
save_incremented,55.77790403366089,56.30070924758911,bigbrain_0_3020_1390.nii,151020
load_img,54.60348057746887,54.60436749458313,bigbrain_0_2416_5560.nii,151020
increment_data,54.60452389717102,54.94701409339905,bigbrain_0_2416_5560.nii,151020
save_incremented,54.94714164733887,55.43423891067505,bigbrain_0_2416_5560.nii,151020
load_img,53.596513509750366,53.59905767440796,bigbrain_0_4228_4865.nii,151190
increment_data,53.59935712814331,54.00882411003113,bigbrain_0_4228_4865.nii,151190
save_incremented,54.008963108062744,54.772340297698975,bigbrain_0_4228_4865.nii,151190
load_img,53.123985290527344,53.12578558921814,bigbrain_0_4228_4865.nii,151020
increment_data,53.126150131225586,53.50825333595276,bigbrain_0_4228_4865.nii,151020
save_incremented,53.50840401649475,54.600298166275024,bigbrain_0_4228_4865.nii,151020
load_img,53.020039558410645,53.02099323272705,bigbrain_0_4228_4865.nii,151298
increment_data,53.021183013916016,53.405431270599365,bigbrain_0_4228_4865.nii,151298
save_incremented,53.405582904815674,54.57385587692261,bigbrain_0_4228_4865.nii,151298
load_img,52.98096966743469,52.98214054107666,bigbrain_0_4228_4865.nii,151326
increment_data,52.98231291770935,53.40606236457825,bigbrain_0_4228_4865.nii,151326
save_incremented,53.406171798706055,54.412914991378784,bigbrain_0_4228_4865.nii,151326
load_img,52.97916531562805,52.98011565208435,bigbrain_0_4228_4865.nii,151286
increment_data,52.98028898239136,53.405431032180786,bigbrain_0_4228_4865.nii,151286
