driver_program,0,7167.418877840042,/home/users/vhayots/spark-1571392383-isilon_1it_96cpus_0delay_npc-0,allfiles
save_incremented,35.43161392211914,69.13703417778015,bigbrain_3850_604_695.nii,135160
load_img,590.3757567405701,616.3876075744629,bigbrain_0_5436_5560.nii,135192
increment_data,913.7126853466034,979.4406609535217,bigbrain_0_5436_5560.nii,135192
save_incremented,988.3445262908936,1103.108755350113,bigbrain_0_5436_5560.nii,135192
load_img,2930.467522382736,2955.0345628261566,bigbrain_4620_2416_4170.nii,135255
increment_data,3206.573147058487,3240.109617948532,bigbrain_4620_2416_4170.nii,135255
save_incremented,3403.265302658081,3533.0864770412445,bigbrain_4620_2416_4170.nii,135255
load_img,3546.1498334407806,3563.1541850566864,bigbrain_3850_4832_4865.nii,135159
increment_data,3831.434464931488,3887.5606009960175,bigbrain_3850_4832_4865.nii,135159
save_incremented,3959.6150970458984,4084.3849279880524,bigbrain_3850_4832_4865.nii,135159
load_img,4585.736214637756,4608.254654407501,bigbrain_1540_3624_4170.nii,135359
increment_data,4807.1661257743835,4854.127830028534,bigbrain_1540_3624_4170.nii,135359
save_incremented,4910.783317327499,5080.606018066406,bigbrain_1540_3624_4170.nii,135359
load_img,125.75372982025146,147.44989776611328,bigbrain_3080_5436_2780.nii,135488
increment_data,417.2879247665405,455.65976881980896,bigbrain_3080_5436_2780.nii,135488
save_incremented,610.2315573692322,882.2132380008698,bigbrain_3080_5436_2780.nii,135488
load_img,3690.4805674552917,3709.43990111351,bigbrain_2310_2416_695.nii,135303
increment_data,3938.7975120544434,3960.3822593688965,bigbrain_2310_2416_695.nii,135303
save_incremented,4076.3686339855194,4180.212723970413,bigbrain_2310_2416_695.nii,135303
load_img,3436.9072592258453,3451.886887550354,bigbrain_1540_5436_4865.nii,135186
increment_data,3743.6124799251556,3795.172252893448,bigbrain_1540_5436_4865.nii,135186
save_incremented,3809.7207708358765,3993.536649942398,bigbrain_1540_5436_4865.nii,135186
load_img,3565.4577090740204,3566.3822009563446,bigbrain_5390_3624_1390.nii,135270
increment_data,3933.378205537796,3958.026721715927,bigbrain_5390_3624_1390.nii,135270
save_incremented,4076.0622868537903,4167.123444080353,bigbrain_5390_3624_1390.nii,135270
load_img,3809.9953467845917,3818.404205083847,bigbrain_1540_604_1390.nii,135461
increment_data,4142.001272916794,4171.671831846237,bigbrain_1540_604_1390.nii,135461
save_incremented,4270.525926113129,4381.343130350113,bigbrain_1540_604_1390.nii,135461
load_img,6931.8793733119965,6934.559168338776,bigbrain_6160_2416_1390.nii,135159
increment_data,6936.0385546684265,6948.971531867981,bigbrain_6160_2416_1390.nii,135159
save_incremented,6949.4139194488525,6957.85955619812,bigbrain_6160_2416_1390.nii,135159
load_img,4268.343672275543,4292.952460765839,bigbrain_1540_3020_1390.nii,135413
increment_data,4461.898905992508,4495.76584982872,bigbrain_1540_3020_1390.nii,135413
save_incremented,4586.959299564362,4732.158547878265,bigbrain_1540_3020_1390.nii,135413
load_img,5982.481555223465,5999.5901980400085,bigbrain_2310_1812_0.nii,135218
increment_data,6282.112689256668,6324.585871219635,bigbrain_2310_1812_0.nii,135218
save_incremented,6365.743060588837,6508.984719514847,bigbrain_2310_1812_0.nii,135218
load_img,6873.209989070892,6881.852934837341,bigbrain_5390_2416_6255.nii,135359
increment_data,6895.988058805466,6932.4074449539185,bigbrain_5390_2416_6255.nii,135359
save_incremented,6933.359900712967,6944.60492348671,bigbrain_5390_2416_6255.nii,135359
load_img,3691.9391510486603,3710.1752836704254,bigbrain_6930_3624_0.nii,135354
increment_data,3975.0845086574554,4012.157130241394,bigbrain_6930_3624_0.nii,135354
save_incremented,4159.591878652573,4220.729336500168,bigbrain_6930_3624_0.nii,135354
load_img,614.8903305530548,635.0990734100342,bigbrain_3080_0_4170.nii,135240
increment_data,1013.1096847057343,1077.4657995700836,bigbrain_3080_0_4170.nii,135240
save_incremented,1316.4203536510468,1335.3801307678223,bigbrain_3080_0_4170.nii,135240
load_img,137.9776165485382,161.09295082092285,bigbrain_1540_1208_6255.nii,135467
increment_data,502.1317641735077,538.602637052536,bigbrain_1540_1208_6255.nii,135467
save_incremented,614.7304422855377,967.878167629242,bigbrain_1540_1208_6255.nii,135467
load_img,3412.0982139110565,3433.0374953746796,bigbrain_5390_1208_4865.nii,135538
increment_data,3665.596629858017,3701.602029800415,bigbrain_5390_1208_4865.nii,135538
save_incremented,3709.2255284786224,3896.424501180649,bigbrain_5390_1208_4865.nii,135538
load_img,4980.358483076096,4997.453038692474,bigbrain_4620_1208_5560.nii,135171
increment_data,5271.15368103981,5304.189315795898,bigbrain_4620_1208_5560.nii,135171
save_incremented,5401.312036514282,5529.804463863373,bigbrain_4620_1208_5560.nii,135171
load_img,1709.6104445457458,1713.715841293335,bigbrain_6160_3020_4865.nii,135327
increment_data,2099.4161183834076,2134.1251244544983,bigbrain_6160_3020_4865.nii,135327
save_incremented,2372.7106482982635,2453.5539853572845,bigbrain_6160_3020_4865.nii,135327
load_img,776.0693004131317,787.872326374054,bigbrain_6160_4228_2780.nii,135334
increment_data,1137.2374641895294,1173.773742198944,bigbrain_6160_4228_2780.nii,135334
save_incremented,1484.6537039279938,1542.9771692752838,bigbrain_6160_4228_2780.nii,135334
load_img,3409.2438430786133,3432.498535633087,bigbrain_3080_3020_2085.nii,135543
increment_data,3608.0250079631805,3684.4785017967224,bigbrain_3080_3020_2085.nii,135543
save_incremented,3699.5575296878815,3877.8849654197693,bigbrain_3080_3020_2085.nii,135543
load_img,932.5929679870605,970.0851204395294,bigbrain_0_5436_695.nii,135407
increment_data,1336.1026525497437,1373.65500497818,bigbrain_0_5436_695.nii,135407
save_incremented,1535.224581003189,1762.7760677337646,bigbrain_0_5436_695.nii,135407
load_img,1893.8129134178162,1916.1849827766418,bigbrain_770_3624_1390.nii,135507
increment_data,2233.234966993332,2278.6636645793915,bigbrain_770_3624_1390.nii,135507
save_incremented,2380.807454109192,2604.340937614441,bigbrain_770_3624_1390.nii,135507
load_img,5341.330208301544,5365.031409502029,bigbrain_3850_1812_6255.nii,135279
increment_data,5560.1161115169525,5587.8037786483765,bigbrain_3850_1812_6255.nii,135279
save_incremented,5598.936136960983,5851.259140968323,bigbrain_3850_1812_6255.nii,135279
load_img,5402.96813416481,5419.491714477539,bigbrain_2310_1208_2780.nii,135240
increment_data,5677.36576128006,5711.313930988312,bigbrain_2310_1208_2780.nii,135240
save_incremented,5771.733681201935,5944.047111034393,bigbrain_2310_1208_2780.nii,135240
load_img,4697.521600008011,4720.733576059341,bigbrain_5390_1208_2780.nii,135571
increment_data,4907.382918357849,4930.817589044571,bigbrain_5390_1208_2780.nii,135571
save_incremented,4980.508719921112,5186.846485137939,bigbrain_5390_1208_2780.nii,135571
load_img,1533.6468515396118,1557.9162039756775,bigbrain_770_2416_1390.nii,135159
increment_data,1796.0197098255157,1858.7940335273743,bigbrain_770_2416_1390.nii,135159
save_incremented,1896.7376990318298,1988.9356663227081,bigbrain_770_2416_1390.nii,135159
load_img,19.525479316711426,35.39022183418274,bigbrain_0_5436_4865.nii,135177
increment_data,47.706645011901855,73.25613355636597,bigbrain_0_5436_4865.nii,135177
save_incremented,112.17854499816895,129.86553764343262,bigbrain_0_5436_4865.nii,135177
load_img,3322.0469574928284,3344.389403820038,bigbrain_5390_1208_6255.nii,135525
increment_data,3516.6972317695618,3548.749668121338,bigbrain_5390_1208_6255.nii,135525
save_incremented,3559.9277901649475,3816.6318683624268,bigbrain_5390_1208_6255.nii,135525
load_img,3071.392475128174,3094.0008084774017,bigbrain_3850_1812_5560.nii,135297
increment_data,3316.9462327957153,3338.5407531261444,bigbrain_3850_1812_5560.nii,135297
save_incremented,3412.2689826488495,3632.7519538402557,bigbrain_3850_1812_5560.nii,135297
load_img,2481.5876455307007,2496.5957267284393,bigbrain_1540_1812_2780.nii,135437
increment_data,2869.4310698509216,2927.703187942505,bigbrain_1540_1812_2780.nii,135437
save_incremented,3080.6752212047577,3114.662537574768,bigbrain_1540_1812_2780.nii,135437
load_img,153.6176197528839,174.98065304756165,bigbrain_3850_2416_2780.nii,135530
increment_data,561.072256565094,598.529634475708,bigbrain_3850_2416_2780.nii,135530
save_incremented,626.6479060649872,1018.8895716667175,bigbrain_3850_2416_2780.nii,135530
load_img,2191.576687812805,2215.1216900348663,bigbrain_770_2416_3475.nii,135231
increment_data,2416.372513771057,2465.1321506500244,bigbrain_770_2416_3475.nii,135231
save_incremented,2481.048714876175,2825.770652770996,bigbrain_770_2416_3475.nii,135231
load_img,5790.143852472305,5791.258984804153,bigbrain_3850_4832_2085.nii,135578
increment_data,6135.480742931366,6168.843330383301,bigbrain_3850_4832_2085.nii,135578
save_incremented,6182.797664880753,6362.616795539856,bigbrain_3850_4832_2085.nii,135578
load_img,3546.8888404369354,3563.394978761673,bigbrain_4620_3624_2780.nii,135223
increment_data,3850.4404380321503,3894.9551396369934,bigbrain_4620_3624_2780.nii,135223
save_incremented,4032.8068294525146,4101.262982845306,bigbrain_4620_3624_2780.nii,135223
load_img,3439.667004585266,3452.6849868297577,bigbrain_770_3020_4865.nii,135245
increment_data,3767.2264020442963,3804.8648734092712,bigbrain_770_3020_4865.nii,135245
save_incremented,3813.194623231888,4009.401427745819,bigbrain_770_3020_4865.nii,135245
load_img,4977.524859666824,4996.325159311295,bigbrain_0_0_2780.nii,135470
increment_data,5219.760165452957,5274.306856632233,bigbrain_0_0_2780.nii,135470
save_incremented,5399.62770152092,5490.486618041992,bigbrain_0_0_2780.nii,135470
load_img,1108.0828671455383,1133.8273277282715,bigbrain_5390_0_2780.nii,135571
increment_data,1486.0952820777893,1513.5022768974304,bigbrain_5390_0_2780.nii,135571
save_incremented,1562.2254986763,1863.1108629703522,bigbrain_5390_0_2780.nii,135571
load_img,866.6018726825714,880.2352194786072,bigbrain_2310_3624_3475.nii,135402
increment_data,1300.553759098053,1332.00967669487,bigbrain_2310_3624_3475.nii,135402
save_incremented,1533.8044800758362,1725.035352230072,bigbrain_2310_3624_3475.nii,135402
load_img,4402.141278743744,4427.021902322769,bigbrain_6160_4228_1390.nii,135452
increment_data,4616.0508868694305,4657.392675161362,bigbrain_6160_4228_1390.nii,135452
save_incremented,4736.771878242493,4892.567064285278,bigbrain_6160_4228_1390.nii,135452
load_img,4978.726031541824,4996.842320919037,bigbrain_3850_3624_2085.nii,135165
increment_data,5222.466342926025,5275.177775144577,bigbrain_3850_3624_2085.nii,135165
save_incremented,5400.051460981369,5498.519151210785,bigbrain_3850_3624_2085.nii,135165
load_img,5583.086464166641,5601.695641994476,bigbrain_3080_3020_0.nii,135470
increment_data,5865.9342041015625,5897.050832986832,bigbrain_3080_3020_0.nii,135470
save_incremented,5981.140477895737,6101.28804898262,bigbrain_3080_3020_0.nii,135470
load_img,804.7209014892578,814.3611919879913,bigbrain_6160_4832_695.nii,135448
increment_data,1181.9837737083435,1218.7109324932098,bigbrain_6160_4832_695.nii,135448
save_incremented,1487.6517844200134,1610.4667809009552,bigbrain_6160_4832_695.nii,135448
load_img,2933.0867075920105,2956.404321670532,bigbrain_0_5436_0.nii,135274
increment_data,3266.6481494903564,3295.8520905971527,bigbrain_0_5436_0.nii,135274
save_incremented,3410.3001487255096,3605.8885242938995,bigbrain_0_5436_0.nii,135274
load_img,926.9749908447266,956.7250764369965,bigbrain_0_3624_3475.nii,135511
increment_data,1330.1611421108246,1366.1695799827576,bigbrain_0_3624_3475.nii,135511
save_incremented,1534.9419112205505,1742.2590885162354,bigbrain_0_3624_3475.nii,135511
load_img,3704.252675294876,3714.748012304306,bigbrain_1540_4832_695.nii,135165
increment_data,4040.030005455017,4074.3962953090668,bigbrain_1540_4832_695.nii,135165
save_incremented,4237.186432361603,4286.191888809204,bigbrain_1540_4832_695.nii,135165
load_img,1746.2192797660828,1773.9472029209137,bigbrain_770_4832_3475.nii,135402
increment_data,2146.5375895500183,2191.033896923065,bigbrain_770_4832_3475.nii,135402
save_incremented,2374.0254316329956,2535.860714673996,bigbrain_770_4832_3475.nii,135402
load_img,88.59555149078369,112.09801173210144,bigbrain_4620_1208_4170.nii,135307
increment_data,194.1519958972931,227.3302342891693,bigbrain_4620_1208_4170.nii,135307
save_incremented,599.4272532463074,647.923665523529,bigbrain_4620_1208_4170.nii,135307
load_img,2380.6669936180115,2404.4209473133087,bigbrain_2310_1208_6255.nii,135317
increment_data,2635.137578725815,2678.762597322464,bigbrain_2310_1208_6255.nii,135317
save_incremented,2690.459137439728,2891.3509805202484,bigbrain_2310_1208_6255.nii,135317
load_img,3932.7692153453827,3956.2748868465424,bigbrain_770_2416_5560.nii,135543
increment_data,4230.335697889328,4266.646830320358,bigbrain_770_2416_5560.nii,135543
save_incremented,4399.304315328598,4473.604163885117,bigbrain_770_2416_5560.nii,135543
load_img,6367.00630736351,6383.213756084442,bigbrain_0_2416_0.nii,135538
increment_data,6662.025096178055,6706.275889873505,bigbrain_0_2416_0.nii,135538
save_incremented,6717.531725168228,6910.529865264893,bigbrain_0_2416_0.nii,135538
load_img,6167.011711835861,6187.643361330032,bigbrain_6160_5436_1390.nii,135338
increment_data,6384.377838134766,6446.6558294296265,bigbrain_6160_5436_1390.nii,135338
save_incremented,6540.38766169548,6625.72024512291,bigbrain_6160_5436_1390.nii,135338
load_img,5402.189495563507,5419.36681842804,bigbrain_3080_2416_2085.nii,135261
increment_data,5652.840741157532,5694.318940162659,bigbrain_3080_2416_2085.nii,135261
save_incremented,5771.015652894974,5935.817761182785,bigbrain_3080_2416_2085.nii,135261
load_img,3801.867339849472,3815.0010385513306,bigbrain_2310_1208_1390.nii,135394
increment_data,4112.766464233398,4156.23309636116,bigbrain_2310_1208_1390.nii,135394
save_incremented,4269.374186515808,4365.988492488861,bigbrain_2310_1208_1390.nii,135394
load_img,1159.8075985908508,1186.946282863617,bigbrain_5390_5436_3475.nii,135574
increment_data,1487.819004058838,1518.9140338897705,bigbrain_5390_5436_3475.nii,135574
save_incremented,1562.664059638977,1865.1157693862915,bigbrain_5390_5436_3475.nii,135574
load_img,4507.875312805176,4535.16571688652,bigbrain_2310_3020_695.nii,135425
increment_data,4720.110965967178,4742.115489244461,bigbrain_2310_3020_695.nii,135425
save_incremented,4789.192672491074,4994.630253076553,bigbrain_2310_3020_695.nii,135425
load_img,6361.298332452774,6381.778851509094,bigbrain_1540_2416_695.nii,135552
increment_data,6570.100249528885,6626.920344114304,bigbrain_1540_2416_695.nii,135552
save_incremented,6706.835561513901,6832.9382202625275,bigbrain_1540_2416_695.nii,135552
load_img,4992.73161816597,4999.8684113025665,bigbrain_6160_1208_4170.nii,135437
increment_data,5343.565928220749,5372.807919025421,bigbrain_6160_1208_4170.nii,135437
save_incremented,5404.863289117813,5603.059568405151,bigbrain_6160_1208_4170.nii,135437
load_img,5788.0669186115265,5793.063867807388,bigbrain_3080_3020_4170.nii,135565
increment_data,6148.356500387192,6178.305877685547,bigbrain_3080_3020_4170.nii,135565
save_incremented,6186.965534925461,6379.477498531342,bigbrain_3080_3020_4170.nii,135565
load_img,3546.4418268203735,3563.314801931381,bigbrain_770_1208_5560.nii,135218
increment_data,3839.797975063324,3892.81604886055,bigbrain_770_1208_5560.nii,135218
save_incremented,4003.332604408264,4098.176009654999,bigbrain_770_1208_5560.nii,135218
load_img,1265.953322649002,1285.4045758247375,bigbrain_6160_3020_5560.nii,135189
increment_data,1532.7325503826141,1553.8400530815125,bigbrain_6160_3020_5560.nii,135189
save_incremented,1564.719532251358,1906.75297498703,bigbrain_6160_3020_5560.nii,135189
load_img,6181.915508270264,6191.092936038971,bigbrain_6930_5436_6255.nii,135535
increment_data,6521.7628655433655,6546.769849538803,bigbrain_6930_5436_6255.nii,135535
save_incremented,6555.303538799286,6760.791674613953,bigbrain_6930_5436_6255.nii,135535
load_img,2928.571409702301,2953.755082130432,bigbrain_770_1812_2085.nii,135206
increment_data,3146.313318014145,3183.3357067108154,bigbrain_770_1812_2085.nii,135206
save_incremented,3322.1929235458374,3449.702245235443,bigbrain_770_1812_2085.nii,135206
load_img,830.6042070388794,832.8629393577576,bigbrain_6930_3624_2085.nii,135171
increment_data,1236.5875806808472,1269.3102090358734,bigbrain_6930_3624_2085.nii,135171
save_incremented,1508.5979764461517,1680.0381996631622,bigbrain_6930_3624_2085.nii,135171
load_img,98.90690040588379,122.53784704208374,bigbrain_770_3624_0.nii,135317
increment_data,236.2803134918213,273.8067858219147,bigbrain_770_3624_0.nii,135317
save_incremented,601.1372711658478,742.4092962741852,bigbrain_770_3624_0.nii,135317
load_img,1193.4739880561829,1222.3148069381714,bigbrain_4620_4832_2780.nii,135561
