driver_program,0,389.47752022743225,/pmem1-data/val/spark-1570910501-optaneAD_1it_96cpus_0delay_npc_em-1,allfiles
load_img,12.119492769241333,12.12253713607788,bigbrain_0_3020_4865.nii,155291
increment_data,12.123380422592163,15.310194969177246,bigbrain_0_3020_4865.nii,155291
save_incremented,15.310954093933105,16.636056900024414,bigbrain_0_3020_4865.nii,155291
load_img,12.138134717941284,12.140903234481812,bigbrain_0_4228_4865.nii,155280
increment_data,12.141743183135986,15.993661880493164,bigbrain_0_4228_4865.nii,155280
save_incremented,15.99452543258667,26.178186416625977,bigbrain_0_4228_4865.nii,155280
load_img,12.174891710281372,12.176913976669312,bigbrain_0_2416_4865.nii,155279
increment_data,12.177563190460205,16.87462282180786,bigbrain_0_2416_4865.nii,155279
save_incremented,16.875099182128906,40.203214168548584,bigbrain_0_2416_4865.nii,155279
load_img,12.192797183990479,12.194916009902954,bigbrain_0_2416_2780.nii,155285
increment_data,12.19547724723816,16.55229139328003,bigbrain_0_2416_2780.nii,155285
save_incremented,16.55476689338684,31.579827547073364,bigbrain_0_2416_2780.nii,155285
load_img,12.201896667480469,12.2044358253479,bigbrain_0_2416_4865.nii,155288
increment_data,12.204986810684204,16.91058659553528,bigbrain_0_2416_4865.nii,155288
save_incremented,16.91130042076111,44.662402391433716,bigbrain_0_2416_4865.nii,155288
load_img,12.285467624664307,12.287216186523438,bigbrain_0_2416_4865.nii,155297
increment_data,12.287771463394165,18.150744438171387,bigbrain_0_2416_4865.nii,155297
save_incremented,18.151235103607178,50.06249403953552,bigbrain_0_2416_4865.nii,155297
load_img,12.342788457870483,12.346225261688232,bigbrain_0_3020_2780.nii,155294
increment_data,12.347003936767578,18.312822818756104,bigbrain_0_3020_2780.nii,155294
save_incremented,18.318235397338867,20.678762912750244,bigbrain_0_3020_2780.nii,155294
load_img,12.344730854034424,12.346917152404785,bigbrain_0_3020_2780.nii,155300
increment_data,12.347442388534546,18.312893867492676,bigbrain_0_3020_2780.nii,155300
save_incremented,18.318220376968384,20.693159580230713,bigbrain_0_3020_2780.nii,155300
load_img,12.547671794891357,12.550083637237549,bigbrain_0_4228_4865.nii,155303
increment_data,12.550755500793457,19.43318486213684,bigbrain_0_4228_4865.nii,155303
save_incremented,19.433956384658813,74.48742461204529,bigbrain_0_4228_4865.nii,155303
load_img,12.606539487838745,12.609677076339722,bigbrain_0_4228_6255.nii,155306
increment_data,12.610568523406982,19.90718173980713,bigbrain_0_4228_6255.nii,155306
save_incremented,19.9078528881073,35.43617820739746,bigbrain_0_4228_6255.nii,155306
load_img,12.696598052978516,12.700563669204712,bigbrain_0_2416_2780.nii,155312
increment_data,12.70181393623352,20.461483001708984,bigbrain_0_2416_2780.nii,155312
save_incremented,20.462291479110718,55.185389280319214,bigbrain_0_2416_2780.nii,155312
load_img,12.732815742492676,12.737354278564453,bigbrain_0_4228_4865.nii,155309
increment_data,12.739280223846436,20.704877614974976,bigbrain_0_4228_4865.nii,155309
save_incremented,20.70546793937683,78.49431943893433,bigbrain_0_4228_4865.nii,155309
load_img,12.73525881767273,12.738530158996582,bigbrain_0_2416_2780.nii,155315
increment_data,12.739540815353394,20.335891485214233,bigbrain_0_2416_2780.nii,155315
save_incremented,20.33644962310791,69.4668710231781,bigbrain_0_2416_2780.nii,155315
load_img,12.78229570388794,12.787272691726685,bigbrain_0_3020_2780.nii,155318
increment_data,12.788621425628662,20.62553071975708,bigbrain_0_3020_2780.nii,155318
save_incremented,20.62610173225403,63.08371543884277,bigbrain_0_3020_2780.nii,155318
load_img,12.805992126464844,12.813219785690308,bigbrain_0_3020_4865.nii,155326
increment_data,12.815887451171875,20.632196187973022,bigbrain_0_3020_4865.nii,155326
save_incremented,20.632644414901733,52.432411432266235,bigbrain_0_3020_4865.nii,155326
load_img,12.864078760147095,12.87629508972168,bigbrain_0_3020_4865.nii,155330
increment_data,12.879221200942993,20.816920280456543,bigbrain_0_3020_4865.nii,155330
save_incremented,20.817593812942505,43.426732540130615,bigbrain_0_3020_4865.nii,155330
load_img,12.91699481010437,12.924135446548462,bigbrain_0_3020_2780.nii,155334
increment_data,12.92850136756897,21.044737815856934,bigbrain_0_3020_2780.nii,155334
save_incremented,21.045551538467407,25.349586486816406,bigbrain_0_3020_2780.nii,155334
load_img,12.934540510177612,12.943569898605347,bigbrain_0_2416_4865.nii,155338
increment_data,12.94834017753601,20.91134023666382,bigbrain_0_2416_4865.nii,155338
save_incremented,20.911982536315918,73.28218340873718,bigbrain_0_2416_4865.nii,155338
load_img,12.984033107757568,12.98936653137207,bigbrain_0_3020_4865.nii,155342
increment_data,12.992384672164917,20.86993718147278,bigbrain_0_3020_4865.nii,155342
save_incremented,20.87116527557373,36.81331276893616,bigbrain_0_3020_4865.nii,155342
load_img,13.002475023269653,13.006534099578857,bigbrain_0_2416_4865.nii,155349
increment_data,13.008466958999634,20.880151987075806,bigbrain_0_2416_4865.nii,155349
save_incremented,20.881861686706543,74.17016983032227,bigbrain_0_2416_4865.nii,155349
load_img,13.008115768432617,13.013962507247925,bigbrain_0_4228_4865.nii,155346
increment_data,13.01661467552185,20.788708209991455,bigbrain_0_4228_4865.nii,155346
save_incremented,20.789413452148438,51.50765800476074,bigbrain_0_4228_4865.nii,155346
load_img,13.049804925918579,13.058062076568604,bigbrain_0_4228_4865.nii,155354
increment_data,13.061604022979736,20.938519716262817,bigbrain_0_4228_4865.nii,155354
save_incremented,20.939491510391235,83.23165392875671,bigbrain_0_4228_4865.nii,155354
load_img,13.061298370361328,13.06822919845581,bigbrain_0_2416_2780.nii,155359
increment_data,13.070833921432495,21.046113967895508,bigbrain_0_2416_2780.nii,155359
save_incremented,21.048670530319214,33.924236536026,bigbrain_0_2416_2780.nii,155359
load_img,13.087746620178223,13.096131086349487,bigbrain_0_4228_6255.nii,155364
increment_data,13.097714900970459,21.19232439994812,bigbrain_0_4228_6255.nii,155364
save_incremented,21.192882537841797,72.25996446609497,bigbrain_0_4228_6255.nii,155364
load_img,13.140379190444946,13.146592855453491,bigbrain_0_2416_4865.nii,155369
increment_data,13.14904236793518,21.095353364944458,bigbrain_0_2416_4865.nii,155369
save_incremented,21.096224308013916,48.681092262268066,bigbrain_0_2416_4865.nii,155369
load_img,13.168163776397705,13.171879768371582,bigbrain_0_3020_2780.nii,155382
increment_data,13.173841953277588,21.21702218055725,bigbrain_0_3020_2780.nii,155382
save_incremented,21.21766710281372,72.08316087722778,bigbrain_0_3020_2780.nii,155382
load_img,13.175150871276855,13.179407596588135,bigbrain_0_3020_2780.nii,155375
increment_data,13.181195735931396,21.039140462875366,bigbrain_0_3020_2780.nii,155375
save_incremented,21.040289878845215,71.63881373405457,bigbrain_0_3020_2780.nii,155375
load_img,13.192216634750366,13.196213245391846,bigbrain_0_4228_6255.nii,155388
increment_data,13.198262214660645,21.470008850097656,bigbrain_0_4228_6255.nii,155388
save_incremented,21.47050189971924,72.95792889595032,bigbrain_0_4228_6255.nii,155388
