driver_program,0,10522.662707328796,/home/users/vhayots/spark-1570573395-isilonAD_1it_25cpus_120delay_withpc-3,allfiles
load_img,3675.234280347824,3675.7750210762024,bigbrain_0_3020_0.nii,115608
increment_data,3688.2580251693726,3689.0372924804688,bigbrain_0_3020_0.nii,115608
save_incremented,3696.255784511566,3803.0453934669495,bigbrain_0_3020_0.nii,115608
load_img,4979.252325296402,4979.63675069809,bigbrain_2310_3624_2780.nii,115629
increment_data,5029.306031227112,5034.743864297867,bigbrain_2310_3624_2780.nii,115629
save_incremented,5044.730450630188,5142.285857200623,bigbrain_2310_3624_2780.nii,115629
load_img,5038.097264051437,5038.6773982048035,bigbrain_770_2416_1390.nii,115593
increment_data,5044.738270044327,5045.444296836853,bigbrain_770_2416_1390.nii,115593
save_incremented,5045.609148740768,5188.257232666016,bigbrain_770_2416_1390.nii,115593
load_img,1439.537763118744,1439.9960565567017,bigbrain_6160_3624_5560.nii,115617
increment_data,1449.6292917728424,1450.6235752105713,bigbrain_6160_3624_5560.nii,115617
save_incremented,1504.0827734470367,1575.2115104198456,bigbrain_6160_3624_5560.nii,115617
load_img,7782.134399175644,7782.801025867462,bigbrain_4620_0_1390.nii,115617
increment_data,7792.264848470688,7796.581490516663,bigbrain_4620_0_1390.nii,115617
save_incremented,7803.8972816467285,7916.415750980377,bigbrain_4620_0_1390.nii,115617
load_img,954.8960292339325,955.3399889469147,bigbrain_3850_4832_4170.nii,115581
increment_data,966.7285840511322,969.2339141368866,bigbrain_3850_4832_4170.nii,115581
save_incremented,977.6506927013397,1092.5817909240723,bigbrain_3850_4832_4170.nii,115581
load_img,4634.933176040649,4635.311688423157,bigbrain_4620_3020_1390.nii,115614
increment_data,4656.056357622147,4673.63756608963,bigbrain_4620_3020_1390.nii,115614
save_incremented,4689.689568281174,4728.040402889252,bigbrain_4620_3020_1390.nii,115614
load_img,8226.918062210083,8227.441509246826,bigbrain_6930_4228_5560.nii,115599
increment_data,8249.813096523285,8261.082717895508,bigbrain_6930_4228_5560.nii,115599
save_incremented,8303.874034166336,8328.555609226227,bigbrain_6930_4228_5560.nii,115599
load_img,954.9418947696686,955.4593617916107,bigbrain_3850_1208_6255.nii,115629
increment_data,962.9053182601929,967.0672240257263,bigbrain_3850_1208_6255.nii,115629
save_incremented,980.3781068325043,1092.868676185608,bigbrain_3850_1208_6255.nii,115629
load_img,2156.1163380146027,2156.503485918045,bigbrain_5390_5436_2085.nii,115653
increment_data,2173.7840900421143,2174.5431323051453,bigbrain_5390_5436_2085.nii,115653
save_incremented,2185.5712311267853,2306.7473447322845,bigbrain_5390_5436_2085.nii,115653
load_img,1719.086612701416,1719.514595746994,bigbrain_770_1812_0.nii,115623
increment_data,1752.5543324947357,1754.160040140152,bigbrain_770_1812_0.nii,115623
save_incremented,1756.0413691997528,1825.022099494934,bigbrain_770_1812_0.nii,115623
load_img,8053.940316200256,8054.69198012352,bigbrain_4620_1208_0.nii,115640
increment_data,8061.620527505875,8065.842311382294,bigbrain_4620_1208_0.nii,115640
save_incremented,8080.725112438202,8192.398741483688,bigbrain_4620_1208_0.nii,115640
load_img,685.9106364250183,686.4145603179932,bigbrain_3080_1208_4865.nii,115643
increment_data,713.4460768699646,719.271116733551,bigbrain_3080_1208_4865.nii,115643
save_incremented,748.5031373500824,821.1844742298126,bigbrain_3080_1208_4865.nii,115643
load_img,10155.416694402695,10156.13796043396,bigbrain_4620_1812_6255.nii,115643
increment_data,10158.379392147064,10159.614557504654,bigbrain_4620_1812_6255.nii,115643
save_incremented,10164.309163808823,10273.686081647873,bigbrain_4620_1812_6255.nii,115643
load_img,2584.744472503662,2585.123389005661,bigbrain_5390_3624_4865.nii,115582
increment_data,2629.1242213249207,2652.8211047649384,bigbrain_5390_3624_4865.nii,115582
save_incremented,2690.7319464683533,2742.5683999061584,bigbrain_5390_3624_4865.nii,115582
load_img,6684.672372579575,6685.357122898102,bigbrain_6930_0_0.nii,115632
increment_data,6685.445946931839,6686.665369510651,bigbrain_6930_0_0.nii,115632
save_incremented,6693.406866073608,6778.701840162277,bigbrain_6930_0_0.nii,115632
load_img,9339.385601997375,9340.259506225586,bigbrain_770_2416_695.nii,115638
increment_data,9382.729776859283,9384.180277585983,bigbrain_770_2416_695.nii,115638
save_incremented,9391.836480379105,9444.031598329544,bigbrain_770_2416_695.nii,115638
load_img,3252.500174999237,3253.1553564071655,bigbrain_770_1208_1390.nii,115581
increment_data,3283.647579431534,3292.9722430706024,bigbrain_770_1208_1390.nii,115581
save_incremented,3305.2365798950195,3414.281744003296,bigbrain_770_1208_1390.nii,115581
load_img,940.3272612094879,940.717057466507,bigbrain_6160_4228_2780.nii,115623
increment_data,954.5587985515594,955.5660376548767,bigbrain_6160_4228_2780.nii,115623
