driver_program,0,894.7951221466064,/pmem1-data/val/spark-1570522297-optaneAD_1it_96cpus_0delay_npc-1,allfiles
load_img,94.13998436927795,95.13247776031494,bigbrain_3080_0_4865.nii,94517
increment_data,95.150465965271,97.51010251045227,bigbrain_3080_0_4865.nii,94517
save_incremented,97.51073884963989,104.33616018295288,bigbrain_3080_0_4865.nii,94517
load_img,94.4290361404419,95.9692268371582,bigbrain_3080_1812_3475.nii,94535
increment_data,95.97803735733032,97.93048071861267,bigbrain_3080_1812_3475.nii,94535
save_incremented,97.93118023872375,106.51654815673828,bigbrain_3080_1812_3475.nii,94535
load_img,94.36506509780884,96.0105311870575,bigbrain_2310_1208_0.nii,94499
increment_data,96.01654720306396,97.88289666175842,bigbrain_2310_1208_0.nii,94499
save_incremented,97.8837366104126,102.96768379211426,bigbrain_2310_1208_0.nii,94499
load_img,94.70351076126099,96.01371431350708,bigbrain_3080_5436_4170.nii,94490
increment_data,96.0254635810852,98.1038019657135,bigbrain_3080_5436_4170.nii,94490
save_incremented,98.10574221611023,104.89875078201294,bigbrain_3080_5436_4170.nii,94490
load_img,94.56001019477844,96.05697631835938,bigbrain_4620_5436_4170.nii,94485
increment_data,96.06299066543579,98.45452070236206,bigbrain_4620_5436_4170.nii,94485
save_incremented,98.45571970939636,122.34742569923401,bigbrain_4620_5436_4170.nii,94485
load_img,94.76163721084595,96.07834339141846,bigbrain_0_4228_0.nii,94559
increment_data,96.08441925048828,98.08669209480286,bigbrain_0_4228_0.nii,94559
save_incremented,98.08716702461243,105.11694884300232,bigbrain_0_4228_0.nii,94559
load_img,94.76343250274658,96.0844304561615,bigbrain_5390_4228_4865.nii,94520
increment_data,96.09025001525879,98.35118532180786,bigbrain_5390_4228_4865.nii,94520
save_incremented,98.35256338119507,126.2845687866211,bigbrain_5390_4228_4865.nii,94520
load_img,94.87847208976746,96.0991039276123,bigbrain_6160_3020_695.nii,94577
increment_data,96.10635662078857,97.97334337234497,bigbrain_6160_3020_695.nii,94577
save_incremented,97.97440838813782,112.84856748580933,bigbrain_6160_3020_695.nii,94577
load_img,94.81863188743591,96.12606477737427,bigbrain_4620_3020_695.nii,94583
increment_data,96.13294506072998,98.27726912498474,bigbrain_4620_3020_695.nii,94583
save_incremented,98.27881646156311,122.72057056427002,bigbrain_4620_3020_695.nii,94583
load_img,94.57293939590454,96.13179898262024,bigbrain_6930_3020_2085.nii,94571
increment_data,96.13988065719604,98.39365196228027,bigbrain_6930_3020_2085.nii,94571
save_incremented,98.39438557624817,106.70190358161926,bigbrain_6930_3020_2085.nii,94571
load_img,94.61996817588806,96.16240811347961,bigbrain_4620_4832_4170.nii,94505
increment_data,96.169762134552,98.41323232650757,bigbrain_4620_4832_4170.nii,94505
save_incremented,98.41367888450623,148.67993545532227,bigbrain_4620_4832_4170.nii,94505
load_img,94.79614686965942,96.167147397995,bigbrain_6160_0_1390.nii,94502
increment_data,96.17463660240173,98.17882323265076,bigbrain_6160_0_1390.nii,94502
save_incremented,98.17947816848755,104.93184924125671,bigbrain_6160_0_1390.nii,94502
load_img,94.87437891960144,96.20967292785645,bigbrain_6930_5436_2780.nii,94574
increment_data,96.21571326255798,98.18869757652283,bigbrain_6930_5436_2780.nii,94574
save_incremented,98.18963193893433,106.15897917747498,bigbrain_6930_5436_2780.nii,94574
load_img,94.97293400764465,96.21418762207031,bigbrain_1540_3020_4170.nii,94631
increment_data,96.22425365447998,98.12068700790405,bigbrain_1540_3020_4170.nii,94631
save_incremented,98.12968111038208,106.24590420722961,bigbrain_1540_3020_4170.nii,94631
load_img,94.8442792892456,96.22089433670044,bigbrain_6160_4832_2085.nii,94526
increment_data,96.22749447822571,100.07403755187988,bigbrain_6160_4832_2085.nii,94526
save_incremented,100.07508587837219,138.9487624168396,bigbrain_6160_4832_2085.nii,94526
load_img,95.00578117370605,96.22232937812805,bigbrain_770_0_1390.nii,94643
increment_data,96.22861552238464,98.15794277191162,bigbrain_770_0_1390.nii,94643
save_incremented,98.15872526168823,158.07117080688477,bigbrain_770_0_1390.nii,94643
load_img,94.92584419250488,96.24321222305298,bigbrain_4620_2416_3475.nii,94511
increment_data,96.25018668174744,98.81184506416321,bigbrain_4620_2416_3475.nii,94511
save_incremented,98.82336378097534,110.67072796821594,bigbrain_4620_2416_3475.nii,94511
load_img,95.21354842185974,96.29789519309998,bigbrain_4620_4832_2780.nii,94727
increment_data,96.30347514152527,98.5275330543518,bigbrain_4620_4832_2780.nii,94727
save_incremented,98.52901887893677,157.89721965789795,bigbrain_4620_4832_2780.nii,94727
load_img,94.937420129776,96.30322980880737,bigbrain_6160_3020_2780.nii,94496
increment_data,96.30931091308594,98.83332991600037,bigbrain_6160_3020_2780.nii,94496
save_incremented,98.83500456809998,125.52645826339722,bigbrain_6160_3020_2780.nii,94496
load_img,94.8180730342865,96.3102605342865,bigbrain_3080_4832_4170.nii,94595
