driver_program,0,10616.09668970108,/home/users/vhayots/spark-1570542615-isilonAD_1it_25cpus_120delay_withpc-2,allfiles
load_img,6269.819709777832,6270.762660741806,bigbrain_4620_604_6255.nii,103320
increment_data,6318.752595424652,6321.638776779175,bigbrain_4620_604_6255.nii,103320
save_incremented,6329.782170295715,6437.399021625519,bigbrain_4620_604_6255.nii,103320
load_img,8938.318725347519,8939.34248971939,bigbrain_4620_3624_4865.nii,103329
increment_data,8945.830068588257,8951.870351314545,bigbrain_4620_3624_4865.nii,103329
save_incremented,8979.886620521545,9052.86086010933,bigbrain_4620_3624_4865.nii,103329
load_img,9961.095893859863,9961.581761360168,bigbrain_5390_3020_695.nii,103341
increment_data,9972.724357128143,9974.040795564651,bigbrain_5390_3020_695.nii,103341
save_incremented,10012.878573417664,10095.745876073837,bigbrain_5390_3020_695.nii,103341
load_img,7033.56599354744,7034.13032746315,bigbrain_4620_1208_6255.nii,103326
increment_data,7050.25469994545,7052.606381654739,bigbrain_4620_1208_6255.nii,103326
save_incremented,7074.870687961578,7115.184109687805,bigbrain_4620_1208_6255.nii,103326
load_img,1484.5628499984741,1484.9911661148071,bigbrain_0_3020_4170.nii,103383
increment_data,1485.0870542526245,1486.0211474895477,bigbrain_0_3020_4170.nii,103383
save_incremented,1489.817153930664,1581.2235188484192,bigbrain_0_3020_4170.nii,103383
load_img,1744.347796678543,1744.7548739910126,bigbrain_6930_4832_0.nii,103368
increment_data,1751.4680395126343,1752.3225226402283,bigbrain_6930_4832_0.nii,103368
save_incremented,1757.9888389110565,1836.693895816803,bigbrain_6930_4832_0.nii,103368
load_img,4973.266144514084,4973.645353317261,bigbrain_4620_0_3475.nii,103380
increment_data,4983.818618774414,4984.805583000183,bigbrain_4620_0_3475.nii,103380
save_incremented,4992.870268583298,5051.512296915054,bigbrain_4620_0_3475.nii,103380
load_img,6826.286421298981,6827.185131072998,bigbrain_1540_3020_0.nii,103353
increment_data,6841.192335605621,6845.052434682846,bigbrain_1540_3020_0.nii,103353
save_incremented,6847.081935167313,6914.567147254944,bigbrain_1540_3020_0.nii,103353
load_img,7586.025068998337,7586.893648862839,bigbrain_4620_5436_695.nii,103374
increment_data,7593.727720975876,7600.286531925201,bigbrain_4620_5436_695.nii,103374
save_incremented,7608.003422021866,7721.944669961929,bigbrain_4620_5436_695.nii,103374
load_img,6255.110316038132,6256.052626848221,bigbrain_2310_3624_0.nii,103323
increment_data,6318.411944150925,6321.037392616272,bigbrain_2310_3624_0.nii,103323
save_incremented,6334.514566898346,6473.207813024521,bigbrain_2310_3624_0.nii,103323
load_img,10276.861491441727,10277.748153924942,bigbrain_0_3020_1390.nii,103332
increment_data,10294.442389249802,10295.986103773117,bigbrain_0_3020_1390.nii,103332
save_incremented,10301.114428520203,10358.169692993164,bigbrain_0_3020_1390.nii,103332
load_img,7584.660404682159,7585.615208148956,bigbrain_1540_3020_2780.nii,103353
increment_data,7585.794873476028,7587.162007331848,bigbrain_1540_3020_2780.nii,103353
save_incremented,7590.7583911418915,7715.750191688538,bigbrain_1540_3020_2780.nii,103353
load_img,2021.776804447174,2022.2214558124542,bigbrain_770_4228_1390.nii,103347
increment_data,2037.0857100486755,2045.3823652267456,bigbrain_770_4228_1390.nii,103347
save_incremented,2072.770670413971,2159.9127254486084,bigbrain_770_4228_1390.nii,103347
load_img,8671.335188865662,8672.255776166916,bigbrain_3080_4228_5560.nii,103362
increment_data,8674.70009970665,8676.572968482971,bigbrain_3080_4228_5560.nii,103362
save_incremented,8689.649635314941,8763.128135681152,bigbrain_3080_4228_5560.nii,103362
load_img,8403.419576644897,8404.373532533646,bigbrain_4620_0_2780.nii,103374
increment_data,8405.975888252258,8409.795093297958,bigbrain_4620_0_2780.nii,103374
save_incremented,8438.637564659119,8514.570318222046,bigbrain_4620_0_2780.nii,103374
load_img,4967.330458879471,4967.862547874451,bigbrain_6160_3624_2780.nii,103338
increment_data,4983.810344457626,4984.714061021805,bigbrain_6160_3624_2780.nii,103338
save_incremented,4993.324718475342,5060.450983285904,bigbrain_6160_3624_2780.nii,103338
load_img,4909.504647493362,4909.887132644653,bigbrain_0_2416_3475.nii,103341
increment_data,4947.554591655731,4957.198806762695,bigbrain_0_2416_3475.nii,103341
save_incremented,4983.762923717499,5024.320606470108,bigbrain_0_2416_3475.nii,103341
load_img,5735.575779914856,5736.515872478485,bigbrain_6930_3624_4170.nii,103374
increment_data,5742.090792655945,5744.446186065674,bigbrain_6930_3624_4170.nii,103374
save_incremented,5811.725520610809,5866.583478689194,bigbrain_6930_3624_4170.nii,103374
load_img,7567.306609630585,7567.962568759918,bigbrain_770_5436_3475.nii,103323
increment_data,7584.73380446434,7586.89088511467,bigbrain_770_5436_3475.nii,103323
save_incremented,7589.239257335663,7689.375084400177,bigbrain_770_5436_3475.nii,103323
load_img,402.8850817680359,403.2707555294037,bigbrain_5390_2416_695.nii,103332
increment_data,412.5315535068512,413.30916953086853,bigbrain_5390_2416_695.nii,103332
save_incremented,415.5800426006317,484.4863085746765,bigbrain_5390_2416_695.nii,103332
load_img,6959.958661079407,6960.473673582077,bigbrain_3850_1208_695.nii,103341
increment_data,7021.782052516937,7033.855813741684,bigbrain_3850_1208_695.nii,103341
save_incremented,7043.903970718384,7092.822065830231,bigbrain_3850_1208_695.nii,103341
load_img,9493.069677352905,9493.468165636063,bigbrain_4620_4228_695.nii,103323
increment_data,9500.856549263,9503.648057937622,bigbrain_4620_4228_695.nii,103323
save_incremented,9528.016538619995,9616.977156162262,bigbrain_4620_4228_695.nii,103323
load_img,8946.489327430725,8947.163960695267,bigbrain_3080_5436_5560.nii,103377
increment_data,8959.563519239426,8962.136681556702,bigbrain_3080_5436_5560.nii,103377
save_incremented,9001.505062818527,9075.668717622757,bigbrain_3080_5436_5560.nii,103377
load_img,413.1635181903839,413.7020516395569,bigbrain_5390_604_5560.nii,103320
increment_data,423.63114500045776,429.469025850296,bigbrain_5390_604_5560.nii,103320
save_incremented,468.5636873245239,542.5457301139832,bigbrain_5390_604_5560.nii,103320
load_img,3904.534705877304,3905.1365756988525,bigbrain_3080_1812_5560.nii,103371
increment_data,3916.3038201332092,3921.2714264392853,bigbrain_3080_1812_5560.nii,103371
save_incremented,3932.296728372574,4041.1837849617004,bigbrain_3080_1812_5560.nii,103371
load_img,6023.391262292862,6024.057809591293,bigbrain_0_604_2780.nii,103353
increment_data,6052.861016750336,6054.686660766602,bigbrain_0_604_2780.nii,103353
save_incremented,6066.478662490845,6126.812476634979,bigbrain_0_604_2780.nii,103353
load_img,8602.660197496414,8603.169294595718,bigbrain_3080_604_695.nii,103371
increment_data,8663.692368507385,8669.281305551529,bigbrain_3080_604_695.nii,103371
save_incremented,8674.492069005966,8737.535009384155,bigbrain_3080_604_695.nii,103371
load_img,413.235778093338,413.84637784957886,bigbrain_5390_5436_6255.nii,103377
increment_data,440.3862748146057,443.87995529174805,bigbrain_5390_5436_6255.nii,103377
save_incremented,471.7631108760834,550.7080357074738,bigbrain_5390_5436_6255.nii,103377
load_img,952.4925818443298,952.9307281970978,bigbrain_770_5436_0.nii,103374
increment_data,955.0049052238464,955.8935701847076,bigbrain_770_5436_0.nii,103374
save_incremented,957.1334645748138,1044.037511587143,bigbrain_770_5436_0.nii,103374
load_img,6825.116584062576,6825.963566303253,bigbrain_5390_4832_2780.nii,103338
increment_data,6837.604485034943,6839.024460554123,bigbrain_5390_4832_2780.nii,103338
save_incremented,6850.093129634857,6917.904888153076,bigbrain_5390_4832_2780.nii,103338
load_img,5245.369050741196,5245.757077693939,bigbrain_4620_3020_2780.nii,103362
increment_data,5252.698471546173,5254.262098073959,bigbrain_4620_3020_2780.nii,103362
save_incremented,5277.077650547028,5378.287465333939,bigbrain_4620_3020_2780.nii,103362
load_img,2220.895327806473,2221.287074804306,bigbrain_1540_604_5560.nii,103344
increment_data,2265.462806224823,2277.2047197818756,bigbrain_1540_604_5560.nii,103344
save_incremented,2292.517229795456,2351.91593170166,bigbrain_1540_604_5560.nii,103344
