driver_program,0,58.30009388923645,/dev/shm/val/spark-1570898882-tmpfsAD_1it_25cpus_120delay_withpc_em-0,allfiles
load_img,57.14041185379028,57.141319036483765,bigbrain_0_2416_4865.nii,150255
increment_data,57.141481161117554,57.50995421409607,bigbrain_0_2416_4865.nii,150255
save_incremented,57.51010346412659,58.269901752471924,bigbrain_0_2416_4865.nii,150255
load_img,57.06838417053223,57.069278717041016,bigbrain_0_2416_4865.nii,150237
increment_data,57.06944990158081,57.41688847541809,bigbrain_0_2416_4865.nii,150237
save_incremented,57.41703271865845,58.22235894203186,bigbrain_0_2416_4865.nii,150237
load_img,57.031646490097046,57.03251266479492,bigbrain_0_2416_4865.nii,150289
increment_data,57.032678842544556,57.37871599197388,bigbrain_0_2416_4865.nii,150289
save_incremented,57.37885785102844,58.22257924079895,bigbrain_0_2416_4865.nii,150289
load_img,55.9661967754364,55.96737003326416,bigbrain_0_0_6255.nii,150237
increment_data,55.967613697052,56.35212588310242,bigbrain_0_0_6255.nii,150237
save_incremented,56.352264642715454,57.06587052345276,bigbrain_0_0_6255.nii,150237
load_img,55.84516453742981,55.84609007835388,bigbrain_0_0_6255.nii,150255
increment_data,55.84625744819641,56.24466109275818,bigbrain_0_0_6255.nii,150255
save_incremented,56.244808197021484,57.13788390159607,bigbrain_0_0_6255.nii,150255
load_img,55.8253436088562,55.826225996017456,bigbrain_0_4228_6255.nii,150240
increment_data,55.826403856277466,56.257232427597046,bigbrain_0_4228_6255.nii,150240
save_incremented,56.25734734535217,56.96382427215576,bigbrain_0_4228_6255.nii,150240
load_img,55.82405376434326,55.824936866760254,bigbrain_0_4228_6255.nii,150234
increment_data,55.82510280609131,56.25766181945801,bigbrain_0_4228_6255.nii,150234
save_incremented,56.25776219367981,56.96361041069031,bigbrain_0_4228_6255.nii,150234
load_img,55.823944330215454,55.82490658760071,bigbrain_0_4228_6255.nii,150225
increment_data,55.82509732246399,56.25713515281677,bigbrain_0_4228_6255.nii,150225
save_incremented,56.25727653503418,56.9640097618103,bigbrain_0_4228_6255.nii,150225
load_img,55.816892862319946,55.8178596496582,bigbrain_0_0_6255.nii,150289
increment_data,55.81805205345154,56.21363019943237,bigbrain_0_0_6255.nii,150289
