driver_program,0,4128.35239648819,/home/users/vhayots/spark-1570987718-isilon_1it_96cpus_0delay_npc_em-0,allfiles
increment_data,2367.5266354084015,2372.964210987091,bigbrain_0_2416_1390.nii,120577
save_incremented,2466.7224671840668,2502.2157549858093,bigbrain_0_2416_1390.nii,120577
load_img,498.6737585067749,499.2969810962677,bigbrain_0_1208_2780.nii,120364
increment_data,596.7582457065582,598.0157837867737,bigbrain_0_1208_2780.nii,120364
save_incremented,688.9662706851959,741.4906322956085,bigbrain_0_1208_2780.nii,120364
load_img,164.47918701171875,237.10073900222778,bigbrain_0_4228_695.nii,120336
increment_data,333.07492542266846,334.1278772354126,bigbrain_0_4228_695.nii,120336
save_incremented,387.4011733531952,433.1196622848511,bigbrain_0_4228_695.nii,120336
load_img,1572.071615934372,1572.0765290260315,bigbrain_0_4228_3475.nii,120612
increment_data,1662.9063057899475,1663.6914498806,bigbrain_0_4228_3475.nii,120612
save_incremented,1769.1141860485077,1909.4074592590332,bigbrain_0_4228_3475.nii,120612
load_img,2099.7868666648865,2100.1414799690247,bigbrain_0_2416_6255.nii,120494
increment_data,2228.975510597229,2242.7162001132965,bigbrain_0_2416_6255.nii,120494
save_incremented,2399.457594871521,2457.9027621746063,bigbrain_0_2416_6255.nii,120494
load_img,2806.4684607982635,2808.3228418827057,bigbrain_0_3624_4170.nii,120282
increment_data,2897.8966403007507,2916.3787438869476,bigbrain_0_3624_4170.nii,120282
save_incremented,2993.591994047165,3111.9292533397675,bigbrain_0_3624_4170.nii,120282
load_img,2962.566324710846,2966.0722348690033,bigbrain_0_3020_1390.nii,120415
increment_data,3110.3889939785004,3112.750107526779,bigbrain_0_3020_1390.nii,120415
save_incremented,3213.727292060852,3257.856658220291,bigbrain_0_3020_1390.nii,120415
load_img,804.2336554527283,804.2379598617554,bigbrain_0_1208_2780.nii,120617
increment_data,892.8183484077454,893.9993922710419,bigbrain_0_1208_2780.nii,120617
save_incremented,1002.2603259086609,1053.4670240879059,bigbrain_0_1208_2780.nii,120617
load_img,3531.5990703105927,3532.3742456436157,bigbrain_0_2416_5560.nii,120695
increment_data,3606.9434633255005,3608.1749181747437,bigbrain_0_2416_5560.nii,120695
save_incremented,3663.844426393509,3720.19970369339,bigbrain_0_2416_5560.nii,120695
load_img,2775.8722853660583,2776.5139389038086,bigbrain_0_1208_1390.nii,120617
increment_data,2865.0570619106293,2866.563555240631,bigbrain_0_1208_1390.nii,120617
save_incremented,2952.702367782593,2998.0313324928284,bigbrain_0_1208_1390.nii,120617
load_img,3337.970829963684,3338.599172592163,bigbrain_0_0_1390.nii,120477
increment_data,3426.5234360694885,3428.813631296158,bigbrain_0_0_1390.nii,120477
save_incremented,3534.3446094989777,3608.4250314235687,bigbrain_0_0_1390.nii,120477
load_img,2407.260500907898,2407.2655980587006,bigbrain_0_1812_695.nii,120489
increment_data,2486.9983370304108,2488.354075908661,bigbrain_0_1812_695.nii,120489
save_incremented,2586.3177547454834,2669.8144447803497,bigbrain_0_1812_695.nii,120489
load_img,2364.500830411911,2369.192323207855,bigbrain_0_1208_1390.nii,120308
increment_data,2465.47749042511,2476.627893924713,bigbrain_0_1208_1390.nii,120308
save_incremented,2557.5159873962402,2608.8664808273315,bigbrain_0_1208_1390.nii,120308
load_img,1165.8955974578857,1165.900144815445,bigbrain_0_3020_6255.nii,120489
increment_data,1260.7562749385834,1261.4892818927765,bigbrain_0_3020_6255.nii,120489
save_incremented,1368.4492135047913,1418.2275903224945,bigbrain_0_3020_6255.nii,120489
load_img,1884.785959482193,1884.7922282218933,bigbrain_0_1208_0.nii,120553
increment_data,2010.867526292801,2052.6716334819794,bigbrain_0_1208_0.nii,120553
save_incremented,2132.1917595863342,2243.5182917118073,bigbrain_0_1208_0.nii,120553
load_img,358.0030720233917,359.4479191303253,bigbrain_0_3624_4865.nii,120470
increment_data,434.5844557285309,435.7884740829468,bigbrain_0_3624_4865.nii,120470
save_incremented,499.1688048839569,793.2261962890625,bigbrain_0_3624_4865.nii,120470
load_img,1144.278593301773,1144.282877445221,bigbrain_0_4228_1390.nii,120684
increment_data,1249.355013847351,1250.5995178222656,bigbrain_0_4228_1390.nii,120684
save_incremented,1342.213273525238,1422.9793124198914,bigbrain_0_4228_1390.nii,120684
load_img,431.66741394996643,431.6737449169159,bigbrain_0_0_0.nii,120482
increment_data,498.15323972702026,499.7525534629822,bigbrain_0_0_0.nii,120482
save_incremented,595.6794278621674,639.5738611221313,bigbrain_0_0_0.nii,120482
load_img,3627.022887945175,3627.0269935131073,bigbrain_0_4228_4170.nii,120305
increment_data,3698.0193881988525,3701.1586441993713,bigbrain_0_4228_4170.nii,120305
save_incremented,3741.7362236976624,3877.8018584251404,bigbrain_0_4228_4170.nii,120305
load_img,588.5655477046967,588.5706346035004,bigbrain_0_1208_2780.nii,120384
increment_data,685.3109605312347,687.2450494766235,bigbrain_0_1208_2780.nii,120384
save_incremented,800.2385995388031,873.2140443325043,bigbrain_0_1208_2780.nii,120384
load_img,688.623063325882,688.9977753162384,bigbrain_0_3020_2085.nii,120415
increment_data,804.1065576076508,804.889502286911,bigbrain_0_3020_2085.nii,120415
save_incremented,893.1213326454163,935.1860797405243,bigbrain_0_3020_2085.nii,120415
load_img,3215.072764635086,3215.466791152954,bigbrain_0_3624_2780.nii,120592
increment_data,3292.812524318695,3295.910207748413,bigbrain_0_3624_2780.nii,120592
save_incremented,3392.4782087802887,3431.585691213608,bigbrain_0_3624_2780.nii,120592
load_img,721.0197176933289,721.0275764465332,bigbrain_0_1812_3475.nii,120589
increment_data,820.1211087703705,830.9236297607422,bigbrain_0_1812_3475.nii,120589
save_incremented,917.3213255405426,975.8062942028046,bigbrain_0_1812_3475.nii,120589
load_img,2846.7588708400726,2848.0523912906647,bigbrain_0_3020_1390.nii,120336
increment_data,2938.098582983017,2941.4596865177155,bigbrain_0_3020_1390.nii,120336
save_incremented,3022.4734902381897,3101.354109287262,bigbrain_0_3020_1390.nii,120336
load_img,69.53382515907288,75.42548370361328,bigbrain_0_3020_4865.nii,120577
increment_data,93.60738396644592,94.40961027145386,bigbrain_0_3020_4865.nii,120577
save_incremented,161.46861600875854,347.6278746128082,bigbrain_0_3020_4865.nii,120577
load_img,3262.618074655533,3263.790136575699,bigbrain_0_1812_1390.nii,120384
increment_data,3378.1507511138916,3379.610947370529,bigbrain_0_1812_1390.nii,120384
save_incremented,3446.326272249222,3636.4059765338898,bigbrain_0_1812_1390.nii,120384
load_img,1954.3603293895721,1954.3646507263184,bigbrain_0_2416_6255.nii,120684
increment_data,2070.5110368728638,2071.289769887924,bigbrain_0_2416_6255.nii,120684
save_incremented,2145.510276079178,2199.065269947052,bigbrain_0_2416_6255.nii,120684
load_img,163.26956725120544,188.3983974456787,bigbrain_0_3624_4865.nii,120314
increment_data,257.30913281440735,386.43369245529175,bigbrain_0_3624_4865.nii,120314
save_incremented,446.6812057495117,559.9941515922546,bigbrain_0_3624_4865.nii,120314
load_img,1631.6270694732666,1633.0758996009827,bigbrain_0_2416_6255.nii,120375
increment_data,1712.9921779632568,1715.7574965953827,bigbrain_0_2416_6255.nii,120375
save_incremented,1839.1857352256775,1898.908540725708,bigbrain_0_2416_6255.nii,120375
load_img,1115.7099533081055,1142.4379949569702,bigbrain_0_4228_1390.nii,120485
increment_data,1244.4635865688324,1245.8893384933472,bigbrain_0_4228_1390.nii,120485
save_incremented,1336.4049191474915,1381.2410728931427,bigbrain_0_4228_1390.nii,120485
load_img,1251.3490307331085,1251.8090941905975,bigbrain_0_1812_6255.nii,120371
increment_data,1350.2817871570587,1351.4844133853912,bigbrain_0_1812_6255.nii,120371
save_incremented,1462.9564299583435,1507.417937040329,bigbrain_0_1812_6255.nii,120371
load_img,1196.1485431194305,1196.1529715061188,bigbrain_0_3020_3475.nii,120602
increment_data,1290.5419917106628,1292.8243081569672,bigbrain_0_3020_3475.nii,120602
save_incremented,1411.7231183052063,1476.0408864021301,bigbrain_0_3020_3475.nii,120602
load_img,676.4157235622406,677.0142965316772,bigbrain_0_1208_2780.nii,120460
increment_data,791.7996652126312,793.6699471473694,bigbrain_0_1208_2780.nii,120460
save_incremented,880.8898029327393,917.0102939605713,bigbrain_0_1208_2780.nii,120460
load_img,2710.3445932865143,2741.2218022346497,bigbrain_0_3624_4170.nii,120281
increment_data,2847.319365501404,2916.3790187835693,bigbrain_0_3624_4170.nii,120281
save_incremented,2994.5150735378265,3101.5641164779663,bigbrain_0_3624_4170.nii,120281
load_img,3165.158846616745,3165.726550579071,bigbrain_0_3020_1390.nii,120607
increment_data,3235.4671754837036,3237.7999851703644,bigbrain_0_3020_1390.nii,120607
save_incremented,3322.9691314697266,3383.9282681941986,bigbrain_0_3020_1390.nii,120607
load_img,2503.3982071876526,2503.403029680252,bigbrain_0_2416_4170.nii,120629
increment_data,2604.3085968494415,2605.5280776023865,bigbrain_0_2416_4170.nii,120629
save_incremented,2770.226278781891,2823.490797519684,bigbrain_0_2416_4170.nii,120629
load_img,1844.5338819026947,1844.537888288498,bigbrain_0_1208_5560.nii,120511
increment_data,1961.8940131664276,1964.8231658935547,bigbrain_0_1208_5560.nii,120511
save_incremented,2073.883770465851,2116.9338841438293,bigbrain_0_1208_5560.nii,120511
load_img,1666.9631774425507,1666.9725637435913,bigbrain_0_1208_5560.nii,120395
increment_data,1777.1351006031036,1778.3465385437012,bigbrain_0_1208_5560.nii,120395
save_incremented,1897.4320721626282,1961.7341163158417,bigbrain_0_1208_5560.nii,120395
load_img,1572.6194062232971,1572.6247980594635,bigbrain_0_1812_2780.nii,120597
increment_data,1665.1497740745544,1666.3044464588165,bigbrain_0_1812_2780.nii,120597
save_incremented,1769.854011774063,1926.3435113430023,bigbrain_0_1812_2780.nii,120597
load_img,880.3615963459015,880.7300746440887,bigbrain_0_2416_695.nii,120371
increment_data,973.3477528095245,975.6074845790863,bigbrain_0_2416_695.nii,120371
save_incremented,1094.290606021881,1144.8038647174835,bigbrain_0_2416_695.nii,120371
load_img,401.8808481693268,424.59421944618225,bigbrain_0_0_6255.nii,120684
increment_data,493.9371335506439,495.02664852142334,bigbrain_0_0_6255.nii,120684
save_incremented,593.9952383041382,653.4131801128387,bigbrain_0_0_6255.nii,120684
load_img,81.13679313659668,81.18900465965271,bigbrain_0_3020_2780.nii,120520
increment_data,110.3089063167572,111.38628220558167,bigbrain_0_3020_2780.nii,120520
save_incremented,230.70495796203613,415.53306245803833,bigbrain_0_3020_2780.nii,120520
load_img,810.051659822464,810.177990436554,bigbrain_0_1812_4865.nii,120629
increment_data,900.2705483436584,903.7443082332611,bigbrain_0_1812_4865.nii,120629
save_incremented,1008.3525347709656,1166.5484001636505,bigbrain_0_1812_4865.nii,120629
load_img,4082.6935052871704,4083.6261732578278,bigbrain_0_1812_695.nii,120438
increment_data,4084.142650127411,4085.016881465912,bigbrain_0_1812_695.nii,120438
save_incremented,4085.3816015720367,4101.572885990143,bigbrain_0_1812_695.nii,120438
load_img,1661.013686656952,1661.1854491233826,bigbrain_0_1208_6255.nii,120569
increment_data,1764.237726688385,1777.465874671936,bigbrain_0_1208_6255.nii,120569
save_incremented,1896.0765149593353,1988.3145213127136,bigbrain_0_1208_6255.nii,120569
load_img,2073.771849632263,2074.4341220855713,bigbrain_0_3020_695.nii,120474
increment_data,2158.427267074585,2162.062087535858,bigbrain_0_3020_695.nii,120474
save_incremented,2289.6870896816254,2357.544702529907,bigbrain_0_3020_695.nii,120474
load_img,3650.870377063751,3651.805075407028,bigbrain_0_3624_1390.nii,120332
increment_data,3715.634692668915,3717.0810840129852,bigbrain_0_3624_1390.nii,120332
save_incremented,3754.9753386974335,4003.5349049568176,bigbrain_0_3624_1390.nii,120332
load_img,2460.4313938617706,2461.3077957630157,bigbrain_0_0_4170.nii,120344
increment_data,2548.2045238018036,2551.643811941147,bigbrain_0_0_4170.nii,120344
save_incremented,2668.7196531295776,2760.574908733368,bigbrain_0_0_4170.nii,120344
load_img,11.646999597549438,11.933535099029541,bigbrain_0_2416_2780.nii,120282
increment_data,16.07755446434021,23.197736978530884,bigbrain_0_2416_2780.nii,120282
save_incremented,34.878161907196045,41.262500047683716,bigbrain_0_2416_2780.nii,120282
load_img,493.3262026309967,494.84250807762146,bigbrain_0_1812_3475.nii,120324
