driver_program,0,4128.35239648819,/home/users/vhayots/spark-1570987718-isilon_1it_96cpus_0delay_npc_em-0,allfiles
increment_data,95.19800734519958,96.3849892616272,bigbrain_0_3020_2780.nii,120460
save_incremented,161.6207413673401,293.2892107963562,bigbrain_0_3020_2780.nii,120460
load_img,447.3895010948181,448.8054950237274,bigbrain_0_0_0.nii,120617
increment_data,531.2758886814117,535.3688316345215,bigbrain_0_0_0.nii,120617
save_incremented,619.8039493560791,689.6526098251343,bigbrain_0_0_0.nii,120617
load_img,1844.2488315105438,1849.3955690860748,bigbrain_0_3624_2085.nii,120282
increment_data,1991.1454837322235,2034.6465644836426,bigbrain_0_3624_2085.nii,120282
save_incremented,2096.768449783325,2193.1344587802887,bigbrain_0_3624_2085.nii,120282
load_img,219.40401101112366,219.41195130348206,bigbrain_0_1812_4170.nii,120324
increment_data,291.82616567611694,294.42575430870056,bigbrain_0_1812_4170.nii,120324
save_incremented,360.76752948760986,423.31934690475464,bigbrain_0_1812_4170.nii,120324
load_img,2812.7709906101227,2812.7751610279083,bigbrain_0_0_5560.nii,120531
increment_data,2909.394001722336,2910.885191679001,bigbrain_0_0_5560.nii,120531
save_incremented,2981.6506905555725,3047.3159449100494,bigbrain_0_0_5560.nii,120531
load_img,3007.296702861786,3008.2864396572113,bigbrain_0_2416_3475.nii,120672
increment_data,3176.3522772789,3177.990577697754,bigbrain_0_2416_3475.nii,120672
save_incremented,3243.4513413906097,3328.127140045166,bigbrain_0_2416_3475.nii,120672
load_img,3211.434696674347,3212.0966544151306,bigbrain_0_3624_6255.nii,120324
increment_data,3286.523770570755,3296.611632347107,bigbrain_0_3624_6255.nii,120324
save_incremented,3393.547710418701,3494.9158799648285,bigbrain_0_3624_6255.nii,120324
load_img,2432.0672731399536,2432.0721912384033,bigbrain_0_1812_695.nii,120557
increment_data,2526.5112895965576,2533.329776763916,bigbrain_0_1812_695.nii,120557
save_incremented,2642.8605494499207,2779.9949209690094,bigbrain_0_1812_695.nii,120557
load_img,3185.3832437992096,3185.38707113266,bigbrain_0_3020_1390.nii,120695
increment_data,3257.592383146286,3258.5366744995117,bigbrain_0_3020_1390.nii,120695
save_incremented,3362.009118080139,3423.690320968628,bigbrain_0_3020_1390.nii,120695
load_img,2848.275151491165,2848.744296312332,bigbrain_0_0_695.nii,120395
increment_data,2941.6090517044067,2942.8898537158966,bigbrain_0_0_695.nii,120395
save_incremented,3023.578408718109,3143.824687242508,bigbrain_0_0_695.nii,120395
load_img,2041.6708307266235,2041.6753940582275,bigbrain_0_1208_5560.nii,120520
increment_data,2100.779712677002,2110.7056543827057,bigbrain_0_1208_5560.nii,120520
save_incremented,2234.398721933365,2317.7008969783783,bigbrain_0_1208_5560.nii,120520
load_img,3182.925478696823,3183.3805136680603,bigbrain_0_3020_0.nii,120597
increment_data,3252.90581202507,3263.4395151138306,bigbrain_0_3020_0.nii,120597
save_incremented,3378.9618062973022,3512.734064102173,bigbrain_0_3020_0.nii,120597
load_img,2400.429034948349,2401.382199525833,bigbrain_0_1208_3475.nii,120305
increment_data,2473.154022693634,2474.500565290451,bigbrain_0_1208_3475.nii,120305
save_incremented,2558.1133365631104,2711.4133603572845,bigbrain_0_1208_3475.nii,120305
load_img,2963.8089797496796,2963.8143513202667,bigbrain_0_3624_2780.nii,120407
increment_data,3098.4662702083588,3104.431990146637,bigbrain_0_3624_2780.nii,120407
save_incremented,3209.8961267471313,3261.9663202762604,bigbrain_0_3624_2780.nii,120407
load_img,2585.4042167663574,2594.2388923168182,bigbrain_0_0_4865.nii,120415
increment_data,2738.8954935073853,2741.7595415115356,bigbrain_0_0_4865.nii,120415
save_incremented,2846.964398622513,2884.764814376831,bigbrain_0_0_4865.nii,120415
load_img,1413.2425591945648,1413.247942686081,bigbrain_0_2416_0.nii,120460
increment_data,1534.5374867916107,1535.981941461563,bigbrain_0_2416_0.nii,120460
save_incremented,1651.8425567150116,1689.3890452384949,bigbrain_0_2416_0.nii,120460
load_img,72.33443212509155,81.14068222045898,bigbrain_0_3020_4865.nii,120602
increment_data,107.07369351387024,108.15521454811096,bigbrain_0_3020_4865.nii,120602
save_incremented,227.49961924552917,409.7826371192932,bigbrain_0_3020_4865.nii,120602
load_img,3300.961122274399,3301.923933982849,bigbrain_0_1812_1390.nii,120573
increment_data,3390.909626722336,3392.404561519623,bigbrain_0_1812_1390.nii,120573
save_incremented,3493.817109107971,3575.0782630443573,bigbrain_0_1812_1390.nii,120573
load_img,81.14868664741516,81.19458365440369,bigbrain_0_2416_4865.nii,120629
increment_data,113.03617548942566,113.8000819683075,bigbrain_0_2416_4865.nii,120629
save_incremented,232.9040334224701,370.3584349155426,bigbrain_0_2416_4865.nii,120629
load_img,829.0963683128357,829.646493434906,bigbrain_0_3020_6255.nii,120364
increment_data,916.6708216667175,917.9270102977753,bigbrain_0_3020_6255.nii,120364
save_incremented,1039.177890777588,1097.3491866588593,bigbrain_0_3020_6255.nii,120364
load_img,4037.4128885269165,4038.14089679718,bigbrain_0_3020_5560.nii,120499
increment_data,4038.603865146637,4039.514149904251,bigbrain_0_3020_5560.nii,120499
save_incremented,4039.8073501586914,4059.233813762665,bigbrain_0_3020_5560.nii,120499
load_img,804.4146666526794,804.701153755188,bigbrain_0_0_2780.nii,120672
increment_data,893.2638864517212,894.5912413597107,bigbrain_0_0_2780.nii,120672
save_incremented,1002.5462508201599,1049.4565913677216,bigbrain_0_0_2780.nii,120672
load_img,1587.239895582199,1587.2453246116638,bigbrain_0_2416_0.nii,120617
increment_data,1671.3806521892548,1673.2325427532196,bigbrain_0_2416_0.nii,120617
save_incremented,1775.7715611457825,1845.7916467189789,bigbrain_0_2416_0.nii,120617
load_img,2408.5616269111633,2410.5884420871735,bigbrain_0_0_5560.nii,120290
increment_data,2490.97256398201,2524.376576423645,bigbrain_0_0_5560.nii,120290
save_incremented,2621.6020493507385,2677.764788389206,bigbrain_0_0_5560.nii,120290
load_img,81.19928932189941,82.428719997406,bigbrain_0_1208_4865.nii,120293
increment_data,121.6167380809784,159.93217515945435,bigbrain_0_1208_4865.nii,120293
save_incremented,224.3404576778412,298.96656680107117,bigbrain_0_1208_4865.nii,120293
load_img,1941.1765007972717,1941.1840317249298,bigbrain_0_2416_2085.nii,120607
increment_data,2051.427350282669,2054.484274148941,bigbrain_0_2416_2085.nii,120607
save_incremented,2132.485645532608,2224.8081243038177,bigbrain_0_2416_2085.nii,120607
load_img,1569.8715405464172,1569.8769989013672,bigbrain_0_4228_3475.nii,120464
increment_data,1661.4925434589386,1662.4756195545197,bigbrain_0_4228_3475.nii,120464
save_incremented,1767.5724368095398,1909.4092679023743,bigbrain_0_4228_3475.nii,120464
load_img,1041.8025963306427,1042.35662150383,bigbrain_0_2416_695.nii,120446
increment_data,1146.1749911308289,1148.954427242279,bigbrain_0_2416_695.nii,120446
save_incremented,1250.9070756435394,1327.599350452423,bigbrain_0_2416_695.nii,120446
load_img,2460.8756442070007,2460.880070209503,bigbrain_0_1208_3475.nii,120474
increment_data,2545.5400099754333,2547.4254813194275,bigbrain_0_1208_3475.nii,120474
save_incremented,2666.459362268448,2783.982635974884,bigbrain_0_1208_3475.nii,120474
load_img,2442.146611213684,2442.697115421295,bigbrain_0_2416_1390.nii,120602
increment_data,2526.1454694271088,2527.66916680336,bigbrain_0_2416_1390.nii,120602
save_incremented,2637.7414865493774,2707.906897544861,bigbrain_0_2416_1390.nii,120602
load_img,1175.783153295517,1175.7875487804413,bigbrain_0_3020_6255.nii,120617
increment_data,1268.087726354599,1269.9581999778748,bigbrain_0_3020_6255.nii,120617
save_incremented,1380.4960141181946,1464.9286758899689,bigbrain_0_3020_6255.nii,120617
load_img,1098.9925434589386,1098.9977910518646,bigbrain_0_4228_0.nii,120553
increment_data,1212.0847165584564,1213.4796619415283,bigbrain_0_4228_0.nii,120553
save_incremented,1311.5877616405487,1353.9471151828766,bigbrain_0_4228_0.nii,120553
load_img,59.15529155731201,68.83449745178223,bigbrain_0_3624_695.nii,120415
increment_data,81.22466111183167,81.94702935218811,bigbrain_0_3624_695.nii,120415
save_incremented,117.71290397644043,199.92977356910706,bigbrain_0_3624_695.nii,120415
load_img,2129.3972244262695,2129.4022965431213,bigbrain_0_1812_695.nii,120573
increment_data,2249.3921880722046,2253.9851639270782,bigbrain_0_1812_695.nii,120573
save_incremented,2405.0729899406433,2441.3429090976715,bigbrain_0_1812_695.nii,120573
load_img,1163.8028900623322,1163.808273077011,bigbrain_0_4228_0.nii,120612
increment_data,1257.0940976142883,1258.8000423908234,bigbrain_0_4228_0.nii,120612
save_incremented,1364.8664679527283,1449.4832394123077,bigbrain_0_4228_0.nii,120612
load_img,2496.5029487609863,2496.5078916549683,bigbrain_0_1208_3475.nii,120680
increment_data,2599.500500679016,2600.5336627960205,bigbrain_0_1208_3475.nii,120680
save_incremented,2749.8219544887543,2826.026286840439,bigbrain_0_1208_3475.nii,120680
load_img,1246.0598018169403,1246.6006953716278,bigbrain_0_3020_3475.nii,120660
increment_data,1335.0234115123749,1337.1409046649933,bigbrain_0_3020_3475.nii,120660
save_incremented,1464.964020729065,1518.7235918045044,bigbrain_0_3020_3475.nii,120660
load_img,81.13798022270203,81.18921232223511,bigbrain_0_4228_6255.nii,120669
increment_data,111.38712549209595,112.44044971466064,bigbrain_0_4228_6255.nii,120669
save_incremented,231.56682419776917,344.5087847709656,bigbrain_0_4228_6255.nii,120669
load_img,4021.9645364284515,4022.8595883846283,bigbrain_0_4228_5560.nii,120340
increment_data,4023.3221554756165,4024.129870891571,bigbrain_0_4228_5560.nii,120340
save_incremented,4024.343190908432,4043.14528799057,bigbrain_0_4228_5560.nii,120340
load_img,2356.4677245616913,2357.5670335292816,bigbrain_0_3624_0.nii,120438
increment_data,2463.0735499858856,2509.642795085907,bigbrain_0_3624_0.nii,120438
save_incremented,2608.153987646103,2734.355412721634,bigbrain_0_3624_0.nii,120438
load_img,1319.7530598640442,1319.7591536045074,bigbrain_0_2416_0.nii,120384
increment_data,1438.7510290145874,1441.891279220581,bigbrain_0_2416_0.nii,120384
save_incremented,1569.2356469631195,1617.3241086006165,bigbrain_0_2416_0.nii,120384
load_img,3095.8041441440582,3096.7131419181824,bigbrain_0_3020_1390.nii,120451
increment_data,3200.5635092258453,3202.333848953247,bigbrain_0_3020_1390.nii,120451
save_incremented,3276.295493364334,3339.674496412277,bigbrain_0_3020_1390.nii,120451
load_img,1001.4623558521271,1001.9447367191315,bigbrain_0_3020_3475.nii,120434
increment_data,1114.796775341034,1117.2453713417053,bigbrain_0_3020_3475.nii,120434
save_incremented,1223.5475540161133,1261.148672580719,bigbrain_0_3020_3475.nii,120434
load_img,3267.75803399086,3267.7631113529205,bigbrain_0_3020_0.nii,120305
increment_data,3380.759379863739,3382.1173062324524,bigbrain_0_3020_0.nii,120305
save_incremented,3467.958000421524,3558.2873730659485,bigbrain_0_3020_0.nii,120305
load_img,1652.235375881195,1653.9995696544647,bigbrain_0_1208_2085.nii,120695
increment_data,1726.6105794906616,1727.4756820201874,bigbrain_0_1208_2085.nii,120695
save_incremented,1872.3332092761993,1946.074166059494,bigbrain_0_1208_2085.nii,120695
load_img,329.92475986480713,329.93086862564087,bigbrain_0_1812_4170.nii,120419
increment_data,386.78619933128357,387.7069184780121,bigbrain_0_1812_4170.nii,120419
save_incremented,447.032546043396,517.2204234600067,bigbrain_0_1812_4170.nii,120419
load_img,3387.941313266754,3387.9456102848053,bigbrain_0_0_1390.nii,120434
increment_data,3486.3888671398163,3490.0465512275696,bigbrain_0_0_1390.nii,120434
save_incremented,3590.082473754883,3709.508782863617,bigbrain_0_0_1390.nii,120434
load_img,11.828083753585815,17.576542139053345,bigbrain_0_2416_4865.nii,120290
increment_data,23.264116525650024,34.894246101379395,bigbrain_0_2416_4865.nii,120290
save_incremented,41.32622742652893,66.44960880279541,bigbrain_0_2416_4865.nii,120290
load_img,2467.110100507736,2467.116199731827,bigbrain_0_3624_0.nii,120527
increment_data,2553.0901803970337,2554.445038795471,bigbrain_0_3624_0.nii,120527
save_incremented,2674.2837913036346,2786.503310441971,bigbrain_0_3624_0.nii,120527
load_img,2807.9916365146637,2808.3253967761993,bigbrain_0_1208_1390.nii,120489
increment_data,2901.19566988945,2903.305944442749,bigbrain_0_1208_1390.nii,120489
save_incremented,2973.9570848941803,3039.249296426773,bigbrain_0_1208_1390.nii,120489
load_img,1552.9965546131134,1553.0009498596191,bigbrain_0_2416_0.nii,120557
increment_data,1656.139481306076,1657.9292485713959,bigbrain_0_2416_0.nii,120557
save_incremented,1743.9048867225647,1853.3975193500519,bigbrain_0_2416_0.nii,120557
load_img,2072.1986129283905,2072.2028756141663,bigbrain_0_1208_0.nii,120622
increment_data,2146.740077972412,2149.7961196899414,bigbrain_0_1208_0.nii,120622
save_incremented,2280.2134099006653,2425.924800634384,bigbrain_0_1208_0.nii,120622
load_img,2463.53653383255,2463.54043340683,bigbrain_0_0_4170.nii,120299
increment_data,2549.737342119217,2551.643797159195,bigbrain_0_0_4170.nii,120299
save_incremented,2675.473499774933,2763.8966653347015,bigbrain_0_0_4170.nii,120299
load_img,69.52709364891052,74.07005620002747,bigbrain_0_3020_2780.nii,120573
increment_data,93.19499015808105,94.05369138717651,bigbrain_0_3020_2780.nii,120573
save_incremented,161.1287305355072,293.2857916355133,bigbrain_0_3020_2780.nii,120573
load_img,1974.1532883644104,1975.4277188777924,bigbrain_0_1208_5560.nii,120617
increment_data,2076.9281084537506,2078.028383255005,bigbrain_0_1208_5560.nii,120617
save_incremented,2169.0323379039764,2250.5943098068237,bigbrain_0_1208_5560.nii,120617
load_img,2774.0280504226685,2774.032436609268,bigbrain_0_0_4865.nii,120424
increment_data,2864.2659220695496,2865.295986175537,bigbrain_0_0_4865.nii,120424
save_incremented,2952.114815235138,3019.6041588783264,bigbrain_0_0_4865.nii,120424
load_img,1365.9310727119446,1366.9117665290833,bigbrain_0_2416_0.nii,120573
increment_data,1474.8665726184845,1476.6661520004272,bigbrain_0_2416_0.nii,120573
save_incremented,1614.2911903858185,1652.856610774994,bigbrain_0_2416_0.nii,120573
load_img,11.942968368530273,23.148993015289307,bigbrain_0_3020_4865.nii,120293
increment_data,23.289690494537354,34.87056803703308,bigbrain_0_3020_4865.nii,120293
save_incremented,41.18967294692993,61.1868691444397,bigbrain_0_3020_4865.nii,120293
load_img,79.93217325210571,81.1483416557312,bigbrain_0_3624_695.nii,120695
increment_data,108.7491602897644,109.47281312942505,bigbrain_0_3624_695.nii,120695
save_incremented,228.8275580406189,340.54069805145264,bigbrain_0_3624_695.nii,120695
load_img,1666.3198606967926,1666.324053287506,bigbrain_0_0_2085.nii,120629
increment_data,1771.3438954353333,1773.6333644390106,bigbrain_0_0_2085.nii,120629
save_incremented,1895.149419784546,1998.255782842636,bigbrain_0_0_2085.nii,120629
load_img,1229.2691040039062,1229.2735612392426,bigbrain_0_1812_2085.nii,120652
increment_data,1325.0330379009247,1326.8682308197021,bigbrain_0_1812_2085.nii,120652
save_incremented,1449.098028421402,1559.7324323654175,bigbrain_0_1812_2085.nii,120652
load_img,81.13252544403076,81.18596148490906,bigbrain_0_3020_2780.nii,120617
increment_data,109.96133279800415,111.09052443504333,bigbrain_0_3020_2780.nii,120617
save_incremented,229.83155918121338,391.9214894771576,bigbrain_0_3020_2780.nii,120617
load_img,3756.1834378242493,3796.270628929138,bigbrain_0_2416_2780.nii,120672
increment_data,3802.375323534012,3803.6861526966095,bigbrain_0_2416_2780.nii,120672
save_incremented,3805.734185218811,3840.478091955185,bigbrain_0_2416_2780.nii,120672
load_img,1660.0825383663177,1660.087349653244,bigbrain_0_1208_2085.nii,120652
increment_data,1756.6912741661072,1760.4703459739685,bigbrain_0_1208_2085.nii,120652
save_incremented,1886.3806862831116,1944.160038948059,bigbrain_0_1208_2085.nii,120652
load_img,1898.3399798870087,1898.9126720428467,bigbrain_0_3020_695.nii,120340
increment_data,2035.919599533081,2042.4788177013397,bigbrain_0_3020_695.nii,120340
save_incremented,2107.511654138565,2196.7930946350098,bigbrain_0_3020_695.nii,120340
load_img,2909.8894040584564,2909.8937253952026,bigbrain_0_3624_4170.nii,120411
increment_data,2974.7778894901276,2976.759645462036,bigbrain_0_3624_4170.nii,120411
save_incremented,3113.3147127628326,3203.649293899536,bigbrain_0_3624_4170.nii,120411
load_img,1622.3671333789825,1623.0240426063538,bigbrain_0_4228_3475.nii,120648
increment_data,1706.1084096431732,1707.7882943153381,bigbrain_0_4228_3475.nii,120648
save_incremented,1831.694765329361,2006.632441997528,bigbrain_0_4228_3475.nii,120648
load_img,1938.9891073703766,1939.7383036613464,bigbrain_0_2416_2085.nii,120451
increment_data,2050.086676120758,2051.8586180210114,bigbrain_0_2416_2085.nii,120451
save_incremented,2130.9171936511993,2179.5630333423615,bigbrain_0_2416_2085.nii,120451
load_img,2825.264070034027,2825.906828403473,bigbrain_0_0_4170.nii,120602
increment_data,2915.12668299675,2916.5216557979584,bigbrain_0_0_4170.nii,120602
save_incremented,2994.951826810837,3084.923495054245,bigbrain_0_0_4170.nii,120602
load_img,81.15752363204956,81.1946029663086,bigbrain_0_3020_2780.nii,120676
increment_data,113.80234432220459,119.55037689208984,bigbrain_0_3020_2780.nii,120676
save_incremented,233.93735098838806,400.3336946964264,bigbrain_0_3020_2780.nii,120676
load_img,648.3415729999542,649.404440164566,bigbrain_0_1812_2085.nii,120302
increment_data,752.2724099159241,761.6962399482727,bigbrain_0_1812_2085.nii,120302
save_incremented,844.7410476207733,891.0001530647278,bigbrain_0_1812_2085.nii,120302
load_img,41.334749698638916,46.20834946632385,bigbrain_0_4228_695.nii,120287
increment_data,69.55780172348022,81.15125250816345,bigbrain_0_4228_695.nii,120287
save_incremented,108.90063810348511,159.378577709198,bigbrain_0_4228_695.nii,120287
load_img,1093.7406508922577,1112.069010734558,bigbrain_0_1208_6255.nii,120293
increment_data,1223.1415679454803,1290.3727560043335,bigbrain_0_1208_6255.nii,120293
save_incremented,1410.2082841396332,1465.438155412674,bigbrain_0_1208_6255.nii,120293
load_img,69.59234762191772,81.13952565193176,bigbrain_0_2416_2780.nii,120589
increment_data,105.55858874320984,106.77193522453308,bigbrain_0_2416_2780.nii,120589
save_incremented,227.0065734386444,340.84413957595825,bigbrain_0_2416_2780.nii,120589
load_img,3072.1328547000885,3073.3618533611298,bigbrain_0_3624_2780.nii,120684
increment_data,3188.5872435569763,3189.255753517151,bigbrain_0_3624_2780.nii,120684
save_incremented,3262.132009267807,3348.2695033550262,bigbrain_0_3624_2780.nii,120684
load_img,741.8540275096893,742.445107460022,bigbrain_0_1208_2780.nii,120482
increment_data,839.4037244319916,841.1162974834442,bigbrain_0_1208_2780.nii,120482
save_incremented,919.0081841945648,1005.4081089496613,bigbrain_0_1208_2780.nii,120482
load_img,293.986328125,294.2779517173767,bigbrain_0_0_6255.nii,120561
increment_data,376.6701500415802,381.98396039009094,bigbrain_0_0_6255.nii,120561
save_incremented,442.7498211860657,503.21148133277893,bigbrain_0_0_6255.nii,120561
load_img,492.40673995018005,492.57182574272156,bigbrain_0_0_6255.nii,120494
increment_data,583.5950694084167,589.3840560913086,bigbrain_0_0_6255.nii,120494
save_incremented,686.5681300163269,798.4774327278137,bigbrain_0_0_6255.nii,120494
load_img,1778.1995804309845,1778.6552226543427,bigbrain_0_1208_0.nii,120349
increment_data,1902.8633887767792,2052.598961830139,bigbrain_0_1208_0.nii,120349
save_incremented,2130.4717874526978,2250.4374928474426,bigbrain_0_1208_0.nii,120349
load_img,906.5634124279022,907.0275416374207,bigbrain_0_3020_3475.nii,120477
increment_data,1019.2406902313232,1020.6333773136139,bigbrain_0_3020_3475.nii,120477
save_incremented,1134.82550740242,1182.2682087421417,bigbrain_0_3020_3475.nii,120477
load_img,842.0945625305176,842.6221740245819,bigbrain_0_1812_4865.nii,120531
increment_data,923.131246805191,925.3962881565094,bigbrain_0_1812_4865.nii,120531
save_incremented,1040.9417386054993,1105.2925102710724,bigbrain_0_1812_4865.nii,120531
load_img,69.56448149681091,81.12450838088989,bigbrain_0_2416_4865.nii,120494
increment_data,100.93421816825867,102.14663743972778,bigbrain_0_2416_4865.nii,120494
save_incremented,162.89205241203308,416.8396496772766,bigbrain_0_2416_4865.nii,120494
load_img,3623.672068119049,3623.676475048065,bigbrain_0_1812_1390.nii,120520
increment_data,3691.8294293880463,3701.9459409713745,bigbrain_0_1812_1390.nii,120520
save_incremented,3749.2693638801575,3821.2868185043335,bigbrain_0_1812_1390.nii,120520
load_img,3433.7345266342163,3436.656057357788,bigbrain_0_3020_4170.nii,120429
increment_data,3553.5842611789703,3555.2221937179565,bigbrain_0_3020_4170.nii,120429
save_incremented,3625.571737766266,3826.8356704711914,bigbrain_0_3020_4170.nii,120429
load_img,67.34638667106628,69.56049799919128,bigbrain_0_4228_4865.nii,120527
increment_data,91.07763314247131,91.91589570045471,bigbrain_0_4228_4865.nii,120527
save_incremented,160.00157046318054,348.8392331600189,bigbrain_0_4228_4865.nii,120527
load_img,2553.688413143158,2554.160336971283,bigbrain_0_0_4170.nii,120456
increment_data,2687.9435501098633,2694.4980375766754,bigbrain_0_0_4170.nii,120456
save_incremented,2803.1041045188904,2845.1301221847534,bigbrain_0_0_4170.nii,120456
load_img,1952.9037413597107,1953.6968491077423,bigbrain_0_3020_695.nii,120305
increment_data,2069.6020011901855,2070.529741048813,bigbrain_0_3020_695.nii,120305
save_incremented,2142.7185559272766,2241.399908542633,bigbrain_0_3020_695.nii,120305
load_img,1178.9533779621124,1178.9575264453888,bigbrain_0_4228_2085.nii,120597
increment_data,1273.7367005348206,1275.9520242214203,bigbrain_0_4228_2085.nii,120597
save_incremented,1381.0884523391724,1448.4832487106323,bigbrain_0_4228_2085.nii,120597
load_img,2498.9671697616577,2499.5039093494415,bigbrain_0_1812_5560.nii,120411
increment_data,2602.361298084259,2604.0602350234985,bigbrain_0_1812_5560.nii,120411
save_incremented,2769.4778995513916,2816.6505835056305,bigbrain_0_1812_5560.nii,120411
load_img,169.46760177612305,169.93194723129272,bigbrain_0_0_0.nii,120308
increment_data,248.4267098903656,254.40254187583923,bigbrain_0_0_0.nii,120308
save_incremented,342.9677610397339,380.49107909202576,bigbrain_0_0_0.nii,120308
load_img,3537.078020095825,3537.0821781158447,bigbrain_0_1812_1390.nii,120676
increment_data,3615.8902723789215,3617.051019191742,bigbrain_0_1812_1390.nii,120676
save_incremented,3680.087026834488,3782.6961266994476,bigbrain_0_1812_1390.nii,120676
load_img,803.8997068405151,804.2344136238098,bigbrain_0_1208_2780.nii,120676
increment_data,891.7838943004608,892.9544868469238,bigbrain_0_1208_2780.nii,120676
save_incremented,1001.9129295349121,1051.470967054367,bigbrain_0_1208_2780.nii,120676
load_img,1232.5752079486847,1232.579540014267,bigbrain_0_1812_2085.nii,120695
increment_data,1325.790406703949,1326.999135017395,bigbrain_0_1812_2085.nii,120695
save_incremented,1450.661821603775,1539.8437464237213,bigbrain_0_1812_2085.nii,120695
load_img,387.2539370059967,424.5939393043518,bigbrain_0_0_6255.nii,120485
increment_data,494.42304158210754,495.4260251522064,bigbrain_0_0_6255.nii,120485
save_incremented,594.4412882328033,638.4238231182098,bigbrain_0_0_6255.nii,120485
load_img,1366.8935043811798,1366.900411605835,bigbrain_0_0_2085.nii,120442
increment_data,1472.1204152107239,1473.8752884864807,bigbrain_0_0_2085.nii,120442
save_incremented,1611.959257364273,1653.1966571807861,bigbrain_0_0_2085.nii,120442
load_img,3425.073539495468,3425.912257671356,bigbrain_0_3624_6255.nii,120589
increment_data,3531.7731232643127,3534.0703654289246,bigbrain_0_3624_6255.nii,120589
save_incremented,3607.246484041214,3672.147383928299,bigbrain_0_3624_6255.nii,120589
load_img,3470.4224183559418,3470.4266278743744,bigbrain_0_2416_5560.nii,120607
increment_data,3575.889352083206,3577.5564527511597,bigbrain_0_2416_5560.nii,120607
save_incremented,3661.656008005142,3764.8213832378387,bigbrain_0_2416_5560.nii,120607
load_img,1778.9082708358765,1779.2213501930237,bigbrain_0_0_3475.nii,120419
increment_data,1908.1115181446075,1911.8037831783295,bigbrain_0_0_3475.nii,120419
save_incremented,2042.5621395111084,2077.1526470184326,bigbrain_0_0_3475.nii,120419
load_img,844.3007180690765,844.7640233039856,bigbrain_0_1812_4865.nii,120592
increment_data,932.7831356525421,934.0877747535706,bigbrain_0_1812_4865.nii,120592
save_incremented,1047.3406040668488,1134.4740483760834,bigbrain_0_1812_4865.nii,120592
load_img,2531.55025434494,2531.5557656288147,bigbrain_0_0_5560.nii,120561
increment_data,2642.263510465622,2645.8070027828217,bigbrain_0_0_5560.nii,120561
save_incremented,2802.3197207450867,2845.0030646324158,bigbrain_0_0_5560.nii,120561
load_img,17.61295175552368,34.86969590187073,bigbrain_0_3624_695.nii,120302
increment_data,41.27530336380005,41.82197380065918,bigbrain_0_3624_695.nii,120302
save_incremented,55.42888116836548,69.54138946533203,bigbrain_0_3624_695.nii,120302
load_img,811.5840556621552,811.9560935497284,bigbrain_0_4228_2780.nii,120597
increment_data,905.0445058345795,907.3059611320496,bigbrain_0_4228_2780.nii,120597
save_incremented,1014.5705077648163,1062.2073059082031,bigbrain_0_4228_2780.nii,120597
load_img,678.2573621273041,678.2624475955963,bigbrain_0_1208_4170.nii,120536
increment_data,795.0247097015381,796.6567094326019,bigbrain_0_1208_4170.nii,120536
save_incremented,882.2264361381531,1012.2546775341034,bigbrain_0_1208_4170.nii,120536
load_img,2718.4478459358215,2719.338250875473,bigbrain_0_3020_1390.nii,120302
increment_data,2847.1968986988068,2848.5032131671906,bigbrain_0_3020_1390.nii,120302
save_incremented,2938.7580251693726,2996.636467933655,bigbrain_0_3020_1390.nii,120302
load_img,3189.228458404541,3193.2519776821136,bigbrain_0_1812_1390.nii,120296
increment_data,3270.0087292194366,3351.9366688728333,bigbrain_0_1812_1390.nii,120296
save_incremented,3439.989952802658,3577.231039047241,bigbrain_0_1812_1390.nii,120296
load_img,63.24187874794006,69.53102540969849,bigbrain_0_4228_4865.nii,120400
increment_data,88.1842188835144,89.31718325614929,bigbrain_0_4228_4865.nii,120400
save_incremented,145.4720344543457,409.9294238090515,bigbrain_0_4228_4865.nii,120400
load_img,2564.1217982769012,2564.1263456344604,bigbrain_0_1208_1390.nii,120460
increment_data,2697.3282346725464,2700.950613975525,bigbrain_0_1208_1390.nii,120460
save_incremented,2813.91894698143,2882.8267035484314,bigbrain_0_1208_1390.nii,120460
load_img,2084.3622138500214,2084.3667511940002,bigbrain_0_2416_1390.nii,120477
increment_data,2188.562474012375,2190.072017431259,bigbrain_0_2416_1390.nii,120477
save_incremented,2333.395703792572,2412.266159772873,bigbrain_0_2416_1390.nii,120477
load_img,1624.158432006836,1624.162823677063,bigbrain_0_1208_2085.nii,120516
increment_data,1707.3338243961334,1708.3166768550873,bigbrain_0_1208_2085.nii,120516
save_incremented,1833.4148235321045,1896.610855102539,bigbrain_0_1208_2085.nii,120516
load_img,799.4475653171539,799.4529037475586,bigbrain_0_3020_6255.nii,120308
increment_data,888.8951513767242,889.8463129997253,bigbrain_0_3020_6255.nii,120308
save_incremented,1000.0171666145325,1049.1975910663605,bigbrain_0_3020_6255.nii,120308
load_img,3798.687535047531,3799.762642145157,bigbrain_0_3624_1390.nii,120359
increment_data,3803.8369874954224,3805.2786893844604,bigbrain_0_3624_1390.nii,120359
save_incremented,3806.919675350189,3990.755151987076,bigbrain_0_3624_1390.nii,120359
load_img,1661.6305375099182,1661.9808003902435,bigbrain_0_2416_6255.nii,120317
increment_data,1764.9879190921783,1767.1366276741028,bigbrain_0_2416_6255.nii,120317
save_incremented,1887.901171207428,1950.9661812782288,bigbrain_0_2416_6255.nii,120317
load_img,81.13883996009827,81.18916773796082,bigbrain_0_4228_6255.nii,120680
