driver_program,0,370.06729340553284,/pmem1-data/val/spark-1570894754-optaneAD_1it_96cpus_0delay_npc_em-0,allfiles
load_img,12.119446277618408,12.12261700630188,bigbrain_0_4228_4865.nii,147970
increment_data,12.123876094818115,15.525446891784668,bigbrain_0_4228_4865.nii,147970
save_incremented,15.527708292007446,16.71378493309021,bigbrain_0_4228_4865.nii,147970
load_img,12.133549213409424,12.13575553894043,bigbrain_0_3624_695.nii,147973
increment_data,12.136554718017578,15.886543273925781,bigbrain_0_3624_695.nii,147973
save_incremented,15.887103080749512,20.582463264465332,bigbrain_0_3624_695.nii,147973
load_img,12.180744647979736,12.182727813720703,bigbrain_0_2416_4865.nii,147966
increment_data,12.183371782302856,16.535931825637817,bigbrain_0_2416_4865.nii,147966
save_incremented,16.536779403686523,19.463647603988647,bigbrain_0_2416_4865.nii,147966
load_img,12.196602582931519,12.198669672012329,bigbrain_0_3020_4865.nii,147964
increment_data,12.19931149482727,16.578670978546143,bigbrain_0_3020_4865.nii,147964
save_incremented,16.579737186431885,24.880717515945435,bigbrain_0_3020_4865.nii,147964
load_img,12.200293779373169,12.203182697296143,bigbrain_0_2416_2780.nii,147976
increment_data,12.20401382446289,16.733149528503418,bigbrain_0_2416_2780.nii,147976
save_incremented,16.734142303466797,24.989039182662964,bigbrain_0_2416_2780.nii,147976
load_img,12.253544092178345,12.256149530410767,bigbrain_0_3020_2780.nii,147979
increment_data,12.25689959526062,16.926806688308716,bigbrain_0_3020_2780.nii,147979
save_incremented,16.9275119304657,18.60347056388855,bigbrain_0_3020_2780.nii,147979
load_img,12.256567239761353,12.258116245269775,bigbrain_0_2416_4865.nii,147982
increment_data,12.258589506149292,17.640950918197632,bigbrain_0_2416_4865.nii,147982
save_incremented,17.64208483695984,28.343082427978516,bigbrain_0_2416_4865.nii,147982
load_img,12.508758783340454,12.511074542999268,bigbrain_0_2416_2780.nii,147985
increment_data,12.511686325073242,19.248076677322388,bigbrain_0_2416_2780.nii,147985
save_incremented,19.24923825263977,73.64024066925049,bigbrain_0_2416_2780.nii,147985
load_img,12.530663251876831,12.535889863967896,bigbrain_0_2416_2780.nii,147991
increment_data,12.537922620773315,19.25446367263794,bigbrain_0_2416_2780.nii,147991
save_incremented,19.254947423934937,56.54027533531189,bigbrain_0_2416_2780.nii,147991
load_img,12.604578495025635,12.609169244766235,bigbrain_0_4228_6255.nii,147988
increment_data,12.610424280166626,19.6121346950531,bigbrain_0_4228_6255.nii,147988
save_incremented,19.612832069396973,30.699466228485107,bigbrain_0_4228_6255.nii,147988
load_img,12.651368141174316,12.654298067092896,bigbrain_0_4228_4865.nii,147994
increment_data,12.655470371246338,20.453107833862305,bigbrain_0_4228_4865.nii,147994
save_incremented,20.453749895095825,73.58186531066895,bigbrain_0_4228_4865.nii,147994
load_img,12.672686576843262,12.676258087158203,bigbrain_0_2416_4865.nii,148002
increment_data,12.678638935089111,20.03974437713623,bigbrain_0_2416_4865.nii,148002
save_incremented,20.041924238204956,85.24333691596985,bigbrain_0_2416_4865.nii,148002
load_img,12.73324179649353,12.739224910736084,bigbrain_0_2416_2780.nii,147997
increment_data,12.742336988449097,19.92833638191223,bigbrain_0_2416_2780.nii,147997
save_incremented,19.929030895233154,91.21415042877197,bigbrain_0_2416_2780.nii,147997
load_img,12.774736404418945,12.779715776443481,bigbrain_0_3020_4865.nii,148007
increment_data,12.782363176345825,20.237862586975098,bigbrain_0_3020_4865.nii,148007
save_incremented,20.23902416229248,89.40435552597046,bigbrain_0_3020_4865.nii,148007
load_img,12.812004089355469,12.818028926849365,bigbrain_0_4228_6255.nii,148011
increment_data,12.819590330123901,20.33583974838257,bigbrain_0_4228_6255.nii,148011
save_incremented,20.336719274520874,104.76970934867859,bigbrain_0_4228_6255.nii,148011
load_img,12.833604335784912,12.841124057769775,bigbrain_0_2416_2780.nii,148015
increment_data,12.846673250198364,20.168734550476074,bigbrain_0_2416_2780.nii,148015
save_incremented,20.169225215911865,44.786094427108765,bigbrain_0_2416_2780.nii,148015
load_img,12.862607717514038,12.872020721435547,bigbrain_0_2416_4865.nii,148018
increment_data,12.874596118927002,20.352701425552368,bigbrain_0_2416_4865.nii,148018
save_incremented,20.353288173675537,89.97588181495667,bigbrain_0_2416_4865.nii,148018
load_img,12.974582433700562,12.982549667358398,bigbrain_0_3020_4865.nii,148023
increment_data,12.984938621520996,20.402302026748657,bigbrain_0_3020_4865.nii,148023
save_incremented,20.407023906707764,73.91778874397278,bigbrain_0_3020_4865.nii,148023
load_img,12.980317115783691,12.984939098358154,bigbrain_0_3624_695.nii,148026
increment_data,12.98609185218811,20.589100122451782,bigbrain_0_3624_695.nii,148026
save_incremented,20.58991265296936,32.536996841430664,bigbrain_0_3624_695.nii,148026
load_img,13.00250506401062,13.008872032165527,bigbrain_0_2416_4865.nii,148030
increment_data,13.010233879089355,20.447981119155884,bigbrain_0_2416_4865.nii,148030
save_incremented,20.44845414161682,79.9571590423584,bigbrain_0_2416_4865.nii,148030
load_img,13.04132866859436,13.049665451049805,bigbrain_0_3020_2780.nii,148053
increment_data,13.051994323730469,20.580644130706787,bigbrain_0_3020_2780.nii,148053
save_incremented,20.581485986709595,85.54469084739685,bigbrain_0_3020_2780.nii,148053
load_img,13.04187822341919,13.049999475479126,bigbrain_0_4228_4865.nii,148034
increment_data,13.052019834518433,20.896424770355225,bigbrain_0_4228_4865.nii,148034
save_incremented,20.896897792816162,83.23076319694519,bigbrain_0_4228_4865.nii,148034
load_img,13.069633483886719,13.077097654342651,bigbrain_0_4228_4865.nii,148043
increment_data,13.079728126525879,20.89613938331604,bigbrain_0_4228_4865.nii,148043
save_incremented,20.8967604637146,90.07588005065918,bigbrain_0_4228_4865.nii,148043
load_img,13.094326257705688,13.099502325057983,bigbrain_0_3020_2780.nii,148039
increment_data,13.10039210319519,20.6290922164917,bigbrain_0_3020_2780.nii,148039
save_incremented,20.62963891029358,71.21369338035583,bigbrain_0_3020_2780.nii,148039
load_img,13.09776759147644,13.101630210876465,bigbrain_0_2416_2780.nii,148113
increment_data,13.103250503540039,20.626420259475708,bigbrain_0_2416_2780.nii,148113
save_incremented,20.62706208229065,90.80893063545227,bigbrain_0_2416_2780.nii,148113
load_img,13.099172353744507,13.103427410125732,bigbrain_0_4228_6255.nii,148048
increment_data,13.104726791381836,21.367071628570557,bigbrain_0_4228_6255.nii,148048
save_incremented,21.368351459503174,103.15582370758057,bigbrain_0_4228_6255.nii,148048
load_img,13.111567735671997,13.115694522857666,bigbrain_0_4228_6255.nii,148080
increment_data,13.116689443588257,21.091552257537842,bigbrain_0_4228_6255.nii,148080
save_incremented,21.092300176620483,85.83340382575989,bigbrain_0_4228_6255.nii,148080
load_img,13.145710468292236,13.151333570480347,bigbrain_0_3624_695.nii,148061
increment_data,13.152843475341797,20.771729469299316,bigbrain_0_3624_695.nii,148061
save_incremented,20.772275686264038,48.42647933959961,bigbrain_0_3624_695.nii,148061
load_img,13.168172836303711,13.170648336410522,bigbrain_0_4228_4865.nii,148101
increment_data,13.172630548477173,20.89673924446106,bigbrain_0_4228_4865.nii,148101
save_incremented,20.897196292877197,92.30977892875671,bigbrain_0_4228_4865.nii,148101
load_img,13.186018466949463,13.18915605545044,bigbrain_0_3020_2780.nii,148069
increment_data,13.189929723739624,21.23841619491577,bigbrain_0_3020_2780.nii,148069
save_incremented,21.239375352859497,99.02475810050964,bigbrain_0_3020_2780.nii,148069
load_img,13.187649726867676,13.190584659576416,bigbrain_0_3020_2780.nii,148108
increment_data,13.191530227661133,21.14017081260681,bigbrain_0_3020_2780.nii,148108
save_incremented,21.14056658744812,92.12983846664429,bigbrain_0_3020_2780.nii,148108
load_img,13.196769952774048,13.199472188949585,bigbrain_0_3020_2780.nii,148090
increment_data,13.200600147247314,21.222108602523804,bigbrain_0_3020_2780.nii,148090
save_incremented,21.222923755645752,102.67170286178589,bigbrain_0_3020_2780.nii,148090
load_img,13.211132526397705,13.214308738708496,bigbrain_0_3020_2780.nii,148094
increment_data,13.21570611000061,21.22225332260132,bigbrain_0_3020_2780.nii,148094
save_incremented,21.222918033599854,93.9722969532013,bigbrain_0_3020_2780.nii,148094
load_img,13.218252897262573,13.222034692764282,bigbrain_0_3624_695.nii,148188
increment_data,13.224900484085083,20.93439507484436,bigbrain_0_3624_695.nii,148188
save_incremented,20.934887409210205,69.93895745277405,bigbrain_0_3624_695.nii,148188
load_img,13.218217611312866,13.22256350517273,bigbrain_0_4228_6255.nii,148086
increment_data,13.224892377853394,21.11208152770996,bigbrain_0_4228_6255.nii,148086
save_incremented,21.113629817962646,102.00610399246216,bigbrain_0_4228_6255.nii,148086
load_img,13.236614465713501,13.239387273788452,bigbrain_0_3624_695.nii,148075
increment_data,13.240654706954956,21.049834728240967,bigbrain_0_3624_695.nii,148075
save_incremented,21.050529718399048,91.24098110198975,bigbrain_0_3624_695.nii,148075
load_img,13.23776125907898,13.24001145362854,bigbrain_0_2416_4865.nii,148166
increment_data,13.240965127944946,21.028265476226807,bigbrain_0_2416_4865.nii,148166
save_incremented,21.028874158859253,86.1404824256897,bigbrain_0_2416_4865.nii,148166
load_img,13.24447250366211,13.247675895690918,bigbrain_0_3020_2780.nii,148220
increment_data,13.248711824417114,21.2388117313385,bigbrain_0_3020_2780.nii,148220
save_incremented,21.23930072784424,59.638044118881226,bigbrain_0_3020_2780.nii,148220
load_img,13.253242492675781,13.25636601448059,bigbrain_0_3624_695.nii,148105
increment_data,13.257145881652832,21.09469223022461,bigbrain_0_3624_695.nii,148105
save_incremented,21.095520734786987,88.8032546043396,bigbrain_0_3624_695.nii,148105
load_img,13.260674715042114,13.263468742370605,bigbrain_0_4228_6255.nii,148097
increment_data,13.264749765396118,21.092297315597534,bigbrain_0_4228_6255.nii,148097
save_incremented,21.093121767044067,103.11247181892395,bigbrain_0_4228_6255.nii,148097
load_img,13.26408052444458,13.26787519454956,bigbrain_0_4228_6255.nii,148139
increment_data,13.268572092056274,21.144147872924805,bigbrain_0_4228_6255.nii,148139
save_incremented,21.145434617996216,103.10177755355835,bigbrain_0_4228_6255.nii,148139
load_img,13.27155876159668,13.274707317352295,bigbrain_0_3020_4865.nii,148156
increment_data,13.276251077651978,21.39995312690735,bigbrain_0_3020_4865.nii,148156
save_incremented,21.40040135383606,45.13565278053284,bigbrain_0_3020_4865.nii,148156
load_img,13.27300500869751,13.27689790725708,bigbrain_0_4228_6255.nii,148126
increment_data,13.27780294418335,21.09318447113037,bigbrain_0_4228_6255.nii,148126
save_incremented,21.0938777923584,102.75405097007751,bigbrain_0_4228_6255.nii,148126
load_img,13.279345035552979,13.281482934951782,bigbrain_0_2416_4865.nii,148149
increment_data,13.282155513763428,21.246384382247925,bigbrain_0_2416_4865.nii,148149
save_incremented,21.247737884521484,74.26183986663818,bigbrain_0_2416_4865.nii,148149
load_img,13.281638383865356,13.28443193435669,bigbrain_0_3020_2780.nii,148274
increment_data,13.285794734954834,21.21833825111389,bigbrain_0_3020_2780.nii,148274
save_incremented,21.21891760826111,74.35206437110901,bigbrain_0_3020_2780.nii,148274
load_img,13.290910959243774,13.294576406478882,bigbrain_0_4228_6255.nii,148210
increment_data,13.295671463012695,21.160301446914673,bigbrain_0_4228_6255.nii,148210
save_incremented,21.161052942276,104.91944718360901,bigbrain_0_4228_6255.nii,148210
load_img,13.292354106903076,13.295300245285034,bigbrain_0_3020_2780.nii,148117
increment_data,13.296105146408081,21.221240282058716,bigbrain_0_3020_2780.nii,148117
save_incremented,21.222092151641846,100.20541071891785,bigbrain_0_3020_2780.nii,148117
load_img,13.294243335723877,13.297085046768188,bigbrain_0_4228_4865.nii,148232
increment_data,13.297555685043335,21.306486129760742,bigbrain_0_4228_4865.nii,148232
save_incremented,21.307618379592896,46.31440806388855,bigbrain_0_4228_4865.nii,148232
load_img,13.294804096221924,13.298249959945679,bigbrain_0_3020_4865.nii,148170
increment_data,13.299142599105835,21.093939542770386,bigbrain_0_3020_4865.nii,148170
save_incremented,21.095019102096558,48.8456392288208,bigbrain_0_3020_4865.nii,148170
load_img,13.296229600906372,13.299129247665405,bigbrain_0_3624_695.nii,148122
increment_data,13.299875974655151,21.093888521194458,bigbrain_0_3624_695.nii,148122
