driver_program,0,71.9116461277008,/dev/shm/val/spark-1570987229-tmpfs_1it_25cpus_60delay_withpc_em-0,allfiles
increment_data,68.52787828445435,69.02295708656311,bigbrain_0_3020_2085.nii,119607
save_incremented,69.02306032180786,69.63195967674255,bigbrain_0_3020_2085.nii,119607
load_img,68.51018810272217,68.51110410690308,bigbrain_0_4228_695.nii,119640
increment_data,68.51127648353577,68.93711972236633,bigbrain_0_4228_695.nii,119640
save_incremented,68.93726444244385,69.52220129966736,bigbrain_0_4228_695.nii,119640
load_img,68.13682699203491,68.13773131370544,bigbrain_0_3624_4865.nii,119644
increment_data,68.13793230056763,68.59523296356201,bigbrain_0_3624_4865.nii,119644
save_incremented,68.59538531303406,69.52643275260925,bigbrain_0_3624_4865.nii,119644
load_img,68.12088394165039,68.12174987792969,bigbrain_0_3624_4865.nii,119598
increment_data,68.12191486358643,68.59523296356201,bigbrain_0_3624_4865.nii,119598
save_incremented,68.59538650512695,69.60418510437012,bigbrain_0_3624_4865.nii,119598
load_img,68.12069940567017,68.12168002128601,bigbrain_0_3624_4865.nii,119636
increment_data,68.12187266349792,68.59535002708435,bigbrain_0_3624_4865.nii,119636
save_incremented,68.59548854827881,69.5072112083435,bigbrain_0_3624_4865.nii,119636
load_img,68.01673746109009,68.01767039299011,bigbrain_0_3624_695.nii,119679
increment_data,68.01785516738892,68.46183609962463,bigbrain_0_3624_695.nii,119679
save_incremented,68.46198582649231,69.07742691040039,bigbrain_0_3624_695.nii,119679
load_img,67.46142792701721,67.46235799789429,bigbrain_0_1812_2085.nii,119607
increment_data,67.4625391960144,67.95689630508423,bigbrain_0_1812_2085.nii,119607
save_incremented,67.95700335502625,68.52402472496033,bigbrain_0_1812_2085.nii,119607
load_img,67.46142268180847,67.46235227584839,bigbrain_0_1812_2085.nii,119622
increment_data,67.4625391960144,67.95608043670654,bigbrain_0_1812_2085.nii,119622
save_incremented,67.9562304019928,68.52422857284546,bigbrain_0_1812_2085.nii,119622
load_img,67.34038949012756,67.3415584564209,bigbrain_0_3020_2085.nii,119640
increment_data,67.34177803993225,67.80060315132141,bigbrain_0_3020_2085.nii,119640
save_incremented,67.80080270767212,68.5065405368805,bigbrain_0_3020_2085.nii,119640
load_img,66.9371931552887,66.93804478645325,bigbrain_0_4228_695.nii,119679
increment_data,66.93821239471436,67.38202381134033,bigbrain_0_4228_695.nii,119679
save_incremented,67.38219857215881,68.01386761665344,bigbrain_0_4228_695.nii,119679
load_img,66.76133584976196,66.76239609718323,bigbrain_0_4228_2780.nii,119644
increment_data,66.76261568069458,67.21269130706787,bigbrain_0_4228_2780.nii,119644
save_incremented,67.2128643989563,68.13417053222656,bigbrain_0_4228_2780.nii,119644
load_img,66.59987902641296,66.6008448600769,bigbrain_0_4228_2780.nii,119636
increment_data,66.60104012489319,67.08976793289185,bigbrain_0_4228_2780.nii,119636
save_incremented,67.08991742134094,68.11785507202148,bigbrain_0_4228_2780.nii,119636
load_img,66.59846830368042,66.59941816329956,bigbrain_0_4228_2780.nii,119598
increment_data,66.59962105751038,67.0891695022583,bigbrain_0_4228_2780.nii,119598
save_incremented,67.08932900428772,68.1182165145874,bigbrain_0_4228_2780.nii,119598
load_img,66.45290899276733,66.45373725891113,bigbrain_0_2416_4865.nii,119655
increment_data,66.45389080047607,66.93383002281189,bigbrain_0_2416_4865.nii,119655
save_incremented,66.93394017219543,67.74700021743774,bigbrain_0_2416_4865.nii,119655
load_img,66.45271158218384,66.45358204841614,bigbrain_0_2416_4865.nii,119675
increment_data,66.4537284374237,66.9325315952301,bigbrain_0_2416_4865.nii,119675
save_incremented,66.93268752098083,67.74767875671387,bigbrain_0_2416_4865.nii,119675
load_img,66.45233750343323,66.4532823562622,bigbrain_0_2416_4865.nii,119651
increment_data,66.45345163345337,66.933114528656,bigbrain_0_2416_4865.nii,119651
save_incremented,66.93322610855103,67.74744462966919,bigbrain_0_2416_4865.nii,119651
load_img,66.349778175354,66.35061502456665,bigbrain_0_1208_2085.nii,119622
increment_data,66.3507993221283,66.84954595565796,bigbrain_0_1208_2085.nii,119622
save_incremented,66.84965920448303,67.45849061012268,bigbrain_0_1208_2085.nii,119622
load_img,66.34966230392456,66.35060262680054,bigbrain_0_1208_2085.nii,119607
increment_data,66.35080027580261,66.84888863563538,bigbrain_0_1208_2085.nii,119607
save_incremented,66.849050283432,67.45868682861328,bigbrain_0_1208_2085.nii,119607
load_img,66.11379408836365,66.11491298675537,bigbrain_0_1812_2085.nii,119640
increment_data,66.11512541770935,66.58352541923523,bigbrain_0_1812_2085.nii,119640
save_incremented,66.58371639251709,67.33759427070618,bigbrain_0_1812_2085.nii,119640
load_img,65.81997323036194,65.82096743583679,bigbrain_0_3020_2085.nii,119679
increment_data,65.82114958763123,66.2860369682312,bigbrain_0_3020_2085.nii,119679
save_incremented,66.2861852645874,66.93450164794922,bigbrain_0_3020_2085.nii,119679
load_img,65.55298972129822,65.55399489402771,bigbrain_0_4228_2085.nii,119644
increment_data,65.5542094707489,66.01076674461365,bigbrain_0_4228_2085.nii,119644
save_incremented,66.01092863082886,66.75838780403137,bigbrain_0_4228_2085.nii,119644
load_img,65.20118284225464,65.20217609405518,bigbrain_0_2416_2085.nii,119607
increment_data,65.2023913860321,65.71249532699585,bigbrain_0_2416_2085.nii,119607
save_incremented,65.71264386177063,66.34678864479065,bigbrain_0_2416_2085.nii,119607
load_img,65.20115113258362,65.20218873023987,bigbrain_0_2416_2085.nii,119622
increment_data,65.20239043235779,65.71354126930237,bigbrain_0_2416_2085.nii,119622
save_incremented,65.71365714073181,66.347012758255,bigbrain_0_2416_2085.nii,119622
load_img,65.18364930152893,65.18478298187256,bigbrain_0_4228_2085.nii,119636
increment_data,65.18502068519592,65.66227841377258,bigbrain_0_4228_2085.nii,119636
save_incremented,65.66241478919983,66.59626770019531,bigbrain_0_4228_2085.nii,119636
load_img,65.15132260322571,65.15240693092346,bigbrain_0_4228_2085.nii,119598
increment_data,65.15264058113098,65.66148972511292,bigbrain_0_4228_2085.nii,119598
save_incremented,65.66164898872375,66.59564256668091,bigbrain_0_4228_2085.nii,119598
load_img,65.13141822814941,65.13246250152588,bigbrain_0_0_6255.nii,119675
increment_data,65.13266587257385,65.60568022727966,bigbrain_0_0_6255.nii,119675
save_incremented,65.6058132648468,66.44953036308289,bigbrain_0_0_6255.nii,119675
load_img,65.11416006088257,65.1151876449585,bigbrain_0_0_6255.nii,119655
increment_data,65.11539936065674,65.60555005073547,bigbrain_0_0_6255.nii,119655
save_incremented,65.60570216178894,66.44975209236145,bigbrain_0_0_6255.nii,119655
load_img,65.10730648040771,65.10838603973389,bigbrain_0_0_6255.nii,119651
increment_data,65.10859537124634,65.60622358322144,bigbrain_0_0_6255.nii,119651
save_incremented,65.60632681846619,66.4490578174591,bigbrain_0_0_6255.nii,119651
load_img,65.03941583633423,65.0404200553894,bigbrain_0_3020_2780.nii,119659
increment_data,65.04062294960022,65.531085729599,bigbrain_0_3020_2780.nii,119659
save_incremented,65.53123044967651,66.38669848442078,bigbrain_0_3020_2780.nii,119659
load_img,65.01811337471008,65.01906371116638,bigbrain_0_3020_2780.nii,119685
increment_data,65.01926016807556,65.53160643577576,bigbrain_0_3020_2780.nii,119685
save_incremented,65.53171730041504,66.38656067848206,bigbrain_0_3020_2780.nii,119685
load_img,65.01339149475098,65.01459455490112,bigbrain_0_3020_2780.nii,119613
increment_data,65.01484751701355,65.53108835220337,bigbrain_0_3020_2780.nii,119613
save_incremented,65.53123044967651,66.38597679138184,bigbrain_0_3020_2780.nii,119613
load_img,64.82067775726318,64.82192993164062,bigbrain_0_1208_2085.nii,119640
increment_data,64.82219362258911,65.3087944984436,bigbrain_0_1208_2085.nii,119640
save_incremented,65.3090078830719,66.11091041564941,bigbrain_0_1208_2085.nii,119640
load_img,64.65855526924133,64.65952324867249,bigbrain_0_1812_2085.nii,119679
increment_data,64.6597101688385,65.13717818260193,bigbrain_0_1812_2085.nii,119679
save_incremented,65.13733148574829,65.81691145896912,bigbrain_0_1812_2085.nii,119679
load_img,64.41427516937256,64.41517210006714,bigbrain_0_3020_4865.nii,119647
increment_data,64.41534161567688,64.93709659576416,bigbrain_0_3020_4865.nii,119647
save_incremented,64.93720078468323,65.72948098182678,bigbrain_0_3020_4865.nii,119647
load_img,64.4110209941864,64.41187405586243,bigbrain_0_3020_4865.nii,119619
increment_data,64.41201949119568,64.93685722351074,bigbrain_0_3020_4865.nii,119619
save_incremented,64.93701648712158,65.72973132133484,bigbrain_0_3020_4865.nii,119619
load_img,64.41056323051453,64.41155862808228,bigbrain_0_3020_4865.nii,119625
increment_data,64.41175246238708,64.93685722351074,bigbrain_0_3020_4865.nii,119625
save_incremented,64.93701648712158,65.72996163368225,bigbrain_0_3020_4865.nii,119625
load_img,64.0419614315033,64.042804479599,bigbrain_0_3624_3475.nii,119607
increment_data,64.04295802116394,64.5535454750061,bigbrain_0_3624_3475.nii,119607
save_incremented,64.55371499061584,65.19798278808594,bigbrain_0_3624_3475.nii,119607
load_img,64.04168009757996,64.0425615310669,bigbrain_0_3624_3475.nii,119622
increment_data,64.04274892807007,64.55436849594116,bigbrain_0_3624_3475.nii,119622
save_incremented,64.55448341369629,65.19819974899292,bigbrain_0_3624_3475.nii,119622
load_img,63.881086349487305,63.88210916519165,bigbrain_0_1812_2780.nii,119598
increment_data,63.88231945037842,64.3536741733551,bigbrain_0_1812_2780.nii,119598
save_incremented,64.35393214225769,65.14840412139893,bigbrain_0_1812_2780.nii,119598
load_img,63.78174352645874,63.78280544281006,bigbrain_0_1812_2780.nii,119636
increment_data,63.783034801483154,64.23578596115112,bigbrain_0_1812_2780.nii,119636
save_incremented,64.2359516620636,65.1800549030304,bigbrain_0_1812_2780.nii,119636
load_img,63.72610950469971,63.72711205482483,bigbrain_0_1812_2780.nii,119644
increment_data,63.727319955825806,64.23026776313782,bigbrain_0_1812_2780.nii,119644
save_incremented,64.2304265499115,65.54951810836792,bigbrain_0_1812_2780.nii,119644
load_img,63.68870449066162,63.68984603881836,bigbrain_0_1812_4865.nii,119651
increment_data,63.6902060508728,64.18045997619629,bigbrain_0_1812_4865.nii,119651
save_incremented,64.18062543869019,65.1039502620697,bigbrain_0_1812_4865.nii,119651
load_img,63.688554763793945,63.68945360183716,bigbrain_0_1812_4865.nii,119655
increment_data,63.689619064331055,64.18047499656677,bigbrain_0_1812_4865.nii,119655
save_incremented,64.1806252002716,65.11098527908325,bigbrain_0_1812_4865.nii,119655
load_img,63.687883138656616,63.688977003097534,bigbrain_0_1812_4865.nii,119675
increment_data,63.68917894363403,64.18201804161072,bigbrain_0_1812_4865.nii,119675
save_incremented,64.18213701248169,65.12800741195679,bigbrain_0_1812_4865.nii,119675
load_img,63.55265283584595,63.55369329452515,bigbrain_0_2416_2085.nii,119640
increment_data,63.55390930175781,64.03905034065247,bigbrain_0_2416_2085.nii,119640
save_incremented,64.03920125961304,64.8171169757843,bigbrain_0_2416_2085.nii,119640
load_img,63.5005567073822,63.50157952308655,bigbrain_0_0_0.nii,119613
increment_data,63.50177478790283,64.01694393157959,bigbrain_0_0_0.nii,119613
save_incremented,64.01708984375,65.00965881347656,bigbrain_0_0_0.nii,119613
load_img,63.499550342559814,63.50043797492981,bigbrain_0_0_0.nii,119685
increment_data,63.50059461593628,64.01532077789307,bigbrain_0_0_0.nii,119685
save_incremented,64.01547598838806,65.01498627662659,bigbrain_0_0_0.nii,119685
load_img,63.499088287353516,63.500080823898315,bigbrain_0_0_0.nii,119659
increment_data,63.500263929367065,64.0154492855072,bigbrain_0_0_0.nii,119659
save_incremented,64.01557087898254,65.03617978096008,bigbrain_0_0_0.nii,119659
load_img,63.46468138694763,63.46567153930664,bigbrain_0_1208_2085.nii,119679
increment_data,63.46586751937866,63.964953899383545,bigbrain_0_1208_2085.nii,119679
save_incremented,63.9651243686676,64.65476131439209,bigbrain_0_1208_2085.nii,119679
load_img,63.053239583969116,63.05429124832153,bigbrain_0_1208_4865.nii,119625
increment_data,63.05451679229736,63.58355379104614,bigbrain_0_1208_4865.nii,119625
save_incremented,63.58371639251709,64.40760684013367,bigbrain_0_1208_4865.nii,119625
load_img,63.04111933708191,63.04199409484863,bigbrain_0_1208_4865.nii,119619
increment_data,63.042160511016846,63.58396649360657,bigbrain_0_1208_4865.nii,119619
save_incremented,63.58407378196716,64.40820336341858,bigbrain_0_1208_4865.nii,119619
load_img,63.04086995124817,63.041893005371094,bigbrain_0_1208_4865.nii,119647
increment_data,63.04211449623108,63.58355355262756,bigbrain_0_1208_4865.nii,119647
save_incremented,63.58371710777283,64.41154432296753,bigbrain_0_1208_4865.nii,119647
load_img,62.90069937705994,62.90154027938843,bigbrain_0_0_4865.nii,119607
increment_data,62.90169548988342,63.40499687194824,bigbrain_0_0_4865.nii,119607
save_incremented,63.40510630607605,64.0384533405304,bigbrain_0_0_4865.nii,119607
load_img,62.90048599243164,62.901437759399414,bigbrain_0_0_4865.nii,119622
increment_data,62.90163207054138,63.40412211418152,bigbrain_0_0_4865.nii,119622
save_incremented,63.404298543930054,64.03821516036987,bigbrain_0_0_4865.nii,119622
load_img,62.462416887283325,62.46353554725647,bigbrain_0_3020_695.nii,119636
increment_data,62.4637770652771,62.91794681549072,bigbrain_0_3020_695.nii,119636
save_incremented,62.91808819770813,63.778504371643066,bigbrain_0_3020_695.nii,119636
load_img,62.43937063217163,62.44044613838196,bigbrain_0_3624_3475.nii,119640
increment_data,62.44067430496216,62.906413078308105,bigbrain_0_3624_3475.nii,119640
save_incremented,62.90655255317688,63.54955434799194,bigbrain_0_3624_3475.nii,119640
load_img,62.31152296066284,62.31244659423828,bigbrain_0_3020_695.nii,119598
increment_data,62.312628507614136,62.77942943572998,bigbrain_0_3020_695.nii,119598
save_incremented,62.779563665390015,63.87802314758301,bigbrain_0_3020_695.nii,119598
load_img,62.30823993682861,62.30936574935913,bigbrain_0_2416_2085.nii,119679
increment_data,62.30958366394043,62.819260597229004,bigbrain_0_2416_2085.nii,119679
save_incremented,62.81940937042236,63.4606397151947,bigbrain_0_2416_2085.nii,119679
load_img,62.286541223526,62.28746223449707,bigbrain_0_4228_1390.nii,119675
increment_data,62.287630796432495,62.778608322143555,bigbrain_0_4228_1390.nii,119675
save_incremented,62.778732776641846,63.6839656829834,bigbrain_0_4228_1390.nii,119675
load_img,62.286614656448364,62.28746747970581,bigbrain_0_4228_1390.nii,119651
increment_data,62.28762865066528,62.77852511405945,bigbrain_0_4228_1390.nii,119651
save_incremented,62.77868151664734,63.684370040893555,bigbrain_0_4228_1390.nii,119651
load_img,62.28603792190552,62.28704857826233,bigbrain_0_4228_1390.nii,119655
increment_data,62.28723955154419,62.780394554138184,bigbrain_0_4228_1390.nii,119655
save_incremented,62.78051471710205,63.684784173965454,bigbrain_0_4228_1390.nii,119655
load_img,62.24337553977966,62.24431753158569,bigbrain_0_3020_695.nii,119644
increment_data,62.24450755119324,62.7543683052063,bigbrain_0_3020_695.nii,119644
save_incremented,62.754539012908936,63.72281622886658,bigbrain_0_3020_695.nii,119644
load_img,62.04613518714905,62.04722881317139,bigbrain_0_1208_2780.nii,119659
increment_data,62.04745316505432,62.55769681930542,bigbrain_0_1208_2780.nii,119659
save_incremented,62.557815074920654,63.49467587471008,bigbrain_0_1208_2780.nii,119659
load_img,62.03110909461975,62.0321319103241,bigbrain_0_1208_2780.nii,119613
increment_data,62.03234648704529,62.557215452194214,bigbrain_0_1208_2780.nii,119613
save_incremented,62.55737566947937,63.49607515335083,bigbrain_0_1208_2780.nii,119613
load_img,62.023115158081055,62.02417826652527,bigbrain_0_1208_2780.nii,119685
increment_data,62.02440142631531,62.5572304725647,bigbrain_0_1208_2780.nii,119685
save_incremented,62.557372093200684,63.49524760246277,bigbrain_0_1208_2780.nii,119685
load_img,61.77003836631775,61.77112007141113,bigbrain_0_0_2780.nii,119625
increment_data,61.77134943008423,62.25566816329956,bigbrain_0_0_2780.nii,119625
save_incremented,62.25583004951477,63.05028414726257,bigbrain_0_0_2780.nii,119625
load_img,61.70590567588806,61.70695924758911,bigbrain_0_0_2780.nii,119619
increment_data,61.707186698913574,62.190162658691406,bigbrain_0_0_2780.nii,119619
save_incremented,62.19034147262573,63.038100719451904,bigbrain_0_0_2780.nii,119619
load_img,61.686708211898804,61.68769574165344,bigbrain_0_3020_1390.nii,119622
increment_data,61.687917709350586,62.20948624610901,bigbrain_0_3020_1390.nii,119622
save_incremented,62.20963001251221,62.89744806289673,bigbrain_0_3020_1390.nii,119622
load_img,61.686707735061646,61.68769812583923,bigbrain_0_3020_1390.nii,119607
increment_data,61.68792414665222,62.210413694381714,bigbrain_0_3020_1390.nii,119607
save_incremented,62.21052694320679,62.89768719673157,bigbrain_0_3020_1390.nii,119607
load_img,61.6209397315979,61.62194848060608,bigbrain_0_0_2780.nii,119647
increment_data,61.6221489906311,62.145591259002686,bigbrain_0_0_2780.nii,119647
save_incremented,62.14577627182007,63.03787422180176,bigbrain_0_0_2780.nii,119647
load_img,61.295098304748535,61.29611778259277,bigbrain_0_0_4865.nii,119640
increment_data,61.29633831977844,61.7455620765686,bigbrain_0_0_4865.nii,119640
save_incremented,61.74572420120239,62.43620252609253,bigbrain_0_0_4865.nii,119640
load_img,61.14497351646423,61.146045446395874,bigbrain_0_3624_3475.nii,119679
increment_data,61.14625358581543,61.63056039810181,bigbrain_0_3624_3475.nii,119679
save_incremented,61.63071346282959,62.304404497146606,bigbrain_0_3624_3475.nii,119679
load_img,60.97957944869995,60.98057317733765,bigbrain_0_1208_3475.nii,119598
increment_data,60.98080134391785,61.46203064918518,bigbrain_0_1208_3475.nii,119598
save_incremented,61.4622015953064,62.30857539176941,bigbrain_0_1208_3475.nii,119598
load_img,60.86909317970276,60.87009930610657,bigbrain_0_0_2085.nii,119651
increment_data,60.87028527259827,61.39306688308716,bigbrain_0_0_2085.nii,119651
save_incremented,61.39322352409363,62.282325983047485,bigbrain_0_0_2085.nii,119651
load_img,60.86831545829773,60.86931014060974,bigbrain_0_0_2085.nii,119675
increment_data,60.869481325149536,61.39379644393921,bigbrain_0_0_2085.nii,119675
save_incremented,61.393911600112915,62.282105445861816,bigbrain_0_0_2085.nii,119675
load_img,60.86788749694824,60.869038343429565,bigbrain_0_0_2085.nii,119655
increment_data,60.86926531791687,61.39320158958435,bigbrain_0_0_2085.nii,119655
save_incremented,61.393346309661865,62.28154945373535,bigbrain_0_0_2085.nii,119655
load_img,60.82521033287048,60.82639765739441,bigbrain_0_1208_3475.nii,119636
increment_data,60.82662606239319,61.305413484573364,bigbrain_0_1208_3475.nii,119636
save_incremented,61.30556559562683,62.45920395851135,bigbrain_0_1208_3475.nii,119636
load_img,60.78796458244324,60.78905987739563,bigbrain_0_2416_2780.nii,119632
increment_data,60.789286613464355,61.29082489013672,bigbrain_0_2416_2780.nii,119632
save_incremented,61.29100275039673,62.15009880065918,bigbrain_0_2416_2780.nii,119632
load_img,60.78734612464905,60.788368940353394,bigbrain_0_2416_2780.nii,119616
increment_data,60.788578510284424,61.294806241989136,bigbrain_0_2416_2780.nii,119616
save_incremented,61.29498076438904,62.15059185028076,bigbrain_0_2416_2780.nii,119616
load_img,60.775269985198975,60.77624821662903,bigbrain_0_1208_3475.nii,119644
increment_data,60.77645921707153,61.30142784118652,bigbrain_0_1208_3475.nii,119644
save_incremented,61.30156135559082,62.24049949645996,bigbrain_0_1208_3475.nii,119644
load_img,60.48427200317383,60.48683834075928,bigbrain_0_3020_6255.nii,119613
increment_data,60.48730230331421,61.020904541015625,bigbrain_0_3020_6255.nii,119613
save_incremented,61.02106428146362,62.02742958068848,bigbrain_0_3020_6255.nii,119613
load_img,60.4834098815918,60.48433184623718,bigbrain_0_3020_6255.nii,119685
increment_data,60.48450303077698,61.02408790588379,bigbrain_0_3020_6255.nii,119685
save_incremented,61.024240016937256,62.01938986778259,bigbrain_0_3020_6255.nii,119685
load_img,60.483070850372314,60.484209060668945,bigbrain_0_3020_6255.nii,119659
increment_data,60.48442029953003,61.02090406417847,bigbrain_0_3020_6255.nii,119659
save_incremented,61.02106523513794,62.04252338409424,bigbrain_0_3020_6255.nii,119659
load_img,60.44736957550049,60.44838333129883,bigbrain_0_2416_5560.nii,119622
increment_data,60.448614835739136,60.96027064323425,bigbrain_0_2416_5560.nii,119622
save_incremented,60.96039938926697,61.68197774887085,bigbrain_0_2416_5560.nii,119622
load_img,60.44250535964966,60.44358777999878,bigbrain_0_2416_5560.nii,119607
increment_data,60.4438316822052,60.95977473258972,bigbrain_0_2416_5560.nii,119607
save_incremented,60.959951877593994,61.682188987731934,bigbrain_0_2416_5560.nii,119607
load_img,60.24515342712402,60.24621295928955,bigbrain_0_3020_3475.nii,119619
increment_data,60.246429204940796,60.735941886901855,bigbrain_0_3020_3475.nii,119619
save_incremented,60.736085653305054,61.702688694000244,bigbrain_0_3020_3475.nii,119619
load_img,60.190303325653076,60.191330671310425,bigbrain_0_3020_3475.nii,119625
increment_data,60.19154453277588,60.73167014122009,bigbrain_0_3020_3475.nii,119625
save_incremented,60.73184275627136,61.76698136329651,bigbrain_0_3020_3475.nii,119625
load_img,60.182923316955566,60.18395256996155,bigbrain_0_3020_3475.nii,119647
increment_data,60.18417525291443,60.73167109489441,bigbrain_0_3020_3475.nii,119647
save_incremented,60.73184585571289,61.61777877807617,bigbrain_0_3020_3475.nii,119647
load_img,60.12117910385132,60.1221227645874,bigbrain_0_4228_4865.nii,119668
increment_data,60.122283935546875,60.68519830703735,bigbrain_0_4228_4865.nii,119668
save_incremented,60.68537211418152,61.523460149765015,bigbrain_0_4228_4865.nii,119668
load_img,60.120177030563354,60.121280908584595,bigbrain_0_4228_4865.nii,119663
increment_data,60.12149715423584,60.68825387954712,bigbrain_0_4228_4865.nii,119663
save_incremented,60.68843650817871,61.52459716796875,bigbrain_0_4228_4865.nii,119663
load_img,60.10288405418396,60.10392761230469,bigbrain_0_3020_1390.nii,119640
increment_data,60.10413837432861,60.57988214492798,bigbrain_0_3020_1390.nii,119640
save_incremented,60.58007049560547,61.291767597198486,bigbrain_0_3020_1390.nii,119640
load_img,59.94748663902283,59.948482036590576,bigbrain_0_0_4865.nii,119679
increment_data,59.94867730140686,60.44499945640564,bigbrain_0_0_4865.nii,119679
save_incremented,60.445183515548706,61.141754388809204,bigbrain_0_0_4865.nii,119679
load_img,59.480172634124756,59.481295585632324,bigbrain_0_1812_4170.nii,119632
increment_data,59.481526136398315,59.99096179008484,bigbrain_0_1812_4170.nii,119632
save_incremented,59.99110960960388,60.78442144393921,bigbrain_0_1812_4170.nii,119632
load_img,59.47977066040039,59.48086380958557,bigbrain_0_1812_4170.nii,119616
increment_data,59.48109722137451,59.99017286300659,bigbrain_0_1812_4170.nii,119616
save_incremented,59.99034023284912,60.783966064453125,bigbrain_0_1812_4170.nii,119616
load_img,59.454455852508545,59.455591440200806,bigbrain_0_1812_0.nii,119636
increment_data,59.455822229385376,59.94199562072754,bigbrain_0_1812_0.nii,119636
save_incremented,59.942118406295776,60.82162070274353,bigbrain_0_1812_0.nii,119636
load_img,59.42716312408447,59.42809534072876,bigbrain_0_2416_6255.nii,119651
increment_data,59.428295373916626,59.937148332595825,bigbrain_0_2416_6255.nii,119651
save_incremented,59.93728423118591,60.86513543128967,bigbrain_0_2416_6255.nii,119651
load_img,59.42714047431946,59.42809534072876,bigbrain_0_2416_6255.nii,119675
increment_data,59.42829465866089,59.93638801574707,bigbrain_0_2416_6255.nii,119675
save_incremented,59.93654727935791,60.86426305770874,bigbrain_0_2416_6255.nii,119675
load_img,59.42336845397949,59.42437243461609,bigbrain_0_2416_6255.nii,119655
increment_data,59.42457628250122,59.93638801574707,bigbrain_0_2416_6255.nii,119655
save_incremented,59.936543464660645,60.864015102386475,bigbrain_0_2416_6255.nii,119655
load_img,59.305989503860474,59.30718421936035,bigbrain_0_1812_0.nii,119644
increment_data,59.30743336677551,59.79349184036255,bigbrain_0_1812_0.nii,119644
save_incremented,59.79364776611328,60.77199602127075,bigbrain_0_1812_0.nii,119644
load_img,59.23663783073425,59.23776936531067,bigbrain_0_1812_0.nii,119598
increment_data,59.23805356025696,59.78184485435486,bigbrain_0_1812_0.nii,119598
save_incremented,59.78201508522034,60.976678133010864,bigbrain_0_1812_0.nii,119598
load_img,59.11831188201904,59.11951398849487,bigbrain_0_2416_0.nii,119613
increment_data,59.119786977767944,59.61475205421448,bigbrain_0_2416_0.nii,119613
save_incremented,59.61493182182312,60.4793975353241,bigbrain_0_2416_0.nii,119613
load_img,59.09003949165344,59.09122061729431,bigbrain_0_2416_0.nii,119659
increment_data,59.09144997596741,59.615057706832886,bigbrain_0_2416_0.nii,119659
save_incremented,59.61518478393555,60.47851014137268,bigbrain_0_2416_0.nii,119659
load_img,59.08307909965515,59.084224462509155,bigbrain_0_2416_0.nii,119685
increment_data,59.084457874298096,59.61639332771301,bigbrain_0_2416_0.nii,119685
save_incremented,59.616528272628784,60.47909426689148,bigbrain_0_2416_0.nii,119685
load_img,58.90952491760254,58.91069006919861,bigbrain_0_4228_4865.nii,119607
increment_data,58.910961389541626,59.531909465789795,bigbrain_0_4228_4865.nii,119607
save_incremented,59.532023906707764,60.439300537109375,bigbrain_0_4228_4865.nii,119607
load_img,58.90538835525513,58.906527519226074,bigbrain_0_4228_4865.nii,119592
increment_data,58.906739711761475,59.53199005126953,bigbrain_0_4228_4865.nii,119592
