driver_program,0,1037.7052314281464,/home/val/spark-1570980315-local_1it_96cpus_0delay_npc_em-0,allfiles
load_img,12.922931432723999,12.925122499465942,bigbrain_0_3020_2780.nii,116887
increment_data,12.925547361373901,20.19014596939087,bigbrain_0_3020_2780.nii,116887
save_incremented,20.19038701057434,67.6458044052124,bigbrain_0_3020_2780.nii,116887
load_img,12.927693128585815,12.930917263031006,bigbrain_0_2416_4865.nii,116866
increment_data,12.931760787963867,20.29320502281189,bigbrain_0_2416_4865.nii,116866
save_incremented,20.293458938598633,70.17041301727295,bigbrain_0_2416_4865.nii,116866
load_img,12.937128782272339,12.93962574005127,bigbrain_0_2416_2780.nii,116944
increment_data,12.940340280532837,20.10671615600586,bigbrain_0_2416_2780.nii,116944
save_incremented,20.10694909095764,24.831639289855957,bigbrain_0_2416_2780.nii,116944
load_img,12.93954062461853,12.94165587425232,bigbrain_0_2416_4865.nii,116935
increment_data,12.94229507446289,20.293986558914185,bigbrain_0_2416_4865.nii,116935
save_incremented,20.294492959976196,24.447777032852173,bigbrain_0_2416_4865.nii,116935
load_img,12.947712659835815,12.950057744979858,bigbrain_0_4228_6255.nii,116893
increment_data,12.95078158378601,19.850046396255493,bigbrain_0_4228_6255.nii,116893
save_incremented,19.850468635559082,46.42493772506714,bigbrain_0_4228_6255.nii,116893
load_img,12.955789804458618,12.957861185073853,bigbrain_0_2416_2780.nii,116955
increment_data,12.95847749710083,20.10598397254944,bigbrain_0_2416_2780.nii,116955
save_incremented,20.10645365715027,24.689549922943115,bigbrain_0_2416_2780.nii,116955
load_img,12.961539030075073,12.964754104614258,bigbrain_0_3020_2780.nii,116920
increment_data,12.965304136276245,19.925025463104248,bigbrain_0_3020_2780.nii,116920
save_incremented,19.92568349838257,23.946677684783936,bigbrain_0_3020_2780.nii,116920
load_img,12.963813066482544,12.96561074256897,bigbrain_0_2416_4865.nii,116897
increment_data,12.966127395629883,20.293925523757935,bigbrain_0_2416_4865.nii,116897
save_incremented,20.294169664382935,23.838207006454468,bigbrain_0_2416_4865.nii,116897
load_img,12.96388840675354,12.966028213500977,bigbrain_0_4228_6255.nii,116949
increment_data,12.966496229171753,19.84748363494873,bigbrain_0_4228_6255.nii,116949
save_incremented,19.848179578781128,46.16886758804321,bigbrain_0_4228_6255.nii,116949
load_img,12.965190410614014,12.966998100280762,bigbrain_0_2416_4865.nii,116909
increment_data,12.967551231384277,20.29990863800049,bigbrain_0_2416_4865.nii,116909
save_incremented,20.30083680152893,23.565075159072876,bigbrain_0_2416_4865.nii,116909
load_img,12.974096059799194,12.976130962371826,bigbrain_0_2416_4865.nii,116913
increment_data,12.97675085067749,20.297932386398315,bigbrain_0_2416_4865.nii,116913
save_incremented,20.299105644226074,24.2995822429657,bigbrain_0_2416_4865.nii,116913
load_img,12.976393938064575,12.978564977645874,bigbrain_0_3020_2780.nii,116901
increment_data,12.979200839996338,20.19215726852417,bigbrain_0_3020_2780.nii,116901
save_incremented,20.19246196746826,21.683313846588135,bigbrain_0_3020_2780.nii,116901
load_img,12.98047423362732,12.983989715576172,bigbrain_0_3020_4865.nii,116940
increment_data,12.984906435012817,20.33267831802368,bigbrain_0_3020_4865.nii,116940
save_incremented,20.332911014556885,73.95718765258789,bigbrain_0_3020_4865.nii,116940
load_img,12.98543667793274,12.9874107837677,bigbrain_0_2416_2780.nii,117001
increment_data,12.988070011138916,20.105729579925537,bigbrain_0_2416_2780.nii,117001
save_incremented,20.10619306564331,23.299574375152588,bigbrain_0_2416_2780.nii,117001
load_img,12.990945100784302,12.994205236434937,bigbrain_0_3624_695.nii,117058
increment_data,12.994960308074951,19.96221113204956,bigbrain_0_3624_695.nii,117058
save_incremented,19.963354110717773,56.276031732559204,bigbrain_0_3624_695.nii,117058
load_img,12.992212295532227,12.994807004928589,bigbrain_0_3020_4865.nii,116992
increment_data,12.995357990264893,20.332287073135376,bigbrain_0_3020_4865.nii,116992
save_incremented,20.33249592781067,55.63725447654724,bigbrain_0_3020_4865.nii,116992
load_img,12.993978023529053,12.995933294296265,bigbrain_0_4228_4865.nii,116930
increment_data,12.99647307395935,20.045997142791748,bigbrain_0_4228_4865.nii,116930
save_incremented,20.046674966812134,23.589256286621094,bigbrain_0_4228_4865.nii,116930
load_img,12.99824333190918,13.000166893005371,bigbrain_0_3020_2780.nii,116963
increment_data,13.00084137916565,20.195526599884033,bigbrain_0_3020_2780.nii,116963
save_incremented,20.196961402893066,23.92075228691101,bigbrain_0_3020_2780.nii,116963
load_img,12.997861385345459,13.00048279762268,bigbrain_0_3020_4865.nii,116967
increment_data,13.001248836517334,20.332275867462158,bigbrain_0_3020_4865.nii,116967
save_incremented,20.332547664642334,25.460501670837402,bigbrain_0_3020_4865.nii,116967
load_img,12.998819589614868,13.001108884811401,bigbrain_0_3020_2780.nii,116974
increment_data,13.001794815063477,20.19686770439148,bigbrain_0_3020_2780.nii,116974
save_incremented,20.198527336120605,24.909959316253662,bigbrain_0_3020_2780.nii,116974
load_img,12.999392986297607,13.001542329788208,bigbrain_0_4228_6255.nii,117046
increment_data,13.002157926559448,19.846874952316284,bigbrain_0_4228_6255.nii,117046
save_incremented,19.847089529037476,46.49107265472412,bigbrain_0_4228_6255.nii,117046
load_img,13.000229358673096,13.003435850143433,bigbrain_0_4228_6255.nii,116971
increment_data,13.004390478134155,19.850467681884766,bigbrain_0_4228_6255.nii,116971
save_incremented,19.850674390792847,21.714191913604736,bigbrain_0_4228_6255.nii,116971
load_img,13.002416610717773,13.004624128341675,bigbrain_0_3624_695.nii,117029
increment_data,13.005296230316162,19.957772254943848,bigbrain_0_3624_695.nii,117029
save_incremented,19.957997798919678,54.94051504135132,bigbrain_0_3624_695.nii,117029
load_img,13.001941442489624,13.004801034927368,bigbrain_0_3020_2780.nii,116959
increment_data,13.005345344543457,20.195398092269897,bigbrain_0_3020_2780.nii,116959
save_incremented,20.196503400802612,24.235369443893433,bigbrain_0_3020_2780.nii,116959
load_img,13.004577398300171,13.00637412071228,bigbrain_0_2416_2780.nii,117020
increment_data,13.006909370422363,20.108202934265137,bigbrain_0_2416_2780.nii,117020
save_incremented,20.108996629714966,21.93856716156006,bigbrain_0_2416_2780.nii,117020
load_img,13.00282621383667,13.006315231323242,bigbrain_0_4228_4865.nii,117011
increment_data,13.007201433181763,20.32098937034607,bigbrain_0_4228_4865.nii,117011
save_incremented,20.321351289749146,24.192697525024414,bigbrain_0_4228_4865.nii,117011
load_img,13.008640050888062,13.011293172836304,bigbrain_0_3624_695.nii,117062
increment_data,13.012148141860962,19.957844257354736,bigbrain_0_3624_695.nii,117062
save_incremented,19.958046197891235,21.429725646972656,bigbrain_0_3624_695.nii,117062
load_img,13.011454105377197,13.013425350189209,bigbrain_0_3020_2780.nii,116917
increment_data,13.014143466949463,20.195072412490845,bigbrain_0_3020_2780.nii,116917
save_incremented,20.19664454460144,24.421046018600464,bigbrain_0_3020_2780.nii,116917
load_img,13.011446237564087,13.014548301696777,bigbrain_0_4228_6255.nii,116997
increment_data,13.015284776687622,19.750133752822876,bigbrain_0_4228_6255.nii,116997
save_incremented,19.750431537628174,75.80454850196838,bigbrain_0_4228_6255.nii,116997
load_img,13.013916730880737,13.016244173049927,bigbrain_0_4228_6255.nii,117033
increment_data,13.017022132873535,19.846664905548096,bigbrain_0_4228_6255.nii,117033
save_incremented,19.84692692756653,46.34939193725586,bigbrain_0_4228_6255.nii,117033
load_img,13.01491665840149,13.016760349273682,bigbrain_0_3624_695.nii,117080
increment_data,13.017246723175049,19.960005044937134,bigbrain_0_3624_695.nii,117080
save_incremented,19.96108627319336,55.34721374511719,bigbrain_0_3624_695.nii,117080
load_img,13.01590085029602,13.018018007278442,bigbrain_0_3020_2780.nii,117087
increment_data,13.018694639205933,20.19145441055298,bigbrain_0_3020_2780.nii,117087
save_incremented,20.191770315170288,22.757139444351196,bigbrain_0_3020_2780.nii,117087
load_img,13.017518043518066,13.020596027374268,bigbrain_0_2416_2780.nii,117053
increment_data,13.02162480354309,20.105591297149658,bigbrain_0_2416_2780.nii,117053
save_incremented,20.10623025894165,23.679484128952026,bigbrain_0_2416_2780.nii,117053
load_img,13.021925687789917,13.024804592132568,bigbrain_0_3624_695.nii,117101
increment_data,13.025757551193237,19.96050453186035,bigbrain_0_3624_695.nii,117101
save_incremented,19.96126413345337,56.191234827041626,bigbrain_0_3624_695.nii,117101
load_img,13.023628950119019,13.02618408203125,bigbrain_0_3624_695.nii,116986
increment_data,13.026813745498657,19.96011972427368,bigbrain_0_3624_695.nii,116986
save_incremented,19.961228609085083,55.09950852394104,bigbrain_0_3624_695.nii,116986
load_img,13.024156332015991,13.026748657226562,bigbrain_0_2416_2780.nii,117091
increment_data,13.027334213256836,20.1096830368042,bigbrain_0_2416_2780.nii,117091
save_incremented,20.110928297042847,24.320644855499268,bigbrain_0_2416_2780.nii,117091
load_img,13.023083925247192,13.027038812637329,bigbrain_0_3020_2780.nii,117096
increment_data,13.028016567230225,20.196308135986328,bigbrain_0_3020_2780.nii,117096
save_incremented,20.198041677474976,23.328055381774902,bigbrain_0_3020_2780.nii,117096
load_img,13.026634931564331,13.028606176376343,bigbrain_0_3020_4865.nii,117069
increment_data,13.029249429702759,20.333215951919556,bigbrain_0_3020_4865.nii,117069
save_incremented,20.33348798751831,22.938446283340454,bigbrain_0_3020_4865.nii,117069
load_img,13.026283502578735,13.028640985488892,bigbrain_0_2416_4865.nii,116925
increment_data,13.029351711273193,20.036786794662476,bigbrain_0_2416_4865.nii,116925
save_incremented,20.039636373519897,23.065326929092407,bigbrain_0_2416_4865.nii,116925
load_img,13.026588678359985,13.029200315475464,bigbrain_0_3624_695.nii,116978
increment_data,13.030046224594116,19.822125673294067,bigbrain_0_3624_695.nii,116978
save_incremented,19.822454929351807,54.899078130722046,bigbrain_0_3624_695.nii,116978
load_img,13.026705980300903,13.029276609420776,bigbrain_0_4228_6255.nii,117025
increment_data,13.030075073242188,19.848064661026,bigbrain_0_4228_6255.nii,117025
save_incremented,19.848519802093506,45.52758049964905,bigbrain_0_4228_6255.nii,117025
load_img,13.027236700057983,13.029320240020752,bigbrain_0_4228_4865.nii,117015
increment_data,13.030078172683716,20.32047128677368,bigbrain_0_4228_4865.nii,117015
save_incremented,20.32080316543579,24.89443349838257,bigbrain_0_4228_4865.nii,117015
load_img,13.029003858566284,13.032145977020264,bigbrain_0_2416_4865.nii,117105
increment_data,13.033702850341797,20.298041343688965,bigbrain_0_2416_4865.nii,117105
save_incremented,20.298825979232788,23.060494899749756,bigbrain_0_2416_4865.nii,117105
load_img,13.02971601486206,13.03310513496399,bigbrain_0_4228_6255.nii,117075
increment_data,13.03416109085083,19.85048508644104,bigbrain_0_4228_6255.nii,117075
save_incremented,19.850733995437622,46.09100031852722,bigbrain_0_4228_6255.nii,117075
load_img,13.03122067451477,13.03441596031189,bigbrain_0_4228_4865.nii,117066
increment_data,13.035813808441162,20.318864345550537,bigbrain_0_4228_4865.nii,117066
save_incremented,20.319237232208252,23.874314546585083,bigbrain_0_4228_4865.nii,117066
load_img,13.032238960266113,13.036066055297852,bigbrain_0_3020_4865.nii,117084
increment_data,13.037716150283813,20.117048263549805,bigbrain_0_3020_4865.nii,117084
save_incremented,20.117460012435913,22.635284662246704,bigbrain_0_3020_4865.nii,117084
load_img,13.034170627593994,13.037074327468872,bigbrain_0_3020_2780.nii,116982
increment_data,13.037898778915405,20.19603705406189,bigbrain_0_3020_2780.nii,116982
save_incremented,20.19700527191162,21.683624267578125,bigbrain_0_3020_2780.nii,116982
load_img,13.031831741333008,13.037123441696167,bigbrain_0_4228_6255.nii,117038
increment_data,13.038493633270264,19.84753131866455,bigbrain_0_4228_6255.nii,117038
save_incremented,19.848450899124146,45.64570617675781,bigbrain_0_4228_6255.nii,117038
load_img,13.035536527633667,13.041547060012817,bigbrain_0_2416_2780.nii,117110
increment_data,13.04323434829712,20.104457139968872,bigbrain_0_2416_2780.nii,117110
save_incremented,20.1049702167511,22.363890171051025,bigbrain_0_2416_2780.nii,117110
load_img,13.037789106369019,13.042210340499878,bigbrain_0_2416_2780.nii,117005
increment_data,13.043701648712158,20.10567545890808,bigbrain_0_2416_2780.nii,117005
save_incremented,20.106194019317627,24.266233205795288,bigbrain_0_2416_2780.nii,117005
load_img,13.038768291473389,13.043982744216919,bigbrain_0_2416_4865.nii,117115
increment_data,13.045437335968018,20.294089555740356,bigbrain_0_2416_4865.nii,117115
save_incremented,20.294301986694336,23.68205976486206,bigbrain_0_2416_4865.nii,117115
load_img,21.43390727043152,21.51111936569214,bigbrain_0_4228_695.nii,117062
increment_data,21.511910915374756,37.67684054374695,bigbrain_0_4228_695.nii,117062
save_incremented,37.677098751068115,38.25505328178406,bigbrain_0_4228_695.nii,117062
load_img,21.689532995224,21.761088609695435,bigbrain_0_0_0.nii,116982
increment_data,21.763237714767456,37.77919960021973,bigbrain_0_0_0.nii,116982
save_incremented,37.77937126159668,68.55774736404419,bigbrain_0_0_0.nii,116982
load_img,21.689496278762817,21.76120114326477,bigbrain_0_0_0.nii,116901
increment_data,21.763285398483276,37.7799015045166,bigbrain_0_0_0.nii,116901
save_incremented,37.78013014793396,41.54896545410156,bigbrain_0_0_0.nii,116901
load_img,21.718685626983643,21.799517393112183,bigbrain_0_3624_4865.nii,116971
increment_data,21.800450086593628,37.88843536376953,bigbrain_0_3624_4865.nii,116971
save_incremented,37.888620376586914,47.309213638305664,bigbrain_0_3624_4865.nii,116971
load_img,21.942928791046143,22.071744441986084,bigbrain_0_1812_4170.nii,117020
increment_data,22.072485208511353,38.78122401237488,bigbrain_0_1812_4170.nii,117020
save_incremented,38.78154730796814,42.332807540893555,bigbrain_0_1812_4170.nii,117020
load_img,22.36815619468689,22.369871377944946,bigbrain_0_1812_4170.nii,117110
increment_data,22.370269298553467,38.670356035232544,bigbrain_0_1812_4170.nii,117110
save_incremented,38.67055010795593,41.013367891311646,bigbrain_0_1812_4170.nii,117110
load_img,22.47723627090454,22.479656219482422,bigbrain_0_3624_4865.nii,116754
increment_data,22.480142831802368,37.873236894607544,bigbrain_0_3624_4865.nii,116754
save_incremented,37.87343120574951,38.647581338882446,bigbrain_0_3624_4865.nii,116754
load_img,22.761141777038574,22.762906551361084,bigbrain_0_0_0.nii,117087
increment_data,22.76327395439148,37.67278790473938,bigbrain_0_0_0.nii,117087
save_incremented,37.673036336898804,40.468523025512695,bigbrain_0_0_0.nii,117087
load_img,22.6388418674469,22.783015489578247,bigbrain_0_1208_4865.nii,117084
increment_data,22.78371500968933,39.63816595077515,bigbrain_0_1208_4865.nii,117084
save_incremented,39.638487815856934,41.365434885025024,bigbrain_0_1208_4865.nii,117084
load_img,22.942010402679443,22.94379997253418,bigbrain_0_1208_4865.nii,117069
increment_data,22.944159984588623,39.63828206062317,bigbrain_0_1208_4865.nii,117069
save_incremented,39.63977909088135,41.41539716720581,bigbrain_0_1208_4865.nii,117069
load_img,23.124347448349,23.12776470184326,bigbrain_0_1208_4865.nii,116805
increment_data,23.12819790840149,39.638283491134644,bigbrain_0_1208_4865.nii,116805
save_incremented,39.639583349227905,47.55915856361389,bigbrain_0_1208_4865.nii,116805
load_img,23.068755388259888,23.24632978439331,bigbrain_0_0_6255.nii,116925
increment_data,23.246820211410522,39.90029573440552,bigbrain_0_0_6255.nii,116925
save_incremented,39.900761127471924,42.72423243522644,bigbrain_0_0_6255.nii,116925
load_img,23.064801454544067,23.24746870994568,bigbrain_0_0_6255.nii,117105
increment_data,23.248071670532227,39.90104341506958,bigbrain_0_0_6255.nii,117105
save_incremented,39.90155506134033,43.47350811958313,bigbrain_0_0_6255.nii,117105
load_img,23.266592264175415,23.26814913749695,bigbrain_0_0_6255.nii,116799
increment_data,23.268492460250854,39.9007465839386,bigbrain_0_0_6255.nii,116799
save_incremented,39.90117001533508,42.7343955039978,bigbrain_0_0_6255.nii,116799
load_img,23.304956912994385,23.307084798812866,bigbrain_0_1812_4170.nii,117001
increment_data,23.307568550109863,38.78129744529724,bigbrain_0_1812_4170.nii,117001
save_incremented,38.78156900405884,42.10721039772034,bigbrain_0_1812_4170.nii,117001
load_img,23.33194875717163,23.333804845809937,bigbrain_0_0_0.nii,117096
increment_data,23.33418345451355,37.77945375442505,bigbrain_0_0_0.nii,117096
save_incremented,37.77965044975281,39.63476586341858,bigbrain_0_0_0.nii,117096
load_img,23.569182634353638,23.570913314819336,bigbrain_0_0_6255.nii,116909
increment_data,23.571253061294556,39.902029037475586,bigbrain_0_0_6255.nii,116909
