driver_program,0,922.3636167049408,/pmem1-data/val/spark-1570490844-optaneAD_1it_96cpus_0delay_npc-0,allfiles
load_img,117.3096935749054,118.17735028266907,bigbrain_4620_604_2085.nii,82405
increment_data,118.19942665100098,120.69168853759766,bigbrain_4620_604_2085.nii,82405
save_incremented,120.69236350059509,174.92242860794067,bigbrain_4620_604_2085.nii,82405
load_img,117.86041021347046,119.40268516540527,bigbrain_6930_4832_5560.nii,82381
increment_data,119.4180257320404,122.67504501342773,bigbrain_6930_4832_5560.nii,82381
save_incremented,122.67564153671265,126.82380056381226,bigbrain_6930_4832_5560.nii,82381
load_img,117.97485566139221,119.44807386398315,bigbrain_6160_5436_3475.nii,82426
increment_data,119.45413851737976,121.52951884269714,bigbrain_6160_5436_3475.nii,82426
save_incremented,121.53027176856995,127.2767562866211,bigbrain_6160_5436_3475.nii,82426
load_img,117.96039819717407,119.4606773853302,bigbrain_2310_604_2780.nii,82402
increment_data,119.46909379959106,121.76287269592285,bigbrain_2310_604_2780.nii,82402
save_incremented,121.76469373703003,127.14995455741882,bigbrain_2310_604_2780.nii,82402
load_img,118.23287868499756,119.4955940246582,bigbrain_6930_1208_6255.nii,82501
increment_data,119.50477910041809,121.55302453041077,bigbrain_6930_1208_6255.nii,82501
save_incremented,121.55397295951843,127.14469265937805,bigbrain_6930_1208_6255.nii,82501
load_img,118.01995396614075,119.49907612800598,bigbrain_0_4228_0.nii,82453
increment_data,119.50855326652527,121.89021515846252,bigbrain_0_4228_0.nii,82453
save_incremented,121.89128541946411,127.21665930747986,bigbrain_0_4228_0.nii,82453
load_img,117.86345434188843,119.49946212768555,bigbrain_6160_0_3475.nii,82423
increment_data,119.51364207267761,121.88506555557251,bigbrain_6160_0_3475.nii,82423
save_incremented,121.88617444038391,178.13236927986145,bigbrain_6160_0_3475.nii,82423
load_img,117.88473629951477,119.5341968536377,bigbrain_1540_2416_695.nii,82459
increment_data,119.54293942451477,122.27155756950378,bigbrain_1540_2416_695.nii,82459
save_incremented,122.27789998054504,127.95226907730103,bigbrain_1540_2416_695.nii,82459
load_img,118.2578763961792,119.59360194206238,bigbrain_0_4228_3475.nii,82383
increment_data,119.60095429420471,122.72782635688782,bigbrain_0_4228_3475.nii,82383
save_incremented,122.72896146774292,126.97612977027893,bigbrain_0_4228_3475.nii,82383
