driver_program,0,10369.348020792007,/home/users/vhayots/spark-1570463985-isilonAD_1it_96cpus_0delay_npc-0,allfiles
load_img,6039.303658008575,6040.169441699982,bigbrain_5390_3624_695.nii,73541
increment_data,6214.669753551483,6216.492885112762,bigbrain_5390_3624_695.nii,73541
save_incremented,6262.6847376823425,6699.914815664291,bigbrain_5390_3624_695.nii,73541
load_img,4308.5468945503235,4308.977551698685,bigbrain_1540_1812_0.nii,73454
increment_data,4410.774416685104,4414.290984392166,bigbrain_1540_1812_0.nii,73454
save_incremented,4764.250720500946,4883.047438621521,bigbrain_1540_1812_0.nii,73454
load_img,5617.558308124542,5617.940455198288,bigbrain_4620_604_0.nii,73412
increment_data,6107.874844551086,6110.6329934597015,bigbrain_4620_604_0.nii,73412
save_incremented,6123.05836057663,6180.207494020462,bigbrain_4620_604_0.nii,73412
load_img,9520.189845085144,9520.917120456696,bigbrain_6930_3020_3475.nii,73553
increment_data,9541.802009344101,9548.143101215363,bigbrain_6930_3020_3475.nii,73553
save_incremented,9617.475674629211,10222.773746490479,bigbrain_6930_3020_3475.nii,73553
load_img,8659.479110240936,8659.988962173462,bigbrain_5390_3624_0.nii,73349
increment_data,8762.054122447968,8765.496953010559,bigbrain_5390_3624_0.nii,73349
save_incremented,8790.465845108032,9022.876523971558,bigbrain_5390_3624_0.nii,73349
load_img,1107.44961977005,1107.8434307575226,bigbrain_4620_3624_4170.nii,73577
increment_data,1374.0668971538544,1375.252141237259,bigbrain_4620_3624_4170.nii,73577
save_incremented,1543.0778470039368,1835.3832631111145,bigbrain_4620_3624_4170.nii,73577
load_img,5302.4863069057465,5302.869097471237,bigbrain_4620_4832_1390.nii,73340
increment_data,5586.63236117363,5588.404025554657,bigbrain_4620_4832_1390.nii,73340
save_incremented,5612.835211515427,5964.461702823639,bigbrain_4620_4832_1390.nii,73340
load_img,545.8623912334442,547.6257619857788,bigbrain_0_4228_0.nii,73349
increment_data,547.7029116153717,550.2891826629639,bigbrain_0_4228_0.nii,73349
save_incremented,603.3875255584717,901.8805284500122,bigbrain_0_4228_0.nii,73349
load_img,542.7142612934113,544.7186965942383,bigbrain_5390_4228_4865.nii,73487
increment_data,544.9012157917023,548.1558747291565,bigbrain_5390_4228_4865.nii,73487
save_incremented,548.1608016490936,832.8024337291718,bigbrain_5390_4228_4865.nii,73487
load_img,2236.3960497379303,2237.2490842342377,bigbrain_5390_5436_5560.nii,73508
increment_data,2278.2312676906586,2279.9614288806915,bigbrain_5390_5436_5560.nii,73508
save_incremented,2576.3170409202576,2646.5243635177612,bigbrain_5390_5436_5560.nii,73508
load_img,1560.3363015651703,1560.7129139900208,bigbrain_3080_4228_4170.nii,73457
increment_data,1569.1058185100555,1571.5100708007812,bigbrain_3080_4228_4170.nii,73457
save_incremented,1652.1796276569366,1895.499988079071,bigbrain_3080_4228_4170.nii,73457
load_img,4767.651903152466,4769.605761289597,bigbrain_770_2416_1390.nii,73565
increment_data,4981.9270606040955,4983.350664615631,bigbrain_770_2416_1390.nii,73565
save_incremented,5098.848818778992,5263.342995643616,bigbrain_770_2416_1390.nii,73565
load_img,3931.103392601013,3932.3007011413574,bigbrain_1540_3020_2085.nii,73364
increment_data,4088.0660769939423,4149.175743341446,bigbrain_1540_3020_2085.nii,73364
save_incremented,4307.860839605331,4412.651239156723,bigbrain_1540_3020_2085.nii,73364
load_img,5969.980504274368,5970.779598474503,bigbrain_2310_4228_2780.nii,73553
increment_data,6125.865405321121,6127.166522264481,bigbrain_2310_4228_2780.nii,73553
save_incremented,6225.45068359375,6262.692716836929,bigbrain_2310_4228_2780.nii,73553
load_img,9250.165853261948,9250.55590891838,bigbrain_2310_5436_3475.nii,73490
increment_data,9540.24380159378,9543.431227207184,bigbrain_2310_5436_3475.nii,73490
save_incremented,9569.95113658905,9695.543559789658,bigbrain_2310_5436_3475.nii,73490
load_img,6415.829974889755,6416.325335025787,bigbrain_3850_2416_6255.nii,73439
increment_data,6729.708396196365,6731.444935083389,bigbrain_3850_2416_6255.nii,73439
save_incremented,6745.504177093506,6910.727261304855,bigbrain_3850_2416_6255.nii,73439
load_img,5612.665578842163,5613.209970235825,bigbrain_0_2416_695.nii,73433
increment_data,6067.5118634700775,6073.714311122894,bigbrain_0_2416_695.nii,73433
save_incremented,6084.2940402030945,6174.555126905441,bigbrain_0_2416_695.nii,73433
load_img,4942.929453372955,4943.56550693512,bigbrain_3080_0_0.nii,73481
increment_data,5071.552852869034,5073.540338516235,bigbrain_3080_0_0.nii,73481
save_incremented,5114.46089887619,5572.737114429474,bigbrain_3080_0_0.nii,73481
load_img,7173.4769513607025,7173.990171670914,bigbrain_6160_5436_1390.nii,73304
increment_data,7455.754304885864,7459.321972846985,bigbrain_6160_5436_1390.nii,73304
save_incremented,7505.1295557022095,7757.339232444763,bigbrain_6160_5436_1390.nii,73304
load_img,4943.1723799705505,4943.790547132492,bigbrain_1540_2416_3475.nii,73568
increment_data,5057.5404987335205,5063.470308542252,bigbrain_1540_2416_3475.nii,73568
save_incremented,5114.06493139267,5571.470373392105,bigbrain_1540_2416_3475.nii,73568
load_img,1145.749501466751,1146.13023853302,bigbrain_6160_3624_5560.nii,73496
increment_data,1380.023841381073,1381.3869006633759,bigbrain_6160_3624_5560.nii,73496
save_incremented,1562.0424115657806,1835.5953137874603,bigbrain_6160_3624_5560.nii,73496
load_img,542.6367104053497,544.7047426700592,bigbrain_0_1208_695.nii,73331
increment_data,544.8833079338074,548.1182773113251,bigbrain_0_1208_695.nii,73331
save_incremented,548.1423740386963,828.4262974262238,bigbrain_0_1208_695.nii,73331
load_img,5216.384771347046,5216.769687414169,bigbrain_770_604_0.nii,73394
increment_data,5576.821440219879,5577.793843746185,bigbrain_770_604_0.nii,73394
save_incremented,5599.924612522125,5620.4242606163025,bigbrain_770_604_0.nii,73394
load_img,3524.0598747730255,3525.563055038452,bigbrain_3080_1812_5560.nii,73325
increment_data,3549.4998700618744,3552.3942625522614,bigbrain_3080_1812_5560.nii,73325
save_incremented,3743.489632129669,4241.1737649440765,bigbrain_3080_1812_5560.nii,73325
load_img,2236.838108062744,2237.398209810257,bigbrain_2310_3624_695.nii,73529
increment_data,2576.275950908661,2579.149687767029,bigbrain_2310_3624_695.nii,73529
save_incremented,2645.323049068451,2807.8499834537506,bigbrain_2310_3624_695.nii,73529
load_img,4766.807706832886,4768.684367656708,bigbrain_3850_604_4170.nii,73337
increment_data,4956.993022203445,4961.203900337219,bigbrain_3850_604_4170.nii,73337
save_incremented,5078.112590551376,5125.574704647064,bigbrain_3850_604_4170.nii,73337
load_img,9269.230116605759,9269.776323080063,bigbrain_5390_2416_5560.nii,73370
increment_data,9540.521702528,9545.430257320404,bigbrain_5390_2416_5560.nii,73370
save_incremented,9609.123034715652,9798.826794147491,bigbrain_5390_2416_5560.nii,73370
load_img,7207.6001789569855,7208.300753831863,bigbrain_6930_2416_695.nii,73580
increment_data,7456.258791208267,7462.680542707443,bigbrain_6930_2416_695.nii,73580
save_incremented,7510.568687200546,7905.603195428848,bigbrain_6930_2416_695.nii,73580
load_img,3931.1240904331207,3932.1747438907623,bigbrain_5390_1208_2085.nii,73334
increment_data,4082.221582889557,4143.854686498642,bigbrain_5390_1208_2085.nii,73334
save_incremented,4307.859047174454,4417.556168079376,bigbrain_5390_1208_2085.nii,73334
load_img,3930.945347547531,3932.2360424995422,bigbrain_0_3020_3475.nii,73331
increment_data,4091.4967653751373,4143.929063081741,bigbrain_0_3020_3475.nii,73331
save_incremented,4307.860306739807,4423.671703338623,bigbrain_0_3020_3475.nii,73331
load_img,7462.239409685135,7463.051667928696,bigbrain_6160_4832_1390.nii,73385
increment_data,7575.640928030014,7579.165603637695,bigbrain_6160_4832_1390.nii,73385
save_incremented,7626.474929332733,7983.701756954193,bigbrain_6160_4832_1390.nii,73385
load_img,5312.556359291077,5313.3728811740875,bigbrain_6930_3624_4170.nii,73358
increment_data,5595.515921831131,5596.964511871338,bigbrain_6930_3624_4170.nii,73358
save_incremented,5613.99073266983,6124.035414934158,bigbrain_6930_3624_4170.nii,73358
load_img,1183.3672003746033,1183.7659265995026,bigbrain_5390_4228_4170.nii,73349
increment_data,1394.6077525615692,1396.5669782161713,bigbrain_5390_4228_4170.nii,73349
