driver_program,0,9749.811122655869,/home/users/vhayots/spark-1570955656-isilon_1it_96cpus_0delay_npc-0,allfiles
increment_data,67.16660690307617,87.26269721984863,bigbrain_0_3020_4865.nii,111945
save_incremented,141.19779014587402,160.93897342681885,bigbrain_0_3020_4865.nii,111945
load_img,5284.041771173477,5284.11058473587,bigbrain_6930_604_4170.nii,112065
increment_data,5765.042351961136,5785.136031150818,bigbrain_6930_604_4170.nii,112065
save_incremented,5786.546203374863,5952.244316577911,bigbrain_6930_604_4170.nii,112065
load_img,4918.818389892578,4945.568712472916,bigbrain_6160_604_4170.nii,112304
increment_data,5212.231214046478,5239.43194437027,bigbrain_6160_604_4170.nii,112304
save_incremented,5271.503437280655,5715.430495977402,bigbrain_6160_604_4170.nii,112304
load_img,5271.51173043251,5284.036832332611,bigbrain_1540_4228_3475.nii,112149
increment_data,5721.193174123764,5765.06289601326,bigbrain_1540_4228_3475.nii,112149
save_incremented,5780.485381603241,5946.915298461914,bigbrain_1540_4228_3475.nii,112149
load_img,7660.081623315811,7674.199743747711,bigbrain_4620_2416_695.nii,111959
increment_data,8101.342186689377,8142.566605329514,bigbrain_4620_2416_695.nii,111959
save_incremented,8153.804527282715,8567.578192710876,bigbrain_4620_2416_695.nii,111959
load_img,4628.899852991104,4658.55600810051,bigbrain_3850_4832_2780.nii,112145
increment_data,5087.983102321625,5124.559361934662,bigbrain_3850_4832_2780.nii,112145
save_incremented,5266.614448785782,5715.432096242905,bigbrain_3850_4832_2780.nii,112145
load_img,4466.523203611374,4473.789155721664,bigbrain_6160_1208_3475.nii,112037
increment_data,4858.093799352646,4886.311214208603,bigbrain_6160_1208_3475.nii,112037
save_incremented,5194.596503734589,5284.008545160294,bigbrain_6160_1208_3475.nii,112037
load_img,6258.434967517853,6282.941556930542,bigbrain_5390_0_2085.nii,111962
increment_data,6629.39622759819,6681.809064149857,bigbrain_5390_0_2085.nii,111962
save_incremented,6960.715746879578,6986.311393499374,bigbrain_5390_0_2085.nii,111962
load_img,2471.8355643749237,2490.7169523239136,bigbrain_2310_1208_2085.nii,111959
increment_data,2873.847042322159,2921.5229122638702,bigbrain_2310_1208_2085.nii,111959
save_incremented,3225.311007976532,3244.549644947052,bigbrain_2310_1208_2085.nii,111959
load_img,5767.196272611618,5786.530110120773,bigbrain_6160_3624_5560.nii,112196
increment_data,5909.678787946701,5970.182698011398,bigbrain_6160_3624_5560.nii,112196
save_incremented,6262.690054655075,6393.553357362747,bigbrain_6160_3624_5560.nii,112196
load_img,1923.429255247116,1934.2507989406586,bigbrain_4620_4832_695.nii,112209
increment_data,2361.701247215271,2396.186232805252,bigbrain_4620_4832_695.nii,112209
save_incremented,2475.433923959732,2835.671740293503,bigbrain_4620_4832_695.nii,112209
load_img,9569.580967187881,9569.632088422775,bigbrain_3080_0_0.nii,111962
increment_data,9571.504774570465,9591.602288007736,bigbrain_3080_0_0.nii,111962
save_incremented,9591.605800628662,9614.543595790863,bigbrain_3080_0_0.nii,111962
load_img,4335.728045225143,4351.368810415268,bigbrain_3850_3020_6255.nii,111975
increment_data,4747.2706933021545,4787.899327516556,bigbrain_3850_3020_6255.nii,111975
save_incremented,5151.4371073246,5177.035765886307,bigbrain_3850_3020_6255.nii,111975
load_img,4610.893098831177,4655.051455259323,bigbrain_3850_3020_4170.nii,112079
increment_data,5076.569326162338,5113.61825966835,bigbrain_3850_3020_4170.nii,112079
save_incremented,5266.194273948669,5687.901560306549,bigbrain_3850_3020_4170.nii,112079
load_img,2965.8084733486176,2987.5131692886353,bigbrain_3080_604_4170.nii,112304
increment_data,3347.8297171592712,3372.7696392536163,bigbrain_3080_604_4170.nii,112304
save_incremented,3404.458249092102,3806.178441286087,bigbrain_3080_604_4170.nii,112304
load_img,103.73739361763,128.47438406944275,bigbrain_6160_1812_1390.nii,112088
increment_data,318.82541728019714,355.62901878356934,bigbrain_6160_1812_1390.nii,112088
save_incremented,612.8621759414673,836.6522407531738,bigbrain_6160_1812_1390.nii,112088
load_img,7172.083776950836,7178.502292871475,bigbrain_3850_4228_3475.nii,112290
increment_data,7622.549899339676,7655.792137145996,bigbrain_3850_4228_3475.nii,112290
save_incremented,7670.065265893936,7859.12034869194,bigbrain_3850_4228_3475.nii,112290
load_img,4532.882738351822,4548.1463849544525,bigbrain_770_4228_2780.nii,112133
increment_data,4963.890465021133,4996.9506158828735,bigbrain_770_4228_2780.nii,112133
save_incremented,5223.206501483917,5714.88146853447,bigbrain_770_4228_2780.nii,112133
load_img,2678.7449011802673,2682.2968447208405,bigbrain_770_3020_2085.nii,112133
