driver_program,0,2636.4563200473785,/home/val/spark-1570977217-local_1it_25cpus_60delay_withpc_em-0,allfiles
load_img,5.167901515960693,5.171754598617554,bigbrain_0_3624_695.nii,115925
increment_data,5.17260479927063,12.87609314918518,bigbrain_0_3624_695.nii,115925
save_incremented,12.876393795013428,53.80341982841492,bigbrain_0_3624_695.nii,115925
load_img,5.180214166641235,5.191403388977051,bigbrain_0_4228_4865.nii,115930
increment_data,5.191900253295898,13.212696313858032,bigbrain_0_4228_4865.nii,115930
save_incremented,13.212973356246948,14.588567733764648,bigbrain_0_4228_4865.nii,115930
load_img,5.205376863479614,5.2268218994140625,bigbrain_0_2416_4865.nii,115924
increment_data,5.227636337280273,13.192011594772339,bigbrain_0_2416_4865.nii,115924
save_incremented,13.192362070083618,14.778722286224365,bigbrain_0_2416_4865.nii,115924
load_img,5.235002517700195,5.237028121948242,bigbrain_0_2416_4865.nii,115936
increment_data,5.23759913444519,13.191713094711304,bigbrain_0_2416_4865.nii,115936
save_incremented,13.19196891784668,14.325319290161133,bigbrain_0_2416_4865.nii,115936
load_img,5.245575666427612,5.247714042663574,bigbrain_0_4228_4865.nii,115939
increment_data,5.248258590698242,13.2145676612854,bigbrain_0_4228_4865.nii,115939
save_incremented,13.215174913406372,14.577066421508789,bigbrain_0_4228_4865.nii,115939
load_img,5.289170503616333,5.292975425720215,bigbrain_0_4228_4865.nii,115942
increment_data,5.293458700180054,13.144114971160889,bigbrain_0_4228_4865.nii,115942
save_incremented,13.144330739974976,14.533312797546387,bigbrain_0_4228_4865.nii,115942
load_img,5.2626917362213135,5.2991650104522705,bigbrain_0_4228_6255.nii,115945
increment_data,5.418379306793213,13.474393367767334,bigbrain_0_4228_6255.nii,115945
save_incremented,13.474661588668823,14.481333494186401,bigbrain_0_4228_6255.nii,115945
load_img,5.296999931335449,5.299422979354858,bigbrain_0_4228_6255.nii,115951
increment_data,5.418566703796387,13.444177150726318,bigbrain_0_4228_6255.nii,115951
save_incremented,13.444514036178589,68.7148654460907,bigbrain_0_4228_6255.nii,115951
load_img,5.274830102920532,5.320216655731201,bigbrain_0_3020_2780.nii,115933
increment_data,5.4186623096466064,13.502381324768066,bigbrain_0_3020_2780.nii,115933
save_incremented,13.502637147903442,14.73261547088623,bigbrain_0_3020_2780.nii,115933
load_img,5.330637693405151,5.333666563034058,bigbrain_0_3020_2780.nii,115954
increment_data,5.41874361038208,13.502755880355835,bigbrain_0_3020_2780.nii,115954
save_incremented,13.502949237823486,82.14472079277039,bigbrain_0_3020_2780.nii,115954
load_img,5.345020771026611,5.346707820892334,bigbrain_0_3020_2780.nii,115968
increment_data,5.418849468231201,13.468199491500854,bigbrain_0_3020_2780.nii,115968
save_incremented,13.468416929244995,14.727420091629028,bigbrain_0_3020_2780.nii,115968
load_img,5.358017206192017,5.36098051071167,bigbrain_0_4228_6255.nii,115972
increment_data,5.418867826461792,13.474392890930176,bigbrain_0_4228_6255.nii,115972
save_incremented,13.474667072296143,14.510544538497925,bigbrain_0_4228_6255.nii,115972
load_img,5.360418319702148,5.363311529159546,bigbrain_0_3020_2780.nii,115958
increment_data,5.4190638065338135,13.502866983413696,bigbrain_0_3020_2780.nii,115958
save_incremented,13.503099918365479,14.667714834213257,bigbrain_0_3020_2780.nii,115958
load_img,5.365102767944336,5.366816997528076,bigbrain_0_3624_695.nii,115976
increment_data,5.419178485870361,12.899396419525146,bigbrain_0_3624_695.nii,115976
save_incremented,12.899640798568726,13.905245780944824,bigbrain_0_3624_695.nii,115976
load_img,5.375261068344116,5.3769211769104,bigbrain_0_2416_4865.nii,115991
increment_data,5.41927433013916,13.191713094711304,bigbrain_0_2416_4865.nii,115991
save_incremented,13.191941022872925,14.330183982849121,bigbrain_0_2416_4865.nii,115991
load_img,5.375553607940674,5.377554178237915,bigbrain_0_3624_695.nii,115995
increment_data,5.419403076171875,12.89962649345398,bigbrain_0_3624_695.nii,115995
save_incremented,12.899931907653809,13.912742137908936,bigbrain_0_3624_695.nii,115995
load_img,5.374866485595703,5.379187822341919,bigbrain_0_2416_2780.nii,115984
increment_data,5.419408559799194,13.422838687896729,bigbrain_0_2416_2780.nii,115984
save_incremented,13.423139810562134,14.671556234359741,bigbrain_0_2416_2780.nii,115984
load_img,5.370481967926025,5.379225254058838,bigbrain_0_2416_2780.nii,115980
