driver_program,0,10674.090746164322,/home/users/vhayots/spark-1570604276-isilonAD_1it_25cpus_120delay_withpc-4,allfiles
load_img,10000.642680644989,10001.432861804962,bigbrain_770_4832_3475.nii,127656
increment_data,10023.845333576202,10025.346977233887,bigbrain_770_4832_3475.nii,127656
save_incremented,10031.238797187805,10104.432892084122,bigbrain_770_4832_3475.nii,127656
load_img,5185.897920370102,5186.8289523124695,bigbrain_770_2416_1390.nii,127656
increment_data,5211.581011533737,5222.024562835693,bigbrain_770_2416_1390.nii,127656
save_incremented,5239.237961292267,5290.605954170227,bigbrain_770_2416_1390.nii,127656
load_img,9412.523308038712,9413.01346373558,bigbrain_6160_1208_4865.nii,127644
increment_data,9422.865333080292,9425.313495874405,bigbrain_6160_1208_4865.nii,127644
save_incremented,9428.813652038574,9523.488955497742,bigbrain_6160_1208_4865.nii,127644
load_img,9700.577488899231,9701.078556537628,bigbrain_2310_604_6255.nii,127617
increment_data,9701.517055273056,9704.578926801682,bigbrain_2310_604_6255.nii,127617
save_incremented,9717.111027479172,9785.95734667778,bigbrain_2310_604_6255.nii,127617
load_img,2243.258076429367,2243.6467106342316,bigbrain_0_2416_0.nii,127680
increment_data,2260.5212054252625,2265.944652080536,bigbrain_0_2416_0.nii,127680
save_incremented,2273.753140926361,2354.144280910492,bigbrain_0_2416_0.nii,127680
load_img,1063.057445526123,1063.4399070739746,bigbrain_770_1812_695.nii,127626
increment_data,1114.3273296356201,1124.9213457107544,bigbrain_770_1812_695.nii,127626
save_incremented,1159.111359834671,1192.324452638626,bigbrain_770_1812_695.nii,127626
load_img,6021.2651290893555,6022.167281627655,bigbrain_6160_3020_2085.nii,127653
increment_data,6043.616642475128,6053.043323516846,bigbrain_6160_3020_2085.nii,127653
save_incremented,6066.581950426102,6169.49091219902,bigbrain_6160_3020_2085.nii,127653
load_img,4959.554138422012,4960.107758998871,bigbrain_4620_604_4170.nii,127668
increment_data,4990.528611660004,5004.266851186752,bigbrain_4620_604_4170.nii,127668
save_incremented,5018.427990198135,5120.738981485367,bigbrain_4620_604_4170.nii,127668
load_img,7126.130549669266,7127.02214050293,bigbrain_0_604_5560.nii,127662
increment_data,7145.604216337204,7154.787665605545,bigbrain_0_604_5560.nii,127662
save_incremented,7189.931403160095,7256.271522521973,bigbrain_0_604_5560.nii,127662
load_img,7661.077518463135,7661.601534605026,bigbrain_3850_5436_4170.nii,127638
increment_data,7672.651042938232,7675.231935739517,bigbrain_3850_5436_4170.nii,127638
save_incremented,7704.91414809227,7805.6309287548065,bigbrain_3850_5436_4170.nii,127638
load_img,9696.318073749542,9696.956630468369,bigbrain_1540_5436_1390.nii,127647
increment_data,9701.371709823608,9704.421961069107,bigbrain_1540_5436_1390.nii,127647
save_incremented,9727.725143194199,9820.045007228851,bigbrain_1540_5436_1390.nii,127647
load_img,6224.505780696869,6225.001257658005,bigbrain_4620_4228_1390.nii,127662
increment_data,6236.677623033524,6239.769023656845,bigbrain_4620_4228_1390.nii,127662
save_incremented,6277.481817245483,6354.733360528946,bigbrain_4620_4228_1390.nii,127662
load_img,7397.038012266159,7397.8150753974915,bigbrain_4620_5436_4865.nii,127650
increment_data,7443.282507896423,7451.804015636444,bigbrain_4620_5436_4865.nii,127650
save_incremented,7464.162351369858,7533.260198831558,bigbrain_4620_5436_4865.nii,127650
load_img,3794.2724945545197,3794.6527910232544,bigbrain_0_1812_0.nii,127638
increment_data,3856.2779653072357,3857.0911133289337,bigbrain_0_1812_0.nii,127638
save_incremented,3863.4631946086884,3946.195396900177,bigbrain_0_1812_0.nii,127638
load_img,5758.122714757919,5758.80924654007,bigbrain_770_3020_2085.nii,127632
increment_data,5766.273461341858,5768.861163139343,bigbrain_770_3020_2085.nii,127632
save_incremented,5776.977996110916,5856.723348855972,bigbrain_770_3020_2085.nii,127632
load_img,8790.723509788513,8791.621489524841,bigbrain_1540_4832_3475.nii,127629
increment_data,8846.348958015442,8847.823110103607,bigbrain_1540_4832_3475.nii,127629
save_incremented,8863.611268997192,8954.187825202942,bigbrain_1540_4832_3475.nii,127629
load_img,10635.800619363785,10636.191478013992,bigbrain_6930_0_5560.nii,127671
increment_data,10638.629622459412,10640.817173957825,bigbrain_6930_0_5560.nii,127671
save_incremented,10643.390235185623,10666.925687789917,bigbrain_6930_0_5560.nii,127671
load_img,5491.114499092102,5491.822777748108,bigbrain_770_4228_2085.nii,127626
increment_data,5517.879101991653,5526.119517564774,bigbrain_770_4228_2085.nii,127626
